CE13	XIN_ENG_20030624.0085-CE1
CE15	XIN_ENG_20030624.0085-CE2
CE17	XIN_ENG_20030624.0085-CE3
CE18	XIN_ENG_20030624.0085-CE4
CE19	XIN_ENG_20030624.0085-CE5
CE20	XIN_ENG_20030624.0085-CE6
CE1	XIN_ENG_20030624.0085-CE7
CE2	XIN_ENG_20030624.0085-CE8
CE3	XIN_ENG_20030624.0085-CE9
CE4	XIN_ENG_20030624.0085-CE10
CE6	XIN_ENG_20030624.0085-CE11
CE7	XIN_ENG_20030624.0085-CE12
CE8	XIN_ENG_20030624.0085-CE13
CE9	XIN_ENG_20030624.0085-CE14
CE10	XIN_ENG_20030624.0085-CE15
CE11	XIN_ENG_20030624.0085-CE16
CE12	XIN_ENG_20030624.0085-CE17
E14	XIN_ENG_20030624.0085-E1
E16	XIN_ENG_20030624.0085-E2
E19	XIN_ENG_20030624.0085-E3
E20	XIN_ENG_20030624.0085-E4
E21	XIN_ENG_20030624.0085-E5
E22	XIN_ENG_20030624.0085-E6
E23	XIN_ENG_20030624.0085-E7
E1	XIN_ENG_20030624.0085-E8
E2	XIN_ENG_20030624.0085-E9
E3	XIN_ENG_20030624.0085-E10
E4	XIN_ENG_20030624.0085-E11
E6	XIN_ENG_20030624.0085-E12
E7	XIN_ENG_20030624.0085-E13
E8	XIN_ENG_20030624.0085-E14
E9	XIN_ENG_20030624.0085-E15
E10	XIN_ENG_20030624.0085-E16
E11	XIN_ENG_20030624.0085-E17
E12	XIN_ENG_20030624.0085-E18
E13	XIN_ENG_20030624.0085-E19
EM1	XIN_ENG_20030624.0085-E8-1
EM17	XIN_ENG_20030624.0085-E11-2
EM18	XIN_ENG_20030624.0085-E9-3
EM19	XIN_ENG_20030624.0085-E1-4
EM20	XIN_ENG_20030624.0085-E11-5
EM21	XIN_ENG_20030624.0085-E2-6
EM22	XIN_ENG_20030624.0085-E18-7
EM23	XIN_ENG_20030624.0085-E3-8
EM24	XIN_ENG_20030624.0085-E4-9
EM25	XIN_ENG_20030624.0085-E4-10
EM26	XIN_ENG_20030624.0085-E5-11
EM27	XIN_ENG_20030624.0085-E6-12
EM29	XIN_ENG_20030624.0085-E19-13
EM30	XIN_ENG_20030624.0085-E7-14
EM32	XIN_ENG_20030624.0085-E18-15
EM33	XIN_ENG_20030624.0085-E18-16
EM34	XIN_ENG_20030624.0085-E6-17
EM35	XIN_ENG_20030624.0085-E7-18
EM36	XIN_ENG_20030624.0085-E18-19
EM37	XIN_ENG_20030624.0085-E7-20
EM38	XIN_ENG_20030624.0085-E18-21
EM39	XIN_ENG_20030624.0085-E11-22
EM2	XIN_ENG_20030624.0085-E9-23
EM3	XIN_ENG_20030624.0085-E10-24
EM6	XIN_ENG_20030624.0085-E12-25
EM7	XIN_ENG_20030624.0085-E13-26
EM9	XIN_ENG_20030624.0085-E14-27
EM10	XIN_ENG_20030624.0085-E15-28
EM11	XIN_ENG_20030624.0085-E16-29
EM12	XIN_ENG_20030624.0085-E17-30
EM13	XIN_ENG_20030624.0085-E18-31
EM14	XIN_ENG_20030624.0085-E19-32
EM15	XIN_ENG_20030624.0085-E9-33
EM16	XIN_ENG_20030624.0085-E1-34
R2	XIN_ENG_20030624.0085-R1
R3	XIN_ENG_20030624.0085-R2
R4	XIN_ENG_20030624.0085-R3
R5	XIN_ENG_20030624.0085-R4
R6	XIN_ENG_20030624.0085-R5
R7	XIN_ENG_20030624.0085-R6
R8	XIN_ENG_20030624.0085-R7
R9	XIN_ENG_20030624.0085-R8
R10	XIN_ENG_20030624.0085-R9
R11	XIN_ENG_20030624.0085-R10
RM3	XIN_ENG_20030624.0085-R1-1
RM4	XIN_ENG_20030624.0085-R2-1
RM5	XIN_ENG_20030624.0085-R3-1
RM6	XIN_ENG_20030624.0085-R4-1
RM7	XIN_ENG_20030624.0085-R5-1
RM8	XIN_ENG_20030624.0085-R6-1
RM9	XIN_ENG_20030624.0085-R7-1
RM10	XIN_ENG_20030624.0085-R7-2
RM11	XIN_ENG_20030624.0085-R9-1
RM12	XIN_ENG_20030624.0085-R10-1
Q1	XIN_ENG_20030624.0085-T1
Q2	XIN_ENG_20030624.0085-T2
Q3	XIN_ENG_20030624.0085-T3
Q4	XIN_ENG_20030624.0085-T4
Q5	XIN_ENG_20030624.0085-T5
Q6	XIN_ENG_20030624.0085-V1
Q7	XIN_ENG_20030624.0085-V2
Q8	XIN_ENG_20030624.0085-T6
Q9	XIN_ENG_20030624.0085-V3
Q10	XIN_ENG_20030624.0085-T7
Q11	XIN_ENG_20030624.0085-T8
QM6	XIN_ENG_20030624.0085-V1-1
QM7	XIN_ENG_20030624.0085-V2-1
QM9	XIN_ENG_20030624.0085-V3-1
