CE14	AFP_ENG_20030320.0722-CE1
CE15	AFP_ENG_20030320.0722-CE2
CE16	AFP_ENG_20030320.0722-CE3
CE17	AFP_ENG_20030320.0722-CE4
CE18	AFP_ENG_20030320.0722-CE5
CE19	AFP_ENG_20030320.0722-CE6
CE20	AFP_ENG_20030320.0722-CE7
CE21	AFP_ENG_20030320.0722-CE8
CE22	AFP_ENG_20030320.0722-CE9
CE23	AFP_ENG_20030320.0722-CE10
CE24	AFP_ENG_20030320.0722-CE11
CE25	AFP_ENG_20030320.0722-CE12
CE26	AFP_ENG_20030320.0722-CE13
CE27	AFP_ENG_20030320.0722-CE14
CE28	AFP_ENG_20030320.0722-CE15
CE29	AFP_ENG_20030320.0722-CE16
CE30	AFP_ENG_20030320.0722-CE17
CE31	AFP_ENG_20030320.0722-CE18
CE32	AFP_ENG_20030320.0722-CE19
CE33	AFP_ENG_20030320.0722-CE20
CE34	AFP_ENG_20030320.0722-CE21
CE35	AFP_ENG_20030320.0722-CE22
CE36	AFP_ENG_20030320.0722-CE23
CE37	AFP_ENG_20030320.0722-CE24
CE38	AFP_ENG_20030320.0722-CE25
CE39	AFP_ENG_20030320.0722-CE26
CE1	AFP_ENG_20030320.0722-CE27
CE40	AFP_ENG_20030320.0722-CE28
CE41	AFP_ENG_20030320.0722-CE29
CE42	AFP_ENG_20030320.0722-CE30
CE43	AFP_ENG_20030320.0722-CE31
CE44	AFP_ENG_20030320.0722-CE32
CE45	AFP_ENG_20030320.0722-CE33
CE46	AFP_ENG_20030320.0722-CE34
CE47	AFP_ENG_20030320.0722-CE35
CE48	AFP_ENG_20030320.0722-CE36
CE49	AFP_ENG_20030320.0722-CE37
CE50	AFP_ENG_20030320.0722-CE38
CE51	AFP_ENG_20030320.0722-CE39
CE52	AFP_ENG_20030320.0722-CE40
CE53	AFP_ENG_20030320.0722-CE41
CE54	AFP_ENG_20030320.0722-CE42
CE55	AFP_ENG_20030320.0722-CE43
CE56	AFP_ENG_20030320.0722-CE44
CE57	AFP_ENG_20030320.0722-CE45
CE58	AFP_ENG_20030320.0722-CE46
CE59	AFP_ENG_20030320.0722-CE47
CE60	AFP_ENG_20030320.0722-CE48
CE61	AFP_ENG_20030320.0722-CE49
CE62	AFP_ENG_20030320.0722-CE50
CE63	AFP_ENG_20030320.0722-CE51
CE64	AFP_ENG_20030320.0722-CE52
CE67	AFP_ENG_20030320.0722-CE53
CE68	AFP_ENG_20030320.0722-CE54
CE69	AFP_ENG_20030320.0722-CE55
CE70	AFP_ENG_20030320.0722-CE56
CE71	AFP_ENG_20030320.0722-CE57
CE72	AFP_ENG_20030320.0722-CE58
CE2	AFP_ENG_20030320.0722-CE59
CE73	AFP_ENG_20030320.0722-CE60
CE74	AFP_ENG_20030320.0722-CE61
CE75	AFP_ENG_20030320.0722-CE62
CE76	AFP_ENG_20030320.0722-CE63
CE77	AFP_ENG_20030320.0722-CE64
CE78	AFP_ENG_20030320.0722-CE65
CE79	AFP_ENG_20030320.0722-CE66
CE80	AFP_ENG_20030320.0722-CE67
CE81	AFP_ENG_20030320.0722-CE68
CE82	AFP_ENG_20030320.0722-CE69
CE83	AFP_ENG_20030320.0722-CE70
CE84	AFP_ENG_20030320.0722-CE71
CE85	AFP_ENG_20030320.0722-CE72
CE86	AFP_ENG_20030320.0722-CE73
CE87	AFP_ENG_20030320.0722-CE74
CE88	AFP_ENG_20030320.0722-CE75
CE89	AFP_ENG_20030320.0722-CE76
CE90	AFP_ENG_20030320.0722-CE77
CE91	AFP_ENG_20030320.0722-CE78
CE92	AFP_ENG_20030320.0722-CE79
CE93	AFP_ENG_20030320.0722-CE80
CE94	AFP_ENG_20030320.0722-CE81
CE95	AFP_ENG_20030320.0722-CE82
CE96	AFP_ENG_20030320.0722-CE83
CE97	AFP_ENG_20030320.0722-CE84
CE98	AFP_ENG_20030320.0722-CE85
CE99	AFP_ENG_20030320.0722-CE86
CE100	AFP_ENG_20030320.0722-CE87
CE101	AFP_ENG_20030320.0722-CE88
CE102	AFP_ENG_20030320.0722-CE89
CE103	AFP_ENG_20030320.0722-CE90
CE104	AFP_ENG_20030320.0722-CE91
CE105	AFP_ENG_20030320.0722-CE92
CE106	AFP_ENG_20030320.0722-CE93
CE107	AFP_ENG_20030320.0722-CE94
CE108	AFP_ENG_20030320.0722-CE95
CE3	AFP_ENG_20030320.0722-CE96
CE4	AFP_ENG_20030320.0722-CE97
CE5	AFP_ENG_20030320.0722-CE98
CE6	AFP_ENG_20030320.0722-CE99
CE7	AFP_ENG_20030320.0722-CE100
CE8	AFP_ENG_20030320.0722-CE101
CE9	AFP_ENG_20030320.0722-CE102
CE10	AFP_ENG_20030320.0722-CE103
CE11	AFP_ENG_20030320.0722-CE104
CE12	AFP_ENG_20030320.0722-CE105
CE13	AFP_ENG_20030320.0722-CE106
E17	AFP_ENG_20030320.0722-E1
E18	AFP_ENG_20030320.0722-E2
E20	AFP_ENG_20030320.0722-E3
E21	AFP_ENG_20030320.0722-E4
E22	AFP_ENG_20030320.0722-E5
E23	AFP_ENG_20030320.0722-E6
E24	AFP_ENG_20030320.0722-E7
E25	AFP_ENG_20030320.0722-E8
E26	AFP_ENG_20030320.0722-E9
E27	AFP_ENG_20030320.0722-E10
E28	AFP_ENG_20030320.0722-E11
E29	AFP_ENG_20030320.0722-E12
E30	AFP_ENG_20030320.0722-E13
E31	AFP_ENG_20030320.0722-E14
E32	AFP_ENG_20030320.0722-E15
E33	AFP_ENG_20030320.0722-E16
E36	AFP_ENG_20030320.0722-E17
E37	AFP_ENG_20030320.0722-E18
E38	AFP_ENG_20030320.0722-E19
E39	AFP_ENG_20030320.0722-E20
E41	AFP_ENG_20030320.0722-E21
E42	AFP_ENG_20030320.0722-E22
E43	AFP_ENG_20030320.0722-E23
E44	AFP_ENG_20030320.0722-E24
E45	AFP_ENG_20030320.0722-E25
E46	AFP_ENG_20030320.0722-E26
E47	AFP_ENG_20030320.0722-E27
E48	AFP_ENG_20030320.0722-E28
E1	AFP_ENG_20030320.0722-E29
E49	AFP_ENG_20030320.0722-E30
E50	AFP_ENG_20030320.0722-E31
E52	AFP_ENG_20030320.0722-E32
E53	AFP_ENG_20030320.0722-E33
E54	AFP_ENG_20030320.0722-E34
E55	AFP_ENG_20030320.0722-E35
E56	AFP_ENG_20030320.0722-E36
E57	AFP_ENG_20030320.0722-E37
E58	AFP_ENG_20030320.0722-E38
E59	AFP_ENG_20030320.0722-E39
E60	AFP_ENG_20030320.0722-E40
E61	AFP_ENG_20030320.0722-E41
E62	AFP_ENG_20030320.0722-E42
E63	AFP_ENG_20030320.0722-E43
E64	AFP_ENG_20030320.0722-E44
E65	AFP_ENG_20030320.0722-E45
E66	AFP_ENG_20030320.0722-E46
E68	AFP_ENG_20030320.0722-E47
E70	AFP_ENG_20030320.0722-E48
E71	AFP_ENG_20030320.0722-E49
E72	AFP_ENG_20030320.0722-E50
E73	AFP_ENG_20030320.0722-E51
E74	AFP_ENG_20030320.0722-E52
E76	AFP_ENG_20030320.0722-E53
E77	AFP_ENG_20030320.0722-E54
E78	AFP_ENG_20030320.0722-E55
E79	AFP_ENG_20030320.0722-E56
E80	AFP_ENG_20030320.0722-E57
E81	AFP_ENG_20030320.0722-E58
E82	AFP_ENG_20030320.0722-E59
E84	AFP_ENG_20030320.0722-E60
E85	AFP_ENG_20030320.0722-E61
E86	AFP_ENG_20030320.0722-E62
E87	AFP_ENG_20030320.0722-E63
