CE9	APW_ENG_20030410.0906-CE1
CE10	APW_ENG_20030410.0906-CE2
CE11	APW_ENG_20030410.0906-CE3
CE12	APW_ENG_20030410.0906-CE4
CE13	APW_ENG_20030410.0906-CE5
CE14	APW_ENG_20030410.0906-CE6
CE15	APW_ENG_20030410.0906-CE7
CE16	APW_ENG_20030410.0906-CE8
CE18	APW_ENG_20030410.0906-CE9
CE20	APW_ENG_20030410.0906-CE10
CE22	APW_ENG_20030410.0906-CE11
CE23	APW_ENG_20030410.0906-CE12
CE24	APW_ENG_20030410.0906-CE13
CE25	APW_ENG_20030410.0906-CE14
CE26	APW_ENG_20030410.0906-CE15
CE1	APW_ENG_20030410.0906-CE16
CE28	APW_ENG_20030410.0906-CE17
CE29	APW_ENG_20030410.0906-CE18
CE30	APW_ENG_20030410.0906-CE19
CE31	APW_ENG_20030410.0906-CE20
CE32	APW_ENG_20030410.0906-CE21
CE34	APW_ENG_20030410.0906-CE22
CE35	APW_ENG_20030410.0906-CE23
CE36	APW_ENG_20030410.0906-CE24
CE38	APW_ENG_20030410.0906-CE25
CE40	APW_ENG_20030410.0906-CE26
CE41	APW_ENG_20030410.0906-CE27
CE42	APW_ENG_20030410.0906-CE28
CE43	APW_ENG_20030410.0906-CE29
CE44	APW_ENG_20030410.0906-CE30
CE45	APW_ENG_20030410.0906-CE31
CE46	APW_ENG_20030410.0906-CE32
CE47	APW_ENG_20030410.0906-CE33
CE48	APW_ENG_20030410.0906-CE34
CE49	APW_ENG_20030410.0906-CE35
CE50	APW_ENG_20030410.0906-CE36
CE51	APW_ENG_20030410.0906-CE37
CE52	APW_ENG_20030410.0906-CE38
CE54	APW_ENG_20030410.0906-CE39
CE2	APW_ENG_20030410.0906-CE40
CE57	APW_ENG_20030410.0906-CE41
CE58	APW_ENG_20030410.0906-CE42
CE59	APW_ENG_20030410.0906-CE43
CE60	APW_ENG_20030410.0906-CE44
CE61	APW_ENG_20030410.0906-CE45
CE62	APW_ENG_20030410.0906-CE46
CE3	APW_ENG_20030410.0906-CE47
CE64	APW_ENG_20030410.0906-CE48
CE65	APW_ENG_20030410.0906-CE49
CE4	APW_ENG_20030410.0906-CE50
CE5	APW_ENG_20030410.0906-CE51
CE6	APW_ENG_20030410.0906-CE52
CE7	APW_ENG_20030410.0906-CE53
CE8	APW_ENG_20030410.0906-CE54
E15	APW_ENG_20030410.0906-E1
E16	APW_ENG_20030410.0906-E2
E17	APW_ENG_20030410.0906-E3
E18	APW_ENG_20030410.0906-E4
E19	APW_ENG_20030410.0906-E5
E20	APW_ENG_20030410.0906-E6
E21	APW_ENG_20030410.0906-E7
E22	APW_ENG_20030410.0906-E8
E23	APW_ENG_20030410.0906-E9
E24	APW_ENG_20030410.0906-E10
E25	APW_ENG_20030410.0906-E11
E27	APW_ENG_20030410.0906-E12
E28	APW_ENG_20030410.0906-E13
E31	APW_ENG_20030410.0906-E14
E1	APW_ENG_20030410.0906-E15
E34	APW_ENG_20030410.0906-E16
E35	APW_ENG_20030410.0906-E17
E36	APW_ENG_20030410.0906-E18
E37	APW_ENG_20030410.0906-E19
E38	APW_ENG_20030410.0906-E20
E39	APW_ENG_20030410.0906-E21
E41	APW_ENG_20030410.0906-E22
E42	APW_ENG_20030410.0906-E23
E43	APW_ENG_20030410.0906-E24
E44	APW_ENG_20030410.0906-E25
E45	APW_ENG_20030410.0906-E26
E46	APW_ENG_20030410.0906-E27
E47	APW_ENG_20030410.0906-E28
E48	APW_ENG_20030410.0906-E29
E49	APW_ENG_20030410.0906-E30
E50	APW_ENG_20030410.0906-E31
E53	APW_ENG_20030410.0906-E32
E54	APW_ENG_20030410.0906-E33
E55	APW_ENG_20030410.0906-E34
E56	APW_ENG_20030410.0906-E35
E57	APW_ENG_20030410.0906-E36
E58	APW_ENG_20030410.0906-E37
E60	APW_ENG_20030410.0906-E38
E62	APW_ENG_20030410.0906-E39
E63	APW_ENG_20030410.0906-E40
E64	APW_ENG_20030410.0906-E41
E65	APW_ENG_20030410.0906-E42
E66	APW_ENG_20030410.0906-E43
E67	APW_ENG_20030410.0906-E44
E69	APW_ENG_20030410.0906-E45
E70	APW_ENG_20030410.0906-E46
E71	APW_ENG_20030410.0906-E47
E72	APW_ENG_20030410.0906-E48
E73	APW_ENG_20030410.0906-E49
E2	APW_ENG_20030410.0906-E50
E74	APW_ENG_20030410.0906-E51
E75	APW_ENG_20030410.0906-E52
E76	APW_ENG_20030410.0906-E53
E78	APW_ENG_20030410.0906-E54
E79	APW_ENG_20030410.0906-E55
E80	APW_ENG_20030410.0906-E56
E81	APW_ENG_20030410.0906-E57
E82	APW_ENG_20030410.0906-E58
E83	APW_ENG_20030410.0906-E59
E85	APW_ENG_20030410.0906-E60
E88	APW_ENG_20030410.0906-E61
E90	APW_ENG_20030410.0906-E62
E91	APW_ENG_20030410.0906-E63
E92	APW_ENG_20030410.0906-E64
E93	APW_ENG_20030410.0906-E65
E94	APW_ENG_20030410.0906-E66
E95	APW_ENG_20030410.0906-E67
E96	APW_ENG_20030410.0906-E68
E97	APW_ENG_20030410.0906-E69
E98	APW_ENG_20030410.0906-E70
E99	APW_ENG_20030410.0906-E71
E100	APW_ENG_20030410.0906-E72
E101	APW_ENG_20030410.0906-E73
E3	APW_ENG_20030410.0906-E74
E104	APW_ENG_20030410.0906-E75
E105	APW_ENG_20030410.0906-E76
E4	APW_ENG_20030410.0906-E77
E5	APW_ENG_20030410.0906-E78
E6	APW_ENG_20030410.0906-E79
E7	APW_ENG_20030410.0906-E80
E8	APW_ENG_20030410.0906-E81
E9	APW_ENG_20030410.0906-E82
E10	APW_ENG_20030410.0906-E83
E11	APW_ENG_20030410.0906-E84
E12	APW_ENG_20030410.0906-E85
E13	APW_ENG_20030410.0906-E86
E14	APW_ENG_20030410.0906-E87
EM1	APW_ENG_20030410.0906-E15-1
EM20	APW_ENG_20030410.0906-E87-2
EM21	APW_ENG_20030410.0906-E87-3
EM22	APW_ENG_20030410.0906-E74-4
EM23	APW_ENG_20030410.0906-E74-5
EM24	APW_ENG_20030410.0906-E1-6
EM65	APW_ENG_20030410.0906-E50-7
EM25	APW_ENG_20030410.0906-E2-8
EM26	APW_ENG_20030410.0906-E3-9
EM27	APW_ENG_20030410.0906-E4-10
EM28	APW_ENG_20030410.0906-E74-11
EM29	APW_ENG_20030410.0906-E84-12
EM30	APW_ENG_20030410.0906-E74-13
EM31	APW_ENG_20030410.0906-E5-14
EM32	APW_ENG_20030410.0906-E78-15
EM33	APW_ENG_20030410.0906-E74-16
EM34	APW_ENG_20030410.0906-E74-17
EM35	APW_ENG_20030410.0906-E84-18
EM36	APW_ENG_20030410.0906-E74-19
EM37	APW_ENG_20030410.0906-E6-20
EM38	APW_ENG_20030410.0906-E74-21
EM39	APW_ENG_20030410.0906-E7-22
EM40	APW_ENG_20030410.0906-E8-23
EM41	APW_ENG_20030410.0906-E74-24
EM42	APW_ENG_20030410.0906-E74-25
EM43	APW_ENG_20030410.0906-E6-26
EM44	APW_ENG_20030410.0906-E84-27
EM45	APW_ENG_20030410.0906-E74-28
EM46	APW_ENG_20030410.0906-E9-29
EM47	APW_ENG_20030410.0906-E10-30
EM48	APW_ENG_20030410.0906-E11-31
EM50	APW_ENG_20030410.0906-E12-32
EM51	APW_ENG_20030410.0906-E74-33
EM52	APW_ENG_20030410.0906-E12-34
EM53	APW_ENG_20030410.0906-E74-35
EM54	APW_ENG_20030410.0906-E84-36
