CE10	XIN_ENG_20030408.0341-CE1
CE11	XIN_ENG_20030408.0341-CE2
CE12	XIN_ENG_20030408.0341-CE3
CE13	XIN_ENG_20030408.0341-CE4
CE14	XIN_ENG_20030408.0341-CE5
CE15	XIN_ENG_20030408.0341-CE6
CE16	XIN_ENG_20030408.0341-CE7
CE17	XIN_ENG_20030408.0341-CE8
CE18	XIN_ENG_20030408.0341-CE9
CE19	XIN_ENG_20030408.0341-CE10
CE20	XIN_ENG_20030408.0341-CE11
CE21	XIN_ENG_20030408.0341-CE12
CE22	XIN_ENG_20030408.0341-CE13
CE23	XIN_ENG_20030408.0341-CE14
CE24	XIN_ENG_20030408.0341-CE15
CE25	XIN_ENG_20030408.0341-CE16
CE26	XIN_ENG_20030408.0341-CE17
CE27	XIN_ENG_20030408.0341-CE18
CE1	XIN_ENG_20030408.0341-CE19
CE29	XIN_ENG_20030408.0341-CE20
CE30	XIN_ENG_20030408.0341-CE21
CE31	XIN_ENG_20030408.0341-CE22
CE32	XIN_ENG_20030408.0341-CE23
CE33	XIN_ENG_20030408.0341-CE24
CE34	XIN_ENG_20030408.0341-CE25
CE35	XIN_ENG_20030408.0341-CE26
CE36	XIN_ENG_20030408.0341-CE27
CE37	XIN_ENG_20030408.0341-CE28
CE38	XIN_ENG_20030408.0341-CE29
CE39	XIN_ENG_20030408.0341-CE30
CE40	XIN_ENG_20030408.0341-CE31
CE41	XIN_ENG_20030408.0341-CE32
CE42	XIN_ENG_20030408.0341-CE33
CE43	XIN_ENG_20030408.0341-CE34
CE44	XIN_ENG_20030408.0341-CE35
CE45	XIN_ENG_20030408.0341-CE36
CE46	XIN_ENG_20030408.0341-CE37
CE47	XIN_ENG_20030408.0341-CE38
CE48	XIN_ENG_20030408.0341-CE39
CE49	XIN_ENG_20030408.0341-CE40
CE50	XIN_ENG_20030408.0341-CE41
CE51	XIN_ENG_20030408.0341-CE42
CE52	XIN_ENG_20030408.0341-CE43
CE53	XIN_ENG_20030408.0341-CE44
CE54	XIN_ENG_20030408.0341-CE45
CE2	XIN_ENG_20030408.0341-CE46
CE3	XIN_ENG_20030408.0341-CE47
CE4	XIN_ENG_20030408.0341-CE48
CE5	XIN_ENG_20030408.0341-CE49
CE6	XIN_ENG_20030408.0341-CE50
CE7	XIN_ENG_20030408.0341-CE51
CE8	XIN_ENG_20030408.0341-CE52
CE9	XIN_ENG_20030408.0341-CE53
E18	XIN_ENG_20030408.0341-E1
E20	XIN_ENG_20030408.0341-E2
E21	XIN_ENG_20030408.0341-E3
E22	XIN_ENG_20030408.0341-E4
E23	XIN_ENG_20030408.0341-E5
E24	XIN_ENG_20030408.0341-E6
E25	XIN_ENG_20030408.0341-E7
E26	XIN_ENG_20030408.0341-E8
E27	XIN_ENG_20030408.0341-E9
E28	XIN_ENG_20030408.0341-E10
E29	XIN_ENG_20030408.0341-E11
E30	XIN_ENG_20030408.0341-E12
E31	XIN_ENG_20030408.0341-E13
E32	XIN_ENG_20030408.0341-E14
E34	XIN_ENG_20030408.0341-E15
E35	XIN_ENG_20030408.0341-E16
E37	XIN_ENG_20030408.0341-E17
E38	XIN_ENG_20030408.0341-E18
E1	XIN_ENG_20030408.0341-E19
E39	XIN_ENG_20030408.0341-E20
E40	XIN_ENG_20030408.0341-E21
E41	XIN_ENG_20030408.0341-E22
E42	XIN_ENG_20030408.0341-E23
E43	XIN_ENG_20030408.0341-E24
E44	XIN_ENG_20030408.0341-E25
E45	XIN_ENG_20030408.0341-E26
E46	XIN_ENG_20030408.0341-E27
E48	XIN_ENG_20030408.0341-E28
E49	XIN_ENG_20030408.0341-E29
E50	XIN_ENG_20030408.0341-E30
E51	XIN_ENG_20030408.0341-E31
E52	XIN_ENG_20030408.0341-E32
E53	XIN_ENG_20030408.0341-E33
E54	XIN_ENG_20030408.0341-E34
E55	XIN_ENG_20030408.0341-E35
E56	XIN_ENG_20030408.0341-E36
E57	XIN_ENG_20030408.0341-E37
E58	XIN_ENG_20030408.0341-E38
E59	XIN_ENG_20030408.0341-E39
E60	XIN_ENG_20030408.0341-E40
E61	XIN_ENG_20030408.0341-E41
E62	XIN_ENG_20030408.0341-E42
E63	XIN_ENG_20030408.0341-E43
E64	XIN_ENG_20030408.0341-E44
E65	XIN_ENG_20030408.0341-E45
