CE13	XIN_ENG_20030513.0002-CE1
CE14	XIN_ENG_20030513.0002-CE2
CE30	XIN_ENG_20030513.0002-CE3
CE19	XIN_ENG_20030513.0002-CE4
CE20	XIN_ENG_20030513.0002-CE5
CE21	XIN_ENG_20030513.0002-CE6
CE22	XIN_ENG_20030513.0002-CE7
CE23	XIN_ENG_20030513.0002-CE8
CE24	XIN_ENG_20030513.0002-CE9
CE25	XIN_ENG_20030513.0002-CE10
CE27	XIN_ENG_20030513.0002-CE11
CE28	XIN_ENG_20030513.0002-CE12
CE31	XIN_ENG_20030513.0002-CE13
CE32	XIN_ENG_20030513.0002-CE14
CE33	XIN_ENG_20030513.0002-CE15
CE1	XIN_ENG_20030513.0002-CE16
CE2	XIN_ENG_20030513.0002-CE17
CE3	XIN_ENG_20030513.0002-CE18
CE4	XIN_ENG_20030513.0002-CE19
CE5	XIN_ENG_20030513.0002-CE20
CE6	XIN_ENG_20030513.0002-CE21
CE29	XIN_ENG_20030513.0002-CE22
CE9	XIN_ENG_20030513.0002-CE23
CE10	XIN_ENG_20030513.0002-CE24
CE11	XIN_ENG_20030513.0002-CE25
E14	XIN_ENG_20030513.0002-E1
E15	XIN_ENG_20030513.0002-E2
E16	XIN_ENG_20030513.0002-E3
E17	XIN_ENG_20030513.0002-E4
E35	XIN_ENG_20030513.0002-E5
E22	XIN_ENG_20030513.0002-E6
E23	XIN_ENG_20030513.0002-E7
E24	XIN_ENG_20030513.0002-E8
E25	XIN_ENG_20030513.0002-E9
E26	XIN_ENG_20030513.0002-E10
E27	XIN_ENG_20030513.0002-E11
E28	XIN_ENG_20030513.0002-E12
E29	XIN_ENG_20030513.0002-E13
E30	XIN_ENG_20030513.0002-E14
E32	XIN_ENG_20030513.0002-E15
E33	XIN_ENG_20030513.0002-E16
E37	XIN_ENG_20030513.0002-E17
E38	XIN_ENG_20030513.0002-E18
E39	XIN_ENG_20030513.0002-E19
E1	XIN_ENG_20030513.0002-E20
E41	XIN_ENG_20030513.0002-E21
E2	XIN_ENG_20030513.0002-E22
E3	XIN_ENG_20030513.0002-E23
E4	XIN_ENG_20030513.0002-E24
E5	XIN_ENG_20030513.0002-E25
E6	XIN_ENG_20030513.0002-E26
E7	XIN_ENG_20030513.0002-E27
E34	XIN_ENG_20030513.0002-E28
E10	XIN_ENG_20030513.0002-E29
E11	XIN_ENG_20030513.0002-E30
E12	XIN_ENG_20030513.0002-E31
EM1	XIN_ENG_20030513.0002-E20-1
EM20	XIN_ENG_20030513.0002-E26-2
EM21	XIN_ENG_20030513.0002-E2-3
EM22	XIN_ENG_20030513.0002-E3-4
EM23	XIN_ENG_20030513.0002-E4-5
EM24	XIN_ENG_20030513.0002-E2-6
EM56	XIN_ENG_20030513.0002-E26-7
EM29	XIN_ENG_20030513.0002-E6-8
EM30	XIN_ENG_20030513.0002-E23-9
EM31	XIN_ENG_20030513.0002-E6-10
EM32	XIN_ENG_20030513.0002-E7-11
EM33	XIN_ENG_20030513.0002-E8-12
EM34	XIN_ENG_20030513.0002-E9-13
EM35	XIN_ENG_20030513.0002-E10-14
EM36	XIN_ENG_20030513.0002-E11-15
EM37	XIN_ENG_20030513.0002-E12-16
EM38	XIN_ENG_20030513.0002-E13-17
EM39	XIN_ENG_20030513.0002-E14-18
EM40	XIN_ENG_20030513.0002-E2-19
EM41	XIN_ENG_20030513.0002-E2-20
EM58	XIN_ENG_20030513.0002-E26-21
EM43	XIN_ENG_20030513.0002-E15-22
EM44	XIN_ENG_20030513.0002-E16-23
EM45	XIN_ENG_20030513.0002-E15-24
EM46	XIN_ENG_20030513.0002-E23-25
EM47	XIN_ENG_20030513.0002-E23-26
EM48	XIN_ENG_20030513.0002-E16-27
EM59	XIN_ENG_20030513.0002-E17-28
EM60	XIN_ENG_20030513.0002-E23-29
EM61	XIN_ENG_20030513.0002-E18-30
EM62	XIN_ENG_20030513.0002-E19-31
EM65	XIN_ENG_20030513.0002-E21-32
EM66	XIN_ENG_20030513.0002-E23-33
EM2	XIN_ENG_20030513.0002-E22-34
EM3	XIN_ENG_20030513.0002-E23-35
EM4	XIN_ENG_20030513.0002-E24-36
EM5	XIN_ENG_20030513.0002-E23-37
EM6	XIN_ENG_20030513.0002-E23-38
EM7	XIN_ENG_20030513.0002-E25-39
EM8	XIN_ENG_20030513.0002-E26-40
EM9	XIN_ENG_20030513.0002-E27-41
EM49	XIN_ENG_20030513.0002-E28-42
EM11	XIN_ENG_20030513.0002-E23-43
EM12	XIN_ENG_20030513.0002-E23-44
EM50	XIN_ENG_20030513.0002-E2-45
EM14	XIN_ENG_20030513.0002-E29-46
EM15	XIN_ENG_20030513.0002-E30-47
EM16	XIN_ENG_20030513.0002-E31-48
EM17	XIN_ENG_20030513.0002-E23-49
EM51	XIN_ENG_20030513.0002-E23-50
EM52	XIN_ENG_20030513.0002-E5-51
EM19	XIN_ENG_20030513.0002-E1-52
R2	XIN_ENG_20030513.0002-R1
R3	XIN_ENG_20030513.0002-R2
R4	XIN_ENG_20030513.0002-R3
R6	XIN_ENG_20030513.0002-R4
RM2	XIN_ENG_20030513.0002-R1-1
RM3	XIN_ENG_20030513.0002-R2-1
RM4	XIN_ENG_20030513.0002-R3-1
RM6	XIN_ENG_20030513.0002-R4-1
V1	XIN_ENG_20030513.0002-EV1
V2	XIN_ENG_20030513.0002-EV2
V3	XIN_ENG_20030513.0002-EV3
V4	XIN_ENG_20030513.0002-EV4
V5	XIN_ENG_20030513.0002-EV5
VM1	XIN_ENG_20030513.0002-EV1-1
VM2	XIN_ENG_20030513.0002-EV2-1
VM3	XIN_ENG_20030513.0002-EV3-1
VM4	XIN_ENG_20030513.0002-EV4-1
VM5	XIN_ENG_20030513.0002-EV5-1
Q1	XIN_ENG_20030513.0002-T1
Q2	XIN_ENG_20030513.0002-T2
Q3	XIN_ENG_20030513.0002-T3
Q4	XIN_ENG_20030513.0002-T4
Q5	XIN_ENG_20030513.0002-T5
