CE12	XIN_ENG_20030508.0091-CE1
CE13	XIN_ENG_20030508.0091-CE2
CE14	XIN_ENG_20030508.0091-CE3
CE15	XIN_ENG_20030508.0091-CE4
CE16	XIN_ENG_20030508.0091-CE5
CE17	XIN_ENG_20030508.0091-CE6
CE18	XIN_ENG_20030508.0091-CE7
CE19	XIN_ENG_20030508.0091-CE8
CE20	XIN_ENG_20030508.0091-CE9
CE21	XIN_ENG_20030508.0091-CE10
CE24	XIN_ENG_20030508.0091-CE11
CE25	XIN_ENG_20030508.0091-CE12
CE27	XIN_ENG_20030508.0091-CE13
CE28	XIN_ENG_20030508.0091-CE14
CE29	XIN_ENG_20030508.0091-CE15
CE30	XIN_ENG_20030508.0091-CE16
CE31	XIN_ENG_20030508.0091-CE17
CE33	XIN_ENG_20030508.0091-CE18
CE34	XIN_ENG_20030508.0091-CE19
CE36	XIN_ENG_20030508.0091-CE20
CE1	XIN_ENG_20030508.0091-CE21
CE2	XIN_ENG_20030508.0091-CE22
CE3	XIN_ENG_20030508.0091-CE23
CE4	XIN_ENG_20030508.0091-CE24
CE7	XIN_ENG_20030508.0091-CE25
CE8	XIN_ENG_20030508.0091-CE26
CE10	XIN_ENG_20030508.0091-CE27
E17	XIN_ENG_20030508.0091-E1
E18	XIN_ENG_20030508.0091-E2
E19	XIN_ENG_20030508.0091-E3
E20	XIN_ENG_20030508.0091-E4
E21	XIN_ENG_20030508.0091-E5
E22	XIN_ENG_20030508.0091-E6
E23	XIN_ENG_20030508.0091-E7
E24	XIN_ENG_20030508.0091-E8
E25	XIN_ENG_20030508.0091-E9
E26	XIN_ENG_20030508.0091-E10
E27	XIN_ENG_20030508.0091-E11
E28	XIN_ENG_20030508.0091-E12
E29	XIN_ENG_20030508.0091-E13
E30	XIN_ENG_20030508.0091-E14
E33	XIN_ENG_20030508.0091-E15
E34	XIN_ENG_20030508.0091-E16
E36	XIN_ENG_20030508.0091-E17
E37	XIN_ENG_20030508.0091-E18
E38	XIN_ENG_20030508.0091-E19
E39	XIN_ENG_20030508.0091-E20
E40	XIN_ENG_20030508.0091-E21
E41	XIN_ENG_20030508.0091-E22
E42	XIN_ENG_20030508.0091-E23
E43	XIN_ENG_20030508.0091-E24
E44	XIN_ENG_20030508.0091-E25
E1	XIN_ENG_20030508.0091-E26
E46	XIN_ENG_20030508.0091-E27
E47	XIN_ENG_20030508.0091-E28
E50	XIN_ENG_20030508.0091-E29
E2	XIN_ENG_20030508.0091-E30
E3	XIN_ENG_20030508.0091-E31
E4	XIN_ENG_20030508.0091-E32
E5	XIN_ENG_20030508.0091-E33
E8	XIN_ENG_20030508.0091-E34
E9	XIN_ENG_20030508.0091-E35
E10	XIN_ENG_20030508.0091-E36
