CE23	NYT_ENG_20030602.0074-CE1
CE11	NYT_ENG_20030602.0074-CE2
CE12	NYT_ENG_20030602.0074-CE3
CE13	NYT_ENG_20030602.0074-CE4
CE14	NYT_ENG_20030602.0074-CE5
CE15	NYT_ENG_20030602.0074-CE6
CE16	NYT_ENG_20030602.0074-CE7
CE17	NYT_ENG_20030602.0074-CE8
CE18	NYT_ENG_20030602.0074-CE9
CE19	NYT_ENG_20030602.0074-CE10
CE24	NYT_ENG_20030602.0074-CE11
CE22	NYT_ENG_20030602.0074-CE12
CE25	NYT_ENG_20030602.0074-CE13
CE1	NYT_ENG_20030602.0074-CE14
CE2	NYT_ENG_20030602.0074-CE15
CE3	NYT_ENG_20030602.0074-CE16
CE4	NYT_ENG_20030602.0074-CE17
CE6	NYT_ENG_20030602.0074-CE18
CE7	NYT_ENG_20030602.0074-CE19
CE8	NYT_ENG_20030602.0074-CE20
CE9	NYT_ENG_20030602.0074-CE21
E18	NYT_ENG_20030602.0074-E1
E38	NYT_ENG_20030602.0074-E2
E20	NYT_ENG_20030602.0074-E3
E21	NYT_ENG_20030602.0074-E4
E22	NYT_ENG_20030602.0074-E5
E23	NYT_ENG_20030602.0074-E6
E24	NYT_ENG_20030602.0074-E7
E25	NYT_ENG_20030602.0074-E8
E26	NYT_ENG_20030602.0074-E9
E28	NYT_ENG_20030602.0074-E10
E29	NYT_ENG_20030602.0074-E11
E30	NYT_ENG_20030602.0074-E12
E31	NYT_ENG_20030602.0074-E13
E32	NYT_ENG_20030602.0074-E14
E33	NYT_ENG_20030602.0074-E15
E39	NYT_ENG_20030602.0074-E16
E37	NYT_ENG_20030602.0074-E17
E40	NYT_ENG_20030602.0074-E18
E1	NYT_ENG_20030602.0074-E19
E2	NYT_ENG_20030602.0074-E20
E4	NYT_ENG_20030602.0074-E21
E6	NYT_ENG_20030602.0074-E22
E7	NYT_ENG_20030602.0074-E23
E8	NYT_ENG_20030602.0074-E24
E10	NYT_ENG_20030602.0074-E25
E11	NYT_ENG_20030602.0074-E26
E12	NYT_ENG_20030602.0074-E27
E13	NYT_ENG_20030602.0074-E28
E14	NYT_ENG_20030602.0074-E29
E15	NYT_ENG_20030602.0074-E30
E16	NYT_ENG_20030602.0074-E31
E17	NYT_ENG_20030602.0074-E32
EM1	NYT_ENG_20030602.0074-E19-1
EM26	NYT_ENG_20030602.0074-E19-2
EM27	NYT_ENG_20030602.0074-E25-3
EM19	NYT_ENG_20030602.0074-E3-4
EM20	NYT_ENG_20030602.0074-E3-5
EM21	NYT_ENG_20030602.0074-E4-6
EM22	NYT_ENG_20030602.0074-E5-7
EM23	NYT_ENG_20030602.0074-E7-8
EM28	NYT_ENG_20030602.0074-E8-9
EM29	NYT_ENG_20030602.0074-E9-10
EM30	NYT_ENG_20030602.0074-E10-11
EM31	NYT_ENG_20030602.0074-E11-12
EM32	NYT_ENG_20030602.0074-E12-13
EM33	NYT_ENG_20030602.0074-E9-14
EM34	NYT_ENG_20030602.0074-E28-15
EM35	NYT_ENG_20030602.0074-E25-16
EM39	NYT_ENG_20030602.0074-E28-17
EM40	NYT_ENG_20030602.0074-E28-18
EM41	NYT_ENG_20030602.0074-E14-19
EM42	NYT_ENG_20030602.0074-E15-20
EM45	NYT_ENG_20030602.0074-E28-21
EM46	NYT_ENG_20030602.0074-E3-22
EM47	NYT_ENG_20030602.0074-E5-23
EM48	NYT_ENG_20030602.0074-E5-24
EM49	NYT_ENG_20030602.0074-E30-25
EM50	NYT_ENG_20030602.0074-E6-26
EM58	NYT_ENG_20030602.0074-E16-27
EM18	NYT_ENG_20030602.0074-E26-28
EM44	NYT_ENG_20030602.0074-E26-29
EM25	NYT_ENG_20030602.0074-E23-30
EM59	NYT_ENG_20030602.0074-E18-31
