CE8	XIN_ENG_20030609.0118-CE1
CE9	XIN_ENG_20030609.0118-CE2
CE10	XIN_ENG_20030609.0118-CE3
CE11	XIN_ENG_20030609.0118-CE4
CE12	XIN_ENG_20030609.0118-CE5
CE1	XIN_ENG_20030609.0118-CE6
CE2	XIN_ENG_20030609.0118-CE7
CE3	XIN_ENG_20030609.0118-CE8
CE4	XIN_ENG_20030609.0118-CE9
CE5	XIN_ENG_20030609.0118-CE10
CE6	XIN_ENG_20030609.0118-CE11
CE7	XIN_ENG_20030609.0118-CE12
E16	XIN_ENG_20030609.0118-E1
E17	XIN_ENG_20030609.0118-E2
E18	XIN_ENG_20030609.0118-E3
E19	XIN_ENG_20030609.0118-E4
E21	XIN_ENG_20030609.0118-E5
E23	XIN_ENG_20030609.0118-E6
E24	XIN_ENG_20030609.0118-E7
E1	XIN_ENG_20030609.0118-E8
E25	XIN_ENG_20030609.0118-E9
E2	XIN_ENG_20030609.0118-E10
E3	XIN_ENG_20030609.0118-E11
E4	XIN_ENG_20030609.0118-E12
E5	XIN_ENG_20030609.0118-E13
E6	XIN_ENG_20030609.0118-E14
E7	XIN_ENG_20030609.0118-E15
E8	XIN_ENG_20030609.0118-E16
E9	XIN_ENG_20030609.0118-E17
E10	XIN_ENG_20030609.0118-E18
E11	XIN_ENG_20030609.0118-E19
E12	XIN_ENG_20030609.0118-E20
E13	XIN_ENG_20030609.0118-E21
EM1	XIN_ENG_20030609.0118-E8-1
EM22	XIN_ENG_20030609.0118-E1-2
EM23	XIN_ENG_20030609.0118-E15-3
EM24	XIN_ENG_20030609.0118-E15-4
EM25	XIN_ENG_20030609.0118-E2-5
EM26	XIN_ENG_20030609.0118-E15-6
EM27	XIN_ENG_20030609.0118-E15-7
EM28	XIN_ENG_20030609.0118-E3-8
EM29	XIN_ENG_20030609.0118-E15-9
EM32	XIN_ENG_20030609.0118-E16-10
EM33	XIN_ENG_20030609.0118-E5-11
EM34	XIN_ENG_20030609.0118-E11-12
EM35	XIN_ENG_20030609.0118-E6-13
EM36	XIN_ENG_20030609.0118-E11-14
EM37	XIN_ENG_20030609.0118-E7-15
EM38	XIN_ENG_20030609.0118-E4-16
EM31	XIN_ENG_20030609.0118-E4-17
EM30	XIN_ENG_20030609.0118-E9-18
EM2	XIN_ENG_20030609.0118-E10-19
EM3	XIN_ENG_20030609.0118-E12-20
EM4	XIN_ENG_20030609.0118-E13-21
EM5	XIN_ENG_20030609.0118-E14-22
EM6	XIN_ENG_20030609.0118-E11-23
EM7	XIN_ENG_20030609.0118-E15-24
EM8	XIN_ENG_20030609.0118-E15-25
EM9	XIN_ENG_20030609.0118-E16-26
EM10	XIN_ENG_20030609.0118-E17-27
EM11	XIN_ENG_20030609.0118-E13-28
EM12	XIN_ENG_20030609.0118-E18-29
EM13	XIN_ENG_20030609.0118-E19-30
EM14	XIN_ENG_20030609.0118-E15-31
EM15	XIN_ENG_20030609.0118-E15-32
EM16	XIN_ENG_20030609.0118-E11-33
EM17	XIN_ENG_20030609.0118-E20-34
EM18	XIN_ENG_20030609.0118-E21-35
EM19	XIN_ENG_20030609.0118-E11-36
EM20	XIN_ENG_20030609.0118-E15-37
R2	XIN_ENG_20030609.0118-R1
R3	XIN_ENG_20030609.0118-R2
R4	XIN_ENG_20030609.0118-R3
R5	XIN_ENG_20030609.0118-R4
RM2	XIN_ENG_20030609.0118-R1-1
RM3	XIN_ENG_20030609.0118-R2-1
RM4	XIN_ENG_20030609.0118-R3-1
RM5	XIN_ENG_20030609.0118-R4-1
V1	XIN_ENG_20030609.0118-EV1
V2	XIN_ENG_20030609.0118-EV2
V3	XIN_ENG_20030609.0118-EV3
V4	XIN_ENG_20030609.0118-EV4
V5	XIN_ENG_20030609.0118-EV5
V6	XIN_ENG_20030609.0118-EV6
V7	XIN_ENG_20030609.0118-EV7
V8	XIN_ENG_20030609.0118-EV8
VM1	XIN_ENG_20030609.0118-EV1-1
VM2	XIN_ENG_20030609.0118-EV2-1
VM3	XIN_ENG_20030609.0118-EV3-1
VM4	XIN_ENG_20030609.0118-EV4-1
VM5	XIN_ENG_20030609.0118-EV5-1
VM6	XIN_ENG_20030609.0118-EV6-1
VM7	XIN_ENG_20030609.0118-EV7-1
VM8	XIN_ENG_20030609.0118-EV8-1
Q10	XIN_ENG_20030609.0118-T1
Q1	XIN_ENG_20030609.0118-T2
Q2	XIN_ENG_20030609.0118-T3
Q3	XIN_ENG_20030609.0118-V1
Q4	XIN_ENG_20030609.0118-V2
Q5	XIN_ENG_20030609.0118-V3
Q6	XIN_ENG_20030609.0118-V4
Q7	XIN_ENG_20030609.0118-T4
Q8	XIN_ENG_20030609.0118-T5
Q9	XIN_ENG_20030609.0118-T6
Q12	XIN_ENG_20030609.0118-T7
Q11	XIN_ENG_20030609.0118-T8
QM3	XIN_ENG_20030609.0118-V1-1
QM4	XIN_ENG_20030609.0118-V2-1
QM5	XIN_ENG_20030609.0118-V3-1
QM6	XIN_ENG_20030609.0118-V4-1
