CE15	XIN_ENG_20030509.0137-CE1
CE16	XIN_ENG_20030509.0137-CE2
CE17	XIN_ENG_20030509.0137-CE3
CE19	XIN_ENG_20030509.0137-CE4
CE20	XIN_ENG_20030509.0137-CE5
CE21	XIN_ENG_20030509.0137-CE6
CE22	XIN_ENG_20030509.0137-CE7
CE23	XIN_ENG_20030509.0137-CE8
CE24	XIN_ENG_20030509.0137-CE9
CE26	XIN_ENG_20030509.0137-CE10
CE27	XIN_ENG_20030509.0137-CE11
CE28	XIN_ENG_20030509.0137-CE12
CE29	XIN_ENG_20030509.0137-CE13
CE31	XIN_ENG_20030509.0137-CE14
CE33	XIN_ENG_20030509.0137-CE15
CE35	XIN_ENG_20030509.0137-CE16
CE36	XIN_ENG_20030509.0137-CE17
CE37	XIN_ENG_20030509.0137-CE18
CE1	XIN_ENG_20030509.0137-CE19
CE38	XIN_ENG_20030509.0137-CE20
CE39	XIN_ENG_20030509.0137-CE21
CE2	XIN_ENG_20030509.0137-CE22
CE4	XIN_ENG_20030509.0137-CE23
CE6	XIN_ENG_20030509.0137-CE24
CE9	XIN_ENG_20030509.0137-CE25
CE10	XIN_ENG_20030509.0137-CE26
CE12	XIN_ENG_20030509.0137-CE27
CE13	XIN_ENG_20030509.0137-CE28
CE14	XIN_ENG_20030509.0137-CE29
E17	XIN_ENG_20030509.0137-E1
E18	XIN_ENG_20030509.0137-E2
E19	XIN_ENG_20030509.0137-E3
E20	XIN_ENG_20030509.0137-E4
E21	XIN_ENG_20030509.0137-E5
E23	XIN_ENG_20030509.0137-E6
E24	XIN_ENG_20030509.0137-E7
E25	XIN_ENG_20030509.0137-E8
E26	XIN_ENG_20030509.0137-E9
E27	XIN_ENG_20030509.0137-E10
E28	XIN_ENG_20030509.0137-E11
E30	XIN_ENG_20030509.0137-E12
E31	XIN_ENG_20030509.0137-E13
E33	XIN_ENG_20030509.0137-E14
E34	XIN_ENG_20030509.0137-E15
