CE11	XIN_ENG_20030423.0011-CE1
CE12	XIN_ENG_20030423.0011-CE2
CE13	XIN_ENG_20030423.0011-CE3
CE16	XIN_ENG_20030423.0011-CE4
CE17	XIN_ENG_20030423.0011-CE5
CE18	XIN_ENG_20030423.0011-CE6
CE19	XIN_ENG_20030423.0011-CE7
CE20	XIN_ENG_20030423.0011-CE8
CE21	XIN_ENG_20030423.0011-CE9
CE22	XIN_ENG_20030423.0011-CE10
CE23	XIN_ENG_20030423.0011-CE11
CE1	XIN_ENG_20030423.0011-CE12
CE2	XIN_ENG_20030423.0011-CE13
CE3	XIN_ENG_20030423.0011-CE14
CE4	XIN_ENG_20030423.0011-CE15
CE5	XIN_ENG_20030423.0011-CE16
CE6	XIN_ENG_20030423.0011-CE17
CE7	XIN_ENG_20030423.0011-CE18
CE8	XIN_ENG_20030423.0011-CE19
CE9	XIN_ENG_20030423.0011-CE20
CE10	XIN_ENG_20030423.0011-CE21
E17	XIN_ENG_20030423.0011-E1
E20	XIN_ENG_20030423.0011-E2
E21	XIN_ENG_20030423.0011-E3
E26	XIN_ENG_20030423.0011-E4
E28	XIN_ENG_20030423.0011-E5
E29	XIN_ENG_20030423.0011-E6
E30	XIN_ENG_20030423.0011-E7
E31	XIN_ENG_20030423.0011-E8
E32	XIN_ENG_20030423.0011-E9
E33	XIN_ENG_20030423.0011-E10
E34	XIN_ENG_20030423.0011-E11
E36	XIN_ENG_20030423.0011-E12
E37	XIN_ENG_20030423.0011-E13
E38	XIN_ENG_20030423.0011-E14
E39	XIN_ENG_20030423.0011-E15
E41	XIN_ENG_20030423.0011-E16
E1	XIN_ENG_20030423.0011-E17
E2	XIN_ENG_20030423.0011-E18
E3	XIN_ENG_20030423.0011-E19
E4	XIN_ENG_20030423.0011-E20
E5	XIN_ENG_20030423.0011-E21
E6	XIN_ENG_20030423.0011-E22
E8	XIN_ENG_20030423.0011-E23
E9	XIN_ENG_20030423.0011-E24
E11	XIN_ENG_20030423.0011-E25
E12	XIN_ENG_20030423.0011-E26
E13	XIN_ENG_20030423.0011-E27
E15	XIN_ENG_20030423.0011-E28
E16	XIN_ENG_20030423.0011-E29
