CE13	AFP_ENG_20030323.0020-CE1
CE14	AFP_ENG_20030323.0020-CE2
CE15	AFP_ENG_20030323.0020-CE3
CE16	AFP_ENG_20030323.0020-CE4
CE17	AFP_ENG_20030323.0020-CE5
CE18	AFP_ENG_20030323.0020-CE6
CE19	AFP_ENG_20030323.0020-CE7
CE20	AFP_ENG_20030323.0020-CE8
CE21	AFP_ENG_20030323.0020-CE9
CE23	AFP_ENG_20030323.0020-CE10
CE24	AFP_ENG_20030323.0020-CE11
CE25	AFP_ENG_20030323.0020-CE12
CE26	AFP_ENG_20030323.0020-CE13
CE28	AFP_ENG_20030323.0020-CE14
CE29	AFP_ENG_20030323.0020-CE15
CE30	AFP_ENG_20030323.0020-CE16
CE31	AFP_ENG_20030323.0020-CE17
CE32	AFP_ENG_20030323.0020-CE18
CE33	AFP_ENG_20030323.0020-CE19
CE34	AFP_ENG_20030323.0020-CE20
CE35	AFP_ENG_20030323.0020-CE21
CE36	AFP_ENG_20030323.0020-CE22
CE37	AFP_ENG_20030323.0020-CE23
CE38	AFP_ENG_20030323.0020-CE24
CE39	AFP_ENG_20030323.0020-CE25
CE40	AFP_ENG_20030323.0020-CE26
CE41	AFP_ENG_20030323.0020-CE27
CE42	AFP_ENG_20030323.0020-CE28
CE118	AFP_ENG_20030323.0020-CE29
CE44	AFP_ENG_20030323.0020-CE30
CE1	AFP_ENG_20030323.0020-CE31
CE45	AFP_ENG_20030323.0020-CE32
CE46	AFP_ENG_20030323.0020-CE33
CE47	AFP_ENG_20030323.0020-CE34
CE48	AFP_ENG_20030323.0020-CE35
CE49	AFP_ENG_20030323.0020-CE36
CE50	AFP_ENG_20030323.0020-CE37
CE51	AFP_ENG_20030323.0020-CE38
CE115	AFP_ENG_20030323.0020-CE39
CE53	AFP_ENG_20030323.0020-CE40
CE54	AFP_ENG_20030323.0020-CE41
CE55	AFP_ENG_20030323.0020-CE42
CE56	AFP_ENG_20030323.0020-CE43
CE57	AFP_ENG_20030323.0020-CE44
CE58	AFP_ENG_20030323.0020-CE45
CE59	AFP_ENG_20030323.0020-CE46
CE60	AFP_ENG_20030323.0020-CE47
CE61	AFP_ENG_20030323.0020-CE48
CE62	AFP_ENG_20030323.0020-CE49
CE63	AFP_ENG_20030323.0020-CE50
CE64	AFP_ENG_20030323.0020-CE51
CE65	AFP_ENG_20030323.0020-CE52
CE66	AFP_ENG_20030323.0020-CE53
CE67	AFP_ENG_20030323.0020-CE54
CE69	AFP_ENG_20030323.0020-CE55
CE70	AFP_ENG_20030323.0020-CE56
CE71	AFP_ENG_20030323.0020-CE57
CE72	AFP_ENG_20030323.0020-CE58
CE73	AFP_ENG_20030323.0020-CE59
CE74	AFP_ENG_20030323.0020-CE60
CE75	AFP_ENG_20030323.0020-CE61
CE76	AFP_ENG_20030323.0020-CE62
CE77	AFP_ENG_20030323.0020-CE63
CE78	AFP_ENG_20030323.0020-CE64
CE80	AFP_ENG_20030323.0020-CE65
CE81	AFP_ENG_20030323.0020-CE66
CE82	AFP_ENG_20030323.0020-CE67
CE83	AFP_ENG_20030323.0020-CE68
CE84	AFP_ENG_20030323.0020-CE69
CE2	AFP_ENG_20030323.0020-CE70
CE85	AFP_ENG_20030323.0020-CE71
CE87	AFP_ENG_20030323.0020-CE72
CE89	AFP_ENG_20030323.0020-CE73
CE90	AFP_ENG_20030323.0020-CE74
CE91	AFP_ENG_20030323.0020-CE75
CE92	AFP_ENG_20030323.0020-CE76
CE116	AFP_ENG_20030323.0020-CE77
CE94	AFP_ENG_20030323.0020-CE78
CE95	AFP_ENG_20030323.0020-CE79
CE96	AFP_ENG_20030323.0020-CE80
CE97	AFP_ENG_20030323.0020-CE81
CE98	AFP_ENG_20030323.0020-CE82
CE99	AFP_ENG_20030323.0020-CE83
CE100	AFP_ENG_20030323.0020-CE84
CE101	AFP_ENG_20030323.0020-CE85
CE102	AFP_ENG_20030323.0020-CE86
CE103	AFP_ENG_20030323.0020-CE87
CE104	AFP_ENG_20030323.0020-CE88
CE105	AFP_ENG_20030323.0020-CE89
CE106	AFP_ENG_20030323.0020-CE90
CE107	AFP_ENG_20030323.0020-CE91
CE108	AFP_ENG_20030323.0020-CE92
CE109	AFP_ENG_20030323.0020-CE93
CE110	AFP_ENG_20030323.0020-CE94
CE111	AFP_ENG_20030323.0020-CE95
CE112	AFP_ENG_20030323.0020-CE96
CE113	AFP_ENG_20030323.0020-CE97
CE114	AFP_ENG_20030323.0020-CE98
CE117	AFP_ENG_20030323.0020-CE99
CE3	AFP_ENG_20030323.0020-CE100
CE4	AFP_ENG_20030323.0020-CE101
CE5	AFP_ENG_20030323.0020-CE102
CE6	AFP_ENG_20030323.0020-CE103
CE7	AFP_ENG_20030323.0020-CE104
CE8	AFP_ENG_20030323.0020-CE105
CE9	AFP_ENG_20030323.0020-CE106
CE10	AFP_ENG_20030323.0020-CE107
CE11	AFP_ENG_20030323.0020-CE108
CE12	AFP_ENG_20030323.0020-CE109
CE22	AFP_ENG_20030323.0020-CE110
E15	AFP_ENG_20030323.0020-E1
E16	AFP_ENG_20030323.0020-E2
E17	AFP_ENG_20030323.0020-E3
E18	AFP_ENG_20030323.0020-E4
E20	AFP_ENG_20030323.0020-E5
E21	AFP_ENG_20030323.0020-E6
E22	AFP_ENG_20030323.0020-E7
E23	AFP_ENG_20030323.0020-E8
E24	AFP_ENG_20030323.0020-E9
E26	AFP_ENG_20030323.0020-E10
E27	AFP_ENG_20030323.0020-E11
E29	AFP_ENG_20030323.0020-E12
E30	AFP_ENG_20030323.0020-E13
E31	AFP_ENG_20030323.0020-E14
E32	AFP_ENG_20030323.0020-E15
E33	AFP_ENG_20030323.0020-E16
E34	AFP_ENG_20030323.0020-E17
E37	AFP_ENG_20030323.0020-E18
E38	AFP_ENG_20030323.0020-E19
E39	AFP_ENG_20030323.0020-E20
E40	AFP_ENG_20030323.0020-E21
E41	AFP_ENG_20030323.0020-E22
E42	AFP_ENG_20030323.0020-E23
E43	AFP_ENG_20030323.0020-E24
E44	AFP_ENG_20030323.0020-E25
E45	AFP_ENG_20030323.0020-E26
E1	AFP_ENG_20030323.0020-E27
E46	AFP_ENG_20030323.0020-E28
E47	AFP_ENG_20030323.0020-E29
E48	AFP_ENG_20030323.0020-E30
E49	AFP_ENG_20030323.0020-E31
E50	AFP_ENG_20030323.0020-E32
E51	AFP_ENG_20030323.0020-E33
E52	AFP_ENG_20030323.0020-E34
E53	AFP_ENG_20030323.0020-E35
E54	AFP_ENG_20030323.0020-E36
E56	AFP_ENG_20030323.0020-E37
E57	AFP_ENG_20030323.0020-E38
E58	AFP_ENG_20030323.0020-E39
E59	AFP_ENG_20030323.0020-E40
E60	AFP_ENG_20030323.0020-E41
E61	AFP_ENG_20030323.0020-E42
E62	AFP_ENG_20030323.0020-E43
E63	AFP_ENG_20030323.0020-E44
E64	AFP_ENG_20030323.0020-E45
E65	AFP_ENG_20030323.0020-E46
E66	AFP_ENG_20030323.0020-E47
E142	AFP_ENG_20030323.0020-E48
E147	AFP_ENG_20030323.0020-E49
E68	AFP_ENG_20030323.0020-E50
E69	AFP_ENG_20030323.0020-E51
E70	AFP_ENG_20030323.0020-E52
E71	AFP_ENG_20030323.0020-E53
E72	AFP_ENG_20030323.0020-E54
E73	AFP_ENG_20030323.0020-E55
E74	AFP_ENG_20030323.0020-E56
E75	AFP_ENG_20030323.0020-E57
E76	AFP_ENG_20030323.0020-E58
E77	AFP_ENG_20030323.0020-E59
E78	AFP_ENG_20030323.0020-E60
E79	AFP_ENG_20030323.0020-E61
E80	AFP_ENG_20030323.0020-E62
E81	AFP_ENG_20030323.0020-E63
E82	AFP_ENG_20030323.0020-E64
E83	AFP_ENG_20030323.0020-E65
E84	AFP_ENG_20030323.0020-E66
E86	AFP_ENG_20030323.0020-E67
E89	AFP_ENG_20030323.0020-E68
E90	AFP_ENG_20030323.0020-E69
E91	AFP_ENG_20030323.0020-E70
E92	AFP_ENG_20030323.0020-E71
E93	AFP_ENG_20030323.0020-E72
E94	AFP_ENG_20030323.0020-E73
E95	AFP_ENG_20030323.0020-E74
E96	AFP_ENG_20030323.0020-E75
E97	AFP_ENG_20030323.0020-E76
E2	AFP_ENG_20030323.0020-E77
E98	AFP_ENG_20030323.0020-E78
E99	AFP_ENG_20030323.0020-E79
E100	AFP_ENG_20030323.0020-E80
E101	AFP_ENG_20030323.0020-E81
E103	AFP_ENG_20030323.0020-E82
E104	AFP_ENG_20030323.0020-E83
E105	AFP_ENG_20030323.0020-E84
E106	AFP_ENG_20030323.0020-E85
E107	AFP_ENG_20030323.0020-E86
E109	AFP_ENG_20030323.0020-E87
E110	AFP_ENG_20030323.0020-E88
E112	AFP_ENG_20030323.0020-E89
E114	AFP_ENG_20030323.0020-E90
E115	AFP_ENG_20030323.0020-E91
E116	AFP_ENG_20030323.0020-E92
E117	AFP_ENG_20030323.0020-E93
E143	AFP_ENG_20030323.0020-E94
E119	AFP_ENG_20030323.0020-E95
E120	AFP_ENG_20030323.0020-E96
E121	AFP_ENG_20030323.0020-E97
E122	AFP_ENG_20030323.0020-E98
E123	AFP_ENG_20030323.0020-E99
E124	AFP_ENG_20030323.0020-E100
E125	AFP_ENG_20030323.0020-E101
E126	AFP_ENG_20030323.0020-E102
E127	AFP_ENG_20030323.0020-E103
E128	AFP_ENG_20030323.0020-E104
E129	AFP_ENG_20030323.0020-E105
E130	AFP_ENG_20030323.0020-E106
E131	AFP_ENG_20030323.0020-E107
E132	AFP_ENG_20030323.0020-E108
E133	AFP_ENG_20030323.0020-E109
E134	AFP_ENG_20030323.0020-E110
E135	AFP_ENG_20030323.0020-E111
E136	AFP_ENG_20030323.0020-E112
E137	AFP_ENG_20030323.0020-E113
E138	AFP_ENG_20030323.0020-E114
E139	AFP_ENG_20030323.0020-E115
E140	AFP_ENG_20030323.0020-E116
E141	AFP_ENG_20030323.0020-E117
E144	AFP_ENG_20030323.0020-E118
E3	AFP_ENG_20030323.0020-E119
E145	AFP_ENG_20030323.0020-E120
E4	AFP_ENG_20030323.0020-E121
E5	AFP_ENG_20030323.0020-E122
E6	AFP_ENG_20030323.0020-E123
E7	AFP_ENG_20030323.0020-E124
E8	AFP_ENG_20030323.0020-E125
E9	AFP_ENG_20030323.0020-E126
E10	AFP_ENG_20030323.0020-E127
E11	AFP_ENG_20030323.0020-E128
E14	AFP_ENG_20030323.0020-E129
E28	AFP_ENG_20030323.0020-E130
EM1	AFP_ENG_20030323.0020-E27-1
EM17	AFP_ENG_20030323.0020-E1-2
EM18	AFP_ENG_20030323.0020-E2-3
EM19	AFP_ENG_20030323.0020-E3-4
EM20	AFP_ENG_20030323.0020-E121-5
EM21	AFP_ENG_20030323.0020-E4-6
EM22	AFP_ENG_20030323.0020-E123-7
EM23	AFP_ENG_20030323.0020-E5-8
EM24	AFP_ENG_20030323.0020-E3-9
EM25	AFP_ENG_20030323.0020-E6-10
EM26	AFP_ENG_20030323.0020-E7-11
EM27	AFP_ENG_20030323.0020-E8-12
EM28	AFP_ENG_20030323.0020-E9-13
EM29	AFP_ENG_20030323.0020-E9-14
EM30	AFP_ENG_20030323.0020-E126-15
EM31	AFP_ENG_20030323.0020-E10-16
EM32	AFP_ENG_20030323.0020-E11-17
EM34	AFP_ENG_20030323.0020-E12-18
EM35	AFP_ENG_20030323.0020-E13-19
EM36	AFP_ENG_20030323.0020-E14-20
EM37	AFP_ENG_20030323.0020-E15-21
EM38	AFP_ENG_20030323.0020-E16-22
EM39	AFP_ENG_20030323.0020-E17-23
EM42	AFP_ENG_20030323.0020-E18-24
EM43	AFP_ENG_20030323.0020-E19-25
EM41	AFP_ENG_20030323.0020-E20-26
EM44	AFP_ENG_20030323.0020-E21-27
EM45	AFP_ENG_20030323.0020-E22-28
EM46	AFP_ENG_20030323.0020-E23-29
EM47	AFP_ENG_20030323.0020-E22-30
EM48	AFP_ENG_20030323.0020-E24-31
EM49	AFP_ENG_20030323.0020-E25-32
EM50	AFP_ENG_20030323.0020-E26-33
EM51	AFP_ENG_20030323.0020-E22-34
EM52	AFP_ENG_20030323.0020-E28-35
EM53	AFP_ENG_20030323.0020-E29-36
EM54	AFP_ENG_20030323.0020-E30-37
EM55	AFP_ENG_20030323.0020-E22-38
EM56	AFP_ENG_20030323.0020-E31-39
EM58	AFP_ENG_20030323.0020-E33-40
EM59	AFP_ENG_20030323.0020-E32-41
EM194	AFP_ENG_20030323.0020-E48-42
EM61	AFP_ENG_20030323.0020-E34-43
EM62	AFP_ENG_20030323.0020-E35-44
EM63	AFP_ENG_20030323.0020-E34-45
EM60	AFP_ENG_20030323.0020-E36-46
EM64	AFP_ENG_20030323.0020-E49-47
EM65	AFP_ENG_20030323.0020-E37-48
EM66	AFP_ENG_20030323.0020-E38-49
EM67	AFP_ENG_20030323.0020-E38-50
EM68	AFP_ENG_20030323.0020-E39-51
EM69	AFP_ENG_20030323.0020-E40-52
EM70	AFP_ENG_20030323.0020-E32-53
EM71	AFP_ENG_20030323.0020-E12-54
EM72	AFP_ENG_20030323.0020-E41-55
EM73	AFP_ENG_20030323.0020-E41-56
EM74	AFP_ENG_20030323.0020-E126-57
EM75	AFP_ENG_20030323.0020-E42-58
EM76	AFP_ENG_20030323.0020-E42-59
EM77	AFP_ENG_20030323.0020-E43-60
EM78	AFP_ENG_20030323.0020-E43-61
EM79	AFP_ENG_20030323.0020-E44-62
EM80	AFP_ENG_20030323.0020-E45-63
EM81	AFP_ENG_20030323.0020-E46-64
EM82	AFP_ENG_20030323.0020-E126-65
EM83	AFP_ENG_20030323.0020-E126-66
EM84	AFP_ENG_20030323.0020-E43-67
EM85	AFP_ENG_20030323.0020-E47-68
EM87	AFP_ENG_20030323.0020-E50-69
EM88	AFP_ENG_20030323.0020-E50-70
EM89	AFP_ENG_20030323.0020-E51-71
EM2	AFP_ENG_20030323.0020-E77-72
EM90	AFP_ENG_20030323.0020-E126-73
EM91	AFP_ENG_20030323.0020-E52-74
EM92	AFP_ENG_20030323.0020-E53-75
EM93	AFP_ENG_20030323.0020-E54-76
EM94	AFP_ENG_20030323.0020-E55-77
EM195	AFP_ENG_20030323.0020-E22-78
EM96	AFP_ENG_20030323.0020-E56-79
EM97	AFP_ENG_20030323.0020-E57-80
EM98	AFP_ENG_20030323.0020-E58-81
EM99	AFP_ENG_20030323.0020-E58-82
EM100	AFP_ENG_20030323.0020-E59-83
EM101	AFP_ENG_20030323.0020-E60-84
EM102	AFP_ENG_20030323.0020-E61-85
EM103	AFP_ENG_20030323.0020-E63-86
EM104	AFP_ENG_20030323.0020-E64-87
EM105	AFP_ENG_20030323.0020-E65-88
EM106	AFP_ENG_20030323.0020-E66-89
EM107	AFP_ENG_20030323.0020-E67-90
EM108	AFP_ENG_20030323.0020-E62-91
EM109	AFP_ENG_20030323.0020-E126-92
EM110	AFP_ENG_20030323.0020-E68-93
EM111	AFP_ENG_20030323.0020-E62-94
EM112	AFP_ENG_20030323.0020-E69-95
EM113	AFP_ENG_20030323.0020-E70-96
EM114	AFP_ENG_20030323.0020-E71-97
EM115	AFP_ENG_20030323.0020-E71-98
EM116	AFP_ENG_20030323.0020-E72-99
EM117	AFP_ENG_20030323.0020-E73-100
EM118	AFP_ENG_20030323.0020-E74-101
EM119	AFP_ENG_20030323.0020-E75-102
EM120	AFP_ENG_20030323.0020-E11-103
EM121	AFP_ENG_20030323.0020-E76-104
EM122	AFP_ENG_20030323.0020-E78-105
EM123	AFP_ENG_20030323.0020-E79-106
EM124	AFP_ENG_20030323.0020-E80-107
EM125	AFP_ENG_20030323.0020-E78-108
EM126	AFP_ENG_20030323.0020-E78-109
EM127	AFP_ENG_20030323.0020-E81-110
EM196	AFP_ENG_20030323.0020-E126-111
EM129	AFP_ENG_20030323.0020-E82-112
EM130	AFP_ENG_20030323.0020-E83-113
EM131	AFP_ENG_20030323.0020-E81-114
EM132	AFP_ENG_20030323.0020-E84-115
EM133	AFP_ENG_20030323.0020-E85-116
EM134	AFP_ENG_20030323.0020-E86-117
EM135	AFP_ENG_20030323.0020-E126-118
EM137	AFP_ENG_20030323.0020-E85-119
EM138	AFP_ENG_20030323.0020-E85-120
EM139	AFP_ENG_20030323.0020-E85-121
EM140	AFP_ENG_20030323.0020-E87-122
EM141	AFP_ENG_20030323.0020-E11-123
EM142	AFP_ENG_20030323.0020-E126-124
EM143	AFP_ENG_20030323.0020-E85-125
EM144	AFP_ENG_20030323.0020-E88-126
EM146	AFP_ENG_20030323.0020-E81-127
EM147	AFP_ENG_20030323.0020-E89-128
EM197	AFP_ENG_20030323.0020-E94-129
EM149	AFP_ENG_20030323.0020-E88-130
EM150	AFP_ENG_20030323.0020-E90-131
EM151	AFP_ENG_20030323.0020-E11-132
EM152	AFP_ENG_20030323.0020-E91-133
EM153	AFP_ENG_20030323.0020-E92-134
EM154	AFP_ENG_20030323.0020-E88-135
EM155	AFP_ENG_20030323.0020-E88-136
EM156	AFP_ENG_20030323.0020-E90-137
EM157	AFP_ENG_20030323.0020-E88-138
EM158	AFP_ENG_20030323.0020-E90-139
EM159	AFP_ENG_20030323.0020-E93-140
EM160	AFP_ENG_20030323.0020-E93-141
EM161	AFP_ENG_20030323.0020-E126-142
EM162	AFP_ENG_20030323.0020-E81-143
EM3	AFP_ENG_20030323.0020-E119-144
EM163	AFP_ENG_20030323.0020-E95-145
EM164	AFP_ENG_20030323.0020-E88-146
EM198	AFP_ENG_20030323.0020-E118-147
EM166	AFP_ENG_20030323.0020-E29-148
EM167	AFP_ENG_20030323.0020-E23-149
EM169	AFP_ENG_20030323.0020-E96-150
EM170	AFP_ENG_20030323.0020-E97-151
EM171	AFP_ENG_20030323.0020-E98-152
EM172	AFP_ENG_20030323.0020-E99-153
EM173	AFP_ENG_20030323.0020-E100-154
EM174	AFP_ENG_20030323.0020-E101-155
EM175	AFP_ENG_20030323.0020-E102-156
EM176	AFP_ENG_20030323.0020-E103-157
EM177	AFP_ENG_20030323.0020-E103-158
EM178	AFP_ENG_20030323.0020-E104-159
EM179	AFP_ENG_20030323.0020-E105-160
EM180	AFP_ENG_20030323.0020-E106-161
EM181	AFP_ENG_20030323.0020-E107-162
EM182	AFP_ENG_20030323.0020-E108-163
EM183	AFP_ENG_20030323.0020-E108-164
EM184	AFP_ENG_20030323.0020-E109-165
EM185	AFP_ENG_20030323.0020-E110-166
EM186	AFP_ENG_20030323.0020-E111-167
EM187	AFP_ENG_20030323.0020-E112-168
EM188	AFP_ENG_20030323.0020-E113-169
EM189	AFP_ENG_20030323.0020-E114-170
EM190	AFP_ENG_20030323.0020-E115-171
EM191	AFP_ENG_20030323.0020-E113-172
EM192	AFP_ENG_20030323.0020-E116-173
EM193	AFP_ENG_20030323.0020-E117-174
EM199	AFP_ENG_20030323.0020-E27-175
EM200	AFP_ENG_20030323.0020-E120-176
