CE13	DIGRESSING_20041213.0439-CE1
CE11	DIGRESSING_20041213.0439-CE2
CE14	DIGRESSING_20041213.0439-CE3
CE15	DIGRESSING_20041213.0439-CE4
CE12	DIGRESSING_20041213.0439-CE5
CE16	DIGRESSING_20041213.0439-CE6
CE18	DIGRESSING_20041213.0439-CE7
CE32	DIGRESSING_20041213.0439-CE8
CE19	DIGRESSING_20041213.0439-CE9
CE20	DIGRESSING_20041213.0439-CE10
CE22	DIGRESSING_20041213.0439-CE11
CE23	DIGRESSING_20041213.0439-CE12
CE24	DIGRESSING_20041213.0439-CE13
CE25	DIGRESSING_20041213.0439-CE14
CE26	DIGRESSING_20041213.0439-CE15
CE1	DIGRESSING_20041213.0439-CE16
CE27	DIGRESSING_20041213.0439-CE17
CE28	DIGRESSING_20041213.0439-CE18
CE29	DIGRESSING_20041213.0439-CE19
CE30	DIGRESSING_20041213.0439-CE20
CE31	DIGRESSING_20041213.0439-CE21
CE21	DIGRESSING_20041213.0439-CE22
CE17	DIGRESSING_20041213.0439-CE23
CE2	DIGRESSING_20041213.0439-CE24
CE3	DIGRESSING_20041213.0439-CE25
CE4	DIGRESSING_20041213.0439-CE26
CE5	DIGRESSING_20041213.0439-CE27
CE6	DIGRESSING_20041213.0439-CE28
CE7	DIGRESSING_20041213.0439-CE29
CE8	DIGRESSING_20041213.0439-CE30
CE9	DIGRESSING_20041213.0439-CE31
CE10	DIGRESSING_20041213.0439-CE32
E20	DIGRESSING_20041213.0439-E1
E12	DIGRESSING_20041213.0439-E2
E21	DIGRESSING_20041213.0439-E3
E13	DIGRESSING_20041213.0439-E4
E15	DIGRESSING_20041213.0439-E5
E17	DIGRESSING_20041213.0439-E6
E18	DIGRESSING_20041213.0439-E7
E19	DIGRESSING_20041213.0439-E8
E24	DIGRESSING_20041213.0439-E9
E25	DIGRESSING_20041213.0439-E10
E27	DIGRESSING_20041213.0439-E11
E1	DIGRESSING_20041213.0439-E12
E29	DIGRESSING_20041213.0439-E13
E34	DIGRESSING_20041213.0439-E14
E36	DIGRESSING_20041213.0439-E15
E40	DIGRESSING_20041213.0439-E16
E43	DIGRESSING_20041213.0439-E17
E45	DIGRESSING_20041213.0439-E18
E47	DIGRESSING_20041213.0439-E19
E51	DIGRESSING_20041213.0439-E20
E55	DIGRESSING_20041213.0439-E21
E68	DIGRESSING_20041213.0439-E22
E69	DIGRESSING_20041213.0439-E23
E76	DIGRESSING_20041213.0439-E24
E78	DIGRESSING_20041213.0439-E25
E2	DIGRESSING_20041213.0439-E26
E3	DIGRESSING_20041213.0439-E27
E4	DIGRESSING_20041213.0439-E28
E5	DIGRESSING_20041213.0439-E29
E6	DIGRESSING_20041213.0439-E30
E7	DIGRESSING_20041213.0439-E31
E8	DIGRESSING_20041213.0439-E32
E9	DIGRESSING_20041213.0439-E33
E10	DIGRESSING_20041213.0439-E34
EM1	DIGRESSING_20041213.0439-E12-1
EM23	DIGRESSING_20041213.0439-E3-2
EM20	DIGRESSING_20041213.0439-E34-3
EM21	DIGRESSING_20041213.0439-E34-4
EM22	DIGRESSING_20041213.0439-E2-5
EM25	DIGRESSING_20041213.0439-E4-6
EM106	DIGRESSING_20041213.0439-E12-7
EM107	DIGRESSING_20041213.0439-E12-8
EM27	DIGRESSING_20041213.0439-E5-9
EM108	DIGRESSING_20041213.0439-E8-10
EM28	DIGRESSING_20041213.0439-E6-11
EM29	DIGRESSING_20041213.0439-E6-12
EM30	DIGRESSING_20041213.0439-E31-13
EM36	DIGRESSING_20041213.0439-E7-14
EM37	DIGRESSING_20041213.0439-E7-15
EM38	DIGRESSING_20041213.0439-E7-16
EM39	DIGRESSING_20041213.0439-E7-17
EM41	DIGRESSING_20041213.0439-E7-18
EM42	DIGRESSING_20041213.0439-E7-19
EM43	DIGRESSING_20041213.0439-E7-20
EM44	DIGRESSING_20041213.0439-E7-21
EM45	DIGRESSING_20041213.0439-E7-22
EM46	DIGRESSING_20041213.0439-E7-23
EM47	DIGRESSING_20041213.0439-E31-24
EM48	DIGRESSING_20041213.0439-E7-25
EM49	DIGRESSING_20041213.0439-E31-26
EM50	DIGRESSING_20041213.0439-E31-27
EM51	DIGRESSING_20041213.0439-E7-28
EM52	DIGRESSING_20041213.0439-E2-29
EM95	DIGRESSING_20041213.0439-E8-30
EM96	DIGRESSING_20041213.0439-E8-31
EM98	DIGRESSING_20041213.0439-E8-32
EM100	DIGRESSING_20041213.0439-E8-33
EM53	DIGRESSING_20041213.0439-E9-34
EM54	DIGRESSING_20041213.0439-E10-35
EM59	DIGRESSING_20041213.0439-E12-36
EM60	DIGRESSING_20041213.0439-E11-37
EM61	DIGRESSING_20041213.0439-E12-38
EM62	DIGRESSING_20041213.0439-E13-39
EM63	DIGRESSING_20041213.0439-E13-40
EM64	DIGRESSING_20041213.0439-E13-41
EM66	DIGRESSING_20041213.0439-E29-42
EM67	DIGRESSING_20041213.0439-E14-43
EM68	DIGRESSING_20041213.0439-E14-44
EM69	DIGRESSING_20041213.0439-E15-45
EM71	DIGRESSING_20041213.0439-E5-46
EM72	DIGRESSING_20041213.0439-E15-47
EM73	DIGRESSING_20041213.0439-E5-48
EM74	DIGRESSING_20041213.0439-E16-49
EM75	DIGRESSING_20041213.0439-E16-50
EM77	DIGRESSING_20041213.0439-E14-51
EM78	DIGRESSING_20041213.0439-E17-52
