CE64	DIGRESSING_20041109.0437-CE1
CE65	DIGRESSING_20041109.0437-CE2
CE11	DIGRESSING_20041109.0437-CE3
CE12	DIGRESSING_20041109.0437-CE4
CE13	DIGRESSING_20041109.0437-CE5
CE14	DIGRESSING_20041109.0437-CE6
CE15	DIGRESSING_20041109.0437-CE7
CE16	DIGRESSING_20041109.0437-CE8
CE17	DIGRESSING_20041109.0437-CE9
CE19	DIGRESSING_20041109.0437-CE10
CE18	DIGRESSING_20041109.0437-CE11
CE20	DIGRESSING_20041109.0437-CE12
CE1	DIGRESSING_20041109.0437-CE13
CE21	DIGRESSING_20041109.0437-CE14
CE59	DIGRESSING_20041109.0437-CE15
CE22	DIGRESSING_20041109.0437-CE16
CE23	DIGRESSING_20041109.0437-CE17
CE24	DIGRESSING_20041109.0437-CE18
CE25	DIGRESSING_20041109.0437-CE19
CE26	DIGRESSING_20041109.0437-CE20
CE27	DIGRESSING_20041109.0437-CE21
CE28	DIGRESSING_20041109.0437-CE22
CE29	DIGRESSING_20041109.0437-CE23
CE31	DIGRESSING_20041109.0437-CE24
CE32	DIGRESSING_20041109.0437-CE25
CE33	DIGRESSING_20041109.0437-CE26
CE4	DIGRESSING_20041109.0437-CE27
CE34	DIGRESSING_20041109.0437-CE28
CE35	DIGRESSING_20041109.0437-CE29
CE36	DIGRESSING_20041109.0437-CE30
CE37	DIGRESSING_20041109.0437-CE31
CE38	DIGRESSING_20041109.0437-CE32
CE39	DIGRESSING_20041109.0437-CE33
CE40	DIGRESSING_20041109.0437-CE34
CE41	DIGRESSING_20041109.0437-CE35
CE42	DIGRESSING_20041109.0437-CE36
CE43	DIGRESSING_20041109.0437-CE37
CE44	DIGRESSING_20041109.0437-CE38
CE45	DIGRESSING_20041109.0437-CE39
CE46	DIGRESSING_20041109.0437-CE40
CE66	DIGRESSING_20041109.0437-CE41
CE47	DIGRESSING_20041109.0437-CE42
CE48	DIGRESSING_20041109.0437-CE43
CE49	DIGRESSING_20041109.0437-CE44
CE50	DIGRESSING_20041109.0437-CE45
CE54	DIGRESSING_20041109.0437-CE46
CE53	DIGRESSING_20041109.0437-CE47
CE51	DIGRESSING_20041109.0437-CE48
CE52	DIGRESSING_20041109.0437-CE49
CE55	DIGRESSING_20041109.0437-CE50
CE56	DIGRESSING_20041109.0437-CE51
CE10	DIGRESSING_20041109.0437-CE52
CE2	DIGRESSING_20041109.0437-CE53
CE57	DIGRESSING_20041109.0437-CE54
CE58	DIGRESSING_20041109.0437-CE55
CE3	DIGRESSING_20041109.0437-CE56
CE63	DIGRESSING_20041109.0437-CE57
CE30	DIGRESSING_20041109.0437-CE58
CE61	DIGRESSING_20041109.0437-CE59
CE62	DIGRESSING_20041109.0437-CE60
CE60	DIGRESSING_20041109.0437-CE61
CE5	DIGRESSING_20041109.0437-CE62
CE6	DIGRESSING_20041109.0437-CE63
CE7	DIGRESSING_20041109.0437-CE64
E95	DIGRESSING_20041109.0437-E1
E96	DIGRESSING_20041109.0437-E2
E11	DIGRESSING_20041109.0437-E3
E12	DIGRESSING_20041109.0437-E4
E13	DIGRESSING_20041109.0437-E5
E14	DIGRESSING_20041109.0437-E6
E15	DIGRESSING_20041109.0437-E7
E16	DIGRESSING_20041109.0437-E8
E17	DIGRESSING_20041109.0437-E9
E18	DIGRESSING_20041109.0437-E10
E1	DIGRESSING_20041109.0437-E11
E19	DIGRESSING_20041109.0437-E12
E20	DIGRESSING_20041109.0437-E13
E22	DIGRESSING_20041109.0437-E14
E93	DIGRESSING_20041109.0437-E15
E24	DIGRESSING_20041109.0437-E16
E25	DIGRESSING_20041109.0437-E17
E26	DIGRESSING_20041109.0437-E18
E27	DIGRESSING_20041109.0437-E19
E30	DIGRESSING_20041109.0437-E20
E31	DIGRESSING_20041109.0437-E21
E32	DIGRESSING_20041109.0437-E22
E33	DIGRESSING_20041109.0437-E23
E34	DIGRESSING_20041109.0437-E24
E87	DIGRESSING_20041109.0437-E25
E36	DIGRESSING_20041109.0437-E26
E37	DIGRESSING_20041109.0437-E27
E38	DIGRESSING_20041109.0437-E28
E89	DIGRESSING_20041109.0437-E29
E90	DIGRESSING_20041109.0437-E30
E41	DIGRESSING_20041109.0437-E31
E42	DIGRESSING_20041109.0437-E32
E43	DIGRESSING_20041109.0437-E33
E44	DIGRESSING_20041109.0437-E34
E45	DIGRESSING_20041109.0437-E35
E46	DIGRESSING_20041109.0437-E36
E47	DIGRESSING_20041109.0437-E37
E48	DIGRESSING_20041109.0437-E38
E49	DIGRESSING_20041109.0437-E39
E50	DIGRESSING_20041109.0437-E40
E51	DIGRESSING_20041109.0437-E41
E52	DIGRESSING_20041109.0437-E42
E53	DIGRESSING_20041109.0437-E43
E56	DIGRESSING_20041109.0437-E44
E57	DIGRESSING_20041109.0437-E45
E58	DIGRESSING_20041109.0437-E46
E59	DIGRESSING_20041109.0437-E47
E60	DIGRESSING_20041109.0437-E48
E61	DIGRESSING_20041109.0437-E49
E62	DIGRESSING_20041109.0437-E50
E63	DIGRESSING_20041109.0437-E51
E64	DIGRESSING_20041109.0437-E52
E65	DIGRESSING_20041109.0437-E53
E69	DIGRESSING_20041109.0437-E54
E70	DIGRESSING_20041109.0437-E55
E71	DIGRESSING_20041109.0437-E56
E72	DIGRESSING_20041109.0437-E57
E74	DIGRESSING_20041109.0437-E58
E92	DIGRESSING_20041109.0437-E59
E83	DIGRESSING_20041109.0437-E60
E2	DIGRESSING_20041109.0437-E61
E3	DIGRESSING_20041109.0437-E62
E4	DIGRESSING_20041109.0437-E63
E5	DIGRESSING_20041109.0437-E64
E6	DIGRESSING_20041109.0437-E65
E7	DIGRESSING_20041109.0437-E66
E8	DIGRESSING_20041109.0437-E67
E94	DIGRESSING_20041109.0437-E68
EM157	DIGRESSING_20041109.0437-E11-1
EM163	DIGRESSING_20041109.0437-E1-2
EM73	DIGRESSING_20041109.0437-E15-3
EM165	DIGRESSING_20041109.0437-E2-4
EM10	DIGRESSING_20041109.0437-E64-5
EM15	DIGRESSING_20041109.0437-E64-6
EM16	DIGRESSING_20041109.0437-E64-7
EM18	DIGRESSING_20041109.0437-E64-8
EM17	DIGRESSING_20041109.0437-E3-9
EM19	DIGRESSING_20041109.0437-E3-10
EM20	DIGRESSING_20041109.0437-E4-11
EM21	DIGRESSING_20041109.0437-E4-12
EM22	DIGRESSING_20041109.0437-E4-13
EM23	DIGRESSING_20041109.0437-E64-14
EM25	DIGRESSING_20041109.0437-E64-15
EM24	DIGRESSING_20041109.0437-E4-16
EM26	DIGRESSING_20041109.0437-E3-17
EM27	DIGRESSING_20041109.0437-E4-18
EM28	DIGRESSING_20041109.0437-E64-19
EM30	DIGRESSING_20041109.0437-E64-20
EM31	DIGRESSING_20041109.0437-E64-21
EM29	DIGRESSING_20041109.0437-E4-22
EM32	DIGRESSING_20041109.0437-E4-23
EM33	DIGRESSING_20041109.0437-E64-24
EM34	DIGRESSING_20041109.0437-E5-25
EM35	DIGRESSING_20041109.0437-E4-26
EM36	DIGRESSING_20041109.0437-E64-27
EM39	DIGRESSING_20041109.0437-E64-28
EM40	DIGRESSING_20041109.0437-E64-29
EM41	DIGRESSING_20041109.0437-E4-30
EM42	DIGRESSING_20041109.0437-E6-31
EM43	DIGRESSING_20041109.0437-E64-32
EM44	DIGRESSING_20041109.0437-E4-33
EM45	DIGRESSING_20041109.0437-E64-34
EM47	DIGRESSING_20041109.0437-E64-35
EM48	DIGRESSING_20041109.0437-E64-36
EM50	DIGRESSING_20041109.0437-E64-37
EM49	DIGRESSING_20041109.0437-E4-38
EM51	DIGRESSING_20041109.0437-E7-39
EM52	DIGRESSING_20041109.0437-E8-40
EM53	DIGRESSING_20041109.0437-E64-41
EM54	DIGRESSING_20041109.0437-E64-42
EM56	DIGRESSING_20041109.0437-E64-43
EM58	DIGRESSING_20041109.0437-E64-44
EM59	DIGRESSING_20041109.0437-E64-45
EM65	DIGRESSING_20041109.0437-E64-46
EM64	DIGRESSING_20041109.0437-E64-47
EM60	DIGRESSING_20041109.0437-E64-48
EM61	DIGRESSING_20041109.0437-E9-49
EM63	DIGRESSING_20041109.0437-E10-50
EM62	DIGRESSING_20041109.0437-E12-51
EM68	DIGRESSING_20041109.0437-E13-52
EM69	DIGRESSING_20041109.0437-E14-53
EM71	DIGRESSING_20041109.0437-E64-54
EM70	DIGRESSING_20041109.0437-E64-55
EM74	DIGRESSING_20041109.0437-E64-56
EM72	DIGRESSING_20041109.0437-E15-57
EM148	DIGRESSING_20041109.0437-E15-58
EM75	DIGRESSING_20041109.0437-E64-59
EM76	DIGRESSING_20041109.0437-E17-60
EM77	DIGRESSING_20041109.0437-E5-61
EM78	DIGRESSING_20041109.0437-E5-62
EM79	DIGRESSING_20041109.0437-E64-63
EM80	DIGRESSING_20041109.0437-E18-64
EM81	DIGRESSING_20041109.0437-E64-65
EM82	DIGRESSING_20041109.0437-E64-66
EM83	DIGRESSING_20041109.0437-E19-67
EM84	DIGRESSING_20041109.0437-E17-68
EM164	DIGRESSING_20041109.0437-E67-69
EM87	DIGRESSING_20041109.0437-E13-70
EM86	DIGRESSING_20041109.0437-E13-71
EM88	DIGRESSING_20041109.0437-E64-72
EM89	DIGRESSING_20041109.0437-E64-73
EM90	DIGRESSING_20041109.0437-E20-74
EM91	DIGRESSING_20041109.0437-E21-75
EM92	DIGRESSING_20041109.0437-E22-76
EM93	DIGRESSING_20041109.0437-E17-77
EM94	DIGRESSING_20041109.0437-E23-78
EM95	DIGRESSING_20041109.0437-E24-79
EM100	DIGRESSING_20041109.0437-E25-80
EM132	DIGRESSING_20041109.0437-E29-81
EM97	DIGRESSING_20041109.0437-E26-82
EM98	DIGRESSING_20041109.0437-E27-83
EM99	DIGRESSING_20041109.0437-E28-84
EM12	DIGRESSING_20041109.0437-E30-85
EM101	DIGRESSING_20041109.0437-E31-86
EM102	DIGRESSING_20041109.0437-E32-87
EM103	DIGRESSING_20041109.0437-E33-88
EM104	DIGRESSING_20041109.0437-E34-89
EM105	DIGRESSING_20041109.0437-E35-90
EM106	DIGRESSING_20041109.0437-E36-91
EM107	DIGRESSING_20041109.0437-E37-92
EM108	DIGRESSING_20041109.0437-E38-93
EM109	DIGRESSING_20041109.0437-E39-94
EM110	DIGRESSING_20041109.0437-E40-95
EM111	DIGRESSING_20041109.0437-E41-96
EM112	DIGRESSING_20041109.0437-E42-97
EM113	DIGRESSING_20041109.0437-E43-98
EM166	DIGRESSING_20041109.0437-E2-99
EM167	DIGRESSING_20041109.0437-E11-100
EM116	DIGRESSING_20041109.0437-E43-101
EM117	DIGRESSING_20041109.0437-E17-102
EM118	DIGRESSING_20041109.0437-E44-103
EM119	DIGRESSING_20041109.0437-E45-104
EM121	DIGRESSING_20041109.0437-E17-105
EM122	DIGRESSING_20041109.0437-E64-106
EM123	DIGRESSING_20041109.0437-E46-107
EM124	DIGRESSING_20041109.0437-E47-108
EM128	DIGRESSING_20041109.0437-E48-109
EM127	DIGRESSING_20041109.0437-E49-110
EM125	DIGRESSING_20041109.0437-E50-111
EM126	DIGRESSING_20041109.0437-E51-112
EM129	DIGRESSING_20041109.0437-E17-113
EM130	DIGRESSING_20041109.0437-E52-114
EM131	DIGRESSING_20041109.0437-E53-115
EM141	DIGRESSING_20041109.0437-E54-116
EM114	DIGRESSING_20041109.0437-E43-117
EM149	DIGRESSING_20041109.0437-E64-118
EM151	DIGRESSING_20041109.0437-E64-119
EM150	DIGRESSING_20041109.0437-E5-120
EM145	DIGRESSING_20041109.0437-E10-121
EM146	DIGRESSING_20041109.0437-E10-122
EM147	DIGRESSING_20041109.0437-E10-123
EM144	DIGRESSING_20041109.0437-E16-124
EM143	DIGRESSING_20041109.0437-E43-125
EM142	DIGRESSING_20041109.0437-E17-126
EM115	DIGRESSING_20041109.0437-E43-127
EM139	DIGRESSING_20041109.0437-E50-128
EM140	DIGRESSING_20041109.0437-E51-129
EM168	DIGRESSING_20041109.0437-E11-130
EM137	DIGRESSING_20041109.0437-E55-131
EM136	DIGRESSING_20041109.0437-E56-132
EM133	DIGRESSING_20041109.0437-E54-133
EM134	DIGRESSING_20041109.0437-E54-134
EM135	DIGRESSING_20041109.0437-E57-135
EM85	DIGRESSING_20041109.0437-E58-136
EM160	DIGRESSING_20041109.0437-E5-137
EM13	DIGRESSING_20041109.0437-E64-138
EM37	DIGRESSING_20041109.0437-E64-139
EM138	DIGRESSING_20041109.0437-E59-140
EM38	DIGRESSING_20041109.0437-E64-141
EM46	DIGRESSING_20041109.0437-E4-142
EM55	DIGRESSING_20041109.0437-E64-143
EM57	DIGRESSING_20041109.0437-E64-144
EM66	DIGRESSING_20041109.0437-E64-145
EM67	DIGRESSING_20041109.0437-E66-146
EM158	DIGRESSING_20041109.0437-E11-147
EM96	DIGRESSING_20041109.0437-E60-148
EM159	DIGRESSING_20041109.0437-E11-149
EM154	DIGRESSING_20041109.0437-E61-150
EM155	DIGRESSING_20041109.0437-E61-151
EM156	DIGRESSING_20041109.0437-E62-152
EM161	DIGRESSING_20041109.0437-E67-153
EM152	DIGRESSING_20041109.0437-E63-154
EM153	DIGRESSING_20041109.0437-E63-155
EM1	DIGRESSING_20041109.0437-E64-156
EM162	DIGRESSING_20041109.0437-E68-157
EM4	DIGRESSING_20041109.0437-E65-158
EM2	DIGRESSING_20041109.0437-E64-159
EM3	DIGRESSING_20041109.0437-E66-160
EM5	DIGRESSING_20041109.0437-E64-161
EM6	DIGRESSING_20041109.0437-E64-162
EM7	DIGRESSING_20041109.0437-E67-163
R9	DIGRESSING_20041109.0437-R1
R1	DIGRESSING_20041109.0437-R2
R10	DIGRESSING_20041109.0437-R3
R4	DIGRESSING_20041109.0437-R4
R6	DIGRESSING_20041109.0437-R5
R7	DIGRESSING_20041109.0437-R6
R5	DIGRESSING_20041109.0437-R7
RM9	DIGRESSING_20041109.0437-R1-1
RM1	DIGRESSING_20041109.0437-R2-1
RM10	DIGRESSING_20041109.0437-R1-2
RM4	DIGRESSING_20041109.0437-R4-1
RM6	DIGRESSING_20041109.0437-R5-1
RM7	DIGRESSING_20041109.0437-R6-1
RM5	DIGRESSING_20041109.0437-R7-1
V1	DIGRESSING_20041109.0437-EV1
V2	DIGRESSING_20041109.0437-EV2
V4	DIGRESSING_20041109.0437-EV3
VM1	DIGRESSING_20041109.0437-EV1-1
VM2	DIGRESSING_20041109.0437-EV2-1
VM4	DIGRESSING_20041109.0437-EV3-1
Q1	DIGRESSING_20041109.0437-T1
Q2	DIGRESSING_20041109.0437-T2
Q3	DIGRESSING_20041109.0437-T3
Q6	DIGRESSING_20041109.0437-T4
Q5	DIGRESSING_20041109.0437-T5
Q4	DIGRESSING_20041109.0437-T6
