CE13	DIGRESSING_20050123.1900-CE1
CE15	DIGRESSING_20050123.1900-CE2
CE16	DIGRESSING_20050123.1900-CE3
CE17	DIGRESSING_20050123.1900-CE4
CE19	DIGRESSING_20050123.1900-CE5
CE20	DIGRESSING_20050123.1900-CE6
CE22	DIGRESSING_20050123.1900-CE7
CE23	DIGRESSING_20050123.1900-CE8
CE24	DIGRESSING_20050123.1900-CE9
CE21	DIGRESSING_20050123.1900-CE10
CE14	DIGRESSING_20050123.1900-CE11
CE18	DIGRESSING_20050123.1900-CE12
CE25	DIGRESSING_20050123.1900-CE13
CE26	DIGRESSING_20050123.1900-CE14
CE1	DIGRESSING_20050123.1900-CE15
CE2	DIGRESSING_20050123.1900-CE16
CE3	DIGRESSING_20050123.1900-CE17
CE4	DIGRESSING_20050123.1900-CE18
CE5	DIGRESSING_20050123.1900-CE19
CE6	DIGRESSING_20050123.1900-CE20
CE7	DIGRESSING_20050123.1900-CE21
CE8	DIGRESSING_20050123.1900-CE22
CE9	DIGRESSING_20050123.1900-CE23
CE10	DIGRESSING_20050123.1900-CE24
CE11	DIGRESSING_20050123.1900-CE25
CE12	DIGRESSING_20050123.1900-CE26
E14	DIGRESSING_20050123.1900-E1
E15	DIGRESSING_20050123.1900-E2
E16	DIGRESSING_20050123.1900-E3
E17	DIGRESSING_20050123.1900-E4
E18	DIGRESSING_20050123.1900-E5
E19	DIGRESSING_20050123.1900-E6
E20	DIGRESSING_20050123.1900-E7
E21	DIGRESSING_20050123.1900-E8
E22	DIGRESSING_20050123.1900-E9
E23	DIGRESSING_20050123.1900-E10
E1	DIGRESSING_20050123.1900-E11
E24	DIGRESSING_20050123.1900-E12
E27	DIGRESSING_20050123.1900-E13
E28	DIGRESSING_20050123.1900-E14
E29	DIGRESSING_20050123.1900-E15
E30	DIGRESSING_20050123.1900-E16
E2	DIGRESSING_20050123.1900-E17
E3	DIGRESSING_20050123.1900-E18
E4	DIGRESSING_20050123.1900-E19
E5	DIGRESSING_20050123.1900-E20
E6	DIGRESSING_20050123.1900-E21
E7	DIGRESSING_20050123.1900-E22
E8	DIGRESSING_20050123.1900-E23
E9	DIGRESSING_20050123.1900-E24
E10	DIGRESSING_20050123.1900-E25
E11	DIGRESSING_20050123.1900-E26
E12	DIGRESSING_20050123.1900-E27
E13	DIGRESSING_20050123.1900-E28
EM1	DIGRESSING_20050123.1900-E11-1
EM20	DIGRESSING_20050123.1900-E26-2
EM21	DIGRESSING_20050123.1900-E1-3
EM24	DIGRESSING_20050123.1900-E1-4
EM23	DIGRESSING_20050123.1900-E2-5
