CE12	ALFILFILM_20050213.1356-CE1
CE13	ALFILFILM_20050213.1356-CE2
CE14	ALFILFILM_20050213.1356-CE3
CE15	ALFILFILM_20050213.1356-CE4
CE16	ALFILFILM_20050213.1356-CE5
CE17	ALFILFILM_20050213.1356-CE6
CE18	ALFILFILM_20050213.1356-CE7
CE19	ALFILFILM_20050213.1356-CE8
CE22	ALFILFILM_20050213.1356-CE9
CE23	ALFILFILM_20050213.1356-CE10
CE25	ALFILFILM_20050213.1356-CE11
CE38	ALFILFILM_20050213.1356-CE12
CE7	ALFILFILM_20050213.1356-CE13
CE40	ALFILFILM_20050213.1356-CE14
CE20	ALFILFILM_20050213.1356-CE15
CE21	ALFILFILM_20050213.1356-CE16
CE1	ALFILFILM_20050213.1356-CE17
CE2	ALFILFILM_20050213.1356-CE18
CE3	ALFILFILM_20050213.1356-CE19
CE4	ALFILFILM_20050213.1356-CE20
CE5	ALFILFILM_20050213.1356-CE21
CE6	ALFILFILM_20050213.1356-CE22
CE8	ALFILFILM_20050213.1356-CE23
CE9	ALFILFILM_20050213.1356-CE24
CE10	ALFILFILM_20050213.1356-CE25
CE11	ALFILFILM_20050213.1356-CE26
CE39	ALFILFILM_20050213.1356-CE27
E15	ALFILFILM_20050213.1356-E1
E16	ALFILFILM_20050213.1356-E2
E17	ALFILFILM_20050213.1356-E3
E18	ALFILFILM_20050213.1356-E4
E19	ALFILFILM_20050213.1356-E5
E20	ALFILFILM_20050213.1356-E6
E21	ALFILFILM_20050213.1356-E7
E22	ALFILFILM_20050213.1356-E8
E23	ALFILFILM_20050213.1356-E9
E24	ALFILFILM_20050213.1356-E10
E25	ALFILFILM_20050213.1356-E11
E44	ALFILFILM_20050213.1356-E12
E27	ALFILFILM_20050213.1356-E13
E28	ALFILFILM_20050213.1356-E14
E30	ALFILFILM_20050213.1356-E15
E31	ALFILFILM_20050213.1356-E16
E32	ALFILFILM_20050213.1356-E17
E1	ALFILFILM_20050213.1356-E18
E46	ALFILFILM_20050213.1356-E19
E38	ALFILFILM_20050213.1356-E20
E39	ALFILFILM_20050213.1356-E21
E2	ALFILFILM_20050213.1356-E22
E3	ALFILFILM_20050213.1356-E23
E4	ALFILFILM_20050213.1356-E24
E5	ALFILFILM_20050213.1356-E25
E6	ALFILFILM_20050213.1356-E26
E7	ALFILFILM_20050213.1356-E27
E9	ALFILFILM_20050213.1356-E28
E10	ALFILFILM_20050213.1356-E29
E11	ALFILFILM_20050213.1356-E30
E12	ALFILFILM_20050213.1356-E31
E13	ALFILFILM_20050213.1356-E32
E45	ALFILFILM_20050213.1356-E33
EM1	ALFILFILM_20050213.1356-E22-1
EM65	ALFILFILM_20050213.1356-E12-2
EM20	ALFILFILM_20050213.1356-E1-3
EM24	ALFILFILM_20050213.1356-E31-4
EM25	ALFILFILM_20050213.1356-E2-5
EM26	ALFILFILM_20050213.1356-E3-6
EM28	ALFILFILM_20050213.1356-E4-7
EM29	ALFILFILM_20050213.1356-E5-8
EM30	ALFILFILM_20050213.1356-E6-9
EM32	ALFILFILM_20050213.1356-E7-10
EM33	ALFILFILM_20050213.1356-E31-11
EM34	ALFILFILM_20050213.1356-E8-12
EM35	ALFILFILM_20050213.1356-E7-13
EM36	ALFILFILM_20050213.1356-E9-14
EM37	ALFILFILM_20050213.1356-E10-15
EM39	ALFILFILM_20050213.1356-E11-16
EM40	ALFILFILM_20050213.1356-E11-17
EM38	ALFILFILM_20050213.1356-E11-18
EM42	ALFILFILM_20050213.1356-E18-19
EM44	ALFILFILM_20050213.1356-E21-20
EM46	ALFILFILM_20050213.1356-E21-21
EM47	ALFILFILM_20050213.1356-E13-22
EM48	ALFILFILM_20050213.1356-E14-23
EM50	ALFILFILM_20050213.1356-E15-24
EM52	ALFILFILM_20050213.1356-E16-25
EM53	ALFILFILM_20050213.1356-E14-26
EM66	ALFILFILM_20050213.1356-E12-27
EM55	ALFILFILM_20050213.1356-E21-28
EM57	ALFILFILM_20050213.1356-E10-29
EM56	ALFILFILM_20050213.1356-E10-30
EM10	ALFILFILM_20050213.1356-E17-31
EM58	ALFILFILM_20050213.1356-E21-32
EM67	ALFILFILM_20050213.1356-E12-33
EM19	ALFILFILM_20050213.1356-E17-34
EM70	ALFILFILM_20050213.1356-E19-35
EM21	ALFILFILM_20050213.1356-E17-36
EM22	ALFILFILM_20050213.1356-E17-37
EM23	ALFILFILM_20050213.1356-E17-38
EM27	ALFILFILM_20050213.1356-E3-39
EM41	ALFILFILM_20050213.1356-E20-40
EM43	ALFILFILM_20050213.1356-E21-41
EM54	ALFILFILM_20050213.1356-E21-42
EM51	ALFILFILM_20050213.1356-E14-43
EM2	ALFILFILM_20050213.1356-E23-44
EM3	ALFILFILM_20050213.1356-E24-45
EM4	ALFILFILM_20050213.1356-E25-46
EM5	ALFILFILM_20050213.1356-E26-47
EM6	ALFILFILM_20050213.1356-E27-48
EM7	ALFILFILM_20050213.1356-E27-49
EM8	ALFILFILM_20050213.1356-E27-50
EM9	ALFILFILM_20050213.1356-E18-51
EM11	ALFILFILM_20050213.1356-E28-52
EM12	ALFILFILM_20050213.1356-E29-53
EM31	ALFILFILM_20050213.1356-E7-54
EM13	ALFILFILM_20050213.1356-E30-55
EM14	ALFILFILM_20050213.1356-E31-56
EM15	ALFILFILM_20050213.1356-E32-57
EM68	ALFILFILM_20050213.1356-E33-58
R4	ALFILFILM_20050213.1356-R1
R1	ALFILFILM_20050213.1356-R2
RM4	ALFILFILM_20050213.1356-R1-1
RM1	ALFILFILM_20050213.1356-R2-1
V1	ALFILFILM_20050213.1356-EV1
VM1	ALFILFILM_20050213.1356-EV1-1
Q1	ALFILFILM_20050213.1356-T1
Q2	ALFILFILM_20050213.1356-T2
Q3	ALFILFILM_20050213.1356-T3
Q4	ALFILFILM_20050213.1356-T4
Q5	ALFILFILM_20050213.1356-T5
Q6	ALFILFILM_20050213.1356-T6
