CE7	ALFILFILM_20050203.1756-CE1
CE8	ALFILFILM_20050203.1756-CE2
CE1	ALFILFILM_20050203.1756-CE3
CE3	ALFILFILM_20050203.1756-CE4
CE2	ALFILFILM_20050203.1756-CE5
CE4	ALFILFILM_20050203.1756-CE6
CE5	ALFILFILM_20050203.1756-CE7
CE6	ALFILFILM_20050203.1756-CE8
E14	ALFILFILM_20050203.1756-E1
E13	ALFILFILM_20050203.1756-E2
E1	ALFILFILM_20050203.1756-E3
E2	ALFILFILM_20050203.1756-E4
E3	ALFILFILM_20050203.1756-E5
E4	ALFILFILM_20050203.1756-E6
E5	ALFILFILM_20050203.1756-E7
E6	ALFILFILM_20050203.1756-E8
E7	ALFILFILM_20050203.1756-E9
E10	ALFILFILM_20050203.1756-E10
E11	ALFILFILM_20050203.1756-E11
E12	ALFILFILM_20050203.1756-E12
EM1	ALFILFILM_20050203.1756-E4-1
EM21	ALFILFILM_20050203.1756-E11-2
EM23	ALFILFILM_20050203.1756-E11-3
EM27	ALFILFILM_20050203.1756-E3-4
EM29	ALFILFILM_20050203.1756-E11-5
EM32	ALFILFILM_20050203.1756-E11-6
EM33	ALFILFILM_20050203.1756-E3-7
EM34	ALFILFILM_20050203.1756-E11-8
EM35	ALFILFILM_20050203.1756-E11-9
EM36	ALFILFILM_20050203.1756-E3-10
EM38	ALFILFILM_20050203.1756-E3-11
EM30	ALFILFILM_20050203.1756-E3-12
EM39	ALFILFILM_20050203.1756-E2-13
EM40	ALFILFILM_20050203.1756-E3-14
EM41	ALFILFILM_20050203.1756-E3-15
EM24	ALFILFILM_20050203.1756-E11-16
EM25	ALFILFILM_20050203.1756-E11-17
EM26	ALFILFILM_20050203.1756-E3-18
EM28	ALFILFILM_20050203.1756-E3-19
EM31	ALFILFILM_20050203.1756-E3-20
EM37	ALFILFILM_20050203.1756-E3-21
EM22	ALFILFILM_20050203.1756-E3-22
EM42	ALFILFILM_20050203.1756-E3-23
EM15	ALFILFILM_20050203.1756-E3-24
EM2	ALFILFILM_20050203.1756-E3-25
EM3	ALFILFILM_20050203.1756-E3-26
EM5	ALFILFILM_20050203.1756-E3-27
EM7	ALFILFILM_20050203.1756-E3-28
EM9	ALFILFILM_20050203.1756-E3-29
EM8	ALFILFILM_20050203.1756-E5-30
EM6	ALFILFILM_20050203.1756-E6-31
EM43	ALFILFILM_20050203.1756-E11-32
EM12	ALFILFILM_20050203.1756-E3-33
EM14	ALFILFILM_20050203.1756-E3-34
EM13	ALFILFILM_20050203.1756-E8-35
EM10	ALFILFILM_20050203.1756-E9-36
EM11	ALFILFILM_20050203.1756-E7-37
EM16	ALFILFILM_20050203.1756-E10-38
EM44	ALFILFILM_20050203.1756-E1-39
EM17	ALFILFILM_20050203.1756-E3-40
EM18	ALFILFILM_20050203.1756-E12-41
EM20	ALFILFILM_20050203.1756-E11-42
EM19	ALFILFILM_20050203.1756-E11-43
R1	ALFILFILM_20050203.1756-R1
R2	ALFILFILM_20050203.1756-R2
R3	ALFILFILM_20050203.1756-R3
R4	ALFILFILM_20050203.1756-R4
R6	ALFILFILM_20050203.1756-R5
R5	ALFILFILM_20050203.1756-R6
RM1	ALFILFILM_20050203.1756-R1-1
RM2	ALFILFILM_20050203.1756-R2-1
RM3	ALFILFILM_20050203.1756-R3-1
RM4	ALFILFILM_20050203.1756-R4-1
RM6	ALFILFILM_20050203.1756-R5-1
RM5	ALFILFILM_20050203.1756-R4-2
V3	ALFILFILM_20050203.1756-EV1
V4	ALFILFILM_20050203.1756-EV2
V1	ALFILFILM_20050203.1756-EV3
V2	ALFILFILM_20050203.1756-EV4
VM3	ALFILFILM_20050203.1756-EV1-1
VM4	ALFILFILM_20050203.1756-EV2-1
VM1	ALFILFILM_20050203.1756-EV3-1
VM2	ALFILFILM_20050203.1756-EV4-1
Q1	ALFILFILM_20050203.1756-T1
Q2	ALFILFILM_20050203.1756-T2
Q3	ALFILFILM_20050203.1756-T3
