CE12	ALFILFILM_20050202.1025-CE1
CE13	ALFILFILM_20050202.1025-CE2
CE15	ALFILFILM_20050202.1025-CE3
CE14	ALFILFILM_20050202.1025-CE4
CE16	ALFILFILM_20050202.1025-CE5
CE17	ALFILFILM_20050202.1025-CE6
CE18	ALFILFILM_20050202.1025-CE7
CE31	ALFILFILM_20050202.1025-CE8
CE19	ALFILFILM_20050202.1025-CE9
CE20	ALFILFILM_20050202.1025-CE10
CE32	ALFILFILM_20050202.1025-CE11
CE21	ALFILFILM_20050202.1025-CE12
CE22	ALFILFILM_20050202.1025-CE13
CE23	ALFILFILM_20050202.1025-CE14
CE1	ALFILFILM_20050202.1025-CE15
CE24	ALFILFILM_20050202.1025-CE16
CE26	ALFILFILM_20050202.1025-CE17
CE25	ALFILFILM_20050202.1025-CE18
CE27	ALFILFILM_20050202.1025-CE19
CE28	ALFILFILM_20050202.1025-CE20
CE30	ALFILFILM_20050202.1025-CE21
CE29	ALFILFILM_20050202.1025-CE22
CE3	ALFILFILM_20050202.1025-CE23
CE2	ALFILFILM_20050202.1025-CE24
CE4	ALFILFILM_20050202.1025-CE25
CE5	ALFILFILM_20050202.1025-CE26
CE6	ALFILFILM_20050202.1025-CE27
CE7	ALFILFILM_20050202.1025-CE28
CE8	ALFILFILM_20050202.1025-CE29
CE9	ALFILFILM_20050202.1025-CE30
CE10	ALFILFILM_20050202.1025-CE31
CE11	ALFILFILM_20050202.1025-CE32
E14	ALFILFILM_20050202.1025-E1
E15	ALFILFILM_20050202.1025-E2
E17	ALFILFILM_20050202.1025-E3
E18	ALFILFILM_20050202.1025-E4
E20	ALFILFILM_20050202.1025-E5
E21	ALFILFILM_20050202.1025-E6
E22	ALFILFILM_20050202.1025-E7
E23	ALFILFILM_20050202.1025-E8
E25	ALFILFILM_20050202.1025-E9
E56	ALFILFILM_20050202.1025-E10
E27	ALFILFILM_20050202.1025-E11
E29	ALFILFILM_20050202.1025-E12
E30	ALFILFILM_20050202.1025-E13
E31	ALFILFILM_20050202.1025-E14
E32	ALFILFILM_20050202.1025-E15
E33	ALFILFILM_20050202.1025-E16
E35	ALFILFILM_20050202.1025-E17
E37	ALFILFILM_20050202.1025-E18
E38	ALFILFILM_20050202.1025-E19
E39	ALFILFILM_20050202.1025-E20
E40	ALFILFILM_20050202.1025-E21
E42	ALFILFILM_20050202.1025-E22
E43	ALFILFILM_20050202.1025-E23
E44	ALFILFILM_20050202.1025-E24
E45	ALFILFILM_20050202.1025-E25
E54	ALFILFILM_20050202.1025-E26
E2	ALFILFILM_20050202.1025-E27
E3	ALFILFILM_20050202.1025-E28
E4	ALFILFILM_20050202.1025-E29
E5	ALFILFILM_20050202.1025-E30
E6	ALFILFILM_20050202.1025-E31
E7	ALFILFILM_20050202.1025-E32
E8	ALFILFILM_20050202.1025-E33
E9	ALFILFILM_20050202.1025-E34
E10	ALFILFILM_20050202.1025-E35
E11	ALFILFILM_20050202.1025-E36
E12	ALFILFILM_20050202.1025-E37
E55	ALFILFILM_20050202.1025-E38
