CE9	ALFILFILM_20050201.1339-CE1
CE36	ALFILFILM_20050201.1339-CE2
CE1	ALFILFILM_20050201.1339-CE3
CE10	ALFILFILM_20050201.1339-CE4
CE11	ALFILFILM_20050201.1339-CE5
CE12	ALFILFILM_20050201.1339-CE6
CE13	ALFILFILM_20050201.1339-CE7
CE14	ALFILFILM_20050201.1339-CE8
CE15	ALFILFILM_20050201.1339-CE9
CE16	ALFILFILM_20050201.1339-CE10
CE17	ALFILFILM_20050201.1339-CE11
CE18	ALFILFILM_20050201.1339-CE12
CE19	ALFILFILM_20050201.1339-CE13
CE21	ALFILFILM_20050201.1339-CE14
CE22	ALFILFILM_20050201.1339-CE15
CE23	ALFILFILM_20050201.1339-CE16
CE24	ALFILFILM_20050201.1339-CE17
CE25	ALFILFILM_20050201.1339-CE18
CE26	ALFILFILM_20050201.1339-CE19
CE27	ALFILFILM_20050201.1339-CE20
CE28	ALFILFILM_20050201.1339-CE21
CE29	ALFILFILM_20050201.1339-CE22
CE2	ALFILFILM_20050201.1339-CE23
CE30	ALFILFILM_20050201.1339-CE24
CE31	ALFILFILM_20050201.1339-CE25
CE32	ALFILFILM_20050201.1339-CE26
CE33	ALFILFILM_20050201.1339-CE27
CE34	ALFILFILM_20050201.1339-CE28
CE35	ALFILFILM_20050201.1339-CE29
CE20	ALFILFILM_20050201.1339-CE30
CE3	ALFILFILM_20050201.1339-CE31
CE4	ALFILFILM_20050201.1339-CE32
CE5	ALFILFILM_20050201.1339-CE33
CE6	ALFILFILM_20050201.1339-CE34
CE7	ALFILFILM_20050201.1339-CE35
CE8	ALFILFILM_20050201.1339-CE36
E11	ALFILFILM_20050201.1339-E1
E51	ALFILFILM_20050201.1339-E2
E14	ALFILFILM_20050201.1339-E3
E15	ALFILFILM_20050201.1339-E4
E16	ALFILFILM_20050201.1339-E5
E17	ALFILFILM_20050201.1339-E6
E18	ALFILFILM_20050201.1339-E7
E19	ALFILFILM_20050201.1339-E8
E21	ALFILFILM_20050201.1339-E9
E22	ALFILFILM_20050201.1339-E10
E23	ALFILFILM_20050201.1339-E11
E24	ALFILFILM_20050201.1339-E12
E25	ALFILFILM_20050201.1339-E13
E26	ALFILFILM_20050201.1339-E14
E27	ALFILFILM_20050201.1339-E15
E28	ALFILFILM_20050201.1339-E16
E1	ALFILFILM_20050201.1339-E17
E29	ALFILFILM_20050201.1339-E18
E30	ALFILFILM_20050201.1339-E19
E31	ALFILFILM_20050201.1339-E20
E32	ALFILFILM_20050201.1339-E21
E33	ALFILFILM_20050201.1339-E22
E34	ALFILFILM_20050201.1339-E23
E35	ALFILFILM_20050201.1339-E24
E36	ALFILFILM_20050201.1339-E25
E37	ALFILFILM_20050201.1339-E26
E38	ALFILFILM_20050201.1339-E27
E39	ALFILFILM_20050201.1339-E28
E40	ALFILFILM_20050201.1339-E29
