CE12	DIGRESSING_20050217.1534-CE1
CE13	DIGRESSING_20050217.1534-CE2
CE14	DIGRESSING_20050217.1534-CE3
CE15	DIGRESSING_20050217.1534-CE4
CE16	DIGRESSING_20050217.1534-CE5
CE17	DIGRESSING_20050217.1534-CE6
CE18	DIGRESSING_20050217.1534-CE7
CE19	DIGRESSING_20050217.1534-CE8
CE20	DIGRESSING_20050217.1534-CE9
CE21	DIGRESSING_20050217.1534-CE10
CE22	DIGRESSING_20050217.1534-CE11
CE23	DIGRESSING_20050217.1534-CE12
CE25	DIGRESSING_20050217.1534-CE13
CE24	DIGRESSING_20050217.1534-CE14
CE26	DIGRESSING_20050217.1534-CE15
CE2	DIGRESSING_20050217.1534-CE16
CE32	DIGRESSING_20050217.1534-CE17
CE27	DIGRESSING_20050217.1534-CE18
CE37	DIGRESSING_20050217.1534-CE19
CE28	DIGRESSING_20050217.1534-CE20
CE39	DIGRESSING_20050217.1534-CE21
CE29	DIGRESSING_20050217.1534-CE22
CE30	DIGRESSING_20050217.1534-CE23
CE31	DIGRESSING_20050217.1534-CE24
CE33	DIGRESSING_20050217.1534-CE25
CE34	DIGRESSING_20050217.1534-CE26
CE36	DIGRESSING_20050217.1534-CE27
CE35	DIGRESSING_20050217.1534-CE28
CE38	DIGRESSING_20050217.1534-CE29
CE41	DIGRESSING_20050217.1534-CE30
CE42	DIGRESSING_20050217.1534-CE31
CE1	DIGRESSING_20050217.1534-CE32
CE43	DIGRESSING_20050217.1534-CE33
CE44	DIGRESSING_20050217.1534-CE34
CE45	DIGRESSING_20050217.1534-CE35
CE40	DIGRESSING_20050217.1534-CE36
CE46	DIGRESSING_20050217.1534-CE37
CE47	DIGRESSING_20050217.1534-CE38
CE48	DIGRESSING_20050217.1534-CE39
CE3	DIGRESSING_20050217.1534-CE40
CE49	DIGRESSING_20050217.1534-CE41
CE50	DIGRESSING_20050217.1534-CE42
CE51	DIGRESSING_20050217.1534-CE43
CE4	DIGRESSING_20050217.1534-CE44
CE5	DIGRESSING_20050217.1534-CE45
CE6	DIGRESSING_20050217.1534-CE46
CE7	DIGRESSING_20050217.1534-CE47
CE8	DIGRESSING_20050217.1534-CE48
CE9	DIGRESSING_20050217.1534-CE49
CE10	DIGRESSING_20050217.1534-CE50
CE11	DIGRESSING_20050217.1534-CE51
E13	DIGRESSING_20050217.1534-E1
E14	DIGRESSING_20050217.1534-E2
E15	DIGRESSING_20050217.1534-E3
E16	DIGRESSING_20050217.1534-E4
E17	DIGRESSING_20050217.1534-E5
E19	DIGRESSING_20050217.1534-E6
E20	DIGRESSING_20050217.1534-E7
E21	DIGRESSING_20050217.1534-E8
E22	DIGRESSING_20050217.1534-E9
E23	DIGRESSING_20050217.1534-E10
E24	DIGRESSING_20050217.1534-E11
E25	DIGRESSING_20050217.1534-E12
E26	DIGRESSING_20050217.1534-E13
E27	DIGRESSING_20050217.1534-E14
E28	DIGRESSING_20050217.1534-E15
E29	DIGRESSING_20050217.1534-E16
E30	DIGRESSING_20050217.1534-E17
E31	DIGRESSING_20050217.1534-E18
E79	DIGRESSING_20050217.1534-E19
E80	DIGRESSING_20050217.1534-E20
E32	DIGRESSING_20050217.1534-E21
E81	DIGRESSING_20050217.1534-E22
E34	DIGRESSING_20050217.1534-E23
E35	DIGRESSING_20050217.1534-E24
E36	DIGRESSING_20050217.1534-E25
E37	DIGRESSING_20050217.1534-E26
E39	DIGRESSING_20050217.1534-E27
E41	DIGRESSING_20050217.1534-E28
E42	DIGRESSING_20050217.1534-E29
E43	DIGRESSING_20050217.1534-E30
E44	DIGRESSING_20050217.1534-E31
E45	DIGRESSING_20050217.1534-E32
E46	DIGRESSING_20050217.1534-E33
E47	DIGRESSING_20050217.1534-E34
E48	DIGRESSING_20050217.1534-E35
E49	DIGRESSING_20050217.1534-E36
E50	DIGRESSING_20050217.1534-E37
E51	DIGRESSING_20050217.1534-E38
E52	DIGRESSING_20050217.1534-E39
E54	DIGRESSING_20050217.1534-E40
E55	DIGRESSING_20050217.1534-E41
