CE9	DIGRESSING_20041206.0246-CE1
CE10	DIGRESSING_20041206.0246-CE2
CE12	DIGRESSING_20041206.0246-CE3
CE13	DIGRESSING_20041206.0246-CE4
CE14	DIGRESSING_20041206.0246-CE5
CE15	DIGRESSING_20041206.0246-CE6
CE16	DIGRESSING_20041206.0246-CE7
CE17	DIGRESSING_20041206.0246-CE8
CE18	DIGRESSING_20041206.0246-CE9
CE19	DIGRESSING_20041206.0246-CE10
CE1	DIGRESSING_20041206.0246-CE11
CE20	DIGRESSING_20041206.0246-CE12
CE21	DIGRESSING_20041206.0246-CE13
CE22	DIGRESSING_20041206.0246-CE14
CE23	DIGRESSING_20041206.0246-CE15
CE24	DIGRESSING_20041206.0246-CE16
CE25	DIGRESSING_20041206.0246-CE17
CE26	DIGRESSING_20041206.0246-CE18
CE28	DIGRESSING_20041206.0246-CE19
CE29	DIGRESSING_20041206.0246-CE20
CE30	DIGRESSING_20041206.0246-CE21
CE31	DIGRESSING_20041206.0246-CE22
CE3	DIGRESSING_20041206.0246-CE23
CE33	DIGRESSING_20041206.0246-CE24
CE34	DIGRESSING_20041206.0246-CE25
CE11	DIGRESSING_20041206.0246-CE26
CE27	DIGRESSING_20041206.0246-CE27
CE32	DIGRESSING_20041206.0246-CE28
CE2	DIGRESSING_20041206.0246-CE29
CE4	DIGRESSING_20041206.0246-CE30
CE5	DIGRESSING_20041206.0246-CE31
CE6	DIGRESSING_20041206.0246-CE32
CE7	DIGRESSING_20041206.0246-CE33
CE8	DIGRESSING_20041206.0246-CE34
E9	DIGRESSING_20041206.0246-E1
E10	DIGRESSING_20041206.0246-E2
E11	DIGRESSING_20041206.0246-E3
E12	DIGRESSING_20041206.0246-E4
E13	DIGRESSING_20041206.0246-E5
E14	DIGRESSING_20041206.0246-E6
E15	DIGRESSING_20041206.0246-E7
E17	DIGRESSING_20041206.0246-E8
E18	DIGRESSING_20041206.0246-E9
E19	DIGRESSING_20041206.0246-E10
E20	DIGRESSING_20041206.0246-E11
E21	DIGRESSING_20041206.0246-E12
E22	DIGRESSING_20041206.0246-E13
E24	DIGRESSING_20041206.0246-E14
E25	DIGRESSING_20041206.0246-E15
E26	DIGRESSING_20041206.0246-E16
E27	DIGRESSING_20041206.0246-E17
E28	DIGRESSING_20041206.0246-E18
E29	DIGRESSING_20041206.0246-E19
E30	DIGRESSING_20041206.0246-E20
E52	DIGRESSING_20041206.0246-E21
E31	DIGRESSING_20041206.0246-E22
E32	DIGRESSING_20041206.0246-E23
E33	DIGRESSING_20041206.0246-E24
E34	DIGRESSING_20041206.0246-E25
E1	DIGRESSING_20041206.0246-E26
E35	DIGRESSING_20041206.0246-E27
E36	DIGRESSING_20041206.0246-E28
E39	DIGRESSING_20041206.0246-E29
E40	DIGRESSING_20041206.0246-E30
E41	DIGRESSING_20041206.0246-E31
E42	DIGRESSING_20041206.0246-E32
E43	DIGRESSING_20041206.0246-E33
E44	DIGRESSING_20041206.0246-E34
E45	DIGRESSING_20041206.0246-E35
E46	DIGRESSING_20041206.0246-E36
E48	DIGRESSING_20041206.0246-E37
E49	DIGRESSING_20041206.0246-E38
E50	DIGRESSING_20041206.0246-E39
E51	DIGRESSING_20041206.0246-E40
E53	DIGRESSING_20041206.0246-E41
E55	DIGRESSING_20041206.0246-E42
E56	DIGRESSING_20041206.0246-E43
E3	DIGRESSING_20041206.0246-E44
E4	DIGRESSING_20041206.0246-E45
E5	DIGRESSING_20041206.0246-E46
E6	DIGRESSING_20041206.0246-E47
E7	DIGRESSING_20041206.0246-E48
E8	DIGRESSING_20041206.0246-E49
EM2	DIGRESSING_20041206.0246-E26-1
EM23	DIGRESSING_20041206.0246-E49-2
EM24	DIGRESSING_20041206.0246-E1-3
EM25	DIGRESSING_20041206.0246-E3-4
EM27	DIGRESSING_20041206.0246-E4-5
EM28	DIGRESSING_20041206.0246-E46-6
EM29	DIGRESSING_20041206.0246-E5-7
EM30	DIGRESSING_20041206.0246-E6-8
EM31	DIGRESSING_20041206.0246-E2-9
EM32	DIGRESSING_20041206.0246-E7-10
EM33	DIGRESSING_20041206.0246-E43-11
EM55	DIGRESSING_20041206.0246-E2-12
EM34	DIGRESSING_20041206.0246-E8-13
EM35	DIGRESSING_20041206.0246-E9-14
EM36	DIGRESSING_20041206.0246-E11-15
EM37	DIGRESSING_20041206.0246-E12-16
EM38	DIGRESSING_20041206.0246-E13-17
EM39	DIGRESSING_20041206.0246-E14-18
EM26	DIGRESSING_20041206.0246-E21-19
EM40	DIGRESSING_20041206.0246-E2-20
EM41	DIGRESSING_20041206.0246-E2-21
EM42	DIGRESSING_20041206.0246-E16-22
EM43	DIGRESSING_20041206.0246-E17-23
EM44	DIGRESSING_20041206.0246-E18-24
EM46	DIGRESSING_20041206.0246-E19-25
EM45	DIGRESSING_20041206.0246-E20-26
EM49	DIGRESSING_20041206.0246-E15-27
EM50	DIGRESSING_20041206.0246-E23-28
EM58	DIGRESSING_20041206.0246-E2-29
EM99	DIGRESSING_20041206.0246-E49-30
EM64	DIGRESSING_20041206.0246-E2-31
EM100	DIGRESSING_20041206.0246-E38-32
EM57	DIGRESSING_20041206.0246-E24-33
EM52	DIGRESSING_20041206.0246-E2-34
EM60	DIGRESSING_20041206.0246-E25-35
EM59	DIGRESSING_20041206.0246-E10-36
EM61	DIGRESSING_20041206.0246-E10-37
EM62	DIGRESSING_20041206.0246-E27-38
EM66	DIGRESSING_20041206.0246-E2-39
EM67	DIGRESSING_20041206.0246-E5-40
EM68	DIGRESSING_20041206.0246-E2-41
EM69	DIGRESSING_20041206.0246-E28-42
EM54	DIGRESSING_20041206.0246-E2-43
EM53	DIGRESSING_20041206.0246-E2-44
EM56	DIGRESSING_20041206.0246-E2-45
EM72	DIGRESSING_20041206.0246-E2-46
EM74	DIGRESSING_20041206.0246-E29-47
EM75	DIGRESSING_20041206.0246-E30-48
EM76	DIGRESSING_20041206.0246-E31-49
EM77	DIGRESSING_20041206.0246-E2-50
EM78	DIGRESSING_20041206.0246-E2-51
EM79	DIGRESSING_20041206.0246-E2-52
EM80	DIGRESSING_20041206.0246-E32-53
EM81	DIGRESSING_20041206.0246-E2-54
EM82	DIGRESSING_20041206.0246-E33-55
EM83	DIGRESSING_20041206.0246-E34-56
EM84	DIGRESSING_20041206.0246-E35-57
EM85	DIGRESSING_20041206.0246-E36-58
EM86	DIGRESSING_20041206.0246-E5-59
EM87	DIGRESSING_20041206.0246-E5-60
EM88	DIGRESSING_20041206.0246-E2-61
EM63	DIGRESSING_20041206.0246-E2-62
EM65	DIGRESSING_20041206.0246-E2-63
EM89	DIGRESSING_20041206.0246-E5-64
EM92	DIGRESSING_20041206.0246-E37-65
EM93	DIGRESSING_20041206.0246-E37-66
EM94	DIGRESSING_20041206.0246-E38-67
EM95	DIGRESSING_20041206.0246-E38-68
EM96	DIGRESSING_20041206.0246-E38-69
EM97	DIGRESSING_20041206.0246-E39-70
EM98	DIGRESSING_20041206.0246-E40-71
EM4	DIGRESSING_20041206.0246-E26-72
EM73	DIGRESSING_20041206.0246-E41-73
EM90	DIGRESSING_20041206.0246-E43-74
EM91	DIGRESSING_20041206.0246-E42-75
EM47	DIGRESSING_20041206.0246-E44-76
EM1	DIGRESSING_20041206.0246-E43-77
EM70	DIGRESSING_20041206.0246-E2-78
EM71	DIGRESSING_20041206.0246-E2-79
EM48	DIGRESSING_20041206.0246-E22-80
EM3	DIGRESSING_20041206.0246-E43-81
EM51	DIGRESSING_20041206.0246-E2-82
EM5	DIGRESSING_20041206.0246-E45-83
EM6	DIGRESSING_20041206.0246-E26-84
EM8	DIGRESSING_20041206.0246-E26-85
EM7	DIGRESSING_20041206.0246-E46-86
EM9	DIGRESSING_20041206.0246-E46-87
EM10	DIGRESSING_20041206.0246-E26-88
EM11	DIGRESSING_20041206.0246-E26-89
EM12	DIGRESSING_20041206.0246-E26-90
EM13	DIGRESSING_20041206.0246-E26-91
EM14	DIGRESSING_20041206.0246-E47-92
EM16	DIGRESSING_20041206.0246-E26-93
EM15	DIGRESSING_20041206.0246-E48-94
EM17	DIGRESSING_20041206.0246-E26-95
EM18	DIGRESSING_20041206.0246-E26-96
EM19	DIGRESSING_20041206.0246-E44-97
EM20	DIGRESSING_20041206.0246-E46-98
EM21	DIGRESSING_20041206.0246-E49-99
EM22	DIGRESSING_20041206.0246-E49-100
R10	DIGRESSING_20041206.0246-R1
R1	DIGRESSING_20041206.0246-R2
R2	DIGRESSING_20041206.0246-R3
R3	DIGRESSING_20041206.0246-R4
R4	DIGRESSING_20041206.0246-R5
R6	DIGRESSING_20041206.0246-R6
R5	DIGRESSING_20041206.0246-R7
R7	DIGRESSING_20041206.0246-R8
R8	DIGRESSING_20041206.0246-R9
R9	DIGRESSING_20041206.0246-R10
RM10	DIGRESSING_20041206.0246-R1-1
RM1	DIGRESSING_20041206.0246-R2-1
RM2	DIGRESSING_20041206.0246-R3-1
RM3	DIGRESSING_20041206.0246-R4-1
RM4	DIGRESSING_20041206.0246-R5-1
RM6	DIGRESSING_20041206.0246-R6-1
RM5	DIGRESSING_20041206.0246-R7-1
RM7	DIGRESSING_20041206.0246-R8-1
RM8	DIGRESSING_20041206.0246-R9-1
RM9	DIGRESSING_20041206.0246-R10-1
V1	DIGRESSING_20041206.0246-EV1
V2	DIGRESSING_20041206.0246-EV2
VM1	DIGRESSING_20041206.0246-EV1-1
VM2	DIGRESSING_20041206.0246-EV2-1
Q1	DIGRESSING_20041206.0246-T1
Q2	DIGRESSING_20041206.0246-T2
Q3	DIGRESSING_20041206.0246-T3
Q4	DIGRESSING_20041206.0246-T4
