CE10	DIGRESSING_20050115.0958-CE1
CE11	DIGRESSING_20050115.0958-CE2
CE12	DIGRESSING_20050115.0958-CE3
CE13	DIGRESSING_20050115.0958-CE4
CE14	DIGRESSING_20050115.0958-CE5
CE15	DIGRESSING_20050115.0958-CE6
CE16	DIGRESSING_20050115.0958-CE7
CE17	DIGRESSING_20050115.0958-CE8
CE18	DIGRESSING_20050115.0958-CE9
CE19	DIGRESSING_20050115.0958-CE10
CE21	DIGRESSING_20050115.0958-CE11
CE22	DIGRESSING_20050115.0958-CE12
CE23	DIGRESSING_20050115.0958-CE13
CE24	DIGRESSING_20050115.0958-CE14
CE26	DIGRESSING_20050115.0958-CE15
CE27	DIGRESSING_20050115.0958-CE16
CE2	DIGRESSING_20050115.0958-CE17
CE30	DIGRESSING_20050115.0958-CE18
CE31	DIGRESSING_20050115.0958-CE19
CE33	DIGRESSING_20050115.0958-CE20
CE34	DIGRESSING_20050115.0958-CE21
CE28	DIGRESSING_20050115.0958-CE22
CE29	DIGRESSING_20050115.0958-CE23
CE32	DIGRESSING_20050115.0958-CE24
CE20	DIGRESSING_20050115.0958-CE25
CE35	DIGRESSING_20050115.0958-CE26
CE25	DIGRESSING_20050115.0958-CE27
CE3	DIGRESSING_20050115.0958-CE28
CE4	DIGRESSING_20050115.0958-CE29
CE1	DIGRESSING_20050115.0958-CE30
CE5	DIGRESSING_20050115.0958-CE31
CE6	DIGRESSING_20050115.0958-CE32
CE7	DIGRESSING_20050115.0958-CE33
CE8	DIGRESSING_20050115.0958-CE34
CE9	DIGRESSING_20050115.0958-CE35
E13	DIGRESSING_20050115.0958-E1
E14	DIGRESSING_20050115.0958-E2
E15	DIGRESSING_20050115.0958-E3
E16	DIGRESSING_20050115.0958-E4
E17	DIGRESSING_20050115.0958-E5
E18	DIGRESSING_20050115.0958-E6
E19	DIGRESSING_20050115.0958-E7
E20	DIGRESSING_20050115.0958-E8
E21	DIGRESSING_20050115.0958-E9
E22	DIGRESSING_20050115.0958-E10
E23	DIGRESSING_20050115.0958-E11
E24	DIGRESSING_20050115.0958-E12
E1	DIGRESSING_20050115.0958-E13
E51	DIGRESSING_20050115.0958-E14
E25	DIGRESSING_20050115.0958-E15
E26	DIGRESSING_20050115.0958-E16
E27	DIGRESSING_20050115.0958-E17
E28	DIGRESSING_20050115.0958-E18
E29	DIGRESSING_20050115.0958-E19
E52	DIGRESSING_20050115.0958-E20
E30	DIGRESSING_20050115.0958-E21
E31	DIGRESSING_20050115.0958-E22
E35	DIGRESSING_20050115.0958-E23
E36	DIGRESSING_20050115.0958-E24
E37	DIGRESSING_20050115.0958-E25
E44	DIGRESSING_20050115.0958-E26
E45	DIGRESSING_20050115.0958-E27
E46	DIGRESSING_20050115.0958-E28
E53	DIGRESSING_20050115.0958-E29
E48	DIGRESSING_20050115.0958-E30
E50	DIGRESSING_20050115.0958-E31
E2	DIGRESSING_20050115.0958-E32
E3	DIGRESSING_20050115.0958-E33
E4	DIGRESSING_20050115.0958-E34
E5	DIGRESSING_20050115.0958-E35
E6	DIGRESSING_20050115.0958-E36
E7	DIGRESSING_20050115.0958-E37
E8	DIGRESSING_20050115.0958-E38
E9	DIGRESSING_20050115.0958-E39
E10	DIGRESSING_20050115.0958-E40
E11	DIGRESSING_20050115.0958-E41
E12	DIGRESSING_20050115.0958-E42
EM2	DIGRESSING_20050115.0958-E13-1
EM21	DIGRESSING_20050115.0958-E35-2
EM22	DIGRESSING_20050115.0958-E35-3
EM24	DIGRESSING_20050115.0958-E35-4
EM23	DIGRESSING_20050115.0958-E35-5
EM25	DIGRESSING_20050115.0958-E35-6
EM26	DIGRESSING_20050115.0958-E35-7
EM27	DIGRESSING_20050115.0958-E35-8
EM28	DIGRESSING_20050115.0958-E1-9
EM29	DIGRESSING_20050115.0958-E34-10
EM30	DIGRESSING_20050115.0958-E2-11
EM31	DIGRESSING_20050115.0958-E34-12
EM32	DIGRESSING_20050115.0958-E34-13
EM33	DIGRESSING_20050115.0958-E34-14
EM35	DIGRESSING_20050115.0958-E3-15
EM36	DIGRESSING_20050115.0958-E3-16
EM37	DIGRESSING_20050115.0958-E4-17
EM38	DIGRESSING_20050115.0958-E35-18
EM39	DIGRESSING_20050115.0958-E35-19
EM40	DIGRESSING_20050115.0958-E5-20
EM43	DIGRESSING_20050115.0958-E3-21
EM44	DIGRESSING_20050115.0958-E3-22
EM45	DIGRESSING_20050115.0958-E1-23
EM46	DIGRESSING_20050115.0958-E3-24
EM47	DIGRESSING_20050115.0958-E3-25
EM48	DIGRESSING_20050115.0958-E6-26
EM49	DIGRESSING_20050115.0958-E7-27
EM51	DIGRESSING_20050115.0958-E6-28
EM52	DIGRESSING_20050115.0958-E35-29
EM53	DIGRESSING_20050115.0958-E35-30
EM54	DIGRESSING_20050115.0958-E8-31
EM55	DIGRESSING_20050115.0958-E9-32
EM56	DIGRESSING_20050115.0958-E8-33
EM34	DIGRESSING_20050115.0958-E1-34
EM81	DIGRESSING_20050115.0958-E14-35
EM59	DIGRESSING_20050115.0958-E10-36
EM60	DIGRESSING_20050115.0958-E11-37
EM61	DIGRESSING_20050115.0958-E35-38
EM65	DIGRESSING_20050115.0958-E3-39
EM66	DIGRESSING_20050115.0958-E3-40
EM64	DIGRESSING_20050115.0958-E35-41
EM63	DIGRESSING_20050115.0958-E12-42
EM62	DIGRESSING_20050115.0958-E12-43
EM69	DIGRESSING_20050115.0958-E1-44
EM70	DIGRESSING_20050115.0958-E1-45
EM71	DIGRESSING_20050115.0958-E1-46
EM72	DIGRESSING_20050115.0958-E40-47
EM113	DIGRESSING_20050115.0958-E34-48
EM73	DIGRESSING_20050115.0958-E35-49
EM75	DIGRESSING_20050115.0958-E35-50
EM74	DIGRESSING_20050115.0958-E35-51
EM76	DIGRESSING_20050115.0958-E35-52
EM77	DIGRESSING_20050115.0958-E38-53
EM78	DIGRESSING_20050115.0958-E35-54
EM79	DIGRESSING_20050115.0958-E35-55
EM80	DIGRESSING_20050115.0958-E35-56
EM82	DIGRESSING_20050115.0958-E38-57
EM83	DIGRESSING_20050115.0958-E35-58
EM84	DIGRESSING_20050115.0958-E35-59
EM85	DIGRESSING_20050115.0958-E40-60
EM86	DIGRESSING_20050115.0958-E40-61
EM87	DIGRESSING_20050115.0958-E15-62
EM88	DIGRESSING_20050115.0958-E35-63
EM89	DIGRESSING_20050115.0958-E40-64
EM90	DIGRESSING_20050115.0958-E35-65
EM91	DIGRESSING_20050115.0958-E35-66
EM92	DIGRESSING_20050115.0958-E16-67
EM93	DIGRESSING_20050115.0958-E17-68
EM95	DIGRESSING_20050115.0958-E18-69
EM96	DIGRESSING_20050115.0958-E38-70
EM97	DIGRESSING_20050115.0958-E19-71
EM99	DIGRESSING_20050115.0958-E35-72
EM100	DIGRESSING_20050115.0958-E35-73
EM101	DIGRESSING_20050115.0958-E35-74
EM104	DIGRESSING_20050115.0958-E20-75
EM105	DIGRESSING_20050115.0958-E35-76
EM103	DIGRESSING_20050115.0958-E35-77
EM107	DIGRESSING_20050115.0958-E35-78
EM106	DIGRESSING_20050115.0958-E20-79
EM108	DIGRESSING_20050115.0958-E33-80
EM109	DIGRESSING_20050115.0958-E32-81
EM110	DIGRESSING_20050115.0958-E34-82
EM111	DIGRESSING_20050115.0958-E34-83
EM112	DIGRESSING_20050115.0958-E21-84
EM114	DIGRESSING_20050115.0958-E22-85
EM115	DIGRESSING_20050115.0958-E40-86
EM117	DIGRESSING_20050115.0958-E40-87
EM118	DIGRESSING_20050115.0958-E28-88
EM119	DIGRESSING_20050115.0958-E35-89
EM120	DIGRESSING_20050115.0958-E18-90
EM121	DIGRESSING_20050115.0958-E23-91
EM122	DIGRESSING_20050115.0958-E21-92
EM123	DIGRESSING_20050115.0958-E24-93
EM124	DIGRESSING_20050115.0958-E25-94
EM125	DIGRESSING_20050115.0958-E25-95
EM3	DIGRESSING_20050115.0958-E32-96
EM126	DIGRESSING_20050115.0958-E1-97
EM127	DIGRESSING_20050115.0958-E18-98
EM129	DIGRESSING_20050115.0958-E18-99
EM128	DIGRESSING_20050115.0958-E23-100
EM41	DIGRESSING_20050115.0958-E3-101
EM42	DIGRESSING_20050115.0958-E3-102
EM50	DIGRESSING_20050115.0958-E7-103
EM130	DIGRESSING_20050115.0958-E29-104
EM98	DIGRESSING_20050115.0958-E26-105
EM102	DIGRESSING_20050115.0958-E27-106
EM116	DIGRESSING_20050115.0958-E28-107
EM10	DIGRESSING_20050115.0958-E37-108
EM67	DIGRESSING_20050115.0958-E30-109
EM68	DIGRESSING_20050115.0958-E30-110
EM131	DIGRESSING_20050115.0958-E29-111
