CE9	DIGRESSING_20050121.2236-CE1
CE10	DIGRESSING_20050121.2236-CE2
CE11	DIGRESSING_20050121.2236-CE3
CE12	DIGRESSING_20050121.2236-CE4
CE13	DIGRESSING_20050121.2236-CE5
CE14	DIGRESSING_20050121.2236-CE6
CE15	DIGRESSING_20050121.2236-CE7
CE16	DIGRESSING_20050121.2236-CE8
CE17	DIGRESSING_20050121.2236-CE9
CE18	DIGRESSING_20050121.2236-CE10
CE19	DIGRESSING_20050121.2236-CE11
CE20	DIGRESSING_20050121.2236-CE12
CE21	DIGRESSING_20050121.2236-CE13
CE22	DIGRESSING_20050121.2236-CE14
CE23	DIGRESSING_20050121.2236-CE15
CE24	DIGRESSING_20050121.2236-CE16
CE25	DIGRESSING_20050121.2236-CE17
CE26	DIGRESSING_20050121.2236-CE18
CE27	DIGRESSING_20050121.2236-CE19
CE28	DIGRESSING_20050121.2236-CE20
CE29	DIGRESSING_20050121.2236-CE21
CE31	DIGRESSING_20050121.2236-CE22
CE32	DIGRESSING_20050121.2236-CE23
CE33	DIGRESSING_20050121.2236-CE24
CE34	DIGRESSING_20050121.2236-CE25
CE35	DIGRESSING_20050121.2236-CE26
CE1	DIGRESSING_20050121.2236-CE27
CE36	DIGRESSING_20050121.2236-CE28
CE38	DIGRESSING_20050121.2236-CE29
CE37	DIGRESSING_20050121.2236-CE30
CE30	DIGRESSING_20050121.2236-CE31
CE39	DIGRESSING_20050121.2236-CE32
CE40	DIGRESSING_20050121.2236-CE33
CE41	DIGRESSING_20050121.2236-CE34
CE42	DIGRESSING_20050121.2236-CE35
CE43	DIGRESSING_20050121.2236-CE36
CE44	DIGRESSING_20050121.2236-CE37
CE45	DIGRESSING_20050121.2236-CE38
CE48	DIGRESSING_20050121.2236-CE39
CE46	DIGRESSING_20050121.2236-CE40
CE47	DIGRESSING_20050121.2236-CE41
CE49	DIGRESSING_20050121.2236-CE42
CE51	DIGRESSING_20050121.2236-CE43
CE50	DIGRESSING_20050121.2236-CE44
CE8	DIGRESSING_20050121.2236-CE45
CE2	DIGRESSING_20050121.2236-CE46
CE4	DIGRESSING_20050121.2236-CE47
CE5	DIGRESSING_20050121.2236-CE48
CE6	DIGRESSING_20050121.2236-CE49
CE3	DIGRESSING_20050121.2236-CE50
CE7	DIGRESSING_20050121.2236-CE51
E10	DIGRESSING_20050121.2236-E1
E11	DIGRESSING_20050121.2236-E2
E12	DIGRESSING_20050121.2236-E3
E13	DIGRESSING_20050121.2236-E4
E14	DIGRESSING_20050121.2236-E5
E15	DIGRESSING_20050121.2236-E6
E16	DIGRESSING_20050121.2236-E7
E17	DIGRESSING_20050121.2236-E8
E18	DIGRESSING_20050121.2236-E9
E19	DIGRESSING_20050121.2236-E10
E20	DIGRESSING_20050121.2236-E11
E21	DIGRESSING_20050121.2236-E12
E22	DIGRESSING_20050121.2236-E13
E23	DIGRESSING_20050121.2236-E14
E24	DIGRESSING_20050121.2236-E15
E25	DIGRESSING_20050121.2236-E16
E26	DIGRESSING_20050121.2236-E17
E1	DIGRESSING_20050121.2236-E18
E27	DIGRESSING_20050121.2236-E19
E28	DIGRESSING_20050121.2236-E20
E29	DIGRESSING_20050121.2236-E21
E30	DIGRESSING_20050121.2236-E22
E31	DIGRESSING_20050121.2236-E23
E32	DIGRESSING_20050121.2236-E24
E33	DIGRESSING_20050121.2236-E25
E35	DIGRESSING_20050121.2236-E26
E36	DIGRESSING_20050121.2236-E27
E38	DIGRESSING_20050121.2236-E28
E59	DIGRESSING_20050121.2236-E29
E39	DIGRESSING_20050121.2236-E30
E40	DIGRESSING_20050121.2236-E31
E42	DIGRESSING_20050121.2236-E32
E43	DIGRESSING_20050121.2236-E33
E44	DIGRESSING_20050121.2236-E34
E45	DIGRESSING_20050121.2236-E35
E46	DIGRESSING_20050121.2236-E36
E47	DIGRESSING_20050121.2236-E37
E48	DIGRESSING_20050121.2236-E38
E62	DIGRESSING_20050121.2236-E39
E52	DIGRESSING_20050121.2236-E40
E53	DIGRESSING_20050121.2236-E41
E54	DIGRESSING_20050121.2236-E42
E55	DIGRESSING_20050121.2236-E43
E64	DIGRESSING_20050121.2236-E44
E65	DIGRESSING_20050121.2236-E45
E2	DIGRESSING_20050121.2236-E46
E3	DIGRESSING_20050121.2236-E47
E4	DIGRESSING_20050121.2236-E48
E5	DIGRESSING_20050121.2236-E49
E6	DIGRESSING_20050121.2236-E50
E7	DIGRESSING_20050121.2236-E51
EM1	DIGRESSING_20050121.2236-E18-1
EM22	DIGRESSING_20050121.2236-E1-2
EM23	DIGRESSING_20050121.2236-E2-3
EM24	DIGRESSING_20050121.2236-E46-4
EM26	DIGRESSING_20050121.2236-E50-5
EM27	DIGRESSING_20050121.2236-E50-6
EM28	DIGRESSING_20050121.2236-E50-7
