CE9	DIGRESSING_20041109.1126-CE1
CE10	DIGRESSING_20041109.1126-CE2
CE11	DIGRESSING_20041109.1126-CE3
CE1	DIGRESSING_20041109.1126-CE4
CE13	DIGRESSING_20041109.1126-CE5
CE14	DIGRESSING_20041109.1126-CE6
CE15	DIGRESSING_20041109.1126-CE7
CE17	DIGRESSING_20041109.1126-CE8
CE18	DIGRESSING_20041109.1126-CE9
CE19	DIGRESSING_20041109.1126-CE10
CE21	DIGRESSING_20041109.1126-CE11
CE12	DIGRESSING_20041109.1126-CE12
CE16	DIGRESSING_20041109.1126-CE13
CE5	DIGRESSING_20041109.1126-CE14
CE2	DIGRESSING_20041109.1126-CE15
CE3	DIGRESSING_20041109.1126-CE16
CE4	DIGRESSING_20041109.1126-CE17
CE6	DIGRESSING_20041109.1126-CE18
CE20	DIGRESSING_20041109.1126-CE19
CE7	DIGRESSING_20041109.1126-CE20
CE8	DIGRESSING_20041109.1126-CE21
E10	DIGRESSING_20041109.1126-E1
E11	DIGRESSING_20041109.1126-E2
E12	DIGRESSING_20041109.1126-E3
E14	DIGRESSING_20041109.1126-E4
E15	DIGRESSING_20041109.1126-E5
E16	DIGRESSING_20041109.1126-E6
E17	DIGRESSING_20041109.1126-E7
E18	DIGRESSING_20041109.1126-E8
E19	DIGRESSING_20041109.1126-E9
E20	DIGRESSING_20041109.1126-E10
E21	DIGRESSING_20041109.1126-E11
E1	DIGRESSING_20041109.1126-E12
E23	DIGRESSING_20041109.1126-E13
E24	DIGRESSING_20041109.1126-E14
E26	DIGRESSING_20041109.1126-E15
E2	DIGRESSING_20041109.1126-E16
E4	DIGRESSING_20041109.1126-E17
E5	DIGRESSING_20041109.1126-E18
E6	DIGRESSING_20041109.1126-E19
E8	DIGRESSING_20041109.1126-E20
E9	DIGRESSING_20041109.1126-E21
EM1	DIGRESSING_20041109.1126-E12-1
EM21	DIGRESSING_20041109.1126-E18-2
EM24	DIGRESSING_20041109.1126-E21-3
EM23	DIGRESSING_20041109.1126-E1-4
EM22	DIGRESSING_20041109.1126-E1-5
