CE14	ALFILFILM_20050215.0535-CE1
CE15	ALFILFILM_20050215.0535-CE2
CE16	ALFILFILM_20050215.0535-CE3
CE17	ALFILFILM_20050215.0535-CE4
CE18	ALFILFILM_20050215.0535-CE5
CE19	ALFILFILM_20050215.0535-CE6
CE20	ALFILFILM_20050215.0535-CE7
CE21	ALFILFILM_20050215.0535-CE8
CE22	ALFILFILM_20050215.0535-CE9
CE23	ALFILFILM_20050215.0535-CE10
CE7	ALFILFILM_20050215.0535-CE11
CE9	ALFILFILM_20050215.0535-CE12
CE13	ALFILFILM_20050215.0535-CE13
CE12	ALFILFILM_20050215.0535-CE14
CE1	ALFILFILM_20050215.0535-CE15
CE2	ALFILFILM_20050215.0535-CE16
CE3	ALFILFILM_20050215.0535-CE17
CE4	ALFILFILM_20050215.0535-CE18
CE5	ALFILFILM_20050215.0535-CE19
CE6	ALFILFILM_20050215.0535-CE20
CE8	ALFILFILM_20050215.0535-CE21
CE10	ALFILFILM_20050215.0535-CE22
CE11	ALFILFILM_20050215.0535-CE23
CE24	ALFILFILM_20050215.0535-CE24
E12	ALFILFILM_20050215.0535-E1
E13	ALFILFILM_20050215.0535-E2
E14	ALFILFILM_20050215.0535-E3
E15	ALFILFILM_20050215.0535-E4
E18	ALFILFILM_20050215.0535-E5
E19	ALFILFILM_20050215.0535-E6
E20	ALFILFILM_20050215.0535-E7
E21	ALFILFILM_20050215.0535-E8
E22	ALFILFILM_20050215.0535-E9
E23	ALFILFILM_20050215.0535-E10
E24	ALFILFILM_20050215.0535-E11
E25	ALFILFILM_20050215.0535-E12
E26	ALFILFILM_20050215.0535-E13
E27	ALFILFILM_20050215.0535-E14
E29	ALFILFILM_20050215.0535-E15
E30	ALFILFILM_20050215.0535-E16
E31	ALFILFILM_20050215.0535-E17
E32	ALFILFILM_20050215.0535-E18
E33	ALFILFILM_20050215.0535-E19
E34	ALFILFILM_20050215.0535-E20
E35	ALFILFILM_20050215.0535-E21
E1	ALFILFILM_20050215.0535-E22
E2	ALFILFILM_20050215.0535-E23
E3	ALFILFILM_20050215.0535-E24
E4	ALFILFILM_20050215.0535-E25
E5	ALFILFILM_20050215.0535-E26
E6	ALFILFILM_20050215.0535-E27
E7	ALFILFILM_20050215.0535-E28
E9	ALFILFILM_20050215.0535-E29
E10	ALFILFILM_20050215.0535-E30
E36	ALFILFILM_20050215.0535-E31
EM1	ALFILFILM_20050215.0535-E22-1
EM23	ALFILFILM_20050215.0535-E2-2
EM25	ALFILFILM_20050215.0535-E1-3
EM24	ALFILFILM_20050215.0535-E3-4
EM29	ALFILFILM_20050215.0535-E6-5
EM30	ALFILFILM_20050215.0535-E5-6
EM31	ALFILFILM_20050215.0535-E8-7
EM32	ALFILFILM_20050215.0535-E7-8
EM33	ALFILFILM_20050215.0535-E10-9
EM34	ALFILFILM_20050215.0535-E9-10
EM35	ALFILFILM_20050215.0535-E11-11
EM36	ALFILFILM_20050215.0535-E12-12
EM37	ALFILFILM_20050215.0535-E13-13
EM38	ALFILFILM_20050215.0535-E14-14
EM39	ALFILFILM_20050215.0535-E25-15
EM11	ALFILFILM_20050215.0535-E15-16
EM15	ALFILFILM_20050215.0535-E16-17
EM21	ALFILFILM_20050215.0535-E17-18
EM26	ALFILFILM_20050215.0535-E4-19
EM27	ALFILFILM_20050215.0535-E4-20
EM28	ALFILFILM_20050215.0535-E18-21
EM19	ALFILFILM_20050215.0535-E19-22
EM20	ALFILFILM_20050215.0535-E19-23
EM22	ALFILFILM_20050215.0535-E20-24
EM40	ALFILFILM_20050215.0535-E17-25
EM41	ALFILFILM_20050215.0535-E21-26
EM2	ALFILFILM_20050215.0535-E23-27
EM3	ALFILFILM_20050215.0535-E24-28
EM4	ALFILFILM_20050215.0535-E22-29
EM5	ALFILFILM_20050215.0535-E22-30
EM6	ALFILFILM_20050215.0535-E23-31
EM7	ALFILFILM_20050215.0535-E25-32
EM8	ALFILFILM_20050215.0535-E26-33
EM9	ALFILFILM_20050215.0535-E27-34
EM10	ALFILFILM_20050215.0535-E25-35
EM12	ALFILFILM_20050215.0535-E28-36
EM13	ALFILFILM_20050215.0535-E26-37
EM42	ALFILFILM_20050215.0535-E31-38
EM14	ALFILFILM_20050215.0535-E26-39
EM16	ALFILFILM_20050215.0535-E29-40
EM17	ALFILFILM_20050215.0535-E25-41
EM18	ALFILFILM_20050215.0535-E30-42
R3	ALFILFILM_20050215.0535-R1
R1	ALFILFILM_20050215.0535-R2
R2	ALFILFILM_20050215.0535-R3
RM1	ALFILFILM_20050215.0535-R2-1
RM2	ALFILFILM_20050215.0535-R3-1
RM3	ALFILFILM_20050215.0535-R1-1
V1	ALFILFILM_20050215.0535-EV1
VM1	ALFILFILM_20050215.0535-EV1-1
Q1	ALFILFILM_20050215.0535-T1
Q2	ALFILFILM_20050215.0535-T2
Q3	ALFILFILM_20050215.0535-T3
