CE12	CNN_ENG_20030602_105829.2-CE1
CE13	CNN_ENG_20030602_105829.2-CE2
CE14	CNN_ENG_20030602_105829.2-CE3
CE15	CNN_ENG_20030602_105829.2-CE4
CE16	CNN_ENG_20030602_105829.2-CE5
CE17	CNN_ENG_20030602_105829.2-CE6
CE18	CNN_ENG_20030602_105829.2-CE7
CE19	CNN_ENG_20030602_105829.2-CE8
CE20	CNN_ENG_20030602_105829.2-CE9
CE21	CNN_ENG_20030602_105829.2-CE10
CE22	CNN_ENG_20030602_105829.2-CE11
CE23	CNN_ENG_20030602_105829.2-CE12
CE24	CNN_ENG_20030602_105829.2-CE13
CE25	CNN_ENG_20030602_105829.2-CE14
CE26	CNN_ENG_20030602_105829.2-CE15
CE28	CNN_ENG_20030602_105829.2-CE16
CE29	CNN_ENG_20030602_105829.2-CE17
CE30	CNN_ENG_20030602_105829.2-CE18
CE31	CNN_ENG_20030602_105829.2-CE19
CE33	CNN_ENG_20030602_105829.2-CE20
CE1	CNN_ENG_20030602_105829.2-CE21
CE34	CNN_ENG_20030602_105829.2-CE22
CE35	CNN_ENG_20030602_105829.2-CE23
CE36	CNN_ENG_20030602_105829.2-CE24
CE37	CNN_ENG_20030602_105829.2-CE25
CE38	CNN_ENG_20030602_105829.2-CE26
CE39	CNN_ENG_20030602_105829.2-CE27
CE40	CNN_ENG_20030602_105829.2-CE28
CE41	CNN_ENG_20030602_105829.2-CE29
CE42	CNN_ENG_20030602_105829.2-CE30
CE43	CNN_ENG_20030602_105829.2-CE31
CE44	CNN_ENG_20030602_105829.2-CE32
CE45	CNN_ENG_20030602_105829.2-CE33
CE2	CNN_ENG_20030602_105829.2-CE34
CE3	CNN_ENG_20030602_105829.2-CE35
CE4	CNN_ENG_20030602_105829.2-CE36
CE5	CNN_ENG_20030602_105829.2-CE37
CE6	CNN_ENG_20030602_105829.2-CE38
CE7	CNN_ENG_20030602_105829.2-CE39
CE9	CNN_ENG_20030602_105829.2-CE40
CE11	CNN_ENG_20030602_105829.2-CE41
E14	CNN_ENG_20030602_105829.2-E1
E15	CNN_ENG_20030602_105829.2-E2
E16	CNN_ENG_20030602_105829.2-E3
E18	CNN_ENG_20030602_105829.2-E4
E19	CNN_ENG_20030602_105829.2-E5
E20	CNN_ENG_20030602_105829.2-E6
E21	CNN_ENG_20030602_105829.2-E7
E22	CNN_ENG_20030602_105829.2-E8
E24	CNN_ENG_20030602_105829.2-E9
E25	CNN_ENG_20030602_105829.2-E10
E26	CNN_ENG_20030602_105829.2-E11
E27	CNN_ENG_20030602_105829.2-E12
E28	CNN_ENG_20030602_105829.2-E13
E29	CNN_ENG_20030602_105829.2-E14
E30	CNN_ENG_20030602_105829.2-E15
E31	CNN_ENG_20030602_105829.2-E16
E32	CNN_ENG_20030602_105829.2-E17
E1	CNN_ENG_20030602_105829.2-E18
E33	CNN_ENG_20030602_105829.2-E19
E34	CNN_ENG_20030602_105829.2-E20
E36	CNN_ENG_20030602_105829.2-E21
E37	CNN_ENG_20030602_105829.2-E22
E38	CNN_ENG_20030602_105829.2-E23
E39	CNN_ENG_20030602_105829.2-E24
E40	CNN_ENG_20030602_105829.2-E25
E42	CNN_ENG_20030602_105829.2-E26
E43	CNN_ENG_20030602_105829.2-E27
E44	CNN_ENG_20030602_105829.2-E28
E45	CNN_ENG_20030602_105829.2-E29
E46	CNN_ENG_20030602_105829.2-E30
E47	CNN_ENG_20030602_105829.2-E31
E48	CNN_ENG_20030602_105829.2-E32
E49	CNN_ENG_20030602_105829.2-E33
E50	CNN_ENG_20030602_105829.2-E34
E51	CNN_ENG_20030602_105829.2-E35
E52	CNN_ENG_20030602_105829.2-E36
E53	CNN_ENG_20030602_105829.2-E37
E54	CNN_ENG_20030602_105829.2-E38
E55	CNN_ENG_20030602_105829.2-E39
E56	CNN_ENG_20030602_105829.2-E40
E57	CNN_ENG_20030602_105829.2-E41
E58	CNN_ENG_20030602_105829.2-E42
E59	CNN_ENG_20030602_105829.2-E43
E60	CNN_ENG_20030602_105829.2-E44
E2	CNN_ENG_20030602_105829.2-E45
E3	CNN_ENG_20030602_105829.2-E46
E4	CNN_ENG_20030602_105829.2-E47
E5	CNN_ENG_20030602_105829.2-E48
E6	CNN_ENG_20030602_105829.2-E49
E7	CNN_ENG_20030602_105829.2-E50
E9	CNN_ENG_20030602_105829.2-E51
E11	CNN_ENG_20030602_105829.2-E52
E12	CNN_ENG_20030602_105829.2-E53
E13	CNN_ENG_20030602_105829.2-E54
EM1	CNN_ENG_20030602_105829.2-E18-1
EM17	CNN_ENG_20030602_105829.2-E2-2
EM18	CNN_ENG_20030602_105829.2-E50-3
EM9	CNN_ENG_20030602_105829.2-E3-4
EM10	CNN_ENG_20030602_105829.2-E4-5
EM19	CNN_ENG_20030602_105829.2-E18-6
EM20	CNN_ENG_20030602_105829.2-E50-7
EM21	CNN_ENG_20030602_105829.2-E2-8
EM22	CNN_ENG_20030602_105829.2-E2-9
EM23	CNN_ENG_20030602_105829.2-E5-10
EM24	CNN_ENG_20030602_105829.2-E51-11
EM25	CNN_ENG_20030602_105829.2-E6-12
EM26	CNN_ENG_20030602_105829.2-E52-13
EM27	CNN_ENG_20030602_105829.2-E50-14
EM28	CNN_ENG_20030602_105829.2-E51-15
EM29	CNN_ENG_20030602_105829.2-E2-16
EM30	CNN_ENG_20030602_105829.2-E7-17
EM31	CNN_ENG_20030602_105829.2-E8-18
EM32	CNN_ENG_20030602_105829.2-E8-19
EM33	CNN_ENG_20030602_105829.2-E8-20
EM34	CNN_ENG_20030602_105829.2-E8-21
EM35	CNN_ENG_20030602_105829.2-E6-22
EM36	CNN_ENG_20030602_105829.2-E9-23
EM37	CNN_ENG_20030602_105829.2-E51-24
EM38	CNN_ENG_20030602_105829.2-E10-25
EM39	CNN_ENG_20030602_105829.2-E2-26
EM40	CNN_ENG_20030602_105829.2-E7-27
EM41	CNN_ENG_20030602_105829.2-E7-28
EM42	CNN_ENG_20030602_105829.2-E11-29
EM43	CNN_ENG_20030602_105829.2-E12-30
EM44	CNN_ENG_20030602_105829.2-E12-31
EM45	CNN_ENG_20030602_105829.2-E13-32
EM46	CNN_ENG_20030602_105829.2-E14-33
EM47	CNN_ENG_20030602_105829.2-E51-34
EM48	CNN_ENG_20030602_105829.2-E51-35
EM49	CNN_ENG_20030602_105829.2-E52-36
EM50	CNN_ENG_20030602_105829.2-E15-37
EM51	CNN_ENG_20030602_105829.2-E15-38
EM52	CNN_ENG_20030602_105829.2-E6-39
EM53	CNN_ENG_20030602_105829.2-E16-40
EM56	CNN_ENG_20030602_105829.2-E17-41
EM54	CNN_ENG_20030602_105829.2-E19-42
EM55	CNN_ENG_20030602_105829.2-E20-43
EM57	CNN_ENG_20030602_105829.2-E18-44
EM59	CNN_ENG_20030602_105829.2-E21-45
EM60	CNN_ENG_20030602_105829.2-E22-46
EM61	CNN_ENG_20030602_105829.2-E23-47
EM62	CNN_ENG_20030602_105829.2-E22-48
EM63	CNN_ENG_20030602_105829.2-E24-49
EM64	CNN_ENG_20030602_105829.2-E24-50
EM65	CNN_ENG_20030602_105829.2-E18-51
EM66	CNN_ENG_20030602_105829.2-E25-52
EM67	CNN_ENG_20030602_105829.2-E25-53
EM68	CNN_ENG_20030602_105829.2-E2-54
EM69	CNN_ENG_20030602_105829.2-E22-55
EM70	CNN_ENG_20030602_105829.2-E2-56
EM71	CNN_ENG_20030602_105829.2-E12-57
EM72	CNN_ENG_20030602_105829.2-E2-58
EM73	CNN_ENG_20030602_105829.2-E22-59
EM74	CNN_ENG_20030602_105829.2-E26-60
EM75	CNN_ENG_20030602_105829.2-E25-61
EM76	CNN_ENG_20030602_105829.2-E22-62
EM77	CNN_ENG_20030602_105829.2-E25-63
EM78	CNN_ENG_20030602_105829.2-E25-64
EM79	CNN_ENG_20030602_105829.2-E2-65
EM80	CNN_ENG_20030602_105829.2-E24-66
EM81	CNN_ENG_20030602_105829.2-E52-67
EM82	CNN_ENG_20030602_105829.2-E22-68
EM83	CNN_ENG_20030602_105829.2-E22-69
EM84	CNN_ENG_20030602_105829.2-E22-70
EM58	CNN_ENG_20030602_105829.2-E22-71
EM85	CNN_ENG_20030602_105829.2-E2-72
EM86	CNN_ENG_20030602_105829.2-E22-73
EM87	CNN_ENG_20030602_105829.2-E22-74
EM88	CNN_ENG_20030602_105829.2-E22-75
EM89	CNN_ENG_20030602_105829.2-E6-76
EM90	CNN_ENG_20030602_105829.2-E27-77
EM91	CNN_ENG_20030602_105829.2-E6-78
EM92	CNN_ENG_20030602_105829.2-E52-79
EM93	CNN_ENG_20030602_105829.2-E2-80
EM94	CNN_ENG_20030602_105829.2-E22-81
EM95	CNN_ENG_20030602_105829.2-E22-82
EM96	CNN_ENG_20030602_105829.2-E22-83
EM97	CNN_ENG_20030602_105829.2-E22-84
EM98	CNN_ENG_20030602_105829.2-E22-85
EM99	CNN_ENG_20030602_105829.2-E22-86
EM100	CNN_ENG_20030602_105829.2-E22-87
EM101	CNN_ENG_20030602_105829.2-E2-88
EM102	CNN_ENG_20030602_105829.2-E28-89
EM2	CNN_ENG_20030602_105829.2-E18-90
EM103	CNN_ENG_20030602_105829.2-E2-91
EM104	CNN_ENG_20030602_105829.2-E2-92
EM105	CNN_ENG_20030602_105829.2-E29-93
EM106	CNN_ENG_20030602_105829.2-E29-94
EM107	CNN_ENG_20030602_105829.2-E30-95
EM108	CNN_ENG_20030602_105829.2-E31-96
EM109	CNN_ENG_20030602_105829.2-E31-97
EM110	CNN_ENG_20030602_105829.2-E31-98
EM111	CNN_ENG_20030602_105829.2-E31-99
EM112	CNN_ENG_20030602_105829.2-E32-100
EM113	CNN_ENG_20030602_105829.2-E33-101
EM114	CNN_ENG_20030602_105829.2-E34-102
EM115	CNN_ENG_20030602_105829.2-E30-103
EM116	CNN_ENG_20030602_105829.2-E35-104
EM117	CNN_ENG_20030602_105829.2-E33-105
EM118	CNN_ENG_20030602_105829.2-E2-106
EM119	CNN_ENG_20030602_105829.2-E31-107
EM120	CNN_ENG_20030602_105829.2-E31-108
EM122	CNN_ENG_20030602_105829.2-E6-109
EM123	CNN_ENG_20030602_105829.2-E36-110
EM124	CNN_ENG_20030602_105829.2-E30-111
EM125	CNN_ENG_20030602_105829.2-E36-112
EM126	CNN_ENG_20030602_105829.2-E30-113
EM127	CNN_ENG_20030602_105829.2-E30-114
EM128	CNN_ENG_20030602_105829.2-E30-115
EM129	CNN_ENG_20030602_105829.2-E31-116
EM130	CNN_ENG_20030602_105829.2-E30-117
EM131	CNN_ENG_20030602_105829.2-E31-118
EM132	CNN_ENG_20030602_105829.2-E33-119
EM133	CNN_ENG_20030602_105829.2-E37-120
EM134	CNN_ENG_20030602_105829.2-E30-121
EM135	CNN_ENG_20030602_105829.2-E31-122
EM136	CNN_ENG_20030602_105829.2-E38-123
EM137	CNN_ENG_20030602_105829.2-E30-124
EM138	CNN_ENG_20030602_105829.2-E39-125
EM139	CNN_ENG_20030602_105829.2-E18-126
EM140	CNN_ENG_20030602_105829.2-E24-127
EM141	CNN_ENG_20030602_105829.2-E24-128
EM142	CNN_ENG_20030602_105829.2-E30-129
EM143	CNN_ENG_20030602_105829.2-E33-130
EM144	CNN_ENG_20030602_105829.2-E18-131
EM145	CNN_ENG_20030602_105829.2-E40-132
EM146	CNN_ENG_20030602_105829.2-E12-133
EM147	CNN_ENG_20030602_105829.2-E41-134
EM148	CNN_ENG_20030602_105829.2-E12-135
EM149	CNN_ENG_20030602_105829.2-E12-136
EM150	CNN_ENG_20030602_105829.2-E50-137
EM3	CNN_ENG_20030602_105829.2-E45-138
EM151	CNN_ENG_20030602_105829.2-E5-139
EM152	CNN_ENG_20030602_105829.2-E5-140
EM153	CNN_ENG_20030602_105829.2-E5-141
EM154	CNN_ENG_20030602_105829.2-E5-142
EM155	CNN_ENG_20030602_105829.2-E42-143
EM157	CNN_ENG_20030602_105829.2-E43-144
EM158	CNN_ENG_20030602_105829.2-E2-145
EM159	CNN_ENG_20030602_105829.2-E44-146
EM160	CNN_ENG_20030602_105829.2-E2-147
EM161	CNN_ENG_20030602_105829.2-E44-148
EM162	CNN_ENG_20030602_105829.2-E18-149
EM163	CNN_ENG_20030602_105829.2-E2-150
EM164	CNN_ENG_20030602_105829.2-E12-151
EM165	CNN_ENG_20030602_105829.2-E24-152
EM4	CNN_ENG_20030602_105829.2-E46-153
EM5	CNN_ENG_20030602_105829.2-E47-154
EM6	CNN_ENG_20030602_105829.2-E48-155
EM7	CNN_ENG_20030602_105829.2-E49-156
EM11	CNN_ENG_20030602_105829.2-E51-157
EM13	CNN_ENG_20030602_105829.2-E53-158
EM14	CNN_ENG_20030602_105829.2-E54-159
EM12	CNN_ENG_20030602_105829.2-E51-160
EM15	CNN_ENG_20030602_105829.2-E52-161
EM16	CNN_ENG_20030602_105829.2-E1-162
R1	CNN_ENG_20030602_105829.2-R1
R2	CNN_ENG_20030602_105829.2-R2
R3	CNN_ENG_20030602_105829.2-R3
R4	CNN_ENG_20030602_105829.2-R4
R5	CNN_ENG_20030602_105829.2-R5
R7	CNN_ENG_20030602_105829.2-R6
R8	CNN_ENG_20030602_105829.2-R7
R9	CNN_ENG_20030602_105829.2-R8
R10	CNN_ENG_20030602_105829.2-R9
R11	CNN_ENG_20030602_105829.2-R10
R12	CNN_ENG_20030602_105829.2-R11
R13	CNN_ENG_20030602_105829.2-R12
R14	CNN_ENG_20030602_105829.2-R13
R15	CNN_ENG_20030602_105829.2-R14
R16	CNN_ENG_20030602_105829.2-R15
RM1	CNN_ENG_20030602_105829.2-R1-1
RM2	CNN_ENG_20030602_105829.2-R2-1
RM3	CNN_ENG_20030602_105829.2-R3-1
RM4	CNN_ENG_20030602_105829.2-R4-1
RM5	CNN_ENG_20030602_105829.2-R5-1
RM7	CNN_ENG_20030602_105829.2-R6-1
RM8	CNN_ENG_20030602_105829.2-R7-1
RM9	CNN_ENG_20030602_105829.2-R8-1
RM10	CNN_ENG_20030602_105829.2-R9-1
RM11	CNN_ENG_20030602_105829.2-R10-1
RM12	CNN_ENG_20030602_105829.2-R11-1
RM13	CNN_ENG_20030602_105829.2-R12-1
RM14	CNN_ENG_20030602_105829.2-R13-1
RM15	CNN_ENG_20030602_105829.2-R14-1
RM16	CNN_ENG_20030602_105829.2-R15-1
V1	CNN_ENG_20030602_105829.2-EV1
V2	CNN_ENG_20030602_105829.2-EV2
V3	CNN_ENG_20030602_105829.2-EV3
VM1	CNN_ENG_20030602_105829.2-EV1-1
VM2	CNN_ENG_20030602_105829.2-EV1-2
VM3	CNN_ENG_20030602_105829.2-EV1-3
VM4	CNN_ENG_20030602_105829.2-EV1-4
VM5	CNN_ENG_20030602_105829.2-EV1-5
VM6	CNN_ENG_20030602_105829.2-EV1-6
VM7	CNN_ENG_20030602_105829.2-EV2-1
VM8	CNN_ENG_20030602_105829.2-EV2-2
VM9	CNN_ENG_20030602_105829.2-EV3-1
VM10	CNN_ENG_20030602_105829.2-EV2-3
Q1	CNN_ENG_20030602_105829.2-T1
Q3	CNN_ENG_20030602_105829.2-T2
Q4	CNN_ENG_20030602_105829.2-T3
Q5	CNN_ENG_20030602_105829.2-T4
Q6	CNN_ENG_20030602_105829.2-T5
Q7	CNN_ENG_20030602_105829.2-T6
Q8	CNN_ENG_20030602_105829.2-T7
Q9	CNN_ENG_20030602_105829.2-T8
Q10	CNN_ENG_20030602_105829.2-T9
Q11	CNN_ENG_20030602_105829.2-T10
Q12	CNN_ENG_20030602_105829.2-V1
Q13	CNN_ENG_20030602_105829.2-V2
Q14	CNN_ENG_20030602_105829.2-T11
Q15	CNN_ENG_20030602_105829.2-T12
Q16	CNN_ENG_20030602_105829.2-T13
Q17	CNN_ENG_20030602_105829.2-T14
QM12	CNN_ENG_20030602_105829.2-V1-1
QM13	CNN_ENG_20030602_105829.2-V2-1
