CE14	CNNHL_ENG_20030416_133739.9-CE1
CE16	CNNHL_ENG_20030416_133739.9-CE2
CE18	CNNHL_ENG_20030416_133739.9-CE3
CE19	CNNHL_ENG_20030416_133739.9-CE4
CE1	CNNHL_ENG_20030416_133739.9-CE5
CE4	CNNHL_ENG_20030416_133739.9-CE6
CE5	CNNHL_ENG_20030416_133739.9-CE7
CE6	CNNHL_ENG_20030416_133739.9-CE8
CE7	CNNHL_ENG_20030416_133739.9-CE9
CE9	CNNHL_ENG_20030416_133739.9-CE10
CE10	CNNHL_ENG_20030416_133739.9-CE11
CE11	CNNHL_ENG_20030416_133739.9-CE12
CE12	CNNHL_ENG_20030416_133739.9-CE13
E14	CNNHL_ENG_20030416_133739.9-E1
E16	CNNHL_ENG_20030416_133739.9-E2
E18	CNNHL_ENG_20030416_133739.9-E3
E19	CNNHL_ENG_20030416_133739.9-E4
E20	CNNHL_ENG_20030416_133739.9-E5
E1	CNNHL_ENG_20030416_133739.9-E6
E4	CNNHL_ENG_20030416_133739.9-E7
E5	CNNHL_ENG_20030416_133739.9-E8
E6	CNNHL_ENG_20030416_133739.9-E9
E7	CNNHL_ENG_20030416_133739.9-E10
E9	CNNHL_ENG_20030416_133739.9-E11
E10	CNNHL_ENG_20030416_133739.9-E12
E11	CNNHL_ENG_20030416_133739.9-E13
E12	CNNHL_ENG_20030416_133739.9-E14
EM1	CNNHL_ENG_20030416_133739.9-E6-1
EM21	CNNHL_ENG_20030416_133739.9-E1-2
EM22	CNNHL_ENG_20030416_133739.9-E6-3
EM24	CNNHL_ENG_20030416_133739.9-E2-4
EM25	CNNHL_ENG_20030416_133739.9-E6-5
EM27	CNNHL_ENG_20030416_133739.9-E3-6
EM28	CNNHL_ENG_20030416_133739.9-E4-7
EM29	CNNHL_ENG_20030416_133739.9-E5-8
EM30	CNNHL_ENG_20030416_133739.9-E6-9
EM4	CNNHL_ENG_20030416_133739.9-E7-10
EM5	CNNHL_ENG_20030416_133739.9-E6-11
EM6	CNNHL_ENG_20030416_133739.9-E8-12
EM7	CNNHL_ENG_20030416_133739.9-E9-13
EM8	CNNHL_ENG_20030416_133739.9-E10-14
EM9	CNNHL_ENG_20030416_133739.9-E8-15
EM10	CNNHL_ENG_20030416_133739.9-E6-16
EM12	CNNHL_ENG_20030416_133739.9-E6-17
EM13	CNNHL_ENG_20030416_133739.9-E11-18
EM14	CNNHL_ENG_20030416_133739.9-E12-19
EM15	CNNHL_ENG_20030416_133739.9-E13-20
EM16	CNNHL_ENG_20030416_133739.9-E14-21
EM17	CNNHL_ENG_20030416_133739.9-E6-22
EM18	CNNHL_ENG_20030416_133739.9-E9-23
EM19	CNNHL_ENG_20030416_133739.9-E6-24
R1	CNNHL_ENG_20030416_133739.9-R1
R2	CNNHL_ENG_20030416_133739.9-R2
R3	CNNHL_ENG_20030416_133739.9-R3
R4	CNNHL_ENG_20030416_133739.9-R4
R6	CNNHL_ENG_20030416_133739.9-R5
RM1	CNNHL_ENG_20030416_133739.9-R1-1
RM2	CNNHL_ENG_20030416_133739.9-R2-1
RM3	CNNHL_ENG_20030416_133739.9-R3-1
RM4	CNNHL_ENG_20030416_133739.9-R4-1
RM6	CNNHL_ENG_20030416_133739.9-R5-1
Q1	CNNHL_ENG_20030416_133739.9-T1
Q2	CNNHL_ENG_20030416_133739.9-T2
Q3	CNNHL_ENG_20030416_133739.9-T3
