CE14	CNNHL_ENG_20030415_193729.5-CE1
CE17	CNNHL_ENG_20030415_193729.5-CE2
CE18	CNNHL_ENG_20030415_193729.5-CE3
CE20	CNNHL_ENG_20030415_193729.5-CE4
CE21	CNNHL_ENG_20030415_193729.5-CE5
CE23	CNNHL_ENG_20030415_193729.5-CE6
CE1	CNNHL_ENG_20030415_193729.5-CE7
CE2	CNNHL_ENG_20030415_193729.5-CE8
CE3	CNNHL_ENG_20030415_193729.5-CE9
CE4	CNNHL_ENG_20030415_193729.5-CE10
CE5	CNNHL_ENG_20030415_193729.5-CE11
CE13	CNNHL_ENG_20030415_193729.5-CE12
CE7	CNNHL_ENG_20030415_193729.5-CE13
CE8	CNNHL_ENG_20030415_193729.5-CE14
CE9	CNNHL_ENG_20030415_193729.5-CE15
CE11	CNNHL_ENG_20030415_193729.5-CE16
CE12	CNNHL_ENG_20030415_193729.5-CE17
E24	CNNHL_ENG_20030415_193729.5-E1
E26	CNNHL_ENG_20030415_193729.5-E2
E27	CNNHL_ENG_20030415_193729.5-E3
E29	CNNHL_ENG_20030415_193729.5-E4
E30	CNNHL_ENG_20030415_193729.5-E5
E31	CNNHL_ENG_20030415_193729.5-E6
E32	CNNHL_ENG_20030415_193729.5-E7
E33	CNNHL_ENG_20030415_193729.5-E8
E35	CNNHL_ENG_20030415_193729.5-E9
E1	CNNHL_ENG_20030415_193729.5-E10
E3	CNNHL_ENG_20030415_193729.5-E11
E6	CNNHL_ENG_20030415_193729.5-E12
E7	CNNHL_ENG_20030415_193729.5-E13
E8	CNNHL_ENG_20030415_193729.5-E14
E10	CNNHL_ENG_20030415_193729.5-E15
E20	CNNHL_ENG_20030415_193729.5-E16
E12	CNNHL_ENG_20030415_193729.5-E17
E13	CNNHL_ENG_20030415_193729.5-E18
E14	CNNHL_ENG_20030415_193729.5-E19
E15	CNNHL_ENG_20030415_193729.5-E20
E21	CNNHL_ENG_20030415_193729.5-E21
E17	CNNHL_ENG_20030415_193729.5-E22
E18	CNNHL_ENG_20030415_193729.5-E23
E19	CNNHL_ENG_20030415_193729.5-E24
EM1	CNNHL_ENG_20030415_193729.5-E10-1
EM16	CNNHL_ENG_20030415_193729.5-E10-2
EM21	CNNHL_ENG_20030415_193729.5-E1-3
EM22	CNNHL_ENG_20030415_193729.5-E10-4
EM23	CNNHL_ENG_20030415_193729.5-E13-5
EM24	CNNHL_ENG_20030415_193729.5-E2-6
EM25	CNNHL_ENG_20030415_193729.5-E3-7
EM27	CNNHL_ENG_20030415_193729.5-E13-8
EM28	CNNHL_ENG_20030415_193729.5-E4-9
EM29	CNNHL_ENG_20030415_193729.5-E5-10
EM30	CNNHL_ENG_20030415_193729.5-E6-11
EM31	CNNHL_ENG_20030415_193729.5-E4-12
EM32	CNNHL_ENG_20030415_193729.5-E10-13
EM33	CNNHL_ENG_20030415_193729.5-E7-14
EM34	CNNHL_ENG_20030415_193729.5-E8-15
EM36	CNNHL_ENG_20030415_193729.5-E9-16
EM2	CNNHL_ENG_20030415_193729.5-E11-17
EM17	CNNHL_ENG_20030415_193729.5-E16-18
EM4	CNNHL_ENG_20030415_193729.5-E12-19
EM5	CNNHL_ENG_20030415_193729.5-E14-20
EM6	CNNHL_ENG_20030415_193729.5-E15-21
EM18	CNNHL_ENG_20030415_193729.5-E21-22
EM8	CNNHL_ENG_20030415_193729.5-E17-23
EM9	CNNHL_ENG_20030415_193729.5-E18-24
EM10	CNNHL_ENG_20030415_193729.5-E19-25
EM11	CNNHL_ENG_20030415_193729.5-E20-26
EM12	CNNHL_ENG_20030415_193729.5-E10-27
EM13	CNNHL_ENG_20030415_193729.5-E22-28
EM14	CNNHL_ENG_20030415_193729.5-E23-29
EM15	CNNHL_ENG_20030415_193729.5-E24-30
R1	CNNHL_ENG_20030415_193729.5-R1
R2	CNNHL_ENG_20030415_193729.5-R2
R3	CNNHL_ENG_20030415_193729.5-R3
R4	CNNHL_ENG_20030415_193729.5-R4
R5	CNNHL_ENG_20030415_193729.5-R5
R6	CNNHL_ENG_20030415_193729.5-R6
R8	CNNHL_ENG_20030415_193729.5-R7
R10	CNNHL_ENG_20030415_193729.5-R8
R11	CNNHL_ENG_20030415_193729.5-R9
R12	CNNHL_ENG_20030415_193729.5-R10
RM1	CNNHL_ENG_20030415_193729.5-R1-1
RM2	CNNHL_ENG_20030415_193729.5-R2-1
RM3	CNNHL_ENG_20030415_193729.5-R3-1
RM4	CNNHL_ENG_20030415_193729.5-R4-1
RM5	CNNHL_ENG_20030415_193729.5-R5-1
RM6	CNNHL_ENG_20030415_193729.5-R6-1
RM8	CNNHL_ENG_20030415_193729.5-R7-1
RM10	CNNHL_ENG_20030415_193729.5-R8-1
RM11	CNNHL_ENG_20030415_193729.5-R9-1
RM12	CNNHL_ENG_20030415_193729.5-R10-1
V1	CNNHL_ENG_20030415_193729.5-EV1
V2	CNNHL_ENG_20030415_193729.5-EV2
V3	CNNHL_ENG_20030415_193729.5-EV3
VM1	CNNHL_ENG_20030415_193729.5-EV1-1
VM2	CNNHL_ENG_20030415_193729.5-EV2-1
VM3	CNNHL_ENG_20030415_193729.5-EV3-1
Q1	CNNHL_ENG_20030415_193729.5-T1
Q2	CNNHL_ENG_20030415_193729.5-T2
Q4	CNNHL_ENG_20030415_193729.5-V1
Q5	CNNHL_ENG_20030415_193729.5-T3
QM4	CNNHL_ENG_20030415_193729.5-V1-1
