CE8	CNN_ENG_20030602_133012.9-CE1
CE9	CNN_ENG_20030602_133012.9-CE2
CE10	CNN_ENG_20030602_133012.9-CE3
CE11	CNN_ENG_20030602_133012.9-CE4
CE12	CNN_ENG_20030602_133012.9-CE5
CE13	CNN_ENG_20030602_133012.9-CE6
CE14	CNN_ENG_20030602_133012.9-CE7
CE16	CNN_ENG_20030602_133012.9-CE8
CE17	CNN_ENG_20030602_133012.9-CE9
CE19	CNN_ENG_20030602_133012.9-CE10
CE20	CNN_ENG_20030602_133012.9-CE11
CE21	CNN_ENG_20030602_133012.9-CE12
CE1	CNN_ENG_20030602_133012.9-CE13
CE2	CNN_ENG_20030602_133012.9-CE14
CE3	CNN_ENG_20030602_133012.9-CE15
CE4	CNN_ENG_20030602_133012.9-CE16
CE5	CNN_ENG_20030602_133012.9-CE17
CE6	CNN_ENG_20030602_133012.9-CE18
CE7	CNN_ENG_20030602_133012.9-CE19
E11	CNN_ENG_20030602_133012.9-E1
E12	CNN_ENG_20030602_133012.9-E2
E13	CNN_ENG_20030602_133012.9-E3
E14	CNN_ENG_20030602_133012.9-E4
E15	CNN_ENG_20030602_133012.9-E5
E16	CNN_ENG_20030602_133012.9-E6
E17	CNN_ENG_20030602_133012.9-E7
E18	CNN_ENG_20030602_133012.9-E8
E19	CNN_ENG_20030602_133012.9-E9
E22	CNN_ENG_20030602_133012.9-E10
E24	CNN_ENG_20030602_133012.9-E11
E27	CNN_ENG_20030602_133012.9-E12
E28	CNN_ENG_20030602_133012.9-E13
E29	CNN_ENG_20030602_133012.9-E14
E30	CNN_ENG_20030602_133012.9-E15
E31	CNN_ENG_20030602_133012.9-E16
E1	CNN_ENG_20030602_133012.9-E17
E2	CNN_ENG_20030602_133012.9-E18
E3	CNN_ENG_20030602_133012.9-E19
E4	CNN_ENG_20030602_133012.9-E20
E5	CNN_ENG_20030602_133012.9-E21
E6	CNN_ENG_20030602_133012.9-E22
E7	CNN_ENG_20030602_133012.9-E23
E8	CNN_ENG_20030602_133012.9-E24
E9	CNN_ENG_20030602_133012.9-E25
E10	CNN_ENG_20030602_133012.9-E26
EM1	CNN_ENG_20030602_133012.9-E17-1
EM24	CNN_ENG_20030602_133012.9-E18-2
EM25	CNN_ENG_20030602_133012.9-E18-3
EM26	CNN_ENG_20030602_133012.9-E18-4
EM27	CNN_ENG_20030602_133012.9-E18-5
EM28	CNN_ENG_20030602_133012.9-E18-6
EM29	CNN_ENG_20030602_133012.9-E18-7
EM30	CNN_ENG_20030602_133012.9-E1-8
EM31	CNN_ENG_20030602_133012.9-E2-9
