CE11	CNNHL_ENG_20030618_230303.36-CE1
CE12	CNNHL_ENG_20030618_230303.36-CE2
CE13	CNNHL_ENG_20030618_230303.36-CE3
CE15	CNNHL_ENG_20030618_230303.36-CE4
CE23	CNNHL_ENG_20030618_230303.36-CE5
CE16	CNNHL_ENG_20030618_230303.36-CE6
CE17	CNNHL_ENG_20030618_230303.36-CE7
CE18	CNNHL_ENG_20030618_230303.36-CE8
CE19	CNNHL_ENG_20030618_230303.36-CE9
CE21	CNNHL_ENG_20030618_230303.36-CE10
CE22	CNNHL_ENG_20030618_230303.36-CE11
CE24	CNNHL_ENG_20030618_230303.36-CE12
CE25	CNNHL_ENG_20030618_230303.36-CE13
CE26	CNNHL_ENG_20030618_230303.36-CE14
CE27	CNNHL_ENG_20030618_230303.36-CE15
CE1	CNNHL_ENG_20030618_230303.36-CE16
CE2	CNNHL_ENG_20030618_230303.36-CE17
CE3	CNNHL_ENG_20030618_230303.36-CE18
CE4	CNNHL_ENG_20030618_230303.36-CE19
CE5	CNNHL_ENG_20030618_230303.36-CE20
CE6	CNNHL_ENG_20030618_230303.36-CE21
CE7	CNNHL_ENG_20030618_230303.36-CE22
CE8	CNNHL_ENG_20030618_230303.36-CE23
CE9	CNNHL_ENG_20030618_230303.36-CE24
CE10	CNNHL_ENG_20030618_230303.36-CE25
E13	CNNHL_ENG_20030618_230303.36-E1
E14	CNNHL_ENG_20030618_230303.36-E2
E15	CNNHL_ENG_20030618_230303.36-E3
E28	CNNHL_ENG_20030618_230303.36-E4
E17	CNNHL_ENG_20030618_230303.36-E5
E19	CNNHL_ENG_20030618_230303.36-E6
E20	CNNHL_ENG_20030618_230303.36-E7
E21	CNNHL_ENG_20030618_230303.36-E8
E22	CNNHL_ENG_20030618_230303.36-E9
E23	CNNHL_ENG_20030618_230303.36-E10
E25	CNNHL_ENG_20030618_230303.36-E11
E26	CNNHL_ENG_20030618_230303.36-E12
E27	CNNHL_ENG_20030618_230303.36-E13
E29	CNNHL_ENG_20030618_230303.36-E14
E30	CNNHL_ENG_20030618_230303.36-E15
E31	CNNHL_ENG_20030618_230303.36-E16
E32	CNNHL_ENG_20030618_230303.36-E17
E1	CNNHL_ENG_20030618_230303.36-E18
E2	CNNHL_ENG_20030618_230303.36-E19
E4	CNNHL_ENG_20030618_230303.36-E20
E5	CNNHL_ENG_20030618_230303.36-E21
E7	CNNHL_ENG_20030618_230303.36-E22
E8	CNNHL_ENG_20030618_230303.36-E23
E9	CNNHL_ENG_20030618_230303.36-E24
E10	CNNHL_ENG_20030618_230303.36-E25
E11	CNNHL_ENG_20030618_230303.36-E26
E12	CNNHL_ENG_20030618_230303.36-E27
EM1	CNNHL_ENG_20030618_230303.36-E18-1
EM20	CNNHL_ENG_20030618_230303.36-E2-2
EM21	CNNHL_ENG_20030618_230303.36-E3-3
EM22	CNNHL_ENG_20030618_230303.36-E23-4
EM23	CNNHL_ENG_20030618_230303.36-E5-5
EM54	CNNHL_ENG_20030618_230303.36-E4-6
EM25	CNNHL_ENG_20030618_230303.36-E6-7
EM26	CNNHL_ENG_20030618_230303.36-E23-8
EM27	CNNHL_ENG_20030618_230303.36-E7-9
EM28	CNNHL_ENG_20030618_230303.36-E8-10
EM30	CNNHL_ENG_20030618_230303.36-E23-11
EM31	CNNHL_ENG_20030618_230303.36-E7-12
EM32	CNNHL_ENG_20030618_230303.36-E7-13
EM33	CNNHL_ENG_20030618_230303.36-E9-14
EM55	CNNHL_ENG_20030618_230303.36-E23-15
EM35	CNNHL_ENG_20030618_230303.36-E9-16
EM36	CNNHL_ENG_20030618_230303.36-E5-17
EM37	CNNHL_ENG_20030618_230303.36-E10-18
EM38	CNNHL_ENG_20030618_230303.36-E10-19
EM56	CNNHL_ENG_20030618_230303.36-E14-20
EM41	CNNHL_ENG_20030618_230303.36-E21-21
EM42	CNNHL_ENG_20030618_230303.36-E21-22
EM43	CNNHL_ENG_20030618_230303.36-E21-23
EM44	CNNHL_ENG_20030618_230303.36-E11-24
EM45	CNNHL_ENG_20030618_230303.36-E12-25
EM46	CNNHL_ENG_20030618_230303.36-E13-26
EM47	CNNHL_ENG_20030618_230303.36-E12-27
EM48	CNNHL_ENG_20030618_230303.36-E12-28
EM49	CNNHL_ENG_20030618_230303.36-E12-29
EM50	CNNHL_ENG_20030618_230303.36-E12-30
EM51	CNNHL_ENG_20030618_230303.36-E23-31
EM57	CNNHL_ENG_20030618_230303.36-E15-32
EM58	CNNHL_ENG_20030618_230303.36-E16-33
EM59	CNNHL_ENG_20030618_230303.36-E17-34
EM2	CNNHL_ENG_20030618_230303.36-E19-35
EM3	CNNHL_ENG_20030618_230303.36-E20-36
EM4	CNNHL_ENG_20030618_230303.36-E21-37
EM5	CNNHL_ENG_20030618_230303.36-E22-38
EM6	CNNHL_ENG_20030618_230303.36-E21-39
EM7	CNNHL_ENG_20030618_230303.36-E23-40
EM8	CNNHL_ENG_20030618_230303.36-E24-41
EM9	CNNHL_ENG_20030618_230303.36-E24-42
EM10	CNNHL_ENG_20030618_230303.36-E24-43
EM11	CNNHL_ENG_20030618_230303.36-E23-44
EM53	CNNHL_ENG_20030618_230303.36-E4-45
EM13	CNNHL_ENG_20030618_230303.36-E24-46
EM14	CNNHL_ENG_20030618_230303.36-E24-47
EM15	CNNHL_ENG_20030618_230303.36-E25-48
EM16	CNNHL_ENG_20030618_230303.36-E26-49
EM17	CNNHL_ENG_20030618_230303.36-E23-50
EM18	CNNHL_ENG_20030618_230303.36-E27-51
EM19	CNNHL_ENG_20030618_230303.36-E1-52
R1	CNNHL_ENG_20030618_230303.36-R1
R2	CNNHL_ENG_20030618_230303.36-R2
RM1	CNNHL_ENG_20030618_230303.36-R1-1
RM2	CNNHL_ENG_20030618_230303.36-R2-1
V1	CNNHL_ENG_20030618_230303.36-EV1
VM1	CNNHL_ENG_20030618_230303.36-EV1-1
Q1	CNNHL_ENG_20030618_230303.36-T1
Q2	CNNHL_ENG_20030618_230303.36-T2
Q3	CNNHL_ENG_20030618_230303.36-T3
Q4	CNNHL_ENG_20030618_230303.36-T4
Q5	CNNHL_ENG_20030618_230303.36-T5
