CE10	CNNHL_ENG_20030410_193626.13-CE1
CE11	CNNHL_ENG_20030410_193626.13-CE2
CE1	CNNHL_ENG_20030410_193626.13-CE3
CE2	CNNHL_ENG_20030410_193626.13-CE4
CE3	CNNHL_ENG_20030410_193626.13-CE5
CE4	CNNHL_ENG_20030410_193626.13-CE6
CE5	CNNHL_ENG_20030410_193626.13-CE7
CE6	CNNHL_ENG_20030410_193626.13-CE8
CE7	CNNHL_ENG_20030410_193626.13-CE9
CE8	CNNHL_ENG_20030410_193626.13-CE10
CE9	CNNHL_ENG_20030410_193626.13-CE11
E15	CNNHL_ENG_20030410_193626.13-E1
E16	CNNHL_ENG_20030410_193626.13-E2
E18	CNNHL_ENG_20030410_193626.13-E3
E1	CNNHL_ENG_20030410_193626.13-E4
E3	CNNHL_ENG_20030410_193626.13-E5
E4	CNNHL_ENG_20030410_193626.13-E6
E5	CNNHL_ENG_20030410_193626.13-E7
E6	CNNHL_ENG_20030410_193626.13-E8
E7	CNNHL_ENG_20030410_193626.13-E9
E8	CNNHL_ENG_20030410_193626.13-E10
E10	CNNHL_ENG_20030410_193626.13-E11
E11	CNNHL_ENG_20030410_193626.13-E12
E12	CNNHL_ENG_20030410_193626.13-E13
E13	CNNHL_ENG_20030410_193626.13-E14
EM1	CNNHL_ENG_20030410_193626.13-E4-1
EM19	CNNHL_ENG_20030410_193626.13-E7-2
EM20	CNNHL_ENG_20030410_193626.13-E10-3
EM21	CNNHL_ENG_20030410_193626.13-E1-4
EM22	CNNHL_ENG_20030410_193626.13-E7-5
EM23	CNNHL_ENG_20030410_193626.13-E7-6
EM24	CNNHL_ENG_20030410_193626.13-E7-7
EM25	CNNHL_ENG_20030410_193626.13-E7-8
EM26	CNNHL_ENG_20030410_193626.13-E2-9
EM27	CNNHL_ENG_20030410_193626.13-E10-10
EM28	CNNHL_ENG_20030410_193626.13-E3-11
EM2	CNNHL_ENG_20030410_193626.13-E5-12
EM3	CNNHL_ENG_20030410_193626.13-E6-13
EM4	CNNHL_ENG_20030410_193626.13-E6-14
EM6	CNNHL_ENG_20030410_193626.13-E7-15
EM7	CNNHL_ENG_20030410_193626.13-E8-16
EM8	CNNHL_ENG_20030410_193626.13-E9-17
EM10	CNNHL_ENG_20030410_193626.13-E8-18
EM11	CNNHL_ENG_20030410_193626.13-E9-19
EM12	CNNHL_ENG_20030410_193626.13-E11-20
EM13	CNNHL_ENG_20030410_193626.13-E7-21
EM14	CNNHL_ENG_20030410_193626.13-E7-22
EM15	CNNHL_ENG_20030410_193626.13-E12-23
EM16	CNNHL_ENG_20030410_193626.13-E13-24
EM17	CNNHL_ENG_20030410_193626.13-E14-25
R2	CNNHL_ENG_20030410_193626.13-R1
R3	CNNHL_ENG_20030410_193626.13-R2
R4	CNNHL_ENG_20030410_193626.13-R3
R5	CNNHL_ENG_20030410_193626.13-R4
R7	CNNHL_ENG_20030410_193626.13-R5
RM2	CNNHL_ENG_20030410_193626.13-R1-1
RM3	CNNHL_ENG_20030410_193626.13-R1-2
RM4	CNNHL_ENG_20030410_193626.13-R3-1
RM5	CNNHL_ENG_20030410_193626.13-R4-1
RM7	CNNHL_ENG_20030410_193626.13-R5-1
V1	CNNHL_ENG_20030410_193626.13-EV1
V3	CNNHL_ENG_20030410_193626.13-EV2
V4	CNNHL_ENG_20030410_193626.13-EV3
VM1	CNNHL_ENG_20030410_193626.13-EV1-1
VM2	CNNHL_ENG_20030410_193626.13-EV1-2
VM4	CNNHL_ENG_20030410_193626.13-EV2-1
VM5	CNNHL_ENG_20030410_193626.13-EV3-1
Q1	CNNHL_ENG_20030410_193626.13-T1
Q2	CNNHL_ENG_20030410_193626.13-T2
Q3	CNNHL_ENG_20030410_193626.13-T3
