CE1	CNNHL_ENG_20030611_133445.24-CE1
CE2	CNNHL_ENG_20030611_133445.24-CE2
CE3	CNNHL_ENG_20030611_133445.24-CE3
CE4	CNNHL_ENG_20030611_133445.24-CE4
CE5	CNNHL_ENG_20030611_133445.24-CE5
CE6	CNNHL_ENG_20030611_133445.24-CE6
CE7	CNNHL_ENG_20030611_133445.24-CE7
CE8	CNNHL_ENG_20030611_133445.24-CE8
CE9	CNNHL_ENG_20030611_133445.24-CE9
E1	CNNHL_ENG_20030611_133445.24-E1
E14	CNNHL_ENG_20030611_133445.24-E2
E2	CNNHL_ENG_20030611_133445.24-E3
E5	CNNHL_ENG_20030611_133445.24-E4
E7	CNNHL_ENG_20030611_133445.24-E5
E8	CNNHL_ENG_20030611_133445.24-E6
E9	CNNHL_ENG_20030611_133445.24-E7
E10	CNNHL_ENG_20030611_133445.24-E8
E12	CNNHL_ENG_20030611_133445.24-E9
E13	CNNHL_ENG_20030611_133445.24-E10
EM16	CNNHL_ENG_20030611_133445.24-E2-1
EM3	CNNHL_ENG_20030611_133445.24-E4-2
EM4	CNNHL_ENG_20030611_133445.24-E5-3
EM7	CNNHL_ENG_20030611_133445.24-E1-4
EM8	CNNHL_ENG_20030611_133445.24-E6-5
EM9	CNNHL_ENG_20030611_133445.24-E7-6
EM10	CNNHL_ENG_20030611_133445.24-E8-7
EM11	CNNHL_ENG_20030611_133445.24-E6-8
EM12	CNNHL_ENG_20030611_133445.24-E6-9
EM13	CNNHL_ENG_20030611_133445.24-E3-10
EM14	CNNHL_ENG_20030611_133445.24-E9-11
EM15	CNNHL_ENG_20030611_133445.24-E10-12
R3	CNNHL_ENG_20030611_133445.24-R1
R4	CNNHL_ENG_20030611_133445.24-R2
R5	CNNHL_ENG_20030611_133445.24-R3
RM3	CNNHL_ENG_20030611_133445.24-R1-1
RM4	CNNHL_ENG_20030611_133445.24-R2-1
RM5	CNNHL_ENG_20030611_133445.24-R3-1
V1	CNNHL_ENG_20030611_133445.24-EV1
V2	CNNHL_ENG_20030611_133445.24-EV2
V3	CNNHL_ENG_20030611_133445.24-EV3
VM1	CNNHL_ENG_20030611_133445.24-EV1-1
VM2	CNNHL_ENG_20030611_133445.24-EV2-1
VM4	CNNHL_ENG_20030611_133445.24-EV3-1
Q4	CNNHL_ENG_20030611_133445.24-V1
Q6	CNNHL_ENG_20030611_133445.24-T1
Q7	CNNHL_ENG_20030611_133445.24-T2
Q1	CNNHL_ENG_20030611_133445.24-T3
Q2	CNNHL_ENG_20030611_133445.24-T4
Q3	CNNHL_ENG_20030611_133445.24-T5
QM4	CNNHL_ENG_20030611_133445.24-V1-1
