CE1	CNNHL_ENG_20030603_230307.3-CE1
CE2	CNNHL_ENG_20030603_230307.3-CE2
CE3	CNNHL_ENG_20030603_230307.3-CE3
CE4	CNNHL_ENG_20030603_230307.3-CE4
CE5	CNNHL_ENG_20030603_230307.3-CE5
CE6	CNNHL_ENG_20030603_230307.3-CE6
CE7	CNNHL_ENG_20030603_230307.3-CE7
CE8	CNNHL_ENG_20030603_230307.3-CE8
CE9	CNNHL_ENG_20030603_230307.3-CE9
CE10	CNNHL_ENG_20030603_230307.3-CE10
CE11	CNNHL_ENG_20030603_230307.3-CE11
E1	CNNHL_ENG_20030603_230307.3-E1
E2	CNNHL_ENG_20030603_230307.3-E2
E3	CNNHL_ENG_20030603_230307.3-E3
E4	CNNHL_ENG_20030603_230307.3-E4
E5	CNNHL_ENG_20030603_230307.3-E5
E7	CNNHL_ENG_20030603_230307.3-E6
E8	CNNHL_ENG_20030603_230307.3-E7
E9	CNNHL_ENG_20030603_230307.3-E8
E11	CNNHL_ENG_20030603_230307.3-E9
E12	CNNHL_ENG_20030603_230307.3-E10
E14	CNNHL_ENG_20030603_230307.3-E11
EM1	CNNHL_ENG_20030603_230307.3-E1-1
EM18	CNNHL_ENG_20030603_230307.3-E4-2
EM19	CNNHL_ENG_20030603_230307.3-E4-3
EM20	CNNHL_ENG_20030603_230307.3-E4-4
EM21	CNNHL_ENG_20030603_230307.3-E4-5
EM2	CNNHL_ENG_20030603_230307.3-E2-6
EM3	CNNHL_ENG_20030603_230307.3-E3-7
EM4	CNNHL_ENG_20030603_230307.3-E4-8
EM5	CNNHL_ENG_20030603_230307.3-E4-9
EM6	CNNHL_ENG_20030603_230307.3-E4-10
EM7	CNNHL_ENG_20030603_230307.3-E5-11
EM8	CNNHL_ENG_20030603_230307.3-E6-12
EM9	CNNHL_ENG_20030603_230307.3-E7-13
EM10	CNNHL_ENG_20030603_230307.3-E4-14
EM11	CNNHL_ENG_20030603_230307.3-E8-15
EM12	CNNHL_ENG_20030603_230307.3-E4-16
EM13	CNNHL_ENG_20030603_230307.3-E9-17
EM14	CNNHL_ENG_20030603_230307.3-E10-18
EM15	CNNHL_ENG_20030603_230307.3-E11-19
EM16	CNNHL_ENG_20030603_230307.3-E4-20
EM17	CNNHL_ENG_20030603_230307.3-E10-21
R1	CNNHL_ENG_20030603_230307.3-R1
R2	CNNHL_ENG_20030603_230307.3-R2
R3	CNNHL_ENG_20030603_230307.3-R3
RM1	CNNHL_ENG_20030603_230307.3-R1-1
RM2	CNNHL_ENG_20030603_230307.3-R2-1
RM3	CNNHL_ENG_20030603_230307.3-R3-1
V2	CNNHL_ENG_20030603_230307.3-EV1
V4	CNNHL_ENG_20030603_230307.3-EV2
VM2	CNNHL_ENG_20030603_230307.3-EV1-1
VM4	CNNHL_ENG_20030603_230307.3-EV2-1
Q1	CNNHL_ENG_20030603_230307.3-T1
Q2	CNNHL_ENG_20030603_230307.3-T2
Q3	CNNHL_ENG_20030603_230307.3-T3
Q4	CNNHL_ENG_20030603_230307.3-V1
Q5	CNNHL_ENG_20030603_230307.3-T4
Q6	CNNHL_ENG_20030603_230307.3-T5
Q7	CNNHL_ENG_20030603_230307.3-T6
Q8	CNNHL_ENG_20030603_230307.3-T7
QM4	CNNHL_ENG_20030603_230307.3-V1-1
