CE1	CNNHL_ENG_20030616_193150.45-CE1
CE2	CNNHL_ENG_20030616_193150.45-CE2
CE3	CNNHL_ENG_20030616_193150.45-CE3
CE4	CNNHL_ENG_20030616_193150.45-CE4
CE5	CNNHL_ENG_20030616_193150.45-CE5
CE6	CNNHL_ENG_20030616_193150.45-CE6
CE7	CNNHL_ENG_20030616_193150.45-CE7
E1	CNNHL_ENG_20030616_193150.45-E1
E2	CNNHL_ENG_20030616_193150.45-E2
E3	CNNHL_ENG_20030616_193150.45-E3
E4	CNNHL_ENG_20030616_193150.45-E4
E6	CNNHL_ENG_20030616_193150.45-E5
E7	CNNHL_ENG_20030616_193150.45-E6
E8	CNNHL_ENG_20030616_193150.45-E7
E9	CNNHL_ENG_20030616_193150.45-E8
EM1	CNNHL_ENG_20030616_193150.45-E1-1
EM2	CNNHL_ENG_20030616_193150.45-E3-2
EM3	CNNHL_ENG_20030616_193150.45-E4-3
EM4	CNNHL_ENG_20030616_193150.45-E5-4
EM5	CNNHL_ENG_20030616_193150.45-E2-5
EM6	CNNHL_ENG_20030616_193150.45-E6-6
EM7	CNNHL_ENG_20030616_193150.45-E7-7
EM8	CNNHL_ENG_20030616_193150.45-E8-8
EM9	CNNHL_ENG_20030616_193150.45-E1-9
EM10	CNNHL_ENG_20030616_193150.45-E2-10
R1	CNNHL_ENG_20030616_193150.45-R1
RM1	CNNHL_ENG_20030616_193150.45-R1-1
V1	CNNHL_ENG_20030616_193150.45-EV1
V2	CNNHL_ENG_20030616_193150.45-EV2
VM1	CNNHL_ENG_20030616_193150.45-EV1-1
VM2	CNNHL_ENG_20030616_193150.45-EV2-1
Q1	CNNHL_ENG_20030616_193150.45-T1
Q2	CNNHL_ENG_20030616_193150.45-T2
