CE11	CNNHL_ENG_20030624_230338.34-CE1
CE13	CNNHL_ENG_20030624_230338.34-CE2
CE14	CNNHL_ENG_20030624_230338.34-CE3
CE15	CNNHL_ENG_20030624_230338.34-CE4
CE16	CNNHL_ENG_20030624_230338.34-CE5
CE17	CNNHL_ENG_20030624_230338.34-CE6
CE18	CNNHL_ENG_20030624_230338.34-CE7
CE20	CNNHL_ENG_20030624_230338.34-CE8
CE21	CNNHL_ENG_20030624_230338.34-CE9
CE22	CNNHL_ENG_20030624_230338.34-CE10
CE24	CNNHL_ENG_20030624_230338.34-CE11
CE1	CNNHL_ENG_20030624_230338.34-CE12
CE2	CNNHL_ENG_20030624_230338.34-CE13
CE3	CNNHL_ENG_20030624_230338.34-CE14
CE4	CNNHL_ENG_20030624_230338.34-CE15
CE5	CNNHL_ENG_20030624_230338.34-CE16
CE6	CNNHL_ENG_20030624_230338.34-CE17
CE7	CNNHL_ENG_20030624_230338.34-CE18
CE8	CNNHL_ENG_20030624_230338.34-CE19
CE9	CNNHL_ENG_20030624_230338.34-CE20
CE10	CNNHL_ENG_20030624_230338.34-CE21
E12	CNNHL_ENG_20030624_230338.34-E1
E14	CNNHL_ENG_20030624_230338.34-E2
E15	CNNHL_ENG_20030624_230338.34-E3
E16	CNNHL_ENG_20030624_230338.34-E4
E17	CNNHL_ENG_20030624_230338.34-E5
E18	CNNHL_ENG_20030624_230338.34-E6
E19	CNNHL_ENG_20030624_230338.34-E7
E20	CNNHL_ENG_20030624_230338.34-E8
E21	CNNHL_ENG_20030624_230338.34-E9
E23	CNNHL_ENG_20030624_230338.34-E10
E24	CNNHL_ENG_20030624_230338.34-E11
E25	CNNHL_ENG_20030624_230338.34-E12
E27	CNNHL_ENG_20030624_230338.34-E13
E1	CNNHL_ENG_20030624_230338.34-E14
E28	CNNHL_ENG_20030624_230338.34-E15
E2	CNNHL_ENG_20030624_230338.34-E16
E3	CNNHL_ENG_20030624_230338.34-E17
E4	CNNHL_ENG_20030624_230338.34-E18
E5	CNNHL_ENG_20030624_230338.34-E19
E6	CNNHL_ENG_20030624_230338.34-E20
E7	CNNHL_ENG_20030624_230338.34-E21
E8	CNNHL_ENG_20030624_230338.34-E22
E10	CNNHL_ENG_20030624_230338.34-E23
E11	CNNHL_ENG_20030624_230338.34-E24
EM19	CNNHL_ENG_20030624_230338.34-E24-1
EM20	CNNHL_ENG_20030624_230338.34-E24-2
EM21	CNNHL_ENG_20030624_230338.34-E1-3
EM22	CNNHL_ENG_20030624_230338.34-E24-4
EM23	CNNHL_ENG_20030624_230338.34-E17-5
EM24	CNNHL_ENG_20030624_230338.34-E17-6
EM25	CNNHL_ENG_20030624_230338.34-E14-7
EM27	CNNHL_ENG_20030624_230338.34-E17-8
EM28	CNNHL_ENG_20030624_230338.34-E2-9
EM29	CNNHL_ENG_20030624_230338.34-E14-10
EM30	CNNHL_ENG_20030624_230338.34-E14-11
EM31	CNNHL_ENG_20030624_230338.34-E17-12
EM32	CNNHL_ENG_20030624_230338.34-E3-13
EM33	CNNHL_ENG_20030624_230338.34-E4-14
EM34	CNNHL_ENG_20030624_230338.34-E3-15
EM35	CNNHL_ENG_20030624_230338.34-E14-16
EM36	CNNHL_ENG_20030624_230338.34-E3-17
EM37	CNNHL_ENG_20030624_230338.34-E3-18
