CE12	CNN_ENG_20030416_190806.4-CE1
CE2	CNN_ENG_20030416_190806.4-CE2
CE4	CNN_ENG_20030416_190806.4-CE3
CE5	CNN_ENG_20030416_190806.4-CE4
CE6	CNN_ENG_20030416_190806.4-CE5
CE7	CNN_ENG_20030416_190806.4-CE6
CE8	CNN_ENG_20030416_190806.4-CE7
CE9	CNN_ENG_20030416_190806.4-CE8
CE10	CNN_ENG_20030416_190806.4-CE9
E2	CNN_ENG_20030416_190806.4-E1
E4	CNN_ENG_20030416_190806.4-E2
E5	CNN_ENG_20030416_190806.4-E3
E6	CNN_ENG_20030416_190806.4-E4
E7	CNN_ENG_20030416_190806.4-E5
E8	CNN_ENG_20030416_190806.4-E6
E9	CNN_ENG_20030416_190806.4-E7
E10	CNN_ENG_20030416_190806.4-E8
E12	CNN_ENG_20030416_190806.4-E9
EM2	CNN_ENG_20030416_190806.4-E1-1
EM4	CNN_ENG_20030416_190806.4-E2-2
EM5	CNN_ENG_20030416_190806.4-E3-3
EM6	CNN_ENG_20030416_190806.4-E4-4
EM7	CNN_ENG_20030416_190806.4-E2-5
EM8	CNN_ENG_20030416_190806.4-E3-6
EM9	CNN_ENG_20030416_190806.4-E3-7
EM10	CNN_ENG_20030416_190806.4-E3-8
EM11	CNN_ENG_20030416_190806.4-E3-9
EM12	CNN_ENG_20030416_190806.4-E3-10
EM13	CNN_ENG_20030416_190806.4-E5-11
EM14	CNN_ENG_20030416_190806.4-E6-12
EM15	CNN_ENG_20030416_190806.4-E6-13
EM16	CNN_ENG_20030416_190806.4-E7-14
EM17	CNN_ENG_20030416_190806.4-E8-15
EM20	CNN_ENG_20030416_190806.4-E9-16
R1	CNN_ENG_20030416_190806.4-R1
R2	CNN_ENG_20030416_190806.4-R2
R3	CNN_ENG_20030416_190806.4-R3
RM1	CNN_ENG_20030416_190806.4-R1-1
RM2	CNN_ENG_20030416_190806.4-R2-1
RM3	CNN_ENG_20030416_190806.4-R3-1
V1	CNN_ENG_20030416_190806.4-EV1
V2	CNN_ENG_20030416_190806.4-EV2
VM1	CNN_ENG_20030416_190806.4-EV1-1
VM2	CNN_ENG_20030416_190806.4-EV2-1
Q1	CNN_ENG_20030416_190806.4-T1
Q2	CNN_ENG_20030416_190806.4-V1
Q3	CNN_ENG_20030416_190806.4-T2
QM2	CNN_ENG_20030416_190806.4-V1-1
