CE1	CNN_ENG_20030524_143511.4-CE1
CE2	CNN_ENG_20030524_143511.4-CE2
CE3	CNN_ENG_20030524_143511.4-CE3
CE4	CNN_ENG_20030524_143511.4-CE4
CE5	CNN_ENG_20030524_143511.4-CE5
CE6	CNN_ENG_20030524_143511.4-CE6
CE7	CNN_ENG_20030524_143511.4-CE7
CE8	CNN_ENG_20030524_143511.4-CE8
CE9	CNN_ENG_20030524_143511.4-CE9
E1	CNN_ENG_20030524_143511.4-E1
E2	CNN_ENG_20030524_143511.4-E2
E3	CNN_ENG_20030524_143511.4-E3
E4	CNN_ENG_20030524_143511.4-E4
E5	CNN_ENG_20030524_143511.4-E5
E6	CNN_ENG_20030524_143511.4-E6
E7	CNN_ENG_20030524_143511.4-E7
E8	CNN_ENG_20030524_143511.4-E8
E9	CNN_ENG_20030524_143511.4-E9
E10	CNN_ENG_20030524_143511.4-E10
E11	CNN_ENG_20030524_143511.4-E11
EM1	CNN_ENG_20030524_143511.4-E1-1
EM2	CNN_ENG_20030524_143511.4-E2-2
EM3	CNN_ENG_20030524_143511.4-E3-3
EM4	CNN_ENG_20030524_143511.4-E4-4
EM5	CNN_ENG_20030524_143511.4-E5-5
EM6	CNN_ENG_20030524_143511.4-E6-6
EM7	CNN_ENG_20030524_143511.4-E7-7
EM8	CNN_ENG_20030524_143511.4-E8-8
EM9	CNN_ENG_20030524_143511.4-E9-9
EM10	CNN_ENG_20030524_143511.4-E10-10
EM11	CNN_ENG_20030524_143511.4-E11-11
R3	CNN_ENG_20030524_143511.4-R1
R1	CNN_ENG_20030524_143511.4-R2
R2	CNN_ENG_20030524_143511.4-R3
RM1	CNN_ENG_20030524_143511.4-R2-1
RM2	CNN_ENG_20030524_143511.4-R3-1
RM3	CNN_ENG_20030524_143511.4-R1-1
V1	CNN_ENG_20030524_143511.4-EV1
VM1	CNN_ENG_20030524_143511.4-EV1-1
VM2	CNN_ENG_20030524_143511.4-EV1-2
Q1	CNN_ENG_20030524_143511.4-T1
Q2	CNN_ENG_20030524_143511.4-T2
Q3	CNN_ENG_20030524_143511.4-T3
Q4	CNN_ENG_20030524_143511.4-T4
