CE51	CNN_IP_20030329.1600.00-3-CE1
CE52	CNN_IP_20030329.1600.00-3-CE2
CE16	CNN_IP_20030329.1600.00-3-CE3
CE17	CNN_IP_20030329.1600.00-3-CE4
CE18	CNN_IP_20030329.1600.00-3-CE5
CE19	CNN_IP_20030329.1600.00-3-CE6
CE20	CNN_IP_20030329.1600.00-3-CE7
CE21	CNN_IP_20030329.1600.00-3-CE8
CE22	CNN_IP_20030329.1600.00-3-CE9
CE24	CNN_IP_20030329.1600.00-3-CE10
CE26	CNN_IP_20030329.1600.00-3-CE11
CE27	CNN_IP_20030329.1600.00-3-CE12
CE54	CNN_IP_20030329.1600.00-3-CE13
CE28	CNN_IP_20030329.1600.00-3-CE14
CE29	CNN_IP_20030329.1600.00-3-CE15
CE30	CNN_IP_20030329.1600.00-3-CE16
CE31	CNN_IP_20030329.1600.00-3-CE17
CE2	CNN_IP_20030329.1600.00-3-CE18
CE32	CNN_IP_20030329.1600.00-3-CE19
CE33	CNN_IP_20030329.1600.00-3-CE20
CE34	CNN_IP_20030329.1600.00-3-CE21
CE35	CNN_IP_20030329.1600.00-3-CE22
CE1	CNN_IP_20030329.1600.00-3-CE23
CE37	CNN_IP_20030329.1600.00-3-CE24
CE4	CNN_IP_20030329.1600.00-3-CE25
CE38	CNN_IP_20030329.1600.00-3-CE26
CE39	CNN_IP_20030329.1600.00-3-CE27
CE40	CNN_IP_20030329.1600.00-3-CE28
CE41	CNN_IP_20030329.1600.00-3-CE29
CE43	CNN_IP_20030329.1600.00-3-CE30
CE44	CNN_IP_20030329.1600.00-3-CE31
CE45	CNN_IP_20030329.1600.00-3-CE32
CE46	CNN_IP_20030329.1600.00-3-CE33
CE47	CNN_IP_20030329.1600.00-3-CE34
CE49	CNN_IP_20030329.1600.00-3-CE35
CE58	CNN_IP_20030329.1600.00-3-CE36
CE60	CNN_IP_20030329.1600.00-3-CE37
CE61	CNN_IP_20030329.1600.00-3-CE38
CE5	CNN_IP_20030329.1600.00-3-CE39
CE8	CNN_IP_20030329.1600.00-3-CE40
CE9	CNN_IP_20030329.1600.00-3-CE41
CE11	CNN_IP_20030329.1600.00-3-CE42
CE36	CNN_IP_20030329.1600.00-3-CE43
CE42	CNN_IP_20030329.1600.00-3-CE44
CE48	CNN_IP_20030329.1600.00-3-CE45
CE53	CNN_IP_20030329.1600.00-3-CE46
CE55	CNN_IP_20030329.1600.00-3-CE47
CE56	CNN_IP_20030329.1600.00-3-CE48
CE57	CNN_IP_20030329.1600.00-3-CE49
CE59	CNN_IP_20030329.1600.00-3-CE50
CE23	CNN_IP_20030329.1600.00-3-CE51
CE25	CNN_IP_20030329.1600.00-3-CE52
CE6	CNN_IP_20030329.1600.00-3-CE53
CE7	CNN_IP_20030329.1600.00-3-CE54
CE10	CNN_IP_20030329.1600.00-3-CE55
CE12	CNN_IP_20030329.1600.00-3-CE56
CE13	CNN_IP_20030329.1600.00-3-CE57
CE14	CNN_IP_20030329.1600.00-3-CE58
CE15	CNN_IP_20030329.1600.00-3-CE59
CE50	CNN_IP_20030329.1600.00-3-CE60
CE3	CNN_IP_20030329.1600.00-3-CE61
E73	CNN_IP_20030329.1600.00-3-E1
E20	CNN_IP_20030329.1600.00-3-E2
E22	CNN_IP_20030329.1600.00-3-E3
E23	CNN_IP_20030329.1600.00-3-E4
E74	CNN_IP_20030329.1600.00-3-E5
E25	CNN_IP_20030329.1600.00-3-E6
E26	CNN_IP_20030329.1600.00-3-E7
E27	CNN_IP_20030329.1600.00-3-E8
E28	CNN_IP_20030329.1600.00-3-E9
E30	CNN_IP_20030329.1600.00-3-E10
E31	CNN_IP_20030329.1600.00-3-E11
E32	CNN_IP_20030329.1600.00-3-E12
