CE17	CNN_IP_20030402.1600.02-2-CE1
CE19	CNN_IP_20030402.1600.02-2-CE2
CE20	CNN_IP_20030402.1600.02-2-CE3
CE21	CNN_IP_20030402.1600.02-2-CE4
CE36	CNN_IP_20030402.1600.02-2-CE5
CE22	CNN_IP_20030402.1600.02-2-CE6
CE23	CNN_IP_20030402.1600.02-2-CE7
CE2	CNN_IP_20030402.1600.02-2-CE8
CE24	CNN_IP_20030402.1600.02-2-CE9
CE25	CNN_IP_20030402.1600.02-2-CE10
CE26	CNN_IP_20030402.1600.02-2-CE11
CE27	CNN_IP_20030402.1600.02-2-CE12
CE28	CNN_IP_20030402.1600.02-2-CE13
CE29	CNN_IP_20030402.1600.02-2-CE14
CE30	CNN_IP_20030402.1600.02-2-CE15
CE31	CNN_IP_20030402.1600.02-2-CE16
CE32	CNN_IP_20030402.1600.02-2-CE17
CE33	CNN_IP_20030402.1600.02-2-CE18
CE3	CNN_IP_20030402.1600.02-2-CE19
CE34	CNN_IP_20030402.1600.02-2-CE20
CE18	CNN_IP_20030402.1600.02-2-CE21
CE5	CNN_IP_20030402.1600.02-2-CE22
CE37	CNN_IP_20030402.1600.02-2-CE23
CE38	CNN_IP_20030402.1600.02-2-CE24
CE39	CNN_IP_20030402.1600.02-2-CE25
CE40	CNN_IP_20030402.1600.02-2-CE26
CE41	CNN_IP_20030402.1600.02-2-CE27
CE42	CNN_IP_20030402.1600.02-2-CE28
CE43	CNN_IP_20030402.1600.02-2-CE29
CE44	CNN_IP_20030402.1600.02-2-CE30
CE45	CNN_IP_20030402.1600.02-2-CE31
CE46	CNN_IP_20030402.1600.02-2-CE32
CE47	CNN_IP_20030402.1600.02-2-CE33
CE48	CNN_IP_20030402.1600.02-2-CE34
CE49	CNN_IP_20030402.1600.02-2-CE35
CE1	CNN_IP_20030402.1600.02-2-CE36
CE50	CNN_IP_20030402.1600.02-2-CE37
CE51	CNN_IP_20030402.1600.02-2-CE38
CE52	CNN_IP_20030402.1600.02-2-CE39
CE53	CNN_IP_20030402.1600.02-2-CE40
CE54	CNN_IP_20030402.1600.02-2-CE41
CE55	CNN_IP_20030402.1600.02-2-CE42
CE56	CNN_IP_20030402.1600.02-2-CE43
CE57	CNN_IP_20030402.1600.02-2-CE44
CE58	CNN_IP_20030402.1600.02-2-CE45
CE59	CNN_IP_20030402.1600.02-2-CE46
CE60	CNN_IP_20030402.1600.02-2-CE47
CE61	CNN_IP_20030402.1600.02-2-CE48
CE62	CNN_IP_20030402.1600.02-2-CE49
CE63	CNN_IP_20030402.1600.02-2-CE50
CE65	CNN_IP_20030402.1600.02-2-CE51
CE66	CNN_IP_20030402.1600.02-2-CE52
CE67	CNN_IP_20030402.1600.02-2-CE53
CE68	CNN_IP_20030402.1600.02-2-CE54
CE69	CNN_IP_20030402.1600.02-2-CE55
CE4	CNN_IP_20030402.1600.02-2-CE56
CE64	CNN_IP_20030402.1600.02-2-CE57
CE6	CNN_IP_20030402.1600.02-2-CE58
CE35	CNN_IP_20030402.1600.02-2-CE59
CE7	CNN_IP_20030402.1600.02-2-CE60
CE8	CNN_IP_20030402.1600.02-2-CE61
CE10	CNN_IP_20030402.1600.02-2-CE62
CE9	CNN_IP_20030402.1600.02-2-CE63
CE11	CNN_IP_20030402.1600.02-2-CE64
CE12	CNN_IP_20030402.1600.02-2-CE65
CE13	CNN_IP_20030402.1600.02-2-CE66
CE14	CNN_IP_20030402.1600.02-2-CE67
CE15	CNN_IP_20030402.1600.02-2-CE68
CE16	CNN_IP_20030402.1600.02-2-CE69
E15	CNN_IP_20030402.1600.02-2-E1
E16	CNN_IP_20030402.1600.02-2-E2
E17	CNN_IP_20030402.1600.02-2-E3
E18	CNN_IP_20030402.1600.02-2-E4
E19	CNN_IP_20030402.1600.02-2-E5
E113	CNN_IP_20030402.1600.02-2-E6
E21	CNN_IP_20030402.1600.02-2-E7
E22	CNN_IP_20030402.1600.02-2-E8
E24	CNN_IP_20030402.1600.02-2-E9
E25	CNN_IP_20030402.1600.02-2-E10
E26	CNN_IP_20030402.1600.02-2-E11
E27	CNN_IP_20030402.1600.02-2-E12
E29	CNN_IP_20030402.1600.02-2-E13
E32	CNN_IP_20030402.1600.02-2-E14
E33	CNN_IP_20030402.1600.02-2-E15
E34	CNN_IP_20030402.1600.02-2-E16
E35	CNN_IP_20030402.1600.02-2-E17
E36	CNN_IP_20030402.1600.02-2-E18
E37	CNN_IP_20030402.1600.02-2-E19
E38	CNN_IP_20030402.1600.02-2-E20
E1	CNN_IP_20030402.1600.02-2-E21
E39	CNN_IP_20030402.1600.02-2-E22
E40	CNN_IP_20030402.1600.02-2-E23
E41	CNN_IP_20030402.1600.02-2-E24
E42	CNN_IP_20030402.1600.02-2-E25
E44	CNN_IP_20030402.1600.02-2-E26
E45	CNN_IP_20030402.1600.02-2-E27
E46	CNN_IP_20030402.1600.02-2-E28
E49	CNN_IP_20030402.1600.02-2-E29
E50	CNN_IP_20030402.1600.02-2-E30
E51	CNN_IP_20030402.1600.02-2-E31
E52	CNN_IP_20030402.1600.02-2-E32
E53	CNN_IP_20030402.1600.02-2-E33
E54	CNN_IP_20030402.1600.02-2-E34
E57	CNN_IP_20030402.1600.02-2-E35
E58	CNN_IP_20030402.1600.02-2-E36
E59	CNN_IP_20030402.1600.02-2-E37
E61	CNN_IP_20030402.1600.02-2-E38
E62	CNN_IP_20030402.1600.02-2-E39
E64	CNN_IP_20030402.1600.02-2-E40
E65	CNN_IP_20030402.1600.02-2-E41
E66	CNN_IP_20030402.1600.02-2-E42
E68	CNN_IP_20030402.1600.02-2-E43
E69	CNN_IP_20030402.1600.02-2-E44
E70	CNN_IP_20030402.1600.02-2-E45
E71	CNN_IP_20030402.1600.02-2-E46
E111	CNN_IP_20030402.1600.02-2-E47
E75	CNN_IP_20030402.1600.02-2-E48
E76	CNN_IP_20030402.1600.02-2-E49
E77	CNN_IP_20030402.1600.02-2-E50
E78	CNN_IP_20030402.1600.02-2-E51
E79	CNN_IP_20030402.1600.02-2-E52
E82	CNN_IP_20030402.1600.02-2-E53
E83	CNN_IP_20030402.1600.02-2-E54
E84	CNN_IP_20030402.1600.02-2-E55
E85	CNN_IP_20030402.1600.02-2-E56
E86	CNN_IP_20030402.1600.02-2-E57
E87	CNN_IP_20030402.1600.02-2-E58
E88	CNN_IP_20030402.1600.02-2-E59
E89	CNN_IP_20030402.1600.02-2-E60
E90	CNN_IP_20030402.1600.02-2-E61
E91	CNN_IP_20030402.1600.02-2-E62
E93	CNN_IP_20030402.1600.02-2-E63
E95	CNN_IP_20030402.1600.02-2-E64
E96	CNN_IP_20030402.1600.02-2-E65
E97	CNN_IP_20030402.1600.02-2-E66
E98	CNN_IP_20030402.1600.02-2-E67
E100	CNN_IP_20030402.1600.02-2-E68
E101	CNN_IP_20030402.1600.02-2-E69
E104	CNN_IP_20030402.1600.02-2-E70
E105	CNN_IP_20030402.1600.02-2-E71
E106	CNN_IP_20030402.1600.02-2-E72
E107	CNN_IP_20030402.1600.02-2-E73
E109	CNN_IP_20030402.1600.02-2-E74
E118	CNN_IP_20030402.1600.02-2-E75
E4	CNN_IP_20030402.1600.02-2-E76
E112	CNN_IP_20030402.1600.02-2-E77
E5	CNN_IP_20030402.1600.02-2-E78
E120	CNN_IP_20030402.1600.02-2-E79
E6	CNN_IP_20030402.1600.02-2-E80
E7	CNN_IP_20030402.1600.02-2-E81
E8	CNN_IP_20030402.1600.02-2-E82
E9	CNN_IP_20030402.1600.02-2-E83
E10	CNN_IP_20030402.1600.02-2-E84
E11	CNN_IP_20030402.1600.02-2-E85
E12	CNN_IP_20030402.1600.02-2-E86
E13	CNN_IP_20030402.1600.02-2-E87
E14	CNN_IP_20030402.1600.02-2-E88
EM1	CNN_IP_20030402.1600.02-2-E21-1
EM17	CNN_IP_20030402.1600.02-2-E84-2
EM16	CNN_IP_20030402.1600.02-2-E84-3
EM19	CNN_IP_20030402.1600.02-2-E1-4
EM21	CNN_IP_20030402.1600.02-2-E83-5
EM22	CNN_IP_20030402.1600.02-2-E2-6
EM23	CNN_IP_20030402.1600.02-2-E3-7
EM24	CNN_IP_20030402.1600.02-2-E4-8
EM25	CNN_IP_20030402.1600.02-2-E5-9
EM26	CNN_IP_20030402.1600.02-2-E81-10
EM27	CNN_IP_20030402.1600.02-2-E4-11
EM28	CNN_IP_20030402.1600.02-2-E7-12
EM29	CNN_IP_20030402.1600.02-2-E8-13
EM30	CNN_IP_20030402.1600.02-2-E9-14
EM31	CNN_IP_20030402.1600.02-2-E10-15
EM32	CNN_IP_20030402.1600.02-2-E11-16
EM33	CNN_IP_20030402.1600.02-2-E83-17
EM34	CNN_IP_20030402.1600.02-2-E1-18
EM36	CNN_IP_20030402.1600.02-2-E12-19
EM37	CNN_IP_20030402.1600.02-2-E83-20
EM38	CNN_IP_20030402.1600.02-2-E13-21
EM39	CNN_IP_20030402.1600.02-2-E84-22
EM40	CNN_IP_20030402.1600.02-2-E13-23
EM41	CNN_IP_20030402.1600.02-2-E14-24
EM42	CNN_IP_20030402.1600.02-2-E15-25
EM43	CNN_IP_20030402.1600.02-2-E16-26
EM44	CNN_IP_20030402.1600.02-2-E1-27
EM45	CNN_IP_20030402.1600.02-2-E13-28
EM46	CNN_IP_20030402.1600.02-2-E17-29
EM47	CNN_IP_20030402.1600.02-2-E13-30
EM48	CNN_IP_20030402.1600.02-2-E17-31
EM49	CNN_IP_20030402.1600.02-2-E18-32
EM50	CNN_IP_20030402.1600.02-2-E19-33
EM51	CNN_IP_20030402.1600.02-2-E20-34
EM52	CNN_IP_20030402.1600.02-2-E84-35
EM54	CNN_IP_20030402.1600.02-2-E22-36
EM56	CNN_IP_20030402.1600.02-2-E16-37
EM57	CNN_IP_20030402.1600.02-2-E13-38
EM58	CNN_IP_20030402.1600.02-2-E13-39
EM59	CNN_IP_20030402.1600.02-2-E23-40
EM60	CNN_IP_20030402.1600.02-2-E17-41
EM61	CNN_IP_20030402.1600.02-2-E17-42
EM62	CNN_IP_20030402.1600.02-2-E84-43
EM63	CNN_IP_20030402.1600.02-2-E17-44
EM64	CNN_IP_20030402.1600.02-2-E24-45
EM65	CNN_IP_20030402.1600.02-2-E13-46
EM66	CNN_IP_20030402.1600.02-2-E18-47
EM67	CNN_IP_20030402.1600.02-2-E25-48
EM69	CNN_IP_20030402.1600.02-2-E25-49
EM70	CNN_IP_20030402.1600.02-2-E13-50
EM71	CNN_IP_20030402.1600.02-2-E25-51
EM68	CNN_IP_20030402.1600.02-2-E26-52
EM72	CNN_IP_20030402.1600.02-2-E18-53
EM73	CNN_IP_20030402.1600.02-2-E17-54
EM74	CNN_IP_20030402.1600.02-2-E27-55
EM75	CNN_IP_20030402.1600.02-2-E28-56
