CE10	CNN_CF_20030305.1900.00-2-CE1
CE11	CNN_CF_20030305.1900.00-2-CE2
CE12	CNN_CF_20030305.1900.00-2-CE3
CE13	CNN_CF_20030305.1900.00-2-CE4
CE14	CNN_CF_20030305.1900.00-2-CE5
CE15	CNN_CF_20030305.1900.00-2-CE6
CE16	CNN_CF_20030305.1900.00-2-CE7
CE17	CNN_CF_20030305.1900.00-2-CE8
CE18	CNN_CF_20030305.1900.00-2-CE9
CE19	CNN_CF_20030305.1900.00-2-CE10
CE20	CNN_CF_20030305.1900.00-2-CE11
CE21	CNN_CF_20030305.1900.00-2-CE12
CE1	CNN_CF_20030305.1900.00-2-CE13
CE3	CNN_CF_20030305.1900.00-2-CE14
CE2	CNN_CF_20030305.1900.00-2-CE15
CE4	CNN_CF_20030305.1900.00-2-CE16
CE5	CNN_CF_20030305.1900.00-2-CE17
CE6	CNN_CF_20030305.1900.00-2-CE18
CE7	CNN_CF_20030305.1900.00-2-CE19
CE8	CNN_CF_20030305.1900.00-2-CE20
CE9	CNN_CF_20030305.1900.00-2-CE21
E14	CNN_CF_20030305.1900.00-2-E1
E15	CNN_CF_20030305.1900.00-2-E2
E16	CNN_CF_20030305.1900.00-2-E3
E17	CNN_CF_20030305.1900.00-2-E4
E18	CNN_CF_20030305.1900.00-2-E5
E19	CNN_CF_20030305.1900.00-2-E6
E20	CNN_CF_20030305.1900.00-2-E7
E22	CNN_CF_20030305.1900.00-2-E8
E23	CNN_CF_20030305.1900.00-2-E9
E24	CNN_CF_20030305.1900.00-2-E10
E25	CNN_CF_20030305.1900.00-2-E11
E26	CNN_CF_20030305.1900.00-2-E12
E27	CNN_CF_20030305.1900.00-2-E13
E28	CNN_CF_20030305.1900.00-2-E14
E29	CNN_CF_20030305.1900.00-2-E15
E30	CNN_CF_20030305.1900.00-2-E16
E1	CNN_CF_20030305.1900.00-2-E17
E31	CNN_CF_20030305.1900.00-2-E18
E32	CNN_CF_20030305.1900.00-2-E19
E33	CNN_CF_20030305.1900.00-2-E20
E2	CNN_CF_20030305.1900.00-2-E21
E3	CNN_CF_20030305.1900.00-2-E22
E4	CNN_CF_20030305.1900.00-2-E23
E5	CNN_CF_20030305.1900.00-2-E24
E6	CNN_CF_20030305.1900.00-2-E25
E7	CNN_CF_20030305.1900.00-2-E26
E8	CNN_CF_20030305.1900.00-2-E27
E9	CNN_CF_20030305.1900.00-2-E28
E10	CNN_CF_20030305.1900.00-2-E29
E11	CNN_CF_20030305.1900.00-2-E30
E12	CNN_CF_20030305.1900.00-2-E31
E13	CNN_CF_20030305.1900.00-2-E32
EM1	CNN_CF_20030305.1900.00-2-E17-1
EM20	CNN_CF_20030305.1900.00-2-E26-2
EM22	CNN_CF_20030305.1900.00-2-E24-3
EM23	CNN_CF_20030305.1900.00-2-E1-4
EM24	CNN_CF_20030305.1900.00-2-E1-5
EM25	CNN_CF_20030305.1900.00-2-E2-6
EM26	CNN_CF_20030305.1900.00-2-E3-7
EM27	CNN_CF_20030305.1900.00-2-E26-8
EM28	CNN_CF_20030305.1900.00-2-E24-9
EM29	CNN_CF_20030305.1900.00-2-E24-10
EM30	CNN_CF_20030305.1900.00-2-E4-11
EM31	CNN_CF_20030305.1900.00-2-E5-12
EM32	CNN_CF_20030305.1900.00-2-E26-13
EM33	CNN_CF_20030305.1900.00-2-E6-14
EM36	CNN_CF_20030305.1900.00-2-E7-15
EM37	CNN_CF_20030305.1900.00-2-E7-16
EM34	CNN_CF_20030305.1900.00-2-E8-17
EM39	CNN_CF_20030305.1900.00-2-E9-18
EM40	CNN_CF_20030305.1900.00-2-E24-19
EM41	CNN_CF_20030305.1900.00-2-E9-20
EM42	CNN_CF_20030305.1900.00-2-E24-21
EM43	CNN_CF_20030305.1900.00-2-E24-22
EM44	CNN_CF_20030305.1900.00-2-E9-23
EM45	CNN_CF_20030305.1900.00-2-E10-24
EM46	CNN_CF_20030305.1900.00-2-E24-25
EM47	CNN_CF_20030305.1900.00-2-E24-26
EM48	CNN_CF_20030305.1900.00-2-E24-27
EM49	CNN_CF_20030305.1900.00-2-E9-28
EM50	CNN_CF_20030305.1900.00-2-E11-29
EM52	CNN_CF_20030305.1900.00-2-E12-30
EM53	CNN_CF_20030305.1900.00-2-E10-31
EM54	CNN_CF_20030305.1900.00-2-E13-32
EM55	CNN_CF_20030305.1900.00-2-E14-33
EM56	CNN_CF_20030305.1900.00-2-E14-34
EM57	CNN_CF_20030305.1900.00-2-E15-35
EM58	CNN_CF_20030305.1900.00-2-E15-36
EM59	CNN_CF_20030305.1900.00-2-E26-37
EM60	CNN_CF_20030305.1900.00-2-E7-38
EM61	CNN_CF_20030305.1900.00-2-E16-39
EM62	CNN_CF_20030305.1900.00-2-E24-40
EM63	CNN_CF_20030305.1900.00-2-E22-41
EM64	CNN_CF_20030305.1900.00-2-E10-42
EM65	CNN_CF_20030305.1900.00-2-E22-43
EM66	CNN_CF_20030305.1900.00-2-E22-44
EM68	CNN_CF_20030305.1900.00-2-E22-45
EM69	CNN_CF_20030305.1900.00-2-E18-46
EM70	CNN_CF_20030305.1900.00-2-E22-47
EM67	CNN_CF_20030305.1900.00-2-E10-48
EM71	CNN_CF_20030305.1900.00-2-E10-49
EM72	CNN_CF_20030305.1900.00-2-E9-50
EM73	CNN_CF_20030305.1900.00-2-E22-51
EM74	CNN_CF_20030305.1900.00-2-E22-52
EM75	CNN_CF_20030305.1900.00-2-E19-53
EM76	CNN_CF_20030305.1900.00-2-E19-54
EM4	CNN_CF_20030305.1900.00-2-E20-55
EM51	CNN_CF_20030305.1900.00-2-E10-56
EM35	CNN_CF_20030305.1900.00-2-E7-57
EM38	CNN_CF_20030305.1900.00-2-E7-58
EM2	CNN_CF_20030305.1900.00-2-E21-59
EM3	CNN_CF_20030305.1900.00-2-E17-60
EM5	CNN_CF_20030305.1900.00-2-E22-61
EM6	CNN_CF_20030305.1900.00-2-E22-62
EM7	CNN_CF_20030305.1900.00-2-E23-63
EM8	CNN_CF_20030305.1900.00-2-E24-64
EM9	CNN_CF_20030305.1900.00-2-E24-65
EM10	CNN_CF_20030305.1900.00-2-E25-66
EM11	CNN_CF_20030305.1900.00-2-E22-67
EM12	CNN_CF_20030305.1900.00-2-E26-68
EM13	CNN_CF_20030305.1900.00-2-E27-69
EM14	CNN_CF_20030305.1900.00-2-E28-70
EM15	CNN_CF_20030305.1900.00-2-E29-71
EM16	CNN_CF_20030305.1900.00-2-E24-72
EM17	CNN_CF_20030305.1900.00-2-E30-73
EM18	CNN_CF_20030305.1900.00-2-E31-74
EM19	CNN_CF_20030305.1900.00-2-E26-75
EM21	CNN_CF_20030305.1900.00-2-E32-76
R1	CNN_CF_20030305.1900.00-2-R1
R3	CNN_CF_20030305.1900.00-2-R2
R4	CNN_CF_20030305.1900.00-2-R3
R2	CNN_CF_20030305.1900.00-2-R4
RM1	CNN_CF_20030305.1900.00-2-R1-1
RM3	CNN_CF_20030305.1900.00-2-R2-1
RM4	CNN_CF_20030305.1900.00-2-R3-1
RM2	CNN_CF_20030305.1900.00-2-R4-1
V1	CNN_CF_20030305.1900.00-2-EV1
V2	CNN_CF_20030305.1900.00-2-EV2
V3	CNN_CF_20030305.1900.00-2-EV3
V4	CNN_CF_20030305.1900.00-2-EV4
V5	CNN_CF_20030305.1900.00-2-EV5
VM1	CNN_CF_20030305.1900.00-2-EV1-1
VM2	CNN_CF_20030305.1900.00-2-EV2-1
VM4	CNN_CF_20030305.1900.00-2-EV3-1
VM6	CNN_CF_20030305.1900.00-2-EV4-1
VM7	CNN_CF_20030305.1900.00-2-EV5-1
VM3	CNN_CF_20030305.1900.00-2-EV1-2
VM5	CNN_CF_20030305.1900.00-2-EV3-2
Q1	CNN_CF_20030305.1900.00-2-T1
Q4	CNN_CF_20030305.1900.00-2-T2
Q2	CNN_CF_20030305.1900.00-2-V1
Q3	CNN_CF_20030305.1900.00-2-V2
QM2	CNN_CF_20030305.1900.00-2-V1-1
QM3	CNN_CF_20030305.1900.00-2-V2-1
