CE21	CNN_CF_20030303.1900.00-CE1
CE22	CNN_CF_20030303.1900.00-CE2
CE6	CNN_CF_20030303.1900.00-CE3
CE23	CNN_CF_20030303.1900.00-CE4
CE24	CNN_CF_20030303.1900.00-CE5
CE25	CNN_CF_20030303.1900.00-CE6
CE26	CNN_CF_20030303.1900.00-CE7
CE27	CNN_CF_20030303.1900.00-CE8
CE29	CNN_CF_20030303.1900.00-CE9
CE30	CNN_CF_20030303.1900.00-CE10
CE5	CNN_CF_20030303.1900.00-CE11
CE54	CNN_CF_20030303.1900.00-CE12
CE31	CNN_CF_20030303.1900.00-CE13
CE33	CNN_CF_20030303.1900.00-CE14
CE34	CNN_CF_20030303.1900.00-CE15
CE35	CNN_CF_20030303.1900.00-CE16
CE36	CNN_CF_20030303.1900.00-CE17
CE37	CNN_CF_20030303.1900.00-CE18
CE38	CNN_CF_20030303.1900.00-CE19
CE39	CNN_CF_20030303.1900.00-CE20
CE40	CNN_CF_20030303.1900.00-CE21
CE41	CNN_CF_20030303.1900.00-CE22
CE42	CNN_CF_20030303.1900.00-CE23
CE43	CNN_CF_20030303.1900.00-CE24
CE44	CNN_CF_20030303.1900.00-CE25
CE9	CNN_CF_20030303.1900.00-CE26
CE45	CNN_CF_20030303.1900.00-CE27
CE4	CNN_CF_20030303.1900.00-CE28
CE46	CNN_CF_20030303.1900.00-CE29
CE47	CNN_CF_20030303.1900.00-CE30
CE48	CNN_CF_20030303.1900.00-CE31
CE49	CNN_CF_20030303.1900.00-CE32
CE50	CNN_CF_20030303.1900.00-CE33
CE14	CNN_CF_20030303.1900.00-CE34
CE51	CNN_CF_20030303.1900.00-CE35
CE7	CNN_CF_20030303.1900.00-CE36
CE53	CNN_CF_20030303.1900.00-CE37
CE55	CNN_CF_20030303.1900.00-CE38
CE56	CNN_CF_20030303.1900.00-CE39
CE60	CNN_CF_20030303.1900.00-CE40
CE61	CNN_CF_20030303.1900.00-CE41
CE63	CNN_CF_20030303.1900.00-CE42
CE64	CNN_CF_20030303.1900.00-CE43
CE66	CNN_CF_20030303.1900.00-CE44
CE2	CNN_CF_20030303.1900.00-CE45
CE57	CNN_CF_20030303.1900.00-CE46
CE58	CNN_CF_20030303.1900.00-CE47
CE1	CNN_CF_20030303.1900.00-CE48
CE32	CNN_CF_20030303.1900.00-CE49
CE62	CNN_CF_20030303.1900.00-CE50
CE10	CNN_CF_20030303.1900.00-CE51
CE59	CNN_CF_20030303.1900.00-CE52
CE65	CNN_CF_20030303.1900.00-CE53
CE15	CNN_CF_20030303.1900.00-CE54
CE52	CNN_CF_20030303.1900.00-CE55
CE12	CNN_CF_20030303.1900.00-CE56
CE8	CNN_CF_20030303.1900.00-CE57
CE13	CNN_CF_20030303.1900.00-CE58
CE19	CNN_CF_20030303.1900.00-CE59
CE11	CNN_CF_20030303.1900.00-CE60
CE16	CNN_CF_20030303.1900.00-CE61
CE3	CNN_CF_20030303.1900.00-CE62
CE17	CNN_CF_20030303.1900.00-CE63
CE18	CNN_CF_20030303.1900.00-CE64
CE28	CNN_CF_20030303.1900.00-CE65
CE20	CNN_CF_20030303.1900.00-CE66
E16	CNN_CF_20030303.1900.00-E1
E17	CNN_CF_20030303.1900.00-E2
E18	CNN_CF_20030303.1900.00-E3
E19	CNN_CF_20030303.1900.00-E4
E21	CNN_CF_20030303.1900.00-E5
E22	CNN_CF_20030303.1900.00-E6
E23	CNN_CF_20030303.1900.00-E7
E24	CNN_CF_20030303.1900.00-E8
E25	CNN_CF_20030303.1900.00-E9
E26	CNN_CF_20030303.1900.00-E10
E27	CNN_CF_20030303.1900.00-E11
E29	CNN_CF_20030303.1900.00-E12
E30	CNN_CF_20030303.1900.00-E13
E31	CNN_CF_20030303.1900.00-E14
E32	CNN_CF_20030303.1900.00-E15
E33	CNN_CF_20030303.1900.00-E16
E89	CNN_CF_20030303.1900.00-E17
E35	CNN_CF_20030303.1900.00-E18
E36	CNN_CF_20030303.1900.00-E19
E37	CNN_CF_20030303.1900.00-E20
E38	CNN_CF_20030303.1900.00-E21
E40	CNN_CF_20030303.1900.00-E22
E41	CNN_CF_20030303.1900.00-E23
E42	CNN_CF_20030303.1900.00-E24
E43	CNN_CF_20030303.1900.00-E25
E44	CNN_CF_20030303.1900.00-E26
E46	CNN_CF_20030303.1900.00-E27
E1	CNN_CF_20030303.1900.00-E28
E47	CNN_CF_20030303.1900.00-E29
E48	CNN_CF_20030303.1900.00-E30
E49	CNN_CF_20030303.1900.00-E31
E50	CNN_CF_20030303.1900.00-E32
E51	CNN_CF_20030303.1900.00-E33
E52	CNN_CF_20030303.1900.00-E34
E53	CNN_CF_20030303.1900.00-E35
E54	CNN_CF_20030303.1900.00-E36
E55	CNN_CF_20030303.1900.00-E37
E56	CNN_CF_20030303.1900.00-E38
E57	CNN_CF_20030303.1900.00-E39
E58	CNN_CF_20030303.1900.00-E40
E59	CNN_CF_20030303.1900.00-E41
E60	CNN_CF_20030303.1900.00-E42
E61	CNN_CF_20030303.1900.00-E43
E62	CNN_CF_20030303.1900.00-E44
E64	CNN_CF_20030303.1900.00-E45
E65	CNN_CF_20030303.1900.00-E46
E66	CNN_CF_20030303.1900.00-E47
E67	CNN_CF_20030303.1900.00-E48
E68	CNN_CF_20030303.1900.00-E49
E69	CNN_CF_20030303.1900.00-E50
E70	CNN_CF_20030303.1900.00-E51
E71	CNN_CF_20030303.1900.00-E52
E72	CNN_CF_20030303.1900.00-E53
E73	CNN_CF_20030303.1900.00-E54
E74	CNN_CF_20030303.1900.00-E55
E75	CNN_CF_20030303.1900.00-E56
E76	CNN_CF_20030303.1900.00-E57
E77	CNN_CF_20030303.1900.00-E58
E81	CNN_CF_20030303.1900.00-E59
E93	CNN_CF_20030303.1900.00-E60
E85	CNN_CF_20030303.1900.00-E61
E86	CNN_CF_20030303.1900.00-E62
E88	CNN_CF_20030303.1900.00-E63
E94	CNN_CF_20030303.1900.00-E64
E95	CNN_CF_20030303.1900.00-E65
E96	CNN_CF_20030303.1900.00-E66
E97	CNN_CF_20030303.1900.00-E67
E98	CNN_CF_20030303.1900.00-E68
E99	CNN_CF_20030303.1900.00-E69
E100	CNN_CF_20030303.1900.00-E70
E101	CNN_CF_20030303.1900.00-E71
E102	CNN_CF_20030303.1900.00-E72
E103	CNN_CF_20030303.1900.00-E73
E104	CNN_CF_20030303.1900.00-E74
E105	CNN_CF_20030303.1900.00-E75
E106	CNN_CF_20030303.1900.00-E76
E107	CNN_CF_20030303.1900.00-E77
E109	CNN_CF_20030303.1900.00-E78
E110	CNN_CF_20030303.1900.00-E79
E111	CNN_CF_20030303.1900.00-E80
E113	CNN_CF_20030303.1900.00-E81
E114	CNN_CF_20030303.1900.00-E82
E115	CNN_CF_20030303.1900.00-E83
E116	CNN_CF_20030303.1900.00-E84
E121	CNN_CF_20030303.1900.00-E85
E3	CNN_CF_20030303.1900.00-E86
E122	CNN_CF_20030303.1900.00-E87
E123	CNN_CF_20030303.1900.00-E88
E124	CNN_CF_20030303.1900.00-E89
E125	CNN_CF_20030303.1900.00-E90
E126	CNN_CF_20030303.1900.00-E91
E128	CNN_CF_20030303.1900.00-E92
E4	CNN_CF_20030303.1900.00-E93
E5	CNN_CF_20030303.1900.00-E94
E117	CNN_CF_20030303.1900.00-E95
E8	CNN_CF_20030303.1900.00-E96
E10	CNN_CF_20030303.1900.00-E97
E11	CNN_CF_20030303.1900.00-E98
E12	CNN_CF_20030303.1900.00-E99
E13	CNN_CF_20030303.1900.00-E100
E39	CNN_CF_20030303.1900.00-E101
E15	CNN_CF_20030303.1900.00-E102
EM1	CNN_CF_20030303.1900.00-E28-1
EM17	CNN_CF_20030303.1900.00-E1-2
EM19	CNN_CF_20030303.1900.00-E2-3
EM20	CNN_CF_20030303.1900.00-E94-4
EM21	CNN_CF_20030303.1900.00-E3-5
EM22	CNN_CF_20030303.1900.00-E4-6
EM23	CNN_CF_20030303.1900.00-E5-7
EM24	CNN_CF_20030303.1900.00-E6-8
EM25	CNN_CF_20030303.1900.00-E7-9
EM26	CNN_CF_20030303.1900.00-E8-10
EM27	CNN_CF_20030303.1900.00-E9-11
EM28	CNN_CF_20030303.1900.00-E7-12
EM29	CNN_CF_20030303.1900.00-E10-13
EM30	CNN_CF_20030303.1900.00-E93-14
EM31	CNN_CF_20030303.1900.00-E11-15
EM33	CNN_CF_20030303.1900.00-E12-16
EM34	CNN_CF_20030303.1900.00-E13-17
EM35	CNN_CF_20030303.1900.00-E2-18
EM36	CNN_CF_20030303.1900.00-E14-19
EM37	CNN_CF_20030303.1900.00-E15-20
EM38	CNN_CF_20030303.1900.00-E16-21
EM128	CNN_CF_20030303.1900.00-E17-22
EM40	CNN_CF_20030303.1900.00-E18-23
EM41	CNN_CF_20030303.1900.00-E19-24
EM42	CNN_CF_20030303.1900.00-E20-25
EM43	CNN_CF_20030303.1900.00-E2-26
EM44	CNN_CF_20030303.1900.00-E21-27
EM45	CNN_CF_20030303.1900.00-E6-28
EM49	CNN_CF_20030303.1900.00-E22-29
EM50	CNN_CF_20030303.1900.00-E23-30
EM46	CNN_CF_20030303.1900.00-E86-31
EM48	CNN_CF_20030303.1900.00-E86-32
EM52	CNN_CF_20030303.1900.00-E86-33
EM61	CNN_CF_20030303.1900.00-E86-34
EM51	CNN_CF_20030303.1900.00-E24-35
EM53	CNN_CF_20030303.1900.00-E25-36
EM54	CNN_CF_20030303.1900.00-E25-37
EM55	CNN_CF_20030303.1900.00-E26-38
EM56	CNN_CF_20030303.1900.00-E27-39
EM129	CNN_CF_20030303.1900.00-E61-40
EM60	CNN_CF_20030303.1900.00-E29-41
EM62	CNN_CF_20030303.1900.00-E30-42
EM63	CNN_CF_20030303.1900.00-E31-43
EM64	CNN_CF_20030303.1900.00-E32-44
EM65	CNN_CF_20030303.1900.00-E33-45
EM66	CNN_CF_20030303.1900.00-E34-46
EM67	CNN_CF_20030303.1900.00-E35-47
EM68	CNN_CF_20030303.1900.00-E36-48
EM69	CNN_CF_20030303.1900.00-E37-49
EM70	CNN_CF_20030303.1900.00-E38-50
EM71	CNN_CF_20030303.1900.00-E39-51
EM72	CNN_CF_20030303.1900.00-E40-52
EM73	CNN_CF_20030303.1900.00-E41-53
EM74	CNN_CF_20030303.1900.00-E42-54
EM57	CNN_CF_20030303.1900.00-E29-55
EM58	CNN_CF_20030303.1900.00-E29-56
EM77	CNN_CF_20030303.1900.00-E43-57
EM78	CNN_CF_20030303.1900.00-E44-58
EM79	CNN_CF_20030303.1900.00-E45-59
EM80	CNN_CF_20030303.1900.00-E46-60
EM81	CNN_CF_20030303.1900.00-E46-61
EM82	CNN_CF_20030303.1900.00-E47-62
EM83	CNN_CF_20030303.1900.00-E48-63
EM84	CNN_CF_20030303.1900.00-E29-64
EM85	CNN_CF_20030303.1900.00-E94-65
EM86	CNN_CF_20030303.1900.00-E94-66
EM87	CNN_CF_20030303.1900.00-E4-67
EM88	CNN_CF_20030303.1900.00-E98-68
EM89	CNN_CF_20030303.1900.00-E99-69
EM90	CNN_CF_20030303.1900.00-E94-70
EM91	CNN_CF_20030303.1900.00-E4-71
EM93	CNN_CF_20030303.1900.00-E2-72
EM94	CNN_CF_20030303.1900.00-E94-73
EM95	CNN_CF_20030303.1900.00-E49-74
EM96	CNN_CF_20030303.1900.00-E4-75
EM97	CNN_CF_20030303.1900.00-E50-76
EM98	CNN_CF_20030303.1900.00-E6-77
EM99	CNN_CF_20030303.1900.00-E2-78
EM100	CNN_CF_20030303.1900.00-E51-79
EM101	CNN_CF_20030303.1900.00-E52-80
EM102	CNN_CF_20030303.1900.00-E53-81
EM103	CNN_CF_20030303.1900.00-E54-82
EM39	CNN_CF_20030303.1900.00-E55-83
EM104	CNN_CF_20030303.1900.00-E34-84
EM105	CNN_CF_20030303.1900.00-E56-85
EM106	CNN_CF_20030303.1900.00-E101-86
EM107	CNN_CF_20030303.1900.00-E101-87
EM108	CNN_CF_20030303.1900.00-E57-88
EM109	CNN_CF_20030303.1900.00-E58-89
EM110	CNN_CF_20030303.1900.00-E54-90
EM111	CNN_CF_20030303.1900.00-E53-91
EM116	CNN_CF_20030303.1900.00-E34-92
EM117	CNN_CF_20030303.1900.00-E59-93
EM121	CNN_CF_20030303.1900.00-E34-94
EM130	CNN_CF_20030303.1900.00-E60-95
EM118	CNN_CF_20030303.1900.00-E7-96
EM122	CNN_CF_20030303.1900.00-E61-97
EM123	CNN_CF_20030303.1900.00-E62-98
EM124	CNN_CF_20030303.1900.00-E61-99
EM131	CNN_CF_20030303.1900.00-E61-100
EM125	CNN_CF_20030303.1900.00-E61-101
EM126	CNN_CF_20030303.1900.00-E61-102
EM127	CNN_CF_20030303.1900.00-E63-103
EM134	CNN_CF_20030303.1900.00-E61-104
EM135	CNN_CF_20030303.1900.00-E61-105
EM144	CNN_CF_20030303.1900.00-E61-106
EM145	CNN_CF_20030303.1900.00-E64-107
EM146	CNN_CF_20030303.1900.00-E61-108
EM147	CNN_CF_20030303.1900.00-E61-109
EM150	CNN_CF_20030303.1900.00-E61-110
EM132	CNN_CF_20030303.1900.00-E65-111
EM133	CNN_CF_20030303.1900.00-E66-112
EM136	CNN_CF_20030303.1900.00-E67-113
EM137	CNN_CF_20030303.1900.00-E101-114
EM138	CNN_CF_20030303.1900.00-E93-115
EM139	CNN_CF_20030303.1900.00-E2-116
EM140	CNN_CF_20030303.1900.00-E68-117
EM141	CNN_CF_20030303.1900.00-E86-118
EM142	CNN_CF_20030303.1900.00-E86-119
EM143	CNN_CF_20030303.1900.00-E86-120
EM149	CNN_CF_20030303.1900.00-E86-121
EM156	CNN_CF_20030303.1900.00-E2-122
EM157	CNN_CF_20030303.1900.00-E69-123
EM154	CNN_CF_20030303.1900.00-E70-124
EM155	CNN_CF_20030303.1900.00-E70-125
EM158	CNN_CF_20030303.1900.00-E71-126
EM159	CNN_CF_20030303.1900.00-E72-127
EM160	CNN_CF_20030303.1900.00-E2-128
EM164	CNN_CF_20030303.1900.00-E2-129
EM165	CNN_CF_20030303.1900.00-E73-130
EM167	CNN_CF_20030303.1900.00-E2-131
EM170	CNN_CF_20030303.1900.00-E2-132
EM171	CNN_CF_20030303.1900.00-E74-133
EM174	CNN_CF_20030303.1900.00-E2-134
EM175	CNN_CF_20030303.1900.00-E2-135
EM176	CNN_CF_20030303.1900.00-E2-136
EM177	CNN_CF_20030303.1900.00-E48-137
EM172	CNN_CF_20030303.1900.00-E48-138
EM162	CNN_CF_20030303.1900.00-E94-139
EM163	CNN_CF_20030303.1900.00-E75-140
EM166	CNN_CF_20030303.1900.00-E76-141
EM169	CNN_CF_20030303.1900.00-E77-142
EM173	CNN_CF_20030303.1900.00-E94-143
EM178	CNN_CF_20030303.1900.00-E101-144
EM179	CNN_CF_20030303.1900.00-E86-145
EM180	CNN_CF_20030303.1900.00-E86-146
EM181	CNN_CF_20030303.1900.00-E86-147
EM182	CNN_CF_20030303.1900.00-E86-148
EM153	CNN_CF_20030303.1900.00-E85-149
EM183	CNN_CF_20030303.1900.00-E2-150
EM184	CNN_CF_20030303.1900.00-E2-151
EM75	CNN_CF_20030303.1900.00-E29-152
EM92	CNN_CF_20030303.1900.00-E78-153
EM148	CNN_CF_20030303.1900.00-E79-154
EM151	CNN_CF_20030303.1900.00-E80-155
EM152	CNN_CF_20030303.1900.00-E81-156
EM5	CNN_CF_20030303.1900.00-E86-157
EM32	CNN_CF_20030303.1900.00-E55-158
EM8	CNN_CF_20030303.1900.00-E55-159
EM59	CNN_CF_20030303.1900.00-E82-160
EM161	CNN_CF_20030303.1900.00-E83-161
EM3	CNN_CF_20030303.1900.00-E84-162
EM168	CNN_CF_20030303.1900.00-E87-163
EM2	CNN_CF_20030303.1900.00-E28-164
EM9	CNN_CF_20030303.1900.00-E88-165
EM112	CNN_CF_20030303.1900.00-E57-166
EM113	CNN_CF_20030303.1900.00-E89-167
EM115	CNN_CF_20030303.1900.00-E91-168
EM114	CNN_CF_20030303.1900.00-E90-169
EM120	CNN_CF_20030303.1900.00-E34-170
EM119	CNN_CF_20030303.1900.00-E92-171
EM76	CNN_CF_20030303.1900.00-E29-172
EM6	CNN_CF_20030303.1900.00-E86-173
EM7	CNN_CF_20030303.1900.00-E93-174
EM4	CNN_CF_20030303.1900.00-E95-175
EM10	CNN_CF_20030303.1900.00-E93-176
EM47	CNN_CF_20030303.1900.00-E101-177
EM11	CNN_CF_20030303.1900.00-E96-178
EM12	CNN_CF_20030303.1900.00-E97-179
EM13	CNN_CF_20030303.1900.00-E98-180
EM14	CNN_CF_20030303.1900.00-E99-181
EM15	CNN_CF_20030303.1900.00-E100-182
EM16	CNN_CF_20030303.1900.00-E102-183
EM18	CNN_CF_20030303.1900.00-E93-184
R7	CNN_CF_20030303.1900.00-R1
R13	CNN_CF_20030303.1900.00-R2
R14	CNN_CF_20030303.1900.00-R3
R15	CNN_CF_20030303.1900.00-R4
R22	CNN_CF_20030303.1900.00-R5
R4	CNN_CF_20030303.1900.00-R6
R5	CNN_CF_20030303.1900.00-R7
R6	CNN_CF_20030303.1900.00-R8
R8	CNN_CF_20030303.1900.00-R9
R2	CNN_CF_20030303.1900.00-R10
R9	CNN_CF_20030303.1900.00-R11
R10	CNN_CF_20030303.1900.00-R12
R11	CNN_CF_20030303.1900.00-R13
R1	CNN_CF_20030303.1900.00-R14
R16	CNN_CF_20030303.1900.00-R15
R17	CNN_CF_20030303.1900.00-R16
R18	CNN_CF_20030303.1900.00-R17
R19	CNN_CF_20030303.1900.00-R18
R20	CNN_CF_20030303.1900.00-R19
R21	CNN_CF_20030303.1900.00-R20
R23	CNN_CF_20030303.1900.00-R21
R2	CNN_CF_20030303.1900.00-R22
R1	CNN_CF_20030303.1900.00-R23
R3	CNN_CF_20030303.1900.00-R24
RM15	CNN_CF_20030303.1900.00-R2-1
RM16	CNN_CF_20030303.1900.00-R3-1
RM17	CNN_CF_20030303.1900.00-R4-1
RM24	CNN_CF_20030303.1900.00-R5-1
RM25	CNN_CF_20030303.1900.00-R21-1
RM4	CNN_CF_20030303.1900.00-R6-1
RM5	CNN_CF_20030303.1900.00-R7-1
RM6	CNN_CF_20030303.1900.00-R8-1
RM8	CNN_CF_20030303.1900.00-R9-1
RM9	CNN_CF_20030303.1900.00-R10-1
