CE37	CNN_IP_20030405.1600.00-3-CE1
CE12	CNN_IP_20030405.1600.00-3-CE2
CE13	CNN_IP_20030405.1600.00-3-CE3
CE14	CNN_IP_20030405.1600.00-3-CE4
CE15	CNN_IP_20030405.1600.00-3-CE5
CE16	CNN_IP_20030405.1600.00-3-CE6
CE23	CNN_IP_20030405.1600.00-3-CE7
CE17	CNN_IP_20030405.1600.00-3-CE8
CE1	CNN_IP_20030405.1600.00-3-CE9
CE18	CNN_IP_20030405.1600.00-3-CE10
CE19	CNN_IP_20030405.1600.00-3-CE11
CE20	CNN_IP_20030405.1600.00-3-CE12
CE21	CNN_IP_20030405.1600.00-3-CE13
CE22	CNN_IP_20030405.1600.00-3-CE14
CE2	CNN_IP_20030405.1600.00-3-CE15
CE24	CNN_IP_20030405.1600.00-3-CE16
CE25	CNN_IP_20030405.1600.00-3-CE17
CE26	CNN_IP_20030405.1600.00-3-CE18
CE27	CNN_IP_20030405.1600.00-3-CE19
CE28	CNN_IP_20030405.1600.00-3-CE20
CE29	CNN_IP_20030405.1600.00-3-CE21
CE30	CNN_IP_20030405.1600.00-3-CE22
CE6	CNN_IP_20030405.1600.00-3-CE23
CE31	CNN_IP_20030405.1600.00-3-CE24
CE32	CNN_IP_20030405.1600.00-3-CE25
CE33	CNN_IP_20030405.1600.00-3-CE26
CE34	CNN_IP_20030405.1600.00-3-CE27
CE35	CNN_IP_20030405.1600.00-3-CE28
CE36	CNN_IP_20030405.1600.00-3-CE29
CE3	CNN_IP_20030405.1600.00-3-CE30
CE4	CNN_IP_20030405.1600.00-3-CE31
CE5	CNN_IP_20030405.1600.00-3-CE32
CE11	CNN_IP_20030405.1600.00-3-CE33
CE7	CNN_IP_20030405.1600.00-3-CE34
CE9	CNN_IP_20030405.1600.00-3-CE35
CE8	CNN_IP_20030405.1600.00-3-CE36
CE10	CNN_IP_20030405.1600.00-3-CE37
E12	CNN_IP_20030405.1600.00-3-E1
E13	CNN_IP_20030405.1600.00-3-E2
E14	CNN_IP_20030405.1600.00-3-E3
E54	CNN_IP_20030405.1600.00-3-E4
E15	CNN_IP_20030405.1600.00-3-E5
E16	CNN_IP_20030405.1600.00-3-E6
E17	CNN_IP_20030405.1600.00-3-E7
E18	CNN_IP_20030405.1600.00-3-E8
E20	CNN_IP_20030405.1600.00-3-E9
E22	CNN_IP_20030405.1600.00-3-E10
E23	CNN_IP_20030405.1600.00-3-E11
E24	CNN_IP_20030405.1600.00-3-E12
E25	CNN_IP_20030405.1600.00-3-E13
E26	CNN_IP_20030405.1600.00-3-E14
E27	CNN_IP_20030405.1600.00-3-E15
E29	CNN_IP_20030405.1600.00-3-E16
E30	CNN_IP_20030405.1600.00-3-E17
E31	CNN_IP_20030405.1600.00-3-E18
E33	CNN_IP_20030405.1600.00-3-E19
E34	CNN_IP_20030405.1600.00-3-E20
E35	CNN_IP_20030405.1600.00-3-E21
E38	CNN_IP_20030405.1600.00-3-E22
E39	CNN_IP_20030405.1600.00-3-E23
E40	CNN_IP_20030405.1600.00-3-E24
E56	CNN_IP_20030405.1600.00-3-E25
E57	CNN_IP_20030405.1600.00-3-E26
E42	CNN_IP_20030405.1600.00-3-E27
E43	CNN_IP_20030405.1600.00-3-E28
E58	CNN_IP_20030405.1600.00-3-E29
E44	CNN_IP_20030405.1600.00-3-E30
E46	CNN_IP_20030405.1600.00-3-E31
E47	CNN_IP_20030405.1600.00-3-E32
E48	CNN_IP_20030405.1600.00-3-E33
E49	CNN_IP_20030405.1600.00-3-E34
E50	CNN_IP_20030405.1600.00-3-E35
E51	CNN_IP_20030405.1600.00-3-E36
E52	CNN_IP_20030405.1600.00-3-E37
E3	CNN_IP_20030405.1600.00-3-E38
E4	CNN_IP_20030405.1600.00-3-E39
E5	CNN_IP_20030405.1600.00-3-E40
E6	CNN_IP_20030405.1600.00-3-E41
E7	CNN_IP_20030405.1600.00-3-E42
E8	CNN_IP_20030405.1600.00-3-E43
E59	CNN_IP_20030405.1600.00-3-E44
E9	CNN_IP_20030405.1600.00-3-E45
E10	CNN_IP_20030405.1600.00-3-E46
EM9	CNN_IP_20030405.1600.00-3-E45-1
EM19	CNN_IP_20030405.1600.00-3-E1-2
EM20	CNN_IP_20030405.1600.00-3-E2-3
EM21	CNN_IP_20030405.1600.00-3-E3-4
EM22	CNN_IP_20030405.1600.00-3-E41-5
EM23	CNN_IP_20030405.1600.00-3-E5-6
EM24	CNN_IP_20030405.1600.00-3-E6-7
EM25	CNN_IP_20030405.1600.00-3-E7-8
EM28	CNN_IP_20030405.1600.00-3-E38-9
EM31	CNN_IP_20030405.1600.00-3-E38-10
EM30	CNN_IP_20030405.1600.00-3-E41-11
EM27	CNN_IP_20030405.1600.00-3-E41-12
EM32	CNN_IP_20030405.1600.00-3-E41-13
EM33	CNN_IP_20030405.1600.00-3-E38-14
EM34	CNN_IP_20030405.1600.00-3-E8-15
EM36	CNN_IP_20030405.1600.00-3-E9-16
EM65	CNN_IP_20030405.1600.00-3-E27-17
EM35	CNN_IP_20030405.1600.00-3-E10-18
EM37	CNN_IP_20030405.1600.00-3-E11-19
EM38	CNN_IP_20030405.1600.00-3-E12-20
