CE9	CNN_CF_20030305.1900.00-3-CE1
CE2	CNN_CF_20030305.1900.00-3-CE2
CE10	CNN_CF_20030305.1900.00-3-CE3
CE11	CNN_CF_20030305.1900.00-3-CE4
CE12	CNN_CF_20030305.1900.00-3-CE5
CE13	CNN_CF_20030305.1900.00-3-CE6
CE14	CNN_CF_20030305.1900.00-3-CE7
CE15	CNN_CF_20030305.1900.00-3-CE8
CE16	CNN_CF_20030305.1900.00-3-CE9
CE17	CNN_CF_20030305.1900.00-3-CE10
CE6	CNN_CF_20030305.1900.00-3-CE11
CE18	CNN_CF_20030305.1900.00-3-CE12
CE19	CNN_CF_20030305.1900.00-3-CE13
CE21	CNN_CF_20030305.1900.00-3-CE14
CE22	CNN_CF_20030305.1900.00-3-CE15
CE23	CNN_CF_20030305.1900.00-3-CE16
CE1	CNN_CF_20030305.1900.00-3-CE17
CE24	CNN_CF_20030305.1900.00-3-CE18
CE25	CNN_CF_20030305.1900.00-3-CE19
CE26	CNN_CF_20030305.1900.00-3-CE20
CE27	CNN_CF_20030305.1900.00-3-CE21
CE28	CNN_CF_20030305.1900.00-3-CE22
CE29	CNN_CF_20030305.1900.00-3-CE23
CE30	CNN_CF_20030305.1900.00-3-CE24
CE4	CNN_CF_20030305.1900.00-3-CE25
CE31	CNN_CF_20030305.1900.00-3-CE26
CE3	CNN_CF_20030305.1900.00-3-CE27
CE20	CNN_CF_20030305.1900.00-3-CE28
CE5	CNN_CF_20030305.1900.00-3-CE29
CE7	CNN_CF_20030305.1900.00-3-CE30
CE8	CNN_CF_20030305.1900.00-3-CE31
E12	CNN_CF_20030305.1900.00-3-E1
E50	CNN_CF_20030305.1900.00-3-E2
E14	CNN_CF_20030305.1900.00-3-E3
E15	CNN_CF_20030305.1900.00-3-E4
E16	CNN_CF_20030305.1900.00-3-E5
E17	CNN_CF_20030305.1900.00-3-E6
E18	CNN_CF_20030305.1900.00-3-E7
E19	CNN_CF_20030305.1900.00-3-E8
E20	CNN_CF_20030305.1900.00-3-E9
E21	CNN_CF_20030305.1900.00-3-E10
E22	CNN_CF_20030305.1900.00-3-E11
E23	CNN_CF_20030305.1900.00-3-E12
E24	CNN_CF_20030305.1900.00-3-E13
E25	CNN_CF_20030305.1900.00-3-E14
E26	CNN_CF_20030305.1900.00-3-E15
E27	CNN_CF_20030305.1900.00-3-E16
E28	CNN_CF_20030305.1900.00-3-E17
E29	CNN_CF_20030305.1900.00-3-E18
E30	CNN_CF_20030305.1900.00-3-E19
E31	CNN_CF_20030305.1900.00-3-E20
E32	CNN_CF_20030305.1900.00-3-E21
E52	CNN_CF_20030305.1900.00-3-E22
E33	CNN_CF_20030305.1900.00-3-E23
E1	CNN_CF_20030305.1900.00-3-E24
E35	CNN_CF_20030305.1900.00-3-E25
E36	CNN_CF_20030305.1900.00-3-E26
E38	CNN_CF_20030305.1900.00-3-E27
E39	CNN_CF_20030305.1900.00-3-E28
E40	CNN_CF_20030305.1900.00-3-E29
E41	CNN_CF_20030305.1900.00-3-E30
E42	CNN_CF_20030305.1900.00-3-E31
E43	CNN_CF_20030305.1900.00-3-E32
E44	CNN_CF_20030305.1900.00-3-E33
E46	CNN_CF_20030305.1900.00-3-E34
E47	CNN_CF_20030305.1900.00-3-E35
E48	CNN_CF_20030305.1900.00-3-E36
E2	CNN_CF_20030305.1900.00-3-E37
E4	CNN_CF_20030305.1900.00-3-E38
E51	CNN_CF_20030305.1900.00-3-E39
E7	CNN_CF_20030305.1900.00-3-E40
E8	CNN_CF_20030305.1900.00-3-E41
E10	CNN_CF_20030305.1900.00-3-E42
E11	CNN_CF_20030305.1900.00-3-E43
EM1	CNN_CF_20030305.1900.00-3-E24-1
EM20	CNN_CF_20030305.1900.00-3-E42-2
EM22	CNN_CF_20030305.1900.00-3-E24-3
EM23	CNN_CF_20030305.1900.00-3-E3-4
EM24	CNN_CF_20030305.1900.00-3-E24-5
EM25	CNN_CF_20030305.1900.00-3-E3-6
EM26	CNN_CF_20030305.1900.00-3-E4-7
EM27	CNN_CF_20030305.1900.00-3-E3-8
EM28	CNN_CF_20030305.1900.00-3-E5-9
EM29	CNN_CF_20030305.1900.00-3-E6-10
EM30	CNN_CF_20030305.1900.00-3-E3-11
EM31	CNN_CF_20030305.1900.00-3-E7-12
EM32	CNN_CF_20030305.1900.00-3-E8-13
EM33	CNN_CF_20030305.1900.00-3-E9-14
EM34	CNN_CF_20030305.1900.00-3-E10-15
EM35	CNN_CF_20030305.1900.00-3-E11-16
EM36	CNN_CF_20030305.1900.00-3-E12-17
EM37	CNN_CF_20030305.1900.00-3-E13-18
EM38	CNN_CF_20030305.1900.00-3-E14-19
EM39	CNN_CF_20030305.1900.00-3-E15-20
EM40	CNN_CF_20030305.1900.00-3-E16-21
EM41	CNN_CF_20030305.1900.00-3-E3-22
EM42	CNN_CF_20030305.1900.00-3-E3-23
EM43	CNN_CF_20030305.1900.00-3-E3-24
EM44	CNN_CF_20030305.1900.00-3-E17-25
EM45	CNN_CF_20030305.1900.00-3-E18-26
EM46	CNN_CF_20030305.1900.00-3-E19-27
EM47	CNN_CF_20030305.1900.00-3-E17-28
EM49	CNN_CF_20030305.1900.00-3-E17-29
EM50	CNN_CF_20030305.1900.00-3-E20-30
EM51	CNN_CF_20030305.1900.00-3-E3-31
EM52	CNN_CF_20030305.1900.00-3-E21-32
EM14	CNN_CF_20030305.1900.00-3-E17-33
EM54	CNN_CF_20030305.1900.00-3-E16-34
EM55	CNN_CF_20030305.1900.00-3-E6-35
EM56	CNN_CF_20030305.1900.00-3-E23-36
EM58	CNN_CF_20030305.1900.00-3-E3-37
EM59	CNN_CF_20030305.1900.00-3-E3-38
EM60	CNN_CF_20030305.1900.00-3-E25-39
EM61	CNN_CF_20030305.1900.00-3-E26-40
EM62	CNN_CF_20030305.1900.00-3-E3-41
EM63	CNN_CF_20030305.1900.00-3-E27-42
EM64	CNN_CF_20030305.1900.00-3-E3-43
EM65	CNN_CF_20030305.1900.00-3-E28-44
EM66	CNN_CF_20030305.1900.00-3-E3-45
EM67	CNN_CF_20030305.1900.00-3-E29-46
EM68	CNN_CF_20030305.1900.00-3-E29-47
EM69	CNN_CF_20030305.1900.00-3-E30-48
EM70	CNN_CF_20030305.1900.00-3-E31-49
EM71	CNN_CF_20030305.1900.00-3-E30-50
EM72	CNN_CF_20030305.1900.00-3-E32-51
EM73	CNN_CF_20030305.1900.00-3-E33-52
EM75	CNN_CF_20030305.1900.00-3-E34-53
EM76	CNN_CF_20030305.1900.00-3-E34-54
EM77	CNN_CF_20030305.1900.00-3-E35-55
EM78	CNN_CF_20030305.1900.00-3-E36-56
EM79	CNN_CF_20030305.1900.00-3-E29-57
EM80	CNN_CF_20030305.1900.00-3-E34-58
EM82	CNN_CF_20030305.1900.00-3-E29-59
EM57	CNN_CF_20030305.1900.00-3-E17-60
EM2	CNN_CF_20030305.1900.00-3-E37-61
EM81	CNN_CF_20030305.1900.00-3-E17-62
EM74	CNN_CF_20030305.1900.00-3-E17-63
EM3	CNN_CF_20030305.1900.00-3-E38-64
EM48	CNN_CF_20030305.1900.00-3-E39-65
EM53	CNN_CF_20030305.1900.00-3-E22-66
EM4	CNN_CF_20030305.1900.00-3-E24-67
EM5	CNN_CF_20030305.1900.00-3-E24-68
EM6	CNN_CF_20030305.1900.00-3-E24-69
EM7	CNN_CF_20030305.1900.00-3-E24-70
EM8	CNN_CF_20030305.1900.00-3-E40-71
EM9	CNN_CF_20030305.1900.00-3-E24-72
EM10	CNN_CF_20030305.1900.00-3-E40-73
EM11	CNN_CF_20030305.1900.00-3-E24-74
EM12	CNN_CF_20030305.1900.00-3-E24-75
EM13	CNN_CF_20030305.1900.00-3-E41-76
EM21	CNN_CF_20030305.1900.00-3-E2-77
EM15	CNN_CF_20030305.1900.00-3-E24-78
EM16	CNN_CF_20030305.1900.00-3-E24-79
EM17	CNN_CF_20030305.1900.00-3-E42-80
EM18	CNN_CF_20030305.1900.00-3-E43-81
EM19	CNN_CF_20030305.1900.00-3-E1-82
R1	CNN_CF_20030305.1900.00-3-R1
R2	CNN_CF_20030305.1900.00-3-R2
R3	CNN_CF_20030305.1900.00-3-R3
R4	CNN_CF_20030305.1900.00-3-R4
