CE15	CNN_IP_20030409.1600.04-CE1
CE14	CNN_IP_20030409.1600.04-CE2
CE16	CNN_IP_20030409.1600.04-CE3
CE17	CNN_IP_20030409.1600.04-CE4
CE18	CNN_IP_20030409.1600.04-CE5
CE19	CNN_IP_20030409.1600.04-CE6
CE20	CNN_IP_20030409.1600.04-CE7
CE11	CNN_IP_20030409.1600.04-CE8
CE22	CNN_IP_20030409.1600.04-CE9
CE23	CNN_IP_20030409.1600.04-CE10
CE25	CNN_IP_20030409.1600.04-CE11
CE26	CNN_IP_20030409.1600.04-CE12
CE32	CNN_IP_20030409.1600.04-CE13
CE28	CNN_IP_20030409.1600.04-CE14
CE29	CNN_IP_20030409.1600.04-CE15
CE31	CNN_IP_20030409.1600.04-CE16
CE30	CNN_IP_20030409.1600.04-CE17
CE9	CNN_IP_20030409.1600.04-CE18
CE33	CNN_IP_20030409.1600.04-CE19
CE21	CNN_IP_20030409.1600.04-CE20
CE34	CNN_IP_20030409.1600.04-CE21
CE35	CNN_IP_20030409.1600.04-CE22
CE4	CNN_IP_20030409.1600.04-CE23
CE6	CNN_IP_20030409.1600.04-CE24
CE3	CNN_IP_20030409.1600.04-CE25
CE24	CNN_IP_20030409.1600.04-CE26
CE27	CNN_IP_20030409.1600.04-CE27
CE2	CNN_IP_20030409.1600.04-CE28
CE1	CNN_IP_20030409.1600.04-CE29
CE5	CNN_IP_20030409.1600.04-CE30
CE7	CNN_IP_20030409.1600.04-CE31
CE8	CNN_IP_20030409.1600.04-CE32
CE10	CNN_IP_20030409.1600.04-CE33
CE12	CNN_IP_20030409.1600.04-CE34
CE13	CNN_IP_20030409.1600.04-CE35
E19	CNN_IP_20030409.1600.04-E1
E20	CNN_IP_20030409.1600.04-E2
E97	CNN_IP_20030409.1600.04-E3
E22	CNN_IP_20030409.1600.04-E4
E23	CNN_IP_20030409.1600.04-E5
E27	CNN_IP_20030409.1600.04-E6
E29	CNN_IP_20030409.1600.04-E7
E30	CNN_IP_20030409.1600.04-E8
E31	CNN_IP_20030409.1600.04-E9
E32	CNN_IP_20030409.1600.04-E10
E33	CNN_IP_20030409.1600.04-E11
