CE20	CNN_IP_20030408.1600.03-CE1
CE11	CNN_IP_20030408.1600.03-CE2
CE12	CNN_IP_20030408.1600.03-CE3
CE13	CNN_IP_20030408.1600.03-CE4
CE2	CNN_IP_20030408.1600.03-CE5
CE14	CNN_IP_20030408.1600.03-CE6
CE15	CNN_IP_20030408.1600.03-CE7
CE21	CNN_IP_20030408.1600.03-CE8
CE16	CNN_IP_20030408.1600.03-CE9
CE17	CNN_IP_20030408.1600.03-CE10
CE56	CNN_IP_20030408.1600.03-CE11
CE18	CNN_IP_20030408.1600.03-CE12
CE22	CNN_IP_20030408.1600.03-CE13
CE24	CNN_IP_20030408.1600.03-CE14
CE23	CNN_IP_20030408.1600.03-CE15
CE25	CNN_IP_20030408.1600.03-CE16
CE27	CNN_IP_20030408.1600.03-CE17
CE28	CNN_IP_20030408.1600.03-CE18
CE29	CNN_IP_20030408.1600.03-CE19
CE36	CNN_IP_20030408.1600.03-CE20
CE30	CNN_IP_20030408.1600.03-CE21
CE59	CNN_IP_20030408.1600.03-CE22
CE33	CNN_IP_20030408.1600.03-CE23
CE34	CNN_IP_20030408.1600.03-CE24
CE35	CNN_IP_20030408.1600.03-CE25
CE4	CNN_IP_20030408.1600.03-CE26
CE37	CNN_IP_20030408.1600.03-CE27
CE38	CNN_IP_20030408.1600.03-CE28
CE39	CNN_IP_20030408.1600.03-CE29
CE40	CNN_IP_20030408.1600.03-CE30
CE42	CNN_IP_20030408.1600.03-CE31
CE45	CNN_IP_20030408.1600.03-CE32
CE44	CNN_IP_20030408.1600.03-CE33
CE46	CNN_IP_20030408.1600.03-CE34
CE47	CNN_IP_20030408.1600.03-CE35
CE48	CNN_IP_20030408.1600.03-CE36
CE49	CNN_IP_20030408.1600.03-CE37
CE50	CNN_IP_20030408.1600.03-CE38
CE52	CNN_IP_20030408.1600.03-CE39
CE53	CNN_IP_20030408.1600.03-CE40
CE54	CNN_IP_20030408.1600.03-CE41
CE55	CNN_IP_20030408.1600.03-CE42
CE57	CNN_IP_20030408.1600.03-CE43
CE60	CNN_IP_20030408.1600.03-CE44
CE3	CNN_IP_20030408.1600.03-CE45
CE61	CNN_IP_20030408.1600.03-CE46
CE62	CNN_IP_20030408.1600.03-CE47
CE63	CNN_IP_20030408.1600.03-CE48
CE64	CNN_IP_20030408.1600.03-CE49
CE65	CNN_IP_20030408.1600.03-CE50
CE67	CNN_IP_20030408.1600.03-CE51
CE68	CNN_IP_20030408.1600.03-CE52
CE69	CNN_IP_20030408.1600.03-CE53
CE70	CNN_IP_20030408.1600.03-CE54
CE71	CNN_IP_20030408.1600.03-CE55
CE72	CNN_IP_20030408.1600.03-CE56
CE26	CNN_IP_20030408.1600.03-CE57
CE58	CNN_IP_20030408.1600.03-CE58
CE31	CNN_IP_20030408.1600.03-CE59
CE41	CNN_IP_20030408.1600.03-CE60
CE51	CNN_IP_20030408.1600.03-CE61
CE66	CNN_IP_20030408.1600.03-CE62
CE43	CNN_IP_20030408.1600.03-CE63
CE32	CNN_IP_20030408.1600.03-CE64
CE19	CNN_IP_20030408.1600.03-CE65
CE5	CNN_IP_20030408.1600.03-CE66
CE6	CNN_IP_20030408.1600.03-CE67
CE1	CNN_IP_20030408.1600.03-CE68
CE9	CNN_IP_20030408.1600.03-CE69
CE8	CNN_IP_20030408.1600.03-CE70
CE7	CNN_IP_20030408.1600.03-CE71
CE10	CNN_IP_20030408.1600.03-CE72
E29	CNN_IP_20030408.1600.03-E1
E15	CNN_IP_20030408.1600.03-E2
E16	CNN_IP_20030408.1600.03-E3
E17	CNN_IP_20030408.1600.03-E4
E19	CNN_IP_20030408.1600.03-E5
E20	CNN_IP_20030408.1600.03-E6
E21	CNN_IP_20030408.1600.03-E7
E30	CNN_IP_20030408.1600.03-E8
E23	CNN_IP_20030408.1600.03-E9
E24	CNN_IP_20030408.1600.03-E10
E25	CNN_IP_20030408.1600.03-E11
E26	CNN_IP_20030408.1600.03-E12
E27	CNN_IP_20030408.1600.03-E13
E31	CNN_IP_20030408.1600.03-E14
E32	CNN_IP_20030408.1600.03-E15
E33	CNN_IP_20030408.1600.03-E16
E34	CNN_IP_20030408.1600.03-E17
E35	CNN_IP_20030408.1600.03-E18
E1	CNN_IP_20030408.1600.03-E19
E38	CNN_IP_20030408.1600.03-E20
E39	CNN_IP_20030408.1600.03-E21
E40	CNN_IP_20030408.1600.03-E22
E41	CNN_IP_20030408.1600.03-E23
E108	CNN_IP_20030408.1600.03-E24
E43	CNN_IP_20030408.1600.03-E25
E45	CNN_IP_20030408.1600.03-E26
E46	CNN_IP_20030408.1600.03-E27
E47	CNN_IP_20030408.1600.03-E28
E48	CNN_IP_20030408.1600.03-E29
E49	CNN_IP_20030408.1600.03-E30
E51	CNN_IP_20030408.1600.03-E31
E54	CNN_IP_20030408.1600.03-E32
E56	CNN_IP_20030408.1600.03-E33
E58	CNN_IP_20030408.1600.03-E34
E59	CNN_IP_20030408.1600.03-E35
E60	CNN_IP_20030408.1600.03-E36
E61	CNN_IP_20030408.1600.03-E37
E62	CNN_IP_20030408.1600.03-E38
E63	CNN_IP_20030408.1600.03-E39
E64	CNN_IP_20030408.1600.03-E40
E65	CNN_IP_20030408.1600.03-E41
E66	CNN_IP_20030408.1600.03-E42
E67	CNN_IP_20030408.1600.03-E43
E68	CNN_IP_20030408.1600.03-E44
E69	CNN_IP_20030408.1600.03-E45
E71	CNN_IP_20030408.1600.03-E46
E2	CNN_IP_20030408.1600.03-E47
E73	CNN_IP_20030408.1600.03-E48
E74	CNN_IP_20030408.1600.03-E49
E75	CNN_IP_20030408.1600.03-E50
E76	CNN_IP_20030408.1600.03-E51
E78	CNN_IP_20030408.1600.03-E52
E80	CNN_IP_20030408.1600.03-E53
E110	CNN_IP_20030408.1600.03-E54
E83	CNN_IP_20030408.1600.03-E55
E84	CNN_IP_20030408.1600.03-E56
E85	CNN_IP_20030408.1600.03-E57
E87	CNN_IP_20030408.1600.03-E58
E88	CNN_IP_20030408.1600.03-E59
E89	CNN_IP_20030408.1600.03-E60
E90	CNN_IP_20030408.1600.03-E61
E92	CNN_IP_20030408.1600.03-E62
E93	CNN_IP_20030408.1600.03-E63
E94	CNN_IP_20030408.1600.03-E64
E95	CNN_IP_20030408.1600.03-E65
E96	CNN_IP_20030408.1600.03-E66
E97	CNN_IP_20030408.1600.03-E67
E111	CNN_IP_20030408.1600.03-E68
E101	CNN_IP_20030408.1600.03-E69
E103	CNN_IP_20030408.1600.03-E70
E105	CNN_IP_20030408.1600.03-E71
E107	CNN_IP_20030408.1600.03-E72
E114	CNN_IP_20030408.1600.03-E73
E115	CNN_IP_20030408.1600.03-E74
E116	CNN_IP_20030408.1600.03-E75
E3	CNN_IP_20030408.1600.03-E76
E4	CNN_IP_20030408.1600.03-E77
E6	CNN_IP_20030408.1600.03-E78
E7	CNN_IP_20030408.1600.03-E79
E9	CNN_IP_20030408.1600.03-E80
E10	CNN_IP_20030408.1600.03-E81
E11	CNN_IP_20030408.1600.03-E82
E12	CNN_IP_20030408.1600.03-E83
E13	CNN_IP_20030408.1600.03-E84
EM2	CNN_IP_20030408.1600.03-E19-1
EM33	CNN_IP_20030408.1600.03-E14-2
EM14	CNN_IP_20030408.1600.03-E2-3
EM15	CNN_IP_20030408.1600.03-E3-4
EM16	CNN_IP_20030408.1600.03-E4-5
EM17	CNN_IP_20030408.1600.03-E4-6
EM18	CNN_IP_20030408.1600.03-E5-7
EM22	CNN_IP_20030408.1600.03-E6-8
EM23	CNN_IP_20030408.1600.03-E7-9
EM24	CNN_IP_20030408.1600.03-E6-10
EM25	CNN_IP_20030408.1600.03-E9-11
EM26	CNN_IP_20030408.1600.03-E10-12
EM28	CNN_IP_20030408.1600.03-E7-13
EM27	CNN_IP_20030408.1600.03-E11-14
EM31	CNN_IP_20030408.1600.03-E11-15
EM42	CNN_IP_20030408.1600.03-E11-16
EM47	CNN_IP_20030408.1600.03-E11-17
EM71	CNN_IP_20030408.1600.03-E11-18
