CE15	CNN_IP_20030403.1600.00-2-CE1
CE17	CNN_IP_20030403.1600.00-2-CE2
CE1	CNN_IP_20030403.1600.00-2-CE3
CE18	CNN_IP_20030403.1600.00-2-CE4
CE19	CNN_IP_20030403.1600.00-2-CE5
CE2	CNN_IP_20030403.1600.00-2-CE6
CE20	CNN_IP_20030403.1600.00-2-CE7
CE4	CNN_IP_20030403.1600.00-2-CE8
CE10	CNN_IP_20030403.1600.00-2-CE9
CE14	CNN_IP_20030403.1600.00-2-CE10
CE3	CNN_IP_20030403.1600.00-2-CE11
CE5	CNN_IP_20030403.1600.00-2-CE12
CE6	CNN_IP_20030403.1600.00-2-CE13
CE7	CNN_IP_20030403.1600.00-2-CE14
CE8	CNN_IP_20030403.1600.00-2-CE15
CE9	CNN_IP_20030403.1600.00-2-CE16
CE16	CNN_IP_20030403.1600.00-2-CE17
CE11	CNN_IP_20030403.1600.00-2-CE18
CE12	CNN_IP_20030403.1600.00-2-CE19
CE13	CNN_IP_20030403.1600.00-2-CE20
E12	CNN_IP_20030403.1600.00-2-E1
E14	CNN_IP_20030403.1600.00-2-E2
E16	CNN_IP_20030403.1600.00-2-E3
E17	CNN_IP_20030403.1600.00-2-E4
E18	CNN_IP_20030403.1600.00-2-E5
E30	CNN_IP_20030403.1600.00-2-E6
E1	CNN_IP_20030403.1600.00-2-E7
E20	CNN_IP_20030403.1600.00-2-E8
E22	CNN_IP_20030403.1600.00-2-E9
E23	CNN_IP_20030403.1600.00-2-E10
E24	CNN_IP_20030403.1600.00-2-E11
E31	CNN_IP_20030403.1600.00-2-E12
E26	CNN_IP_20030403.1600.00-2-E13
E32	CNN_IP_20030403.1600.00-2-E14
E28	CNN_IP_20030403.1600.00-2-E15
E2	CNN_IP_20030403.1600.00-2-E16
E3	CNN_IP_20030403.1600.00-2-E17
E4	CNN_IP_20030403.1600.00-2-E18
E6	CNN_IP_20030403.1600.00-2-E19
E7	CNN_IP_20030403.1600.00-2-E20
E8	CNN_IP_20030403.1600.00-2-E21
E9	CNN_IP_20030403.1600.00-2-E22
E10	CNN_IP_20030403.1600.00-2-E23
E11	CNN_IP_20030403.1600.00-2-E24
EM1	CNN_IP_20030403.1600.00-2-E7-1
EM20	CNN_IP_20030403.1600.00-2-E17-2
EM21	CNN_IP_20030403.1600.00-2-E1-3
EM22	CNN_IP_20030403.1600.00-2-E1-4
EM23	CNN_IP_20030403.1600.00-2-E18-5
EM24	CNN_IP_20030403.1600.00-2-E18-6
EM25	CNN_IP_20030403.1600.00-2-E18-7
EM26	CNN_IP_20030403.1600.00-2-E18-8
EM27	CNN_IP_20030403.1600.00-2-E17-9
EM28	CNN_IP_20030403.1600.00-2-E18-10
EM29	CNN_IP_20030403.1600.00-2-E17-11
EM30	CNN_IP_20030403.1600.00-2-E18-12
EM31	CNN_IP_20030403.1600.00-2-E17-13
EM32	CNN_IP_20030403.1600.00-2-E18-14
EM33	CNN_IP_20030403.1600.00-2-E18-15
EM36	CNN_IP_20030403.1600.00-2-E2-16
EM37	CNN_IP_20030403.1600.00-2-E18-17
EM38	CNN_IP_20030403.1600.00-2-E1-18
EM39	CNN_IP_20030403.1600.00-2-E18-19
EM40	CNN_IP_20030403.1600.00-2-E18-20
EM41	CNN_IP_20030403.1600.00-2-E2-21
EM42	CNN_IP_20030403.1600.00-2-E2-22
EM43	CNN_IP_20030403.1600.00-2-E18-23
EM44	CNN_IP_20030403.1600.00-2-E17-24
EM45	CNN_IP_20030403.1600.00-2-E18-25
EM47	CNN_IP_20030403.1600.00-2-E2-26
EM46	CNN_IP_20030403.1600.00-2-E3-27
EM48	CNN_IP_20030403.1600.00-2-E2-28
EM49	CNN_IP_20030403.1600.00-2-E4-29
EM50	CNN_IP_20030403.1600.00-2-E1-30
EM63	CNN_IP_20030403.1600.00-2-E6-31
EM51	CNN_IP_20030403.1600.00-2-E18-32
EM52	CNN_IP_20030403.1600.00-2-E18-33
EM53	CNN_IP_20030403.1600.00-2-E18-34
EM54	CNN_IP_20030403.1600.00-2-E17-35
EM55	CNN_IP_20030403.1600.00-2-E17-36
EM56	CNN_IP_20030403.1600.00-2-E18-37
EM57	CNN_IP_20030403.1600.00-2-E5-38
EM58	CNN_IP_20030403.1600.00-2-E18-39
EM59	CNN_IP_20030403.1600.00-2-E18-40
EM60	CNN_IP_20030403.1600.00-2-E18-41
EM61	CNN_IP_20030403.1600.00-2-E18-42
EM62	CNN_IP_20030403.1600.00-2-E18-43
EM64	CNN_IP_20030403.1600.00-2-E17-44
EM34	CNN_IP_20030403.1600.00-2-E21-45
