CE12	CNN_IP_20030410.1600.03-1-CE1
CE13	CNN_IP_20030410.1600.03-1-CE2
CE3	CNN_IP_20030410.1600.03-1-CE3
CE14	CNN_IP_20030410.1600.03-1-CE4
CE15	CNN_IP_20030410.1600.03-1-CE5
CE16	CNN_IP_20030410.1600.03-1-CE6
CE18	CNN_IP_20030410.1600.03-1-CE7
CE19	CNN_IP_20030410.1600.03-1-CE8
CE20	CNN_IP_20030410.1600.03-1-CE9
CE21	CNN_IP_20030410.1600.03-1-CE10
CE22	CNN_IP_20030410.1600.03-1-CE11
CE23	CNN_IP_20030410.1600.03-1-CE12
CE24	CNN_IP_20030410.1600.03-1-CE13
CE25	CNN_IP_20030410.1600.03-1-CE14
CE26	CNN_IP_20030410.1600.03-1-CE15
CE27	CNN_IP_20030410.1600.03-1-CE16
CE28	CNN_IP_20030410.1600.03-1-CE17
CE29	CNN_IP_20030410.1600.03-1-CE18
CE30	CNN_IP_20030410.1600.03-1-CE19
CE31	CNN_IP_20030410.1600.03-1-CE20
CE32	CNN_IP_20030410.1600.03-1-CE21
CE33	CNN_IP_20030410.1600.03-1-CE22
CE34	CNN_IP_20030410.1600.03-1-CE23
CE35	CNN_IP_20030410.1600.03-1-CE24
CE1	CNN_IP_20030410.1600.03-1-CE25
CE36	CNN_IP_20030410.1600.03-1-CE26
CE4	CNN_IP_20030410.1600.03-1-CE27
CE37	CNN_IP_20030410.1600.03-1-CE28
CE17	CNN_IP_20030410.1600.03-1-CE29
CE5	CNN_IP_20030410.1600.03-1-CE30
CE6	CNN_IP_20030410.1600.03-1-CE31
CE2	CNN_IP_20030410.1600.03-1-CE32
CE7	CNN_IP_20030410.1600.03-1-CE33
CE8	CNN_IP_20030410.1600.03-1-CE34
CE9	CNN_IP_20030410.1600.03-1-CE35
CE10	CNN_IP_20030410.1600.03-1-CE36
CE11	CNN_IP_20030410.1600.03-1-CE37
E14	CNN_IP_20030410.1600.03-1-E1
E15	CNN_IP_20030410.1600.03-1-E2
E17	CNN_IP_20030410.1600.03-1-E3
E18	CNN_IP_20030410.1600.03-1-E4
E19	CNN_IP_20030410.1600.03-1-E5
E20	CNN_IP_20030410.1600.03-1-E6
E21	CNN_IP_20030410.1600.03-1-E7
E22	CNN_IP_20030410.1600.03-1-E8
E23	CNN_IP_20030410.1600.03-1-E9
E24	CNN_IP_20030410.1600.03-1-E10
E25	CNN_IP_20030410.1600.03-1-E11
E26	CNN_IP_20030410.1600.03-1-E12
E27	CNN_IP_20030410.1600.03-1-E13
E29	CNN_IP_20030410.1600.03-1-E14
E30	CNN_IP_20030410.1600.03-1-E15
E31	CNN_IP_20030410.1600.03-1-E16
E32	CNN_IP_20030410.1600.03-1-E17
E33	CNN_IP_20030410.1600.03-1-E18
E34	CNN_IP_20030410.1600.03-1-E19
E35	CNN_IP_20030410.1600.03-1-E20
E36	CNN_IP_20030410.1600.03-1-E21
E37	CNN_IP_20030410.1600.03-1-E22
E1	CNN_IP_20030410.1600.03-1-E23
E38	CNN_IP_20030410.1600.03-1-E24
E39	CNN_IP_20030410.1600.03-1-E25
E40	CNN_IP_20030410.1600.03-1-E26
E43	CNN_IP_20030410.1600.03-1-E27
E44	CNN_IP_20030410.1600.03-1-E28
E45	CNN_IP_20030410.1600.03-1-E29
E46	CNN_IP_20030410.1600.03-1-E30
E47	CNN_IP_20030410.1600.03-1-E31
E49	CNN_IP_20030410.1600.03-1-E32
E50	CNN_IP_20030410.1600.03-1-E33
E54	CNN_IP_20030410.1600.03-1-E34
E52	CNN_IP_20030410.1600.03-1-E35
E55	CNN_IP_20030410.1600.03-1-E36
E56	CNN_IP_20030410.1600.03-1-E37
E57	CNN_IP_20030410.1600.03-1-E38
E2	CNN_IP_20030410.1600.03-1-E39
E3	CNN_IP_20030410.1600.03-1-E40
E5	CNN_IP_20030410.1600.03-1-E41
E6	CNN_IP_20030410.1600.03-1-E42
E7	CNN_IP_20030410.1600.03-1-E43
E9	CNN_IP_20030410.1600.03-1-E44
E10	CNN_IP_20030410.1600.03-1-E45
E11	CNN_IP_20030410.1600.03-1-E46
E12	CNN_IP_20030410.1600.03-1-E47
E13	CNN_IP_20030410.1600.03-1-E48
EM1	CNN_IP_20030410.1600.03-1-E23-1
EM19	CNN_IP_20030410.1600.03-1-E2-2
EM20	CNN_IP_20030410.1600.03-1-E3-3
EM21	CNN_IP_20030410.1600.03-1-E4-4
EM22	CNN_IP_20030410.1600.03-1-E5-5
EM24	CNN_IP_20030410.1600.03-1-E5-6
EM23	CNN_IP_20030410.1600.03-1-E23-7
EM25	CNN_IP_20030410.1600.03-1-E45-8
EM26	CNN_IP_20030410.1600.03-1-E6-9
EM28	CNN_IP_20030410.1600.03-1-E7-10
EM29	CNN_IP_20030410.1600.03-1-E8-11
EM30	CNN_IP_20030410.1600.03-1-E8-12
EM31	CNN_IP_20030410.1600.03-1-E9-13
EM32	CNN_IP_20030410.1600.03-1-E10-14
EM33	CNN_IP_20030410.1600.03-1-E11-15
EM34	CNN_IP_20030410.1600.03-1-E7-16
EM35	CNN_IP_20030410.1600.03-1-E7-17
EM36	CNN_IP_20030410.1600.03-1-E12-18
EM37	CNN_IP_20030410.1600.03-1-E13-19
EM38	CNN_IP_20030410.1600.03-1-E14-20
EM39	CNN_IP_20030410.1600.03-1-E14-21
EM42	CNN_IP_20030410.1600.03-1-E15-22
EM43	CNN_IP_20030410.1600.03-1-E8-23
EM45	CNN_IP_20030410.1600.03-1-E16-24
EM46	CNN_IP_20030410.1600.03-1-E17-25
EM47	CNN_IP_20030410.1600.03-1-E14-26
EM48	CNN_IP_20030410.1600.03-1-E7-27
EM49	CNN_IP_20030410.1600.03-1-E14-28
EM50	CNN_IP_20030410.1600.03-1-E14-29
EM51	CNN_IP_20030410.1600.03-1-E7-30
EM52	CNN_IP_20030410.1600.03-1-E18-31
EM53	CNN_IP_20030410.1600.03-1-E19-32
EM54	CNN_IP_20030410.1600.03-1-E20-33
EM55	CNN_IP_20030410.1600.03-1-E21-34
EM56	CNN_IP_20030410.1600.03-1-E22-35
EM57	CNN_IP_20030410.1600.03-1-E22-36
EM58	CNN_IP_20030410.1600.03-1-E24-37
EM59	CNN_IP_20030410.1600.03-1-E10-38
EM60	CNN_IP_20030410.1600.03-1-E20-39
EM61	CNN_IP_20030410.1600.03-1-E25-40
EM63	CNN_IP_20030410.1600.03-1-E26-41
EM64	CNN_IP_20030410.1600.03-1-E11-42
EM68	CNN_IP_20030410.1600.03-1-E22-43
EM69	CNN_IP_20030410.1600.03-1-E11-44
EM70	CNN_IP_20030410.1600.03-1-E26-45
EM72	CNN_IP_20030410.1600.03-1-E27-46
EM73	CNN_IP_20030410.1600.03-1-E28-47
EM74	CNN_IP_20030410.1600.03-1-E29-48
EM75	CNN_IP_20030410.1600.03-1-E30-49
EM76	CNN_IP_20030410.1600.03-1-E31-50
EM77	CNN_IP_20030410.1600.03-1-E32-51
EM78	CNN_IP_20030410.1600.03-1-E33-52
EM79	CNN_IP_20030410.1600.03-1-E43-53
EM27	CNN_IP_20030410.1600.03-1-E34-54
EM80	CNN_IP_20030410.1600.03-1-E35-55
EM81	CNN_IP_20030410.1600.03-1-E23-56
EM2	CNN_IP_20030410.1600.03-1-E39-57
EM44	CNN_IP_20030410.1600.03-1-E7-58
EM62	CNN_IP_20030410.1600.03-1-E20-59
EM40	CNN_IP_20030410.1600.03-1-E7-60
EM41	CNN_IP_20030410.1600.03-1-E36-61
EM65	CNN_IP_20030410.1600.03-1-E20-62
EM66	CNN_IP_20030410.1600.03-1-E37-63
EM67	CNN_IP_20030410.1600.03-1-E38-64
EM71	CNN_IP_20030410.1600.03-1-E20-65
EM3	CNN_IP_20030410.1600.03-1-E40-66
EM4	CNN_IP_20030410.1600.03-1-E41-67
EM5	CNN_IP_20030410.1600.03-1-E23-68
EM6	CNN_IP_20030410.1600.03-1-E42-69
EM7	CNN_IP_20030410.1600.03-1-E43-70
EM8	CNN_IP_20030410.1600.03-1-E44-71
EM9	CNN_IP_20030410.1600.03-1-E23-72
EM10	CNN_IP_20030410.1600.03-1-E45-73
EM11	CNN_IP_20030410.1600.03-1-E46-74
EM12	CNN_IP_20030410.1600.03-1-E47-75
EM13	CNN_IP_20030410.1600.03-1-E47-76
EM14	CNN_IP_20030410.1600.03-1-E45-77
EM15	CNN_IP_20030410.1600.03-1-E23-78
EM16	CNN_IP_20030410.1600.03-1-E23-79
EM17	CNN_IP_20030410.1600.03-1-E48-80
EM18	CNN_IP_20030410.1600.03-1-E1-81
R1	CNN_IP_20030410.1600.03-1-R1
R2	CNN_IP_20030410.1600.03-1-R2
R3	CNN_IP_20030410.1600.03-1-R3
R4	CNN_IP_20030410.1600.03-1-R4
R5	CNN_IP_20030410.1600.03-1-R5
R6	CNN_IP_20030410.1600.03-1-R6
R8	CNN_IP_20030410.1600.03-1-R7
R9	CNN_IP_20030410.1600.03-1-R8
R10	CNN_IP_20030410.1600.03-1-R9
R11	CNN_IP_20030410.1600.03-1-R10
R12	CNN_IP_20030410.1600.03-1-R11
R13	CNN_IP_20030410.1600.03-1-R12
R14	CNN_IP_20030410.1600.03-1-R13
R15	CNN_IP_20030410.1600.03-1-R14
R16	CNN_IP_20030410.1600.03-1-R15
R17	CNN_IP_20030410.1600.03-1-R16
R18	CNN_IP_20030410.1600.03-1-R17
R7	CNN_IP_20030410.1600.03-1-R18
RM1	CNN_IP_20030410.1600.03-1-R1-1
RM2	CNN_IP_20030410.1600.03-1-R2-1
RM3	CNN_IP_20030410.1600.03-1-R3-1
RM4	CNN_IP_20030410.1600.03-1-R4-1
RM5	CNN_IP_20030410.1600.03-1-R5-1
RM6	CNN_IP_20030410.1600.03-1-R6-1
RM8	CNN_IP_20030410.1600.03-1-R7-1
RM9	CNN_IP_20030410.1600.03-1-R8-1
RM10	CNN_IP_20030410.1600.03-1-R9-1
RM11	CNN_IP_20030410.1600.03-1-R10-1
RM12	CNN_IP_20030410.1600.03-1-R11-1
RM13	CNN_IP_20030410.1600.03-1-R12-1
RM14	CNN_IP_20030410.1600.03-1-R13-1
RM15	CNN_IP_20030410.1600.03-1-R14-1
RM16	CNN_IP_20030410.1600.03-1-R15-1
RM17	CNN_IP_20030410.1600.03-1-R16-1
RM18	CNN_IP_20030410.1600.03-1-R17-1
RM7	CNN_IP_20030410.1600.03-1-R18-1
V1	CNN_IP_20030410.1600.03-1-EV1
V3	CNN_IP_20030410.1600.03-1-EV2
V4	CNN_IP_20030410.1600.03-1-EV3
V5	CNN_IP_20030410.1600.03-1-EV4
V2	CNN_IP_20030410.1600.03-1-EV5
VM1	CNN_IP_20030410.1600.03-1-EV1-1
VM3	CNN_IP_20030410.1600.03-1-EV2-1
VM4	CNN_IP_20030410.1600.03-1-EV3-1
VM5	CNN_IP_20030410.1600.03-1-EV4-1
VM2	CNN_IP_20030410.1600.03-1-EV5-1
Q2	CNN_IP_20030410.1600.03-1-T1
Q3	CNN_IP_20030410.1600.03-1-T2
Q5	CNN_IP_20030410.1600.03-1-T3
Q6	CNN_IP_20030410.1600.03-1-T4
Q7	CNN_IP_20030410.1600.03-1-T5
