CE16	CNN_CF_20030305.1900.00-1-CE1
CE17	CNN_CF_20030305.1900.00-1-CE2
CE18	CNN_CF_20030305.1900.00-1-CE3
CE19	CNN_CF_20030305.1900.00-1-CE4
CE53	CNN_CF_20030305.1900.00-1-CE5
CE21	CNN_CF_20030305.1900.00-1-CE6
CE22	CNN_CF_20030305.1900.00-1-CE7
CE24	CNN_CF_20030305.1900.00-1-CE8
CE1	CNN_CF_20030305.1900.00-1-CE9
CE25	CNN_CF_20030305.1900.00-1-CE10
CE26	CNN_CF_20030305.1900.00-1-CE11
CE27	CNN_CF_20030305.1900.00-1-CE12
CE23	CNN_CF_20030305.1900.00-1-CE13
CE28	CNN_CF_20030305.1900.00-1-CE14
CE29	CNN_CF_20030305.1900.00-1-CE15
CE30	CNN_CF_20030305.1900.00-1-CE16
CE31	CNN_CF_20030305.1900.00-1-CE17
CE20	CNN_CF_20030305.1900.00-1-CE18
CE8	CNN_CF_20030305.1900.00-1-CE19
CE34	CNN_CF_20030305.1900.00-1-CE20
CE35	CNN_CF_20030305.1900.00-1-CE21
CE3	CNN_CF_20030305.1900.00-1-CE22
CE36	CNN_CF_20030305.1900.00-1-CE23
CE37	CNN_CF_20030305.1900.00-1-CE24
CE38	CNN_CF_20030305.1900.00-1-CE25
CE41	CNN_CF_20030305.1900.00-1-CE26
CE39	CNN_CF_20030305.1900.00-1-CE27
CE40	CNN_CF_20030305.1900.00-1-CE28
CE42	CNN_CF_20030305.1900.00-1-CE29
CE43	CNN_CF_20030305.1900.00-1-CE30
CE45	CNN_CF_20030305.1900.00-1-CE31
CE47	CNN_CF_20030305.1900.00-1-CE32
CE49	CNN_CF_20030305.1900.00-1-CE33
CE50	CNN_CF_20030305.1900.00-1-CE34
CE51	CNN_CF_20030305.1900.00-1-CE35
CE52	CNN_CF_20030305.1900.00-1-CE36
CE33	CNN_CF_20030305.1900.00-1-CE37
CE2	CNN_CF_20030305.1900.00-1-CE38
CE55	CNN_CF_20030305.1900.00-1-CE39
CE32	CNN_CF_20030305.1900.00-1-CE40
CE12	CNN_CF_20030305.1900.00-1-CE41
CE4	CNN_CF_20030305.1900.00-1-CE42
CE13	CNN_CF_20030305.1900.00-1-CE43
CE44	CNN_CF_20030305.1900.00-1-CE44
CE46	CNN_CF_20030305.1900.00-1-CE45
CE48	CNN_CF_20030305.1900.00-1-CE46
CE5	CNN_CF_20030305.1900.00-1-CE47
CE6	CNN_CF_20030305.1900.00-1-CE48
CE7	CNN_CF_20030305.1900.00-1-CE49
CE10	CNN_CF_20030305.1900.00-1-CE50
CE11	CNN_CF_20030305.1900.00-1-CE51
CE54	CNN_CF_20030305.1900.00-1-CE52
CE9	CNN_CF_20030305.1900.00-1-CE53
E14	CNN_CF_20030305.1900.00-1-E1
E15	CNN_CF_20030305.1900.00-1-E2
E16	CNN_CF_20030305.1900.00-1-E3
E17	CNN_CF_20030305.1900.00-1-E4
E70	CNN_CF_20030305.1900.00-1-E5
E20	CNN_CF_20030305.1900.00-1-E6
E21	CNN_CF_20030305.1900.00-1-E7
E22	CNN_CF_20030305.1900.00-1-E8
E23	CNN_CF_20030305.1900.00-1-E9
E24	CNN_CF_20030305.1900.00-1-E10
E25	CNN_CF_20030305.1900.00-1-E11
E26	CNN_CF_20030305.1900.00-1-E12
E30	CNN_CF_20030305.1900.00-1-E13
E31	CNN_CF_20030305.1900.00-1-E14
E32	CNN_CF_20030305.1900.00-1-E15
E33	CNN_CF_20030305.1900.00-1-E16
E34	CNN_CF_20030305.1900.00-1-E17
E1	CNN_CF_20030305.1900.00-1-E18
E35	CNN_CF_20030305.1900.00-1-E19
E36	CNN_CF_20030305.1900.00-1-E20
E37	CNN_CF_20030305.1900.00-1-E21
E38	CNN_CF_20030305.1900.00-1-E22
E39	CNN_CF_20030305.1900.00-1-E23
E40	CNN_CF_20030305.1900.00-1-E24
E41	CNN_CF_20030305.1900.00-1-E25
E42	CNN_CF_20030305.1900.00-1-E26
E43	CNN_CF_20030305.1900.00-1-E27
E44	CNN_CF_20030305.1900.00-1-E28
E45	CNN_CF_20030305.1900.00-1-E29
E46	CNN_CF_20030305.1900.00-1-E30
E47	CNN_CF_20030305.1900.00-1-E31
E48	CNN_CF_20030305.1900.00-1-E32
E50	CNN_CF_20030305.1900.00-1-E33
E90	CNN_CF_20030305.1900.00-1-E34
E51	CNN_CF_20030305.1900.00-1-E35
E52	CNN_CF_20030305.1900.00-1-E36
E53	CNN_CF_20030305.1900.00-1-E37
E54	CNN_CF_20030305.1900.00-1-E38
E55	CNN_CF_20030305.1900.00-1-E39
E56	CNN_CF_20030305.1900.00-1-E40
E58	CNN_CF_20030305.1900.00-1-E41
E59	CNN_CF_20030305.1900.00-1-E42
E60	CNN_CF_20030305.1900.00-1-E43
E61	CNN_CF_20030305.1900.00-1-E44
E62	CNN_CF_20030305.1900.00-1-E45
E63	CNN_CF_20030305.1900.00-1-E46
E64	CNN_CF_20030305.1900.00-1-E47
E65	CNN_CF_20030305.1900.00-1-E48
E66	CNN_CF_20030305.1900.00-1-E49
E67	CNN_CF_20030305.1900.00-1-E50
E68	CNN_CF_20030305.1900.00-1-E51
E69	CNN_CF_20030305.1900.00-1-E52
E2	CNN_CF_20030305.1900.00-1-E53
E72	CNN_CF_20030305.1900.00-1-E54
E73	CNN_CF_20030305.1900.00-1-E55
E74	CNN_CF_20030305.1900.00-1-E56
E75	CNN_CF_20030305.1900.00-1-E57
E92	CNN_CF_20030305.1900.00-1-E58
E79	CNN_CF_20030305.1900.00-1-E59
E80	CNN_CF_20030305.1900.00-1-E60
E82	CNN_CF_20030305.1900.00-1-E61
E83	CNN_CF_20030305.1900.00-1-E62
E84	CNN_CF_20030305.1900.00-1-E63
E85	CNN_CF_20030305.1900.00-1-E64
E86	CNN_CF_20030305.1900.00-1-E65
E87	CNN_CF_20030305.1900.00-1-E66
E88	CNN_CF_20030305.1900.00-1-E67
E3	CNN_CF_20030305.1900.00-1-E68
E4	CNN_CF_20030305.1900.00-1-E69
E5	CNN_CF_20030305.1900.00-1-E70
E6	CNN_CF_20030305.1900.00-1-E71
E9	CNN_CF_20030305.1900.00-1-E72
E10	CNN_CF_20030305.1900.00-1-E73
E13	CNN_CF_20030305.1900.00-1-E74
EM1	CNN_CF_20030305.1900.00-1-E18-1
EM20	CNN_CF_20030305.1900.00-1-E2-2
EM21	CNN_CF_20030305.1900.00-1-E3-3
EM150	CNN_CF_20030305.1900.00-1-E5-4
EM22	CNN_CF_20030305.1900.00-1-E4-5
EM71	CNN_CF_20030305.1900.00-1-E14-6
EM25	CNN_CF_20030305.1900.00-1-E6-7
EM27	CNN_CF_20030305.1900.00-1-E69-8
EM28	CNN_CF_20030305.1900.00-1-E7-9
EM29	CNN_CF_20030305.1900.00-1-E6-10
EM30	CNN_CF_20030305.1900.00-1-E8-11
EM31	CNN_CF_20030305.1900.00-1-E69-12
EM33	CNN_CF_20030305.1900.00-1-E69-13
EM34	CNN_CF_20030305.1900.00-1-E69-14
EM35	CNN_CF_20030305.1900.00-1-E9-15
EM42	CNN_CF_20030305.1900.00-1-E69-16
EM43	CNN_CF_20030305.1900.00-1-E69-17
EM46	CNN_CF_20030305.1900.00-1-E69-18
EM66	CNN_CF_20030305.1900.00-1-E69-19
EM67	CNN_CF_20030305.1900.00-1-E10-20
EM54	CNN_CF_20030305.1900.00-1-E2-21
EM55	CNN_CF_20030305.1900.00-1-E3-22
EM74	CNN_CF_20030305.1900.00-1-E2-23
EM75	CNN_CF_20030305.1900.00-1-E3-24
EM82	CNN_CF_20030305.1900.00-1-E11-25
EM88	CNN_CF_20030305.1900.00-1-E8-26
EM90	CNN_CF_20030305.1900.00-1-E8-27
EM95	CNN_CF_20030305.1900.00-1-E8-28
EM97	CNN_CF_20030305.1900.00-1-E8-29
EM112	CNN_CF_20030305.1900.00-1-E2-30
EM36	CNN_CF_20030305.1900.00-1-E12-31
EM72	CNN_CF_20030305.1900.00-1-E14-32
EM73	CNN_CF_20030305.1900.00-1-E25-33
EM37	CNN_CF_20030305.1900.00-1-E12-34
EM40	CNN_CF_20030305.1900.00-1-E13-35
EM44	CNN_CF_20030305.1900.00-1-E12-36
EM45	CNN_CF_20030305.1900.00-1-E14-37
EM51	CNN_CF_20030305.1900.00-1-E12-38
EM52	CNN_CF_20030305.1900.00-1-E15-39
EM49	CNN_CF_20030305.1900.00-1-E12-40
EM50	CNN_CF_20030305.1900.00-1-E16-41
EM47	CNN_CF_20030305.1900.00-1-E17-42
EM48	CNN_CF_20030305.1900.00-1-E19-43
EM32	CNN_CF_20030305.1900.00-1-E20-44
EM53	CNN_CF_20030305.1900.00-1-E21-45
EM56	CNN_CF_20030305.1900.00-1-E22-46
EM57	CNN_CF_20030305.1900.00-1-E23-47
EM58	CNN_CF_20030305.1900.00-1-E24-48
EM60	CNN_CF_20030305.1900.00-1-E24-49
EM61	CNN_CF_20030305.1900.00-1-E24-50
EM62	CNN_CF_20030305.1900.00-1-E24-51
EM70	CNN_CF_20030305.1900.00-1-E24-52
EM79	CNN_CF_20030305.1900.00-1-E24-53
EM103	CNN_CF_20030305.1900.00-1-E24-54
EM83	CNN_CF_20030305.1900.00-1-E8-55
EM86	CNN_CF_20030305.1900.00-1-E26-56
EM76	CNN_CF_20030305.1900.00-1-E27-57
EM77	CNN_CF_20030305.1900.00-1-E28-58
EM78	CNN_CF_20030305.1900.00-1-E29-59
EM80	CNN_CF_20030305.1900.00-1-E30-60
EM81	CNN_CF_20030305.1900.00-1-E27-61
EM84	CNN_CF_20030305.1900.00-1-E8-62
EM85	CNN_CF_20030305.1900.00-1-E31-63
EM87	CNN_CF_20030305.1900.00-1-E27-64
EM89	CNN_CF_20030305.1900.00-1-E32-65
EM91	CNN_CF_20030305.1900.00-1-E33-66
EM92	CNN_CF_20030305.1900.00-1-E33-67
EM94	CNN_CF_20030305.1900.00-1-E33-68
EM96	CNN_CF_20030305.1900.00-1-E27-69
EM100	CNN_CF_20030305.1900.00-1-E35-70
EM98	CNN_CF_20030305.1900.00-1-E36-71
EM99	CNN_CF_20030305.1900.00-1-E37-72
EM101	CNN_CF_20030305.1900.00-1-E27-73
EM102	CNN_CF_20030305.1900.00-1-E38-74
EM104	CNN_CF_20030305.1900.00-1-E39-75
EM105	CNN_CF_20030305.1900.00-1-E40-76
EM106	CNN_CF_20030305.1900.00-1-E24-77
EM108	CNN_CF_20030305.1900.00-1-E41-78
EM2	CNN_CF_20030305.1900.00-1-E53-79
EM109	CNN_CF_20030305.1900.00-1-E27-80
EM110	CNN_CF_20030305.1900.00-1-E42-81
EM111	CNN_CF_20030305.1900.00-1-E29-82
EM114	CNN_CF_20030305.1900.00-1-E41-83
EM115	CNN_CF_20030305.1900.00-1-E43-84
EM116	CNN_CF_20030305.1900.00-1-E44-85
EM117	CNN_CF_20030305.1900.00-1-E41-86
EM17	CNN_CF_20030305.1900.00-1-E58-87
EM119	CNN_CF_20030305.1900.00-1-E8-88
EM121	CNN_CF_20030305.1900.00-1-E69-89
EM122	CNN_CF_20030305.1900.00-1-E14-90
EM123	CNN_CF_20030305.1900.00-1-E8-91
EM124	CNN_CF_20030305.1900.00-1-E69-92
EM125	CNN_CF_20030305.1900.00-1-E69-93
EM132	CNN_CF_20030305.1900.00-1-E24-94
EM133	CNN_CF_20030305.1900.00-1-E24-95
EM134	CNN_CF_20030305.1900.00-1-E24-96
EM120	CNN_CF_20030305.1900.00-1-E45-97
EM129	CNN_CF_20030305.1900.00-1-E45-98
EM130	CNN_CF_20030305.1900.00-1-E46-99
EM131	CNN_CF_20030305.1900.00-1-E47-100
EM126	CNN_CF_20030305.1900.00-1-E45-101
EM128	CNN_CF_20030305.1900.00-1-E8-102
EM135	CNN_CF_20030305.1900.00-1-E48-103
EM136	CNN_CF_20030305.1900.00-1-E24-104
EM137	CNN_CF_20030305.1900.00-1-E24-105
EM138	CNN_CF_20030305.1900.00-1-E14-106
EM140	CNN_CF_20030305.1900.00-1-E24-107
EM139	CNN_CF_20030305.1900.00-1-E49-108
EM141	CNN_CF_20030305.1900.00-1-E24-109
EM143	CNN_CF_20030305.1900.00-1-E25-110
EM144	CNN_CF_20030305.1900.00-1-E25-111
EM145	CNN_CF_20030305.1900.00-1-E50-112
EM146	CNN_CF_20030305.1900.00-1-E51-113
EM147	CNN_CF_20030305.1900.00-1-E14-114
EM148	CNN_CF_20030305.1900.00-1-E24-115
EM149	CNN_CF_20030305.1900.00-1-E14-116
EM65	CNN_CF_20030305.1900.00-1-E14-117
EM64	CNN_CF_20030305.1900.00-1-E25-118
EM63	CNN_CF_20030305.1900.00-1-E14-119
EM68	CNN_CF_20030305.1900.00-1-E52-120
EM69	CNN_CF_20030305.1900.00-1-E52-121
EM26	CNN_CF_20030305.1900.00-1-E54-122
EM59	CNN_CF_20030305.1900.00-1-E55-123
EM12	CNN_CF_20030305.1900.00-1-E56-124
EM14	CNN_CF_20030305.1900.00-1-E57-125
EM107	CNN_CF_20030305.1900.00-1-E59-126
EM113	CNN_CF_20030305.1900.00-1-E60-127
EM23	CNN_CF_20030305.1900.00-1-E1-128
EM142	CNN_CF_20030305.1900.00-1-E61-129
EM41	CNN_CF_20030305.1900.00-1-E12-130
EM93	CNN_CF_20030305.1900.00-1-E62-131
EM3	CNN_CF_20030305.1900.00-1-E68-132
EM39	CNN_CF_20030305.1900.00-1-E63-133
EM24	CNN_CF_20030305.1900.00-1-E64-134
EM118	CNN_CF_20030305.1900.00-1-E65-135
EM127	CNN_CF_20030305.1900.00-1-E66-136
EM8	CNN_CF_20030305.1900.00-1-E27-137
EM9	CNN_CF_20030305.1900.00-1-E74-138
EM38	CNN_CF_20030305.1900.00-1-E67-139
EM4	CNN_CF_20030305.1900.00-1-E53-140
EM5	CNN_CF_20030305.1900.00-1-E69-141
EM6	CNN_CF_20030305.1900.00-1-E70-142
EM7	CNN_CF_20030305.1900.00-1-E71-143
EM10	CNN_CF_20030305.1900.00-1-E72-144
EM11	CNN_CF_20030305.1900.00-1-E73-145
EM13	CNN_CF_20030305.1900.00-1-E73-146
EM15	CNN_CF_20030305.1900.00-1-E73-147
EM16	CNN_CF_20030305.1900.00-1-E34-148
EM18	CNN_CF_20030305.1900.00-1-E74-149
EM19	CNN_CF_20030305.1900.00-1-E1-150
R8	CNN_CF_20030305.1900.00-1-R1
R10	CNN_CF_20030305.1900.00-1-R2
R12	CNN_CF_20030305.1900.00-1-R3
R1	CNN_CF_20030305.1900.00-1-R4
R2	CNN_CF_20030305.1900.00-1-R5
R3	CNN_CF_20030305.1900.00-1-R6
R4	CNN_CF_20030305.1900.00-1-R7
R6	CNN_CF_20030305.1900.00-1-R8
R14	CNN_CF_20030305.1900.00-1-R9
R7	CNN_CF_20030305.1900.00-1-R10
R9	CNN_CF_20030305.1900.00-1-R11
R13	CNN_CF_20030305.1900.00-1-R12
R11	CNN_CF_20030305.1900.00-1-R13
R15	CNN_CF_20030305.1900.00-1-R14
R16	CNN_CF_20030305.1900.00-1-R15
R8	CNN_CF_20030305.1900.00-1-R16
R5	CNN_CF_20030305.1900.00-1-R17
RM10	CNN_CF_20030305.1900.00-1-R2-1
RM12	CNN_CF_20030305.1900.00-1-R3-1
RM15	CNN_CF_20030305.1900.00-1-R9-1
RM1	CNN_CF_20030305.1900.00-1-R4-1
RM2	CNN_CF_20030305.1900.00-1-R5-1
