CE20	CNN_IP_20030406.1600.03-CE1
CE21	CNN_IP_20030406.1600.03-CE2
CE3	CNN_IP_20030406.1600.03-CE3
CE22	CNN_IP_20030406.1600.03-CE4
CE23	CNN_IP_20030406.1600.03-CE5
CE24	CNN_IP_20030406.1600.03-CE6
CE25	CNN_IP_20030406.1600.03-CE7
CE26	CNN_IP_20030406.1600.03-CE8
CE27	CNN_IP_20030406.1600.03-CE9
CE28	CNN_IP_20030406.1600.03-CE10
CE29	CNN_IP_20030406.1600.03-CE11
CE1	CNN_IP_20030406.1600.03-CE12
CE2	CNN_IP_20030406.1600.03-CE13
CE30	CNN_IP_20030406.1600.03-CE14
CE31	CNN_IP_20030406.1600.03-CE15
CE32	CNN_IP_20030406.1600.03-CE16
CE34	CNN_IP_20030406.1600.03-CE17
CE35	CNN_IP_20030406.1600.03-CE18
CE19	CNN_IP_20030406.1600.03-CE19
CE38	CNN_IP_20030406.1600.03-CE20
CE39	CNN_IP_20030406.1600.03-CE21
CE36	CNN_IP_20030406.1600.03-CE22
CE40	CNN_IP_20030406.1600.03-CE23
CE41	CNN_IP_20030406.1600.03-CE24
CE8	CNN_IP_20030406.1600.03-CE25
CE42	CNN_IP_20030406.1600.03-CE26
CE43	CNN_IP_20030406.1600.03-CE27
CE44	CNN_IP_20030406.1600.03-CE28
CE46	CNN_IP_20030406.1600.03-CE29
CE47	CNN_IP_20030406.1600.03-CE30
CE48	CNN_IP_20030406.1600.03-CE31
CE49	CNN_IP_20030406.1600.03-CE32
CE10	CNN_IP_20030406.1600.03-CE33
CE50	CNN_IP_20030406.1600.03-CE34
CE7	CNN_IP_20030406.1600.03-CE35
CE9	CNN_IP_20030406.1600.03-CE36
CE37	CNN_IP_20030406.1600.03-CE37
CE45	CNN_IP_20030406.1600.03-CE38
CE33	CNN_IP_20030406.1600.03-CE39
CE5	CNN_IP_20030406.1600.03-CE40
CE6	CNN_IP_20030406.1600.03-CE41
CE11	CNN_IP_20030406.1600.03-CE42
CE12	CNN_IP_20030406.1600.03-CE43
CE13	CNN_IP_20030406.1600.03-CE44
CE14	CNN_IP_20030406.1600.03-CE45
CE15	CNN_IP_20030406.1600.03-CE46
CE16	CNN_IP_20030406.1600.03-CE47
CE17	CNN_IP_20030406.1600.03-CE48
CE18	CNN_IP_20030406.1600.03-CE49
CE4	CNN_IP_20030406.1600.03-CE50
E17	CNN_IP_20030406.1600.03-E1
E18	CNN_IP_20030406.1600.03-E2
E20	CNN_IP_20030406.1600.03-E3
E21	CNN_IP_20030406.1600.03-E4
E22	CNN_IP_20030406.1600.03-E5
E23	CNN_IP_20030406.1600.03-E6
E24	CNN_IP_20030406.1600.03-E7
E25	CNN_IP_20030406.1600.03-E8
