CE10	CNN_IP_20030422.1600.05-CE1
CE1	CNN_IP_20030422.1600.05-CE2
CE11	CNN_IP_20030422.1600.05-CE3
CE12	CNN_IP_20030422.1600.05-CE4
CE2	CNN_IP_20030422.1600.05-CE5
CE13	CNN_IP_20030422.1600.05-CE6
CE14	CNN_IP_20030422.1600.05-CE7
CE15	CNN_IP_20030422.1600.05-CE8
CE3	CNN_IP_20030422.1600.05-CE9
CE4	CNN_IP_20030422.1600.05-CE10
CE5	CNN_IP_20030422.1600.05-CE11
CE6	CNN_IP_20030422.1600.05-CE12
CE7	CNN_IP_20030422.1600.05-CE13
CE8	CNN_IP_20030422.1600.05-CE14
CE9	CNN_IP_20030422.1600.05-CE15
E14	CNN_IP_20030422.1600.05-E1
E15	CNN_IP_20030422.1600.05-E2
E17	CNN_IP_20030422.1600.05-E3
E18	CNN_IP_20030422.1600.05-E4
E19	CNN_IP_20030422.1600.05-E5
E21	CNN_IP_20030422.1600.05-E6
E22	CNN_IP_20030422.1600.05-E7
E25	CNN_IP_20030422.1600.05-E8
E26	CNN_IP_20030422.1600.05-E9
E1	CNN_IP_20030422.1600.05-E10
E2	CNN_IP_20030422.1600.05-E11
E3	CNN_IP_20030422.1600.05-E12
E4	CNN_IP_20030422.1600.05-E13
E27	CNN_IP_20030422.1600.05-E14
E8	CNN_IP_20030422.1600.05-E15
E9	CNN_IP_20030422.1600.05-E16
E10	CNN_IP_20030422.1600.05-E17
E11	CNN_IP_20030422.1600.05-E18
E12	CNN_IP_20030422.1600.05-E19
E13	CNN_IP_20030422.1600.05-E20
EM16	CNN_IP_20030422.1600.05-E19-1
EM17	CNN_IP_20030422.1600.05-E1-2
EM18	CNN_IP_20030422.1600.05-E2-3
EM19	CNN_IP_20030422.1600.05-E3-4
EM20	CNN_IP_20030422.1600.05-E2-5
EM21	CNN_IP_20030422.1600.05-E4-6
EM22	CNN_IP_20030422.1600.05-E5-7
EM23	CNN_IP_20030422.1600.05-E6-8
EM24	CNN_IP_20030422.1600.05-E7-9
EM26	CNN_IP_20030422.1600.05-E10-10
EM27	CNN_IP_20030422.1600.05-E8-11
EM28	CNN_IP_20030422.1600.05-E8-12
EM29	CNN_IP_20030422.1600.05-E9-13
EM1	CNN_IP_20030422.1600.05-E10-14
EM2	CNN_IP_20030422.1600.05-E11-15
EM3	CNN_IP_20030422.1600.05-E10-16
EM4	CNN_IP_20030422.1600.05-E12-17
EM5	CNN_IP_20030422.1600.05-E13-18
EM6	CNN_IP_20030422.1600.05-E10-19
EM7	CNN_IP_20030422.1600.05-E15-20
EM25	CNN_IP_20030422.1600.05-E14-21
EM8	CNN_IP_20030422.1600.05-E10-22
EM9	CNN_IP_20030422.1600.05-E10-23
EM10	CNN_IP_20030422.1600.05-E10-24
EM11	CNN_IP_20030422.1600.05-E15-25
EM12	CNN_IP_20030422.1600.05-E16-26
EM13	CNN_IP_20030422.1600.05-E17-27
EM14	CNN_IP_20030422.1600.05-E18-28
EM15	CNN_IP_20030422.1600.05-E20-29
R2	CNN_IP_20030422.1600.05-R1
R1	CNN_IP_20030422.1600.05-R2
R4	CNN_IP_20030422.1600.05-R3
R3	CNN_IP_20030422.1600.05-R4
R5	CNN_IP_20030422.1600.05-R5
R6	CNN_IP_20030422.1600.05-R6
R7	CNN_IP_20030422.1600.05-R7
RM2	CNN_IP_20030422.1600.05-R1-1
RM1	CNN_IP_20030422.1600.05-R2-1
RM4	CNN_IP_20030422.1600.05-R3-1
RM3	CNN_IP_20030422.1600.05-R4-1
RM5	CNN_IP_20030422.1600.05-R5-1
RM6	CNN_IP_20030422.1600.05-R6-1
RM7	CNN_IP_20030422.1600.05-R7-1
V1	CNN_IP_20030422.1600.05-EV1
V2	CNN_IP_20030422.1600.05-EV2
V3	CNN_IP_20030422.1600.05-EV3
VM1	CNN_IP_20030422.1600.05-EV1-1
VM2	CNN_IP_20030422.1600.05-EV2-1
VM3	CNN_IP_20030422.1600.05-EV3-1
Q1	CNN_IP_20030422.1600.05-T1
Q2	CNN_IP_20030422.1600.05-V1
Q4	CNN_IP_20030422.1600.05-T2
Q3	CNN_IP_20030422.1600.05-T3
QM2	CNN_IP_20030422.1600.05-V1-1
