CE1	CNR20001217.1700.1117-CE1
CE2	CNR20001217.1700.1117-CE2
CE3	CNR20001217.1700.1117-CE3
CE4	CNR20001217.1700.1117-CE4
CE5	CNR20001217.1700.1117-CE5
CE6	CNR20001217.1700.1117-CE6
CE7	CNR20001217.1700.1117-CE7
CE8	CNR20001217.1700.1117-CE8
CE9	CNR20001217.1700.1117-CE9
CE10	CNR20001217.1700.1117-CE10
CE11	CNR20001217.1700.1117-CE11
CE12	CNR20001217.1700.1117-CE12
E1	CNR20001217.1700.1117-E1
E2	CNR20001217.1700.1117-E2
E3	CNR20001217.1700.1117-E3
E4	CNR20001217.1700.1117-E4
E5	CNR20001217.1700.1117-E5
E6	CNR20001217.1700.1117-E6
E7	CNR20001217.1700.1117-E7
E8	CNR20001217.1700.1117-E8
E9	CNR20001217.1700.1117-E9
E10	CNR20001217.1700.1117-E10
E11	CNR20001217.1700.1117-E11
E12	CNR20001217.1700.1117-E12
EM1	CNR20001217.1700.1117-E1-1
EM2	CNR20001217.1700.1117-E2-2
EM3	CNR20001217.1700.1117-E3-3
EM4	CNR20001217.1700.1117-E4-4
EM5	CNR20001217.1700.1117-E5-5
EM6	CNR20001217.1700.1117-E6-6
EM7	CNR20001217.1700.1117-E7-7
EM8	CNR20001217.1700.1117-E8-8
EM9	CNR20001217.1700.1117-E9-9
EM10	CNR20001217.1700.1117-E10-10
EM11	CNR20001217.1700.1117-E11-11
EM12	CNR20001217.1700.1117-E12-12
R1	CNR20001217.1700.1117-R1
R2	CNR20001217.1700.1117-R2
RM1	CNR20001217.1700.1117-R1-1
RM2	CNR20001217.1700.1117-R2-1
V1	CNR20001217.1700.1117-EV1
VM1	CNR20001217.1700.1117-EV1-1
VM2	CNR20001217.1700.1117-EV1-2
Q1	CNR20001217.1700.1117-T1
Q2	CNR20001217.1700.1117-T2
