CE16	CTS20001020.1800.0451-CE1
CE17	CTS20001020.1800.0451-CE2
CE18	CTS20001020.1800.0451-CE3
CE19	CTS20001020.1800.0451-CE4
CE20	CTS20001020.1800.0451-CE5
CE21	CTS20001020.1800.0451-CE6
CE22	CTS20001020.1800.0451-CE7
CE23	CTS20001020.1800.0451-CE8
CE24	CTS20001020.1800.0451-CE9
CE25	CTS20001020.1800.0451-CE10
CE26	CTS20001020.1800.0451-CE11
CE27	CTS20001020.1800.0451-CE12
CE28	CTS20001020.1800.0451-CE13
CE29	CTS20001020.1800.0451-CE14
CE30	CTS20001020.1800.0451-CE15
CE31	CTS20001020.1800.0451-CE16
CE32	CTS20001020.1800.0451-CE17
CE33	CTS20001020.1800.0451-CE18
CE34	CTS20001020.1800.0451-CE19
CE35	CTS20001020.1800.0451-CE20
CE36	CTS20001020.1800.0451-CE21
CE37	CTS20001020.1800.0451-CE22
CE38	CTS20001020.1800.0451-CE23
CE39	CTS20001020.1800.0451-CE24
CE40	CTS20001020.1800.0451-CE25
CE42	CTS20001020.1800.0451-CE26
CE43	CTS20001020.1800.0451-CE27
CE44	CTS20001020.1800.0451-CE28
CE45	CTS20001020.1800.0451-CE29
CE46	CTS20001020.1800.0451-CE30
CE47	CTS20001020.1800.0451-CE31
CE48	CTS20001020.1800.0451-CE32
CE49	CTS20001020.1800.0451-CE33
CE1	CTS20001020.1800.0451-CE34
CE50	CTS20001020.1800.0451-CE35
CE51	CTS20001020.1800.0451-CE36
CE2	CTS20001020.1800.0451-CE37
CE3	CTS20001020.1800.0451-CE38
CE4	CTS20001020.1800.0451-CE39
CE5	CTS20001020.1800.0451-CE40
CE6	CTS20001020.1800.0451-CE41
CE7	CTS20001020.1800.0451-CE42
CE8	CTS20001020.1800.0451-CE43
CE9	CTS20001020.1800.0451-CE44
CE12	CTS20001020.1800.0451-CE45
CE11	CTS20001020.1800.0451-CE46
CE13	CTS20001020.1800.0451-CE47
CE14	CTS20001020.1800.0451-CE48
CE15	CTS20001020.1800.0451-CE49
E16	CTS20001020.1800.0451-E1
E17	CTS20001020.1800.0451-E2
E18	CTS20001020.1800.0451-E3
E19	CTS20001020.1800.0451-E4
E20	CTS20001020.1800.0451-E5
