CE11	CTS20001106.1300.0423-CE1
CE12	CTS20001106.1300.0423-CE2
CE13	CTS20001106.1300.0423-CE3
CE14	CTS20001106.1300.0423-CE4
CE15	CTS20001106.1300.0423-CE5
CE16	CTS20001106.1300.0423-CE6
CE18	CTS20001106.1300.0423-CE7
CE1	CTS20001106.1300.0423-CE8
CE2	CTS20001106.1300.0423-CE9
CE3	CTS20001106.1300.0423-CE10
CE4	CTS20001106.1300.0423-CE11
CE5	CTS20001106.1300.0423-CE12
CE6	CTS20001106.1300.0423-CE13
CE7	CTS20001106.1300.0423-CE14
CE8	CTS20001106.1300.0423-CE15
CE9	CTS20001106.1300.0423-CE16
CE10	CTS20001106.1300.0423-CE17
E11	CTS20001106.1300.0423-E1
E12	CTS20001106.1300.0423-E2
E13	CTS20001106.1300.0423-E3
E14	CTS20001106.1300.0423-E4
E15	CTS20001106.1300.0423-E5
E16	CTS20001106.1300.0423-E6
E18	CTS20001106.1300.0423-E7
E1	CTS20001106.1300.0423-E8
E2	CTS20001106.1300.0423-E9
E3	CTS20001106.1300.0423-E10
E4	CTS20001106.1300.0423-E11
E5	CTS20001106.1300.0423-E12
E6	CTS20001106.1300.0423-E13
E7	CTS20001106.1300.0423-E14
E8	CTS20001106.1300.0423-E15
E9	CTS20001106.1300.0423-E16
E10	CTS20001106.1300.0423-E17
EM1	CTS20001106.1300.0423-E8-1
EM21	CTS20001106.1300.0423-E13-2
EM22	CTS20001106.1300.0423-E12-3
EM23	CTS20001106.1300.0423-E8-4
EM24	CTS20001106.1300.0423-E1-5
EM25	CTS20001106.1300.0423-E2-6
EM6	CTS20001106.1300.0423-E2-7
EM26	CTS20001106.1300.0423-E8-8
EM27	CTS20001106.1300.0423-E3-9
EM28	CTS20001106.1300.0423-E8-10
EM29	CTS20001106.1300.0423-E16-11
EM30	CTS20001106.1300.0423-E14-12
EM31	CTS20001106.1300.0423-E4-13
EM32	CTS20001106.1300.0423-E5-14
EM33	CTS20001106.1300.0423-E6-15
EM34	CTS20001106.1300.0423-E15-16
EM35	CTS20001106.1300.0423-E12-17
EM37	CTS20001106.1300.0423-E7-18
EM2	CTS20001106.1300.0423-E9-19
EM3	CTS20001106.1300.0423-E10-20
EM4	CTS20001106.1300.0423-E11-21
EM5	CTS20001106.1300.0423-E12-22
EM7	CTS20001106.1300.0423-E8-23
EM8	CTS20001106.1300.0423-E8-24
EM9	CTS20001106.1300.0423-E9-25
EM10	CTS20001106.1300.0423-E14-26
EM11	CTS20001106.1300.0423-E15-27
EM12	CTS20001106.1300.0423-E16-28
EM13	CTS20001106.1300.0423-E12-29
EM14	CTS20001106.1300.0423-E12-30
EM16	CTS20001106.1300.0423-E17-31
EM17	CTS20001106.1300.0423-E13-32
EM18	CTS20001106.1300.0423-E13-33
EM19	CTS20001106.1300.0423-E12-34
EM20	CTS20001106.1300.0423-E13-35
R1	CTS20001106.1300.0423-R1
R2	CTS20001106.1300.0423-R2
R3	CTS20001106.1300.0423-R3
R4	CTS20001106.1300.0423-R4
R5	CTS20001106.1300.0423-R5
R6	CTS20001106.1300.0423-R6
R7	CTS20001106.1300.0423-R7
R8	CTS20001106.1300.0423-R8
R9	CTS20001106.1300.0423-R9
R10	CTS20001106.1300.0423-R10
R11	CTS20001106.1300.0423-R11
R12	CTS20001106.1300.0423-R12
R13	CTS20001106.1300.0423-R13
R14	CTS20001106.1300.0423-R14
RM1	CTS20001106.1300.0423-R1-1
RM2	CTS20001106.1300.0423-R2-1
RM3	CTS20001106.1300.0423-R3-1
RM4	CTS20001106.1300.0423-R4-1
RM5	CTS20001106.1300.0423-R5-1
RM6	CTS20001106.1300.0423-R5-2
RM7	CTS20001106.1300.0423-R1-2
RM8	CTS20001106.1300.0423-R8-1
RM9	CTS20001106.1300.0423-R8-2
RM10	CTS20001106.1300.0423-R10-1
RM11	CTS20001106.1300.0423-R11-1
RM12	CTS20001106.1300.0423-R5-3
RM13	CTS20001106.1300.0423-R13-1
RM14	CTS20001106.1300.0423-R14-1
V2	CTS20001106.1300.0423-EV1
V3	CTS20001106.1300.0423-EV2
V4	CTS20001106.1300.0423-EV3
V1	CTS20001106.1300.0423-EV4
VM2	CTS20001106.1300.0423-EV1-1
VM3	CTS20001106.1300.0423-EV2-1
VM4	CTS20001106.1300.0423-EV1-2
VM5	CTS20001106.1300.0423-EV3-1
VM1	CTS20001106.1300.0423-EV4-1
Q1	CTS20001106.1300.0423-T1
Q2	CTS20001106.1300.0423-T2
Q3	CTS20001106.1300.0423-T3
Q4	CTS20001106.1300.0423-T4
Q5	CTS20001106.1300.0423-T5
Q6	CTS20001106.1300.0423-T6
Q7	CTS20001106.1300.0423-T7
Q8	CTS20001106.1300.0423-T8
