CE13	CTV20001104.1530.0780-CE1
CE14	CTV20001104.1530.0780-CE2
CE15	CTV20001104.1530.0780-CE3
CE17	CTV20001104.1530.0780-CE4
CE18	CTV20001104.1530.0780-CE5
CE1	CTV20001104.1530.0780-CE6
CE2	CTV20001104.1530.0780-CE7
CE3	CTV20001104.1530.0780-CE8
CE4	CTV20001104.1530.0780-CE9
CE5	CTV20001104.1530.0780-CE10
CE7	CTV20001104.1530.0780-CE11
CE8	CTV20001104.1530.0780-CE12
CE9	CTV20001104.1530.0780-CE13
CE11	CTV20001104.1530.0780-CE14
CE12	CTV20001104.1530.0780-CE15
E15	CTV20001104.1530.0780-E1
E16	CTV20001104.1530.0780-E2
E17	CTV20001104.1530.0780-E3
E19	CTV20001104.1530.0780-E4
E20	CTV20001104.1530.0780-E5
E1	CTV20001104.1530.0780-E6
E2	CTV20001104.1530.0780-E7
E3	CTV20001104.1530.0780-E8
E4	CTV20001104.1530.0780-E9
E5	CTV20001104.1530.0780-E10
E6	CTV20001104.1530.0780-E11
E8	CTV20001104.1530.0780-E12
E9	CTV20001104.1530.0780-E13
E10	CTV20001104.1530.0780-E14
E12	CTV20001104.1530.0780-E15
E13	CTV20001104.1530.0780-E16
E14	CTV20001104.1530.0780-E17
EM1	CTV20001104.1530.0780-E6-1
EM18	CTV20001104.1530.0780-E7-2
EM19	CTV20001104.1530.0780-E6-3
EM20	CTV20001104.1530.0780-E17-4
EM21	CTV20001104.1530.0780-E6-5
EM22	CTV20001104.1530.0780-E6-6
EM23	CTV20001104.1530.0780-E6-7
EM24	CTV20001104.1530.0780-E8-8
EM25	CTV20001104.1530.0780-E1-9
EM26	CTV20001104.1530.0780-E1-10
EM27	CTV20001104.1530.0780-E2-11
EM28	CTV20001104.1530.0780-E3-12
EM29	CTV20001104.1530.0780-E7-13
EM30	CTV20001104.1530.0780-E7-14
EM31	CTV20001104.1530.0780-E6-15
EM33	CTV20001104.1530.0780-E4-16
EM34	CTV20001104.1530.0780-E8-17
EM35	CTV20001104.1530.0780-E17-18
EM36	CTV20001104.1530.0780-E17-19
EM37	CTV20001104.1530.0780-E8-20
EM38	CTV20001104.1530.0780-E6-21
EM39	CTV20001104.1530.0780-E7-22
EM40	CTV20001104.1530.0780-E9-23
EM41	CTV20001104.1530.0780-E8-24
EM42	CTV20001104.1530.0780-E5-25
EM2	CTV20001104.1530.0780-E7-26
EM3	CTV20001104.1530.0780-E8-27
EM4	CTV20001104.1530.0780-E9-28
EM5	CTV20001104.1530.0780-E9-29
EM6	CTV20001104.1530.0780-E10-30
EM7	CTV20001104.1530.0780-E11-31
EM9	CTV20001104.1530.0780-E7-32
EM10	CTV20001104.1530.0780-E6-33
EM11	CTV20001104.1530.0780-E12-34
EM12	CTV20001104.1530.0780-E13-35
EM13	CTV20001104.1530.0780-E14-36
EM15	CTV20001104.1530.0780-E15-37
EM16	CTV20001104.1530.0780-E16-38
EM17	CTV20001104.1530.0780-E17-39
R2	CTV20001104.1530.0780-R1
R3	CTV20001104.1530.0780-R2
R4	CTV20001104.1530.0780-R3
R5	CTV20001104.1530.0780-R4
R9	CTV20001104.1530.0780-R5
RM2	CTV20001104.1530.0780-R1-1
RM3	CTV20001104.1530.0780-R2-1
RM4	CTV20001104.1530.0780-R3-1
RM5	CTV20001104.1530.0780-R4-1
RM9	CTV20001104.1530.0780-R5-1
V1	CTV20001104.1530.0780-EV1
VM1	CTV20001104.1530.0780-EV1-1
Q1	CTV20001104.1530.0780-T1
Q2	CTV20001104.1530.0780-T2
Q3	CTV20001104.1530.0780-T3
