CE12	CTS20001218.1300.0479-CE1
CE13	CTS20001218.1300.0479-CE2
CE14	CTS20001218.1300.0479-CE3
CE15	CTS20001218.1300.0479-CE4
CE16	CTS20001218.1300.0479-CE5
CE17	CTS20001218.1300.0479-CE6
CE18	CTS20001218.1300.0479-CE7
CE1	CTS20001218.1300.0479-CE8
CE2	CTS20001218.1300.0479-CE9
CE3	CTS20001218.1300.0479-CE10
CE4	CTS20001218.1300.0479-CE11
CE5	CTS20001218.1300.0479-CE12
CE6	CTS20001218.1300.0479-CE13
CE7	CTS20001218.1300.0479-CE14
CE8	CTS20001218.1300.0479-CE15
CE9	CTS20001218.1300.0479-CE16
CE10	CTS20001218.1300.0479-CE17
CE11	CTS20001218.1300.0479-CE18
E14	CTS20001218.1300.0479-E1
E15	CTS20001218.1300.0479-E2
E16	CTS20001218.1300.0479-E3
E17	CTS20001218.1300.0479-E4
E18	CTS20001218.1300.0479-E5
E19	CTS20001218.1300.0479-E6
E20	CTS20001218.1300.0479-E7
E21	CTS20001218.1300.0479-E8
E22	CTS20001218.1300.0479-E9
E1	CTS20001218.1300.0479-E10
E2	CTS20001218.1300.0479-E11
E3	CTS20001218.1300.0479-E12
E4	CTS20001218.1300.0479-E13
E5	CTS20001218.1300.0479-E14
E6	CTS20001218.1300.0479-E15
E7	CTS20001218.1300.0479-E16
E8	CTS20001218.1300.0479-E17
E9	CTS20001218.1300.0479-E18
E10	CTS20001218.1300.0479-E19
E11	CTS20001218.1300.0479-E20
E12	CTS20001218.1300.0479-E21
E13	CTS20001218.1300.0479-E22
EM1	CTS20001218.1300.0479-E10-1
EM19	CTS20001218.1300.0479-E12-2
EM25	CTS20001218.1300.0479-E2-3
EM21	CTS20001218.1300.0479-E13-4
EM22	CTS20001218.1300.0479-E13-5
EM23	CTS20001218.1300.0479-E1-6
EM24	CTS20001218.1300.0479-E12-7
EM26	CTS20001218.1300.0479-E16-8
EM27	CTS20001218.1300.0479-E13-9
EM28	CTS20001218.1300.0479-E3-10
EM29	CTS20001218.1300.0479-E16-11
EM30	CTS20001218.1300.0479-E4-12
EM31	CTS20001218.1300.0479-E5-13
EM32	CTS20001218.1300.0479-E6-14
EM33	CTS20001218.1300.0479-E12-15
EM34	CTS20001218.1300.0479-E12-16
EM35	CTS20001218.1300.0479-E7-17
EM36	CTS20001218.1300.0479-E17-18
EM37	CTS20001218.1300.0479-E8-19
EM38	CTS20001218.1300.0479-E12-20
EM39	CTS20001218.1300.0479-E19-21
EM40	CTS20001218.1300.0479-E12-22
EM41	CTS20001218.1300.0479-E21-23
EM42	CTS20001218.1300.0479-E12-24
EM43	CTS20001218.1300.0479-E16-25
EM44	CTS20001218.1300.0479-E13-26
EM45	CTS20001218.1300.0479-E17-27
EM46	CTS20001218.1300.0479-E9-28
EM2	CTS20001218.1300.0479-E11-29
EM3	CTS20001218.1300.0479-E12-30
EM4	CTS20001218.1300.0479-E13-31
EM5	CTS20001218.1300.0479-E14-32
EM6	CTS20001218.1300.0479-E15-33
EM7	CTS20001218.1300.0479-E16-34
EM8	CTS20001218.1300.0479-E17-35
EM9	CTS20001218.1300.0479-E18-36
EM10	CTS20001218.1300.0479-E19-37
EM11	CTS20001218.1300.0479-E12-38
EM12	CTS20001218.1300.0479-E12-39
EM13	CTS20001218.1300.0479-E20-40
EM14	CTS20001218.1300.0479-E19-41
EM15	CTS20001218.1300.0479-E21-42
EM16	CTS20001218.1300.0479-E12-43
EM17	CTS20001218.1300.0479-E22-44
EM18	CTS20001218.1300.0479-E12-45
R1	CTS20001218.1300.0479-R1
R2	CTS20001218.1300.0479-R2
R3	CTS20001218.1300.0479-R3
R4	CTS20001218.1300.0479-R4
R5	CTS20001218.1300.0479-R5
R6	CTS20001218.1300.0479-R6
R7	CTS20001218.1300.0479-R7
R8	CTS20001218.1300.0479-R8
R9	CTS20001218.1300.0479-R9
R10	CTS20001218.1300.0479-R10
R11	CTS20001218.1300.0479-R11
R12	CTS20001218.1300.0479-R12
R13	CTS20001218.1300.0479-R13
R14	CTS20001218.1300.0479-R14
R15	CTS20001218.1300.0479-R15
RM1	CTS20001218.1300.0479-R1-1
RM2	CTS20001218.1300.0479-R2-1
RM3	CTS20001218.1300.0479-R3-1
RM4	CTS20001218.1300.0479-R4-1
RM5	CTS20001218.1300.0479-R5-1
RM6	CTS20001218.1300.0479-R6-1
RM7	CTS20001218.1300.0479-R2-2
RM8	CTS20001218.1300.0479-R8-1
RM9	CTS20001218.1300.0479-R9-1
RM10	CTS20001218.1300.0479-R5-2
RM11	CTS20001218.1300.0479-R11-1
RM12	CTS20001218.1300.0479-R12-1
RM13	CTS20001218.1300.0479-R2-3
RM14	CTS20001218.1300.0479-R14-1
RM15	CTS20001218.1300.0479-R1-2
V1	CTS20001218.1300.0479-EV1
V2	CTS20001218.1300.0479-EV2
V3	CTS20001218.1300.0479-EV3
VM2	CTS20001218.1300.0479-EV1-1
VM3	CTS20001218.1300.0479-EV1-2
VM1	CTS20001218.1300.0479-EV2-1
VM5	CTS20001218.1300.0479-EV2-2
VM6	CTS20001218.1300.0479-EV3-1
Q1	CTS20001218.1300.0479-T1
Q2	CTS20001218.1300.0479-V1
Q3	CTS20001218.1300.0479-T2
Q4	CTS20001218.1300.0479-T3
Q5	CTS20001218.1300.0479-V2
Q6	CTS20001218.1300.0479-T4
Q7	CTS20001218.1300.0479-T5
QM2	CTS20001218.1300.0479-V1-1
QM5	CTS20001218.1300.0479-V2-1
