CE12	CTV20001106.1330.0676-CE1
CE13	CTV20001106.1330.0676-CE2
CE14	CTV20001106.1330.0676-CE3
CE15	CTV20001106.1330.0676-CE4
CE1	CTV20001106.1330.0676-CE5
CE2	CTV20001106.1330.0676-CE6
CE3	CTV20001106.1330.0676-CE7
CE4	CTV20001106.1330.0676-CE8
CE5	CTV20001106.1330.0676-CE9
CE7	CTV20001106.1330.0676-CE10
CE8	CTV20001106.1330.0676-CE11
CE9	CTV20001106.1330.0676-CE12
CE10	CTV20001106.1330.0676-CE13
CE11	CTV20001106.1330.0676-CE14
E12	CTV20001106.1330.0676-E1
E13	CTV20001106.1330.0676-E2
E14	CTV20001106.1330.0676-E3
E15	CTV20001106.1330.0676-E4
E16	CTV20001106.1330.0676-E5
E1	CTV20001106.1330.0676-E6
E2	CTV20001106.1330.0676-E7
E3	CTV20001106.1330.0676-E8
E4	CTV20001106.1330.0676-E9
E5	CTV20001106.1330.0676-E10
E7	CTV20001106.1330.0676-E11
E8	CTV20001106.1330.0676-E12
E9	CTV20001106.1330.0676-E13
E10	CTV20001106.1330.0676-E14
E11	CTV20001106.1330.0676-E15
EM1	CTV20001106.1330.0676-E6-1
EM19	CTV20001106.1330.0676-E6-2
EM20	CTV20001106.1330.0676-E1-3
EM21	CTV20001106.1330.0676-E14-4
EM22	CTV20001106.1330.0676-E6-5
EM23	CTV20001106.1330.0676-E2-6
EM24	CTV20001106.1330.0676-E14-7
EM25	CTV20001106.1330.0676-E6-8
EM26	CTV20001106.1330.0676-E3-9
EM27	CTV20001106.1330.0676-E4-10
EM2	CTV20001106.1330.0676-E7-11
EM8	CTV20001106.1330.0676-E5-12
EM3	CTV20001106.1330.0676-E6-13
EM4	CTV20001106.1330.0676-E8-14
EM5	CTV20001106.1330.0676-E9-15
EM6	CTV20001106.1330.0676-E10-16
EM7	CTV20001106.1330.0676-E8-17
EM9	CTV20001106.1330.0676-E11-18
EM10	CTV20001106.1330.0676-E12-19
EM12	CTV20001106.1330.0676-E6-20
EM13	CTV20001106.1330.0676-E13-21
EM14	CTV20001106.1330.0676-E8-22
EM15	CTV20001106.1330.0676-E6-23
EM16	CTV20001106.1330.0676-E14-24
EM17	CTV20001106.1330.0676-E6-25
EM18	CTV20001106.1330.0676-E15-26
R1	CTV20001106.1330.0676-R1
R2	CTV20001106.1330.0676-R2
R3	CTV20001106.1330.0676-R3
RM1	CTV20001106.1330.0676-R1-1
RM2	CTV20001106.1330.0676-R2-1
RM3	CTV20001106.1330.0676-R3-1
V1	CTV20001106.1330.0676-EV1
V2	CTV20001106.1330.0676-EV2
V3	CTV20001106.1330.0676-EV3
VM1	CTV20001106.1330.0676-EV1-1
VM2	CTV20001106.1330.0676-EV2-1
VM3	CTV20001106.1330.0676-EV3-1
Q1	CTV20001106.1330.0676-T1
Q2	CTV20001106.1330.0676-T2
Q3	CTV20001106.1330.0676-V1
QM3	CTV20001106.1330.0676-V1-1
