CE13	CTV20001031.1330.0894-CE1
CE14	CTV20001031.1330.0894-CE2
CE15	CTV20001031.1330.0894-CE3
CE16	CTV20001031.1330.0894-CE4
CE17	CTV20001031.1330.0894-CE5
CE18	CTV20001031.1330.0894-CE6
CE19	CTV20001031.1330.0894-CE7
CE20	CTV20001031.1330.0894-CE8
CE21	CTV20001031.1330.0894-CE9
CE22	CTV20001031.1330.0894-CE10
CE23	CTV20001031.1330.0894-CE11
CE24	CTV20001031.1330.0894-CE12
CE25	CTV20001031.1330.0894-CE13
CE26	CTV20001031.1330.0894-CE14
CE27	CTV20001031.1330.0894-CE15
CE28	CTV20001031.1330.0894-CE16
CE29	CTV20001031.1330.0894-CE17
CE30	CTV20001031.1330.0894-CE18
CE31	CTV20001031.1330.0894-CE19
CE32	CTV20001031.1330.0894-CE20
CE33	CTV20001031.1330.0894-CE21
CE34	CTV20001031.1330.0894-CE22
CE1	CTV20001031.1330.0894-CE23
CE2	CTV20001031.1330.0894-CE24
CE3	CTV20001031.1330.0894-CE25
CE4	CTV20001031.1330.0894-CE26
CE5	CTV20001031.1330.0894-CE27
CE6	CTV20001031.1330.0894-CE28
CE7	CTV20001031.1330.0894-CE29
CE8	CTV20001031.1330.0894-CE30
CE9	CTV20001031.1330.0894-CE31
CE10	CTV20001031.1330.0894-CE32
CE11	CTV20001031.1330.0894-CE33
CE12	CTV20001031.1330.0894-CE34
E14	CTV20001031.1330.0894-E1
E15	CTV20001031.1330.0894-E2
E16	CTV20001031.1330.0894-E3
E17	CTV20001031.1330.0894-E4
E18	CTV20001031.1330.0894-E5
E19	CTV20001031.1330.0894-E6
E20	CTV20001031.1330.0894-E7
E21	CTV20001031.1330.0894-E8
E22	CTV20001031.1330.0894-E9
E23	CTV20001031.1330.0894-E10
E24	CTV20001031.1330.0894-E11
E25	CTV20001031.1330.0894-E12
E26	CTV20001031.1330.0894-E13
E27	CTV20001031.1330.0894-E14
E28	CTV20001031.1330.0894-E15
E29	CTV20001031.1330.0894-E16
E30	CTV20001031.1330.0894-E17
E31	CTV20001031.1330.0894-E18
E1	CTV20001031.1330.0894-E19
E32	CTV20001031.1330.0894-E20
E33	CTV20001031.1330.0894-E21
E34	CTV20001031.1330.0894-E22
E2	CTV20001031.1330.0894-E23
E3	CTV20001031.1330.0894-E24
E4	CTV20001031.1330.0894-E25
E5	CTV20001031.1330.0894-E26
E6	CTV20001031.1330.0894-E27
E7	CTV20001031.1330.0894-E28
E8	CTV20001031.1330.0894-E29
E9	CTV20001031.1330.0894-E30
E10	CTV20001031.1330.0894-E31
E11	CTV20001031.1330.0894-E32
E12	CTV20001031.1330.0894-E33
E13	CTV20001031.1330.0894-E34
EM1	CTV20001031.1330.0894-E19-1
EM18	CTV20001031.1330.0894-E1-2
EM19	CTV20001031.1330.0894-E2-3
EM20	CTV20001031.1330.0894-E3-4
EM21	CTV20001031.1330.0894-E4-5
EM22	CTV20001031.1330.0894-E5-6
EM23	CTV20001031.1330.0894-E6-7
EM24	CTV20001031.1330.0894-E7-8
EM25	CTV20001031.1330.0894-E8-9
EM26	CTV20001031.1330.0894-E9-10
EM27	CTV20001031.1330.0894-E27-11
EM28	CTV20001031.1330.0894-E27-12
EM29	CTV20001031.1330.0894-E27-13
EM30	CTV20001031.1330.0894-E27-14
EM31	CTV20001031.1330.0894-E5-15
EM32	CTV20001031.1330.0894-E10-16
EM33	CTV20001031.1330.0894-E11-17
EM34	CTV20001031.1330.0894-E27-18
EM35	CTV20001031.1330.0894-E27-19
EM36	CTV20001031.1330.0894-E27-20
EM37	CTV20001031.1330.0894-E11-21
EM38	CTV20001031.1330.0894-E12-22
EM40	CTV20001031.1330.0894-E13-23
EM41	CTV20001031.1330.0894-E12-24
EM42	CTV20001031.1330.0894-E12-25
EM43	CTV20001031.1330.0894-E19-26
EM44	CTV20001031.1330.0894-E27-27
EM45	CTV20001031.1330.0894-E27-28
EM46	CTV20001031.1330.0894-E31-29
EM47	CTV20001031.1330.0894-E28-30
EM48	CTV20001031.1330.0894-E19-31
EM49	CTV20001031.1330.0894-E27-32
EM50	CTV20001031.1330.0894-E19-33
EM51	CTV20001031.1330.0894-E27-34
EM52	CTV20001031.1330.0894-E14-35
EM53	CTV20001031.1330.0894-E15-36
EM54	CTV20001031.1330.0894-E16-37
EM55	CTV20001031.1330.0894-E19-38
EM56	CTV20001031.1330.0894-E27-39
EM61	CTV20001031.1330.0894-E18-40
EM58	CTV20001031.1330.0894-E19-41
EM62	CTV20001031.1330.0894-E20-42
EM63	CTV20001031.1330.0894-E21-43
EM64	CTV20001031.1330.0894-E22-44
EM2	CTV20001031.1330.0894-E23-45
EM3	CTV20001031.1330.0894-E24-46
EM4	CTV20001031.1330.0894-E25-47
EM5	CTV20001031.1330.0894-E26-48
EM6	CTV20001031.1330.0894-E27-49
EM7	CTV20001031.1330.0894-E28-50
EM8	CTV20001031.1330.0894-E19-51
EM9	CTV20001031.1330.0894-E19-52
EM10	CTV20001031.1330.0894-E29-53
