CE11	CNR20001218.1700.1337-CE1
CE12	CNR20001218.1700.1337-CE2
CE13	CNR20001218.1700.1337-CE3
CE14	CNR20001218.1700.1337-CE4
CE15	CNR20001218.1700.1337-CE5
CE16	CNR20001218.1700.1337-CE6
CE17	CNR20001218.1700.1337-CE7
CE18	CNR20001218.1700.1337-CE8
CE20	CNR20001218.1700.1337-CE9
CE21	CNR20001218.1700.1337-CE10
CE22	CNR20001218.1700.1337-CE11
CE23	CNR20001218.1700.1337-CE12
CE24	CNR20001218.1700.1337-CE13
CE25	CNR20001218.1700.1337-CE14
CE26	CNR20001218.1700.1337-CE15
CE27	CNR20001218.1700.1337-CE16
CE28	CNR20001218.1700.1337-CE17
CE29	CNR20001218.1700.1337-CE18
CE30	CNR20001218.1700.1337-CE19
CE31	CNR20001218.1700.1337-CE20
CE32	CNR20001218.1700.1337-CE21
CE33	CNR20001218.1700.1337-CE22
CE34	CNR20001218.1700.1337-CE23
CE35	CNR20001218.1700.1337-CE24
CE36	CNR20001218.1700.1337-CE25
CE37	CNR20001218.1700.1337-CE26
CE1	CNR20001218.1700.1337-CE27
CE38	CNR20001218.1700.1337-CE28
CE39	CNR20001218.1700.1337-CE29
CE40	CNR20001218.1700.1337-CE30
CE41	CNR20001218.1700.1337-CE31
CE42	CNR20001218.1700.1337-CE32
CE43	CNR20001218.1700.1337-CE33
CE44	CNR20001218.1700.1337-CE34
CE45	CNR20001218.1700.1337-CE35
CE47	CNR20001218.1700.1337-CE36
CE48	CNR20001218.1700.1337-CE37
CE49	CNR20001218.1700.1337-CE38
CE50	CNR20001218.1700.1337-CE39
CE51	CNR20001218.1700.1337-CE40
CE2	CNR20001218.1700.1337-CE41
CE3	CNR20001218.1700.1337-CE42
CE4	CNR20001218.1700.1337-CE43
CE5	CNR20001218.1700.1337-CE44
CE6	CNR20001218.1700.1337-CE45
CE7	CNR20001218.1700.1337-CE46
CE8	CNR20001218.1700.1337-CE47
CE9	CNR20001218.1700.1337-CE48
CE10	CNR20001218.1700.1337-CE49
E14	CNR20001218.1700.1337-E1
E15	CNR20001218.1700.1337-E2
E16	CNR20001218.1700.1337-E3
E17	CNR20001218.1700.1337-E4
E18	CNR20001218.1700.1337-E5
E19	CNR20001218.1700.1337-E6
E20	CNR20001218.1700.1337-E7
E21	CNR20001218.1700.1337-E8
E22	CNR20001218.1700.1337-E9
E23	CNR20001218.1700.1337-E10
E25	CNR20001218.1700.1337-E11
E26	CNR20001218.1700.1337-E12
E27	CNR20001218.1700.1337-E13
E28	CNR20001218.1700.1337-E14
E29	CNR20001218.1700.1337-E15
E30	CNR20001218.1700.1337-E16
E31	CNR20001218.1700.1337-E17
E32	CNR20001218.1700.1337-E18
E33	CNR20001218.1700.1337-E19
E34	CNR20001218.1700.1337-E20
E35	CNR20001218.1700.1337-E21
E36	CNR20001218.1700.1337-E22
E37	CNR20001218.1700.1337-E23
E1	CNR20001218.1700.1337-E24
E38	CNR20001218.1700.1337-E25
E39	CNR20001218.1700.1337-E26
E40	CNR20001218.1700.1337-E27
E41	CNR20001218.1700.1337-E28
E42	CNR20001218.1700.1337-E29
E43	CNR20001218.1700.1337-E30
E44	CNR20001218.1700.1337-E31
E45	CNR20001218.1700.1337-E32
E46	CNR20001218.1700.1337-E33
E47	CNR20001218.1700.1337-E34
E48	CNR20001218.1700.1337-E35
E49	CNR20001218.1700.1337-E36
E50	CNR20001218.1700.1337-E37
E51	CNR20001218.1700.1337-E38
E52	CNR20001218.1700.1337-E39
E53	CNR20001218.1700.1337-E40
E54	CNR20001218.1700.1337-E41
E56	CNR20001218.1700.1337-E42
E57	CNR20001218.1700.1337-E43
E58	CNR20001218.1700.1337-E44
E59	CNR20001218.1700.1337-E45
E60	CNR20001218.1700.1337-E46
E2	CNR20001218.1700.1337-E47
E3	CNR20001218.1700.1337-E48
E4	CNR20001218.1700.1337-E49
E5	CNR20001218.1700.1337-E50
E6	CNR20001218.1700.1337-E51
E7	CNR20001218.1700.1337-E52
E8	CNR20001218.1700.1337-E53
E9	CNR20001218.1700.1337-E54
E10	CNR20001218.1700.1337-E55
E11	CNR20001218.1700.1337-E56
E12	CNR20001218.1700.1337-E57
E13	CNR20001218.1700.1337-E58
EM1	CNR20001218.1700.1337-E24-1
EM19	CNR20001218.1700.1337-E55-2
EM20	CNR20001218.1700.1337-E1-3
EM21	CNR20001218.1700.1337-E2-4
EM22	CNR20001218.1700.1337-E50-5
EM23	CNR20001218.1700.1337-E55-6
EM24	CNR20001218.1700.1337-E3-7
EM26	CNR20001218.1700.1337-E4-8
EM27	CNR20001218.1700.1337-E3-9
EM28	CNR20001218.1700.1337-E5-10
EM29	CNR20001218.1700.1337-E6-11
EM30	CNR20001218.1700.1337-E6-12
EM31	CNR20001218.1700.1337-E7-13
EM32	CNR20001218.1700.1337-E8-14
EM33	CNR20001218.1700.1337-E9-15
EM34	CNR20001218.1700.1337-E10-16
EM36	CNR20001218.1700.1337-E8-17
EM37	CNR20001218.1700.1337-E11-18
EM38	CNR20001218.1700.1337-E5-19
EM39	CNR20001218.1700.1337-E12-20
EM40	CNR20001218.1700.1337-E13-21
EM41	CNR20001218.1700.1337-E14-22
EM42	CNR20001218.1700.1337-E14-23
EM43	CNR20001218.1700.1337-E15-24
EM44	CNR20001218.1700.1337-E14-25
EM45	CNR20001218.1700.1337-E15-26
EM46	CNR20001218.1700.1337-E16-27
EM47	CNR20001218.1700.1337-E17-28
EM48	CNR20001218.1700.1337-E18-29
EM49	CNR20001218.1700.1337-E15-30
EM50	CNR20001218.1700.1337-E14-31
EM51	CNR20001218.1700.1337-E15-32
EM52	CNR20001218.1700.1337-E19-33
EM53	CNR20001218.1700.1337-E19-34
EM54	CNR20001218.1700.1337-E20-35
EM55	CNR20001218.1700.1337-E21-36
EM56	CNR20001218.1700.1337-E22-37
EM57	CNR20001218.1700.1337-E21-38
EM58	CNR20001218.1700.1337-E23-39
EM59	CNR20001218.1700.1337-E25-40
EM60	CNR20001218.1700.1337-E26-41
EM61	CNR20001218.1700.1337-E19-42
EM62	CNR20001218.1700.1337-E27-43
EM63	CNR20001218.1700.1337-E27-44
EM64	CNR20001218.1700.1337-E27-45
EM65	CNR20001218.1700.1337-E19-46
EM66	CNR20001218.1700.1337-E19-47
EM67	CNR20001218.1700.1337-E23-48
EM68	CNR20001218.1700.1337-E27-49
EM69	CNR20001218.1700.1337-E28-50
EM70	CNR20001218.1700.1337-E29-51
EM71	CNR20001218.1700.1337-E30-52
EM72	CNR20001218.1700.1337-E31-53
EM73	CNR20001218.1700.1337-E50-54
EM74	CNR20001218.1700.1337-E32-55
EM75	CNR20001218.1700.1337-E33-56
EM76	CNR20001218.1700.1337-E29-57
EM77	CNR20001218.1700.1337-E29-58
EM78	CNR20001218.1700.1337-E29-59
EM79	CNR20001218.1700.1337-E31-60
EM80	CNR20001218.1700.1337-E34-61
EM81	CNR20001218.1700.1337-E31-62
EM82	CNR20001218.1700.1337-E29-63
EM83	CNR20001218.1700.1337-E35-64
EM84	CNR20001218.1700.1337-E36-65
EM85	CNR20001218.1700.1337-E37-66
EM86	CNR20001218.1700.1337-E15-67
EM87	CNR20001218.1700.1337-E50-68
EM88	CNR20001218.1700.1337-E38-69
EM89	CNR20001218.1700.1337-E39-70
EM90	CNR20001218.1700.1337-E50-71
EM91	CNR20001218.1700.1337-E15-72
EM92	CNR20001218.1700.1337-E40-73
EM93	CNR20001218.1700.1337-E41-74
EM94	CNR20001218.1700.1337-E38-75
EM95	CNR20001218.1700.1337-E39-76
EM96	CNR20001218.1700.1337-E50-77
EM97	CNR20001218.1700.1337-E15-78
EM98	CNR20001218.1700.1337-E50-79
EM100	CNR20001218.1700.1337-E39-80
EM2	CNR20001218.1700.1337-E47-81
EM101	CNR20001218.1700.1337-E50-82
EM102	CNR20001218.1700.1337-E42-83
EM103	CNR20001218.1700.1337-E42-84
EM105	CNR20001218.1700.1337-E39-85
EM106	CNR20001218.1700.1337-E50-86
EM107	CNR20001218.1700.1337-E43-87
EM108	CNR20001218.1700.1337-E44-88
EM109	CNR20001218.1700.1337-E45-89
EM110	CNR20001218.1700.1337-E44-90
EM111	CNR20001218.1700.1337-E46-91
EM112	CNR20001218.1700.1337-E41-92
EM3	CNR20001218.1700.1337-E48-93
EM5	CNR20001218.1700.1337-E48-94
EM6	CNR20001218.1700.1337-E49-95
EM7	CNR20001218.1700.1337-E50-96
EM8	CNR20001218.1700.1337-E51-97
EM9	CNR20001218.1700.1337-E52-98
EM10	CNR20001218.1700.1337-E53-99
EM11	CNR20001218.1700.1337-E54-100
EM12	CNR20001218.1700.1337-E48-101
EM13	CNR20001218.1700.1337-E55-102
EM14	CNR20001218.1700.1337-E56-103
EM15	CNR20001218.1700.1337-E55-104
EM16	CNR20001218.1700.1337-E57-105
EM17	CNR20001218.1700.1337-E55-106
EM18	CNR20001218.1700.1337-E58-107
R1	CNR20001218.1700.1337-R1
R2	CNR20001218.1700.1337-R2
R3	CNR20001218.1700.1337-R3
R4	CNR20001218.1700.1337-R4
R5	CNR20001218.1700.1337-R5
R6	CNR20001218.1700.1337-R6
R7	CNR20001218.1700.1337-R7
R8	CNR20001218.1700.1337-R8
R9	CNR20001218.1700.1337-R9
R10	CNR20001218.1700.1337-R10
R11	CNR20001218.1700.1337-R11
R13	CNR20001218.1700.1337-R12
R14	CNR20001218.1700.1337-R13
R16	CNR20001218.1700.1337-R14
R17	CNR20001218.1700.1337-R15
R18	CNR20001218.1700.1337-R16
R19	CNR20001218.1700.1337-R17
R20	CNR20001218.1700.1337-R18
R21	CNR20001218.1700.1337-R19
R22	CNR20001218.1700.1337-R20
