CE13	CBS20001203.1000.0378-CE1
CE14	CBS20001203.1000.0378-CE2
CE15	CBS20001203.1000.0378-CE3
CE16	CBS20001203.1000.0378-CE4
CE17	CBS20001203.1000.0378-CE5
CE18	CBS20001203.1000.0378-CE6
CE19	CBS20001203.1000.0378-CE7
CE20	CBS20001203.1000.0378-CE8
CE21	CBS20001203.1000.0378-CE9
CE22	CBS20001203.1000.0378-CE10
CE23	CBS20001203.1000.0378-CE11
CE25	CBS20001203.1000.0378-CE12
CE26	CBS20001203.1000.0378-CE13
CE27	CBS20001203.1000.0378-CE14
CE1	CBS20001203.1000.0378-CE15
CE2	CBS20001203.1000.0378-CE16
CE3	CBS20001203.1000.0378-CE17
CE4	CBS20001203.1000.0378-CE18
CE5	CBS20001203.1000.0378-CE19
CE6	CBS20001203.1000.0378-CE20
CE7	CBS20001203.1000.0378-CE21
CE8	CBS20001203.1000.0378-CE22
CE9	CBS20001203.1000.0378-CE23
CE10	CBS20001203.1000.0378-CE24
CE11	CBS20001203.1000.0378-CE25
CE12	CBS20001203.1000.0378-CE26
E14	CBS20001203.1000.0378-E1
E15	CBS20001203.1000.0378-E2
E16	CBS20001203.1000.0378-E3
E17	CBS20001203.1000.0378-E4
E18	CBS20001203.1000.0378-E5
E19	CBS20001203.1000.0378-E6
E20	CBS20001203.1000.0378-E7
E21	CBS20001203.1000.0378-E8
E22	CBS20001203.1000.0378-E9
E23	CBS20001203.1000.0378-E10
E24	CBS20001203.1000.0378-E11
E25	CBS20001203.1000.0378-E12
E26	CBS20001203.1000.0378-E13
E28	CBS20001203.1000.0378-E14
E29	CBS20001203.1000.0378-E15
E30	CBS20001203.1000.0378-E16
E31	CBS20001203.1000.0378-E17
E1	CBS20001203.1000.0378-E18
E2	CBS20001203.1000.0378-E19
E3	CBS20001203.1000.0378-E20
E4	CBS20001203.1000.0378-E21
E5	CBS20001203.1000.0378-E22
E6	CBS20001203.1000.0378-E23
E7	CBS20001203.1000.0378-E24
E8	CBS20001203.1000.0378-E25
E9	CBS20001203.1000.0378-E26
E10	CBS20001203.1000.0378-E27
E11	CBS20001203.1000.0378-E28
E12	CBS20001203.1000.0378-E29
E13	CBS20001203.1000.0378-E30
EM1	CBS20001203.1000.0378-E18-1
EM18	CBS20001203.1000.0378-E1-2
EM19	CBS20001203.1000.0378-E25-3
EM20	CBS20001203.1000.0378-E2-4
EM21	CBS20001203.1000.0378-E3-5
EM22	CBS20001203.1000.0378-E4-6
EM23	CBS20001203.1000.0378-E4-7
EM24	CBS20001203.1000.0378-E5-8
EM25	CBS20001203.1000.0378-E6-9
EM26	CBS20001203.1000.0378-E25-10
EM27	CBS20001203.1000.0378-E7-11
EM28	CBS20001203.1000.0378-E8-12
EM29	CBS20001203.1000.0378-E8-13
EM30	CBS20001203.1000.0378-E9-14
EM32	CBS20001203.1000.0378-E10-15
EM33	CBS20001203.1000.0378-E24-16
EM34	CBS20001203.1000.0378-E11-17
EM35	CBS20001203.1000.0378-E12-18
EM36	CBS20001203.1000.0378-E13-19
EM38	CBS20001203.1000.0378-E14-20
EM39	CBS20001203.1000.0378-E14-21
EM40	CBS20001203.1000.0378-E15-22
EM41	CBS20001203.1000.0378-E16-23
EM42	CBS20001203.1000.0378-E10-24
EM43	CBS20001203.1000.0378-E18-25
EM44	CBS20001203.1000.0378-E19-26
EM45	CBS20001203.1000.0378-E17-27
EM46	CBS20001203.1000.0378-E22-28
EM2	CBS20001203.1000.0378-E19-29
EM3	CBS20001203.1000.0378-E18-30
EM4	CBS20001203.1000.0378-E20-31
EM5	CBS20001203.1000.0378-E21-32
EM6	CBS20001203.1000.0378-E22-33
EM7	CBS20001203.1000.0378-E22-34
EM8	CBS20001203.1000.0378-E23-35
EM9	CBS20001203.1000.0378-E22-36
EM10	CBS20001203.1000.0378-E24-37
EM11	CBS20001203.1000.0378-E25-38
EM12	CBS20001203.1000.0378-E26-39
EM13	CBS20001203.1000.0378-E27-40
EM14	CBS20001203.1000.0378-E28-41
EM15	CBS20001203.1000.0378-E26-42
EM16	CBS20001203.1000.0378-E29-43
EM17	CBS20001203.1000.0378-E30-44
R1	CBS20001203.1000.0378-R1
R2	CBS20001203.1000.0378-R2
R3	CBS20001203.1000.0378-R3
R4	CBS20001203.1000.0378-R4
R5	CBS20001203.1000.0378-R5
R6	CBS20001203.1000.0378-R6
R7	CBS20001203.1000.0378-R7
R8	CBS20001203.1000.0378-R8
RM1	CBS20001203.1000.0378-R1-1
RM2	CBS20001203.1000.0378-R2-1
RM3	CBS20001203.1000.0378-R3-1
RM4	CBS20001203.1000.0378-R4-1
RM5	CBS20001203.1000.0378-R5-1
RM6	CBS20001203.1000.0378-R6-1
RM7	CBS20001203.1000.0378-R7-1
RM8	CBS20001203.1000.0378-R8-1
V2	CBS20001203.1000.0378-EV1
V3	CBS20001203.1000.0378-EV2
V4	CBS20001203.1000.0378-EV3
V5	CBS20001203.1000.0378-EV4
VM2	CBS20001203.1000.0378-EV1-1
VM3	CBS20001203.1000.0378-EV2-1
VM4	CBS20001203.1000.0378-EV3-1
VM5	CBS20001203.1000.0378-EV4-1
Q1	CBS20001203.1000.0378-T1
Q2	CBS20001203.1000.0378-T2
Q3	CBS20001203.1000.0378-T3
Q4	CBS20001203.1000.0378-T4
Q5	CBS20001203.1000.0378-T5
Q6	CBS20001203.1000.0378-T6
Q7	CBS20001203.1000.0378-T7
Q8	CBS20001203.1000.0378-T8
