CE10	CTV20001005.1330.0595-CE1
CE11	CTV20001005.1330.0595-CE2
CE12	CTV20001005.1330.0595-CE3
CE13	CTV20001005.1330.0595-CE4
CE14	CTV20001005.1330.0595-CE5
CE22	CTV20001005.1330.0595-CE6
CE16	CTV20001005.1330.0595-CE7
CE17	CTV20001005.1330.0595-CE8
CE18	CTV20001005.1330.0595-CE9
CE19	CTV20001005.1330.0595-CE10
CE20	CTV20001005.1330.0595-CE11
CE21	CTV20001005.1330.0595-CE12
CE23	CTV20001005.1330.0595-CE13
CE24	CTV20001005.1330.0595-CE14
CE25	CTV20001005.1330.0595-CE15
CE26	CTV20001005.1330.0595-CE16
CE27	CTV20001005.1330.0595-CE17
CE28	CTV20001005.1330.0595-CE18
CE29	CTV20001005.1330.0595-CE19
CE30	CTV20001005.1330.0595-CE20
CE31	CTV20001005.1330.0595-CE21
CE32	CTV20001005.1330.0595-CE22
CE33	CTV20001005.1330.0595-CE23
CE34	CTV20001005.1330.0595-CE24
CE35	CTV20001005.1330.0595-CE25
CE36	CTV20001005.1330.0595-CE26
CE37	CTV20001005.1330.0595-CE27
CE39	CTV20001005.1330.0595-CE28
CE40	CTV20001005.1330.0595-CE29
CE41	CTV20001005.1330.0595-CE30
CE1	CTV20001005.1330.0595-CE31
CE2	CTV20001005.1330.0595-CE32
CE3	CTV20001005.1330.0595-CE33
CE4	CTV20001005.1330.0595-CE34
CE5	CTV20001005.1330.0595-CE35
CE6	CTV20001005.1330.0595-CE36
CE7	CTV20001005.1330.0595-CE37
CE8	CTV20001005.1330.0595-CE38
CE9	CTV20001005.1330.0595-CE39
E10	CTV20001005.1330.0595-E1
E11	CTV20001005.1330.0595-E2
E12	CTV20001005.1330.0595-E3
E13	CTV20001005.1330.0595-E4
E14	CTV20001005.1330.0595-E5
E23	CTV20001005.1330.0595-E6
E16	CTV20001005.1330.0595-E7
E17	CTV20001005.1330.0595-E8
E18	CTV20001005.1330.0595-E9
E19	CTV20001005.1330.0595-E10
E20	CTV20001005.1330.0595-E11
E21	CTV20001005.1330.0595-E12
E22	CTV20001005.1330.0595-E13
E24	CTV20001005.1330.0595-E14
E25	CTV20001005.1330.0595-E15
E26	CTV20001005.1330.0595-E16
E27	CTV20001005.1330.0595-E17
E28	CTV20001005.1330.0595-E18
E29	CTV20001005.1330.0595-E19
E30	CTV20001005.1330.0595-E20
E31	CTV20001005.1330.0595-E21
E32	CTV20001005.1330.0595-E22
E33	CTV20001005.1330.0595-E23
E34	CTV20001005.1330.0595-E24
E35	CTV20001005.1330.0595-E25
E36	CTV20001005.1330.0595-E26
E37	CTV20001005.1330.0595-E27
E38	CTV20001005.1330.0595-E28
E39	CTV20001005.1330.0595-E29
E41	CTV20001005.1330.0595-E30
E42	CTV20001005.1330.0595-E31
E43	CTV20001005.1330.0595-E32
E1	CTV20001005.1330.0595-E33
E2	CTV20001005.1330.0595-E34
E3	CTV20001005.1330.0595-E35
E4	CTV20001005.1330.0595-E36
E5	CTV20001005.1330.0595-E37
E6	CTV20001005.1330.0595-E38
E7	CTV20001005.1330.0595-E39
E8	CTV20001005.1330.0595-E40
E9	CTV20001005.1330.0595-E41
EM45	CTV20001005.1330.0595-E6-1
EM22	CTV20001005.1330.0595-E2-2
EM23	CTV20001005.1330.0595-E3-3
EM24	CTV20001005.1330.0595-E4-4
