CE11	CNR20001127.1700.0075-CE1
CE12	CNR20001127.1700.0075-CE2
CE13	CNR20001127.1700.0075-CE3
CE14	CNR20001127.1700.0075-CE4
CE15	CNR20001127.1700.0075-CE5
CE18	CNR20001127.1700.0075-CE6
CE19	CNR20001127.1700.0075-CE7
CE20	CNR20001127.1700.0075-CE8
CE22	CNR20001127.1700.0075-CE9
CE1	CNR20001127.1700.0075-CE10
CE2	CNR20001127.1700.0075-CE11
CE4	CNR20001127.1700.0075-CE12
CE17	CNR20001127.1700.0075-CE13
CE7	CNR20001127.1700.0075-CE14
CE8	CNR20001127.1700.0075-CE15
CE9	CNR20001127.1700.0075-CE16
CE10	CNR20001127.1700.0075-CE17
E13	CNR20001127.1700.0075-E1
E14	CNR20001127.1700.0075-E2
E15	CNR20001127.1700.0075-E3
E16	CNR20001127.1700.0075-E4
E17	CNR20001127.1700.0075-E5
E18	CNR20001127.1700.0075-E6
E21	CNR20001127.1700.0075-E7
E22	CNR20001127.1700.0075-E8
E23	CNR20001127.1700.0075-E9
E24	CNR20001127.1700.0075-E10
E26	CNR20001127.1700.0075-E11
E1	CNR20001127.1700.0075-E12
E2	CNR20001127.1700.0075-E13
E20	CNR20001127.1700.0075-E14
E4	CNR20001127.1700.0075-E15
E7	CNR20001127.1700.0075-E16
E8	CNR20001127.1700.0075-E17
E9	CNR20001127.1700.0075-E18
E10	CNR20001127.1700.0075-E19
E11	CNR20001127.1700.0075-E20
E12	CNR20001127.1700.0075-E21
EM1	CNR20001127.1700.0075-E12-1
EM21	CNR20001127.1700.0075-E1-2
EM22	CNR20001127.1700.0075-E1-3
EM23	CNR20001127.1700.0075-E2-4
EM24	CNR20001127.1700.0075-E16-5
EM25	CNR20001127.1700.0075-E16-6
EM26	CNR20001127.1700.0075-E3-7
EM27	CNR20001127.1700.0075-E4-8
EM28	CNR20001127.1700.0075-E16-9
EM29	CNR20001127.1700.0075-E16-10
EM30	CNR20001127.1700.0075-E5-11
EM31	CNR20001127.1700.0075-E16-12
EM32	CNR20001127.1700.0075-E6-13
EM33	CNR20001127.1700.0075-E6-14
EM34	CNR20001127.1700.0075-E16-15
EM35	CNR20001127.1700.0075-E16-16
EM36	CNR20001127.1700.0075-E16-17
EM43	CNR20001127.1700.0075-E4-18
EM44	CNR20001127.1700.0075-E8-19
EM45	CNR20001127.1700.0075-E9-20
EM46	CNR20001127.1700.0075-E10-21
EM47	CNR20001127.1700.0075-E8-22
EM51	CNR20001127.1700.0075-E11-23
EM52	CNR20001127.1700.0075-E16-24
EM53	CNR20001127.1700.0075-E16-25
EM54	CNR20001127.1700.0075-E16-26
EM2	CNR20001127.1700.0075-E13-27
EM39	CNR20001127.1700.0075-E14-28
EM4	CNR20001127.1700.0075-E15-29
EM5	CNR20001127.1700.0075-E15-30
EM40	CNR20001127.1700.0075-E16-31
EM41	CNR20001127.1700.0075-E16-32
EM8	CNR20001127.1700.0075-E16-33
EM9	CNR20001127.1700.0075-E16-34
EM10	CNR20001127.1700.0075-E17-35
EM11	CNR20001127.1700.0075-E18-36
EM42	CNR20001127.1700.0075-E7-37
EM13	CNR20001127.1700.0075-E18-38
EM14	CNR20001127.1700.0075-E19-39
EM15	CNR20001127.1700.0075-E20-40
EM16	CNR20001127.1700.0075-E21-41
EM17	CNR20001127.1700.0075-E16-42
EM18	CNR20001127.1700.0075-E16-43
EM19	CNR20001127.1700.0075-E16-44
EM20	CNR20001127.1700.0075-E16-45
R1	CNR20001127.1700.0075-R1
R2	CNR20001127.1700.0075-R2
R3	CNR20001127.1700.0075-R3
R4	CNR20001127.1700.0075-R4
R5	CNR20001127.1700.0075-R5
R6	CNR20001127.1700.0075-R6
RM1	CNR20001127.1700.0075-R1-1
RM2	CNR20001127.1700.0075-R2-1
RM3	CNR20001127.1700.0075-R3-1
RM4	CNR20001127.1700.0075-R4-1
RM5	CNR20001127.1700.0075-R5-1
RM6	CNR20001127.1700.0075-R6-1
Q1	CNR20001127.1700.0075-T1
Q2	CNR20001127.1700.0075-T2
Q3	CNR20001127.1700.0075-T3
Q4	CNR20001127.1700.0075-T4
Q5	CNR20001127.1700.0075-T5
Q6	CNR20001127.1700.0075-T6
