CE1	CNR20001218.1700.1295-CE1
CE4	CNR20001218.1700.1295-CE2
CE5	CNR20001218.1700.1295-CE3
CE6	CNR20001218.1700.1295-CE4
CE7	CNR20001218.1700.1295-CE5
CE8	CNR20001218.1700.1295-CE6
CE9	CNR20001218.1700.1295-CE7
CE10	CNR20001218.1700.1295-CE8
CE11	CNR20001218.1700.1295-CE9
CE12	CNR20001218.1700.1295-CE10
CE13	CNR20001218.1700.1295-CE11
E1	CNR20001218.1700.1295-E1
E4	CNR20001218.1700.1295-E2
E5	CNR20001218.1700.1295-E3
E6	CNR20001218.1700.1295-E4
E7	CNR20001218.1700.1295-E5
E8	CNR20001218.1700.1295-E6
E9	CNR20001218.1700.1295-E7
E10	CNR20001218.1700.1295-E8
E11	CNR20001218.1700.1295-E9
E12	CNR20001218.1700.1295-E10
E13	CNR20001218.1700.1295-E11
E14	CNR20001218.1700.1295-E12
EM1	CNR20001218.1700.1295-E1-1
EM4	CNR20001218.1700.1295-E2-2
EM5	CNR20001218.1700.1295-E3-3
EM6	CNR20001218.1700.1295-E4-4
EM7	CNR20001218.1700.1295-E5-5
EM8	CNR20001218.1700.1295-E6-6
EM9	CNR20001218.1700.1295-E7-7
EM10	CNR20001218.1700.1295-E8-8
EM11	CNR20001218.1700.1295-E9-9
EM12	CNR20001218.1700.1295-E4-10
EM13	CNR20001218.1700.1295-E10-11
EM14	CNR20001218.1700.1295-E11-12
EM15	CNR20001218.1700.1295-E12-13
R1	CNR20001218.1700.1295-R1
R3	CNR20001218.1700.1295-R2
RM1	CNR20001218.1700.1295-R1-1
RM3	CNR20001218.1700.1295-R2-1
Q2	CNR20001218.1700.1295-T1
Q3	CNR20001218.1700.1295-T2
Q1	CNR20001218.1700.1295-T3
