CE11	CTV20001227.1330.0447-CE1
CE12	CTV20001227.1330.0447-CE2
CE13	CTV20001227.1330.0447-CE3
CE14	CTV20001227.1330.0447-CE4
CE15	CTV20001227.1330.0447-CE5
CE16	CTV20001227.1330.0447-CE6
CE17	CTV20001227.1330.0447-CE7
CE18	CTV20001227.1330.0447-CE8
CE19	CTV20001227.1330.0447-CE9
CE1	CTV20001227.1330.0447-CE10
CE2	CTV20001227.1330.0447-CE11
CE3	CTV20001227.1330.0447-CE12
CE4	CTV20001227.1330.0447-CE13
CE5	CTV20001227.1330.0447-CE14
CE6	CTV20001227.1330.0447-CE15
CE7	CTV20001227.1330.0447-CE16
CE8	CTV20001227.1330.0447-CE17
CE9	CTV20001227.1330.0447-CE18
CE10	CTV20001227.1330.0447-CE19
E11	CTV20001227.1330.0447-E1
E12	CTV20001227.1330.0447-E2
E13	CTV20001227.1330.0447-E3
E14	CTV20001227.1330.0447-E4
E15	CTV20001227.1330.0447-E5
E16	CTV20001227.1330.0447-E6
E17	CTV20001227.1330.0447-E7
E18	CTV20001227.1330.0447-E8
E19	CTV20001227.1330.0447-E9
E20	CTV20001227.1330.0447-E10
E1	CTV20001227.1330.0447-E11
E2	CTV20001227.1330.0447-E12
E3	CTV20001227.1330.0447-E13
E4	CTV20001227.1330.0447-E14
E5	CTV20001227.1330.0447-E15
E6	CTV20001227.1330.0447-E16
E7	CTV20001227.1330.0447-E17
E8	CTV20001227.1330.0447-E18
E9	CTV20001227.1330.0447-E19
E10	CTV20001227.1330.0447-E20
EM20	CTV20001227.1330.0447-E20-1
EM21	CTV20001227.1330.0447-E1-2
EM22	CTV20001227.1330.0447-E20-3
EM23	CTV20001227.1330.0447-E1-4
EM24	CTV20001227.1330.0447-E20-5
EM25	CTV20001227.1330.0447-E16-6
EM26	CTV20001227.1330.0447-E2-7
EM27	CTV20001227.1330.0447-E11-8
EM28	CTV20001227.1330.0447-E20-9
EM29	CTV20001227.1330.0447-E12-10
EM30	CTV20001227.1330.0447-E13-11
EM31	CTV20001227.1330.0447-E14-12
EM32	CTV20001227.1330.0447-E3-13
EM33	CTV20001227.1330.0447-E3-14
EM34	CTV20001227.1330.0447-E17-15
