CE13	CBS20001226.1000.0161-CE1
CE14	CBS20001226.1000.0161-CE2
CE15	CBS20001226.1000.0161-CE3
CE16	CBS20001226.1000.0161-CE4
CE18	CBS20001226.1000.0161-CE5
CE19	CBS20001226.1000.0161-CE6
CE20	CBS20001226.1000.0161-CE7
CE21	CBS20001226.1000.0161-CE8
CE23	CBS20001226.1000.0161-CE9
CE25	CBS20001226.1000.0161-CE10
CE26	CBS20001226.1000.0161-CE11
CE27	CBS20001226.1000.0161-CE12
CE29	CBS20001226.1000.0161-CE13
CE30	CBS20001226.1000.0161-CE14
CE31	CBS20001226.1000.0161-CE15
CE1	CBS20001226.1000.0161-CE16
CE2	CBS20001226.1000.0161-CE17
CE3	CBS20001226.1000.0161-CE18
CE4	CBS20001226.1000.0161-CE19
CE5	CBS20001226.1000.0161-CE20
CE6	CBS20001226.1000.0161-CE21
CE9	CBS20001226.1000.0161-CE22
CE10	CBS20001226.1000.0161-CE23
CE11	CBS20001226.1000.0161-CE24
CE12	CBS20001226.1000.0161-CE25
E13	CBS20001226.1000.0161-E1
E14	CBS20001226.1000.0161-E2
E15	CBS20001226.1000.0161-E3
E16	CBS20001226.1000.0161-E4
E18	CBS20001226.1000.0161-E5
E19	CBS20001226.1000.0161-E6
E20	CBS20001226.1000.0161-E7
E21	CBS20001226.1000.0161-E8
E23	CBS20001226.1000.0161-E9
E25	CBS20001226.1000.0161-E10
E26	CBS20001226.1000.0161-E11
E27	CBS20001226.1000.0161-E12
E28	CBS20001226.1000.0161-E13
E30	CBS20001226.1000.0161-E14
E31	CBS20001226.1000.0161-E15
E32	CBS20001226.1000.0161-E16
E1	CBS20001226.1000.0161-E17
E33	CBS20001226.1000.0161-E18
E2	CBS20001226.1000.0161-E19
E3	CBS20001226.1000.0161-E20
E4	CBS20001226.1000.0161-E21
E5	CBS20001226.1000.0161-E22
E6	CBS20001226.1000.0161-E23
E9	CBS20001226.1000.0161-E24
E10	CBS20001226.1000.0161-E25
E11	CBS20001226.1000.0161-E26
E12	CBS20001226.1000.0161-E27
EM1	CBS20001226.1000.0161-E17-1
EM18	CBS20001226.1000.0161-E2-2
EM19	CBS20001226.1000.0161-E3-3
EM20	CBS20001226.1000.0161-E1-4
EM21	CBS20001226.1000.0161-E4-5
EM23	CBS20001226.1000.0161-E5-6
EM24	CBS20001226.1000.0161-E6-7
EM25	CBS20001226.1000.0161-E7-8
EM26	CBS20001226.1000.0161-E1-9
EM27	CBS20001226.1000.0161-E19-10
EM28	CBS20001226.1000.0161-E8-11
EM37	CBS20001226.1000.0161-E12-12
