CE13	CNR20001204.1700.1021-CE1
CE14	CNR20001204.1700.1021-CE2
CE15	CNR20001204.1700.1021-CE3
CE16	CNR20001204.1700.1021-CE4
CE17	CNR20001204.1700.1021-CE5
CE18	CNR20001204.1700.1021-CE6
CE19	CNR20001204.1700.1021-CE7
CE20	CNR20001204.1700.1021-CE8
CE21	CNR20001204.1700.1021-CE9
CE22	CNR20001204.1700.1021-CE10
CE23	CNR20001204.1700.1021-CE11
CE25	CNR20001204.1700.1021-CE12
CE26	CNR20001204.1700.1021-CE13
CE27	CNR20001204.1700.1021-CE14
CE28	CNR20001204.1700.1021-CE15
CE29	CNR20001204.1700.1021-CE16
CE30	CNR20001204.1700.1021-CE17
CE31	CNR20001204.1700.1021-CE18
CE1	CNR20001204.1700.1021-CE19
CE2	CNR20001204.1700.1021-CE20
CE3	CNR20001204.1700.1021-CE21
CE4	CNR20001204.1700.1021-CE22
CE5	CNR20001204.1700.1021-CE23
CE6	CNR20001204.1700.1021-CE24
CE7	CNR20001204.1700.1021-CE25
CE8	CNR20001204.1700.1021-CE26
CE9	CNR20001204.1700.1021-CE27
CE10	CNR20001204.1700.1021-CE28
CE11	CNR20001204.1700.1021-CE29
CE12	CNR20001204.1700.1021-CE30
E14	CNR20001204.1700.1021-E1
E15	CNR20001204.1700.1021-E2
E16	CNR20001204.1700.1021-E3
E17	CNR20001204.1700.1021-E4
E18	CNR20001204.1700.1021-E5
E19	CNR20001204.1700.1021-E6
E20	CNR20001204.1700.1021-E7
E21	CNR20001204.1700.1021-E8
E22	CNR20001204.1700.1021-E9
E23	CNR20001204.1700.1021-E10
E24	CNR20001204.1700.1021-E11
E26	CNR20001204.1700.1021-E12
E27	CNR20001204.1700.1021-E13
E28	CNR20001204.1700.1021-E14
E29	CNR20001204.1700.1021-E15
E30	CNR20001204.1700.1021-E16
E31	CNR20001204.1700.1021-E17
E32	CNR20001204.1700.1021-E18
E1	CNR20001204.1700.1021-E19
E2	CNR20001204.1700.1021-E20
E3	CNR20001204.1700.1021-E21
E4	CNR20001204.1700.1021-E22
E5	CNR20001204.1700.1021-E23
E6	CNR20001204.1700.1021-E24
E7	CNR20001204.1700.1021-E25
E8	CNR20001204.1700.1021-E26
